#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T18:51:56 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T18:51:56	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJ/861/49/table2&-out=AGC,Name,Vhel,HIflux,e_HIflux,SNR,Dist,e_Dist,logMHI,e_logMHI,HI&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18610049
#Name: J/ApJ/861/49
#Title: ALFALFA extragalactic HI source catalog (Haynes+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/apj/861/49	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/861/49	    IVOID of underlying data collection
#INFO	creator=Haynes M.P.	    First author or institution
#INFO	cites=bibcode:2018ApJ...861...49H	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/861/49	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18610049	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-11-27	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_861_49_table2:
#Name: J/ApJ/861/49/table2
#Title: ALFALFA extragalactic HI source catalog; corrected version (August 2019)
#Column	AGC	(A6)	[1/749512] UGC/AGC number (1)	[ucd=meta.id;meta.main]
#Column	Name	(A8)	Common name of the optical counterpart	[ucd=meta.id]
#Column	Vhel	(I5)	[-430/17823] Heliocentric velocity of the HI profile midpoint	[ucd=spect.dopplerVeloc;em.line.HI]
#Column	HIflux	(F6.2)	[-7.7/999.9] HI line flux density	[ucd=phot.flux]
#Column	e_HIflux	(F5.2)	[0.02/1.2] Uncertainty in HIflux	[ucd=stat.error]
#Column	SNR	(F5.1)	[1.2/964] Ratio of peak flux to rms noise	[ucd=instr.det.noise]
#Column	Dist	(F5.1)	[0.3/259.6] Adopted distance, where applicable	[ucd=pos.distance;pos.heliocentric]
#Column	e_Dist	(F4.1)	[0/31] Uncertainty in Dist	[ucd=stat.error]
#Column	logMHI	(F5.2)	[3.7/11] log HI mass where distance has been adopted	[ucd=phys.mass]
#Column	e_logMHI	(F5.2)	[0.04/1.2] Uncertainty in logMHI	[ucd=stat.error]
#Column	HI	(I1)	[1/2] HI source code (2)	[ucd=meta.code]
AGC	Name	Vhel	HIflux	e_HIflux	SNR	Dist	e_Dist	logMHI	e_logMHI	HI
233255	        	 9639	  1.41	 0.09	  8.7	141.7	 2.1	 9.82	 0.05	1
729291	        	14960	  0.52	 0.07	  4.7	216.7	 2.3	 9.76	 0.07	2
729292	        	 7351	  0.95	 0.07	  8.6	107.9	 2.2	 9.42	 0.06	1
748217	        	13105	  1.12	 0.13	  4.6	190.3	 2.3	 9.98	 0.07	2
743540	        	10450	  1.43	 0.10	  7.7	152.9	 2.3	 9.90	 0.05	1
235361	        	14774	  0.71	 0.07	  7.2	214.0	 2.2	 9.88	 0.06	1
725858	        	11056	  0.71	 0.06	  7.4	161.1	 2.2	 9.64	 0.06	1
238632	        	 6792	  1.32	 0.08	 10.4	100.9	 2.1	 9.50	 0.05	1
235364	        	 8689	  0.78	 0.08	  5.3	132.7	 4.3	 9.51	 0.07	2
725859	        	10649	  0.30	 0.04	  4.6	155.3	 2.4	 9.23	 0.07	2
231527	045-119 	 8886	  3.74	 0.12	 18.4	130.9	 2.5	10.18	 0.05	1
729295	        	 7431	  1.13	 0.10	  6.8	109.1	 2.3	 9.50	 0.06	1
231528	017-077 	 7558	  2.08	 0.08	 14.7	112.0	 2.3	 9.79	 0.05	1
230764	        	10664	  0.51	 0.05	  6.4	155.5	 2.3	 9.46	 0.06	1
231977	017-076a	14450	  1.96	 0.10	 11.0	210.4	 2.2	10.31	 0.05	1
230762	073-088 	10967	  1.62	 0.10	  8.2	160.4	 2.3	 9.99	 0.05	1
713685	        	11258	  0.96	 0.09	  5.6	164.7	 2.3	 9.79	 0.06	2
233121	045-120 	 4327	  2.49	 0.08	 18.9	 63.4	 2.3	 9.37	 0.06	1
732799	        	 9208	  1.07	 0.11	  5.6	134.9	 2.3	 9.66	 0.06	2
008772	I 946   	 6817	  1.55	 0.12	  6.2	102.6	 4.4	 9.58	 0.07	2
233122	        	 4358	  1.94	 0.05	 31.9	 63.9	 2.2	 9.27	 0.05	1
232162	        	 1239	  0.45	 0.04	  6.3	 22.3	 2.2	 7.72	 0.10	1
233696	        	 7418	  1.05	 0.08	  6.5	109.6	 2.2	 9.47	 0.06	1
233260	045-123 	 7115	  1.19	 0.07	  8.7	105.6	 2.2	 9.50	 0.05	1
232436	        	11824	  0.89	 0.09	  6.0	172.7	 2.2	 9.80	 0.06	2
231533	102-072 	 7714	  3.79	 0.12	 17.9	113.8	 2.3	10.06	 0.05	1
233748	        	10922	  0.57	 0.07	  4.7	159.7	 2.4	 9.53	 0.07	2
008774	N5331a  	 9886	  3.89	 0.13	 17.3	145.2	 2.4	10.29	 0.05	1
008777	I 949   	 8345	  4.74	 0.10	 25.5	122.7	 2.2	10.23	 0.05	1
743560	        	 8002	  0.79	 0.07	  6.9	117.8	 2.3	 9.41	 0.06	1
238633	        	 6760	  0.85	 0.06	  8.6	100.5	 2.3	 9.31	 0.06	1
230768	073-091 	11031	  3.28	 0.09	 15.4	161.3	 2.1	10.30	 0.05	1
231532	045-125 	 6922	  1.88	 0.08	 13.7	102.8	 2.1	 9.67	 0.05	1
235377	        	 8898	  0.81	 0.06	  7.8	132.7	 4.3	 9.53	 0.06	1
749467	        	 8411	  1.18	 0.07	  9.4	123.5	 2.1	 9.63	 0.05	1
743566	        	 5327	  1.36	 0.07	 10.8	 78.6	 2.2	 9.30	 0.05	1
743568	        	 8017	  1.16	 0.07	  9.1	118.1	 2.4	 9.58	 0.05	1
743571	        	 8404	  1.89	 0.09	 13.3	123.5	 2.3	 9.83	 0.05	1
233124	045-127 	 6817	  0.90	 0.10	  5.1	101.3	 2.3	 9.34	 0.07	2
743574	        	 8524	  0.93	 0.08	  6.7	125.3	 2.3	 9.54	 0.06	1
231536	017-086 	 4649	  1.26	 0.07	 11.9	 67.7	 2.1	 9.13	 0.06	1
235386	        	11111	  0.96	 0.09	  5.9	162.0	 2.2	 9.77	 0.06	2
238889	        	11118	  0.96	 0.06	  8.6	162.0	 2.3	 9.77	 0.05	1
233697	        	 5677	  1.31	 0.07	  9.5	 83.4	 2.4	 9.33	 0.06	1
233261	        	 4302	  1.76	 0.07	 13.4	 62.9	 2.3	 9.22	 0.06	1
238634	        	 6574	  1.55	 0.06	 17.3	 97.8	 2.1	 9.54	 0.05	1
743582	        	 8276	  0.53	 0.07	  4.7	121.7	 2.3	 9.27	 0.07	2
008787	045-128 	 4354	 16.11	 0.13	 72.3	 58.9	12.1	10.12	 0.18	1
233698	        	12144	  1.34	 0.08	  9.0	177.2	 2.3	10.00	 0.05	1
008791	N5335   	 4654	 10.67	 0.10	 63.1	 68.0	 2.3	10.07	 0.05	1
008794	132-033 	 8548	  2.28	 0.11	 11.6	125.6	 2.3	 9.93	 0.05	1
233560	        	 4306	  0.82	 0.06	  8.4	 63.2	 2.2	 8.89	 0.06	1
008797	132-034 	17104	  3.49	 0.14	 11.8	247.7	 2.4	10.70	 0.05	1
232558	        	 6532	  1.78	 0.09	 11.9	 97.1	 2.3	 9.60	 0.05	1
235392	        	17083	  1.50	 0.10	  8.7	247.4	 2.2	10.34	 0.05	1
008802	M+631004	12340	  3.91	 0.12	 17.4	179.1	 2.2	10.47	 0.05	1
239044	        	13099	  0.87	 0.06	  7.7	190.3	 2.1	 9.87	 0.05	1
008796	045-131 	 5066	  1.74	 0.09	 11.0	 79.4	15.9	 9.41	 0.18	1
238962	        	 8315	  1.40	 0.07	 13.3	122.8	 2.5	 9.70	 0.05	1
235395	191-005 	11928	  2.20	 0.15	  7.8	173.3	 2.3	10.19	 0.05	1
233125	        	 4310	  3.04	 0.07	 22.4	 63.2	 2.3	 9.46	 0.05	1
239257	        	10568	  0.93	 0.08	  7.5	154.0	 2.3	 9.72	 0.06	1
748242	        	14861	  1.49	 0.11	  7.7	215.3	 2.2	10.21	 0.05	1
725869	        	11227	  0.62	 0.07	  5.1	163.6	 2.1	 9.59	 0.07	2
743589	        	 8310	  1.24	 0.05	 14.6	122.2	 2.3	 9.64	 0.05	1
235400	        	12070	  0.94	 0.11	  4.8	175.3	 2.3	 9.83	 0.07	2
748244	        	13509	  0.80	 0.07	  6.3	196.0	 2.3	 9.86	 0.06	2
008805	N5347   	 2383	 11.40	 0.07	115.3	 37.8	 2.4	 9.58	 0.07	1
233702	        	10891	  1.00	 0.08	  7.3	159.3	 2.3	 9.78	 0.06	1
732804	        	16303	  1.76	 0.15	  6.4	236.3	 2.3	10.36	 0.06	2
008800	N5338   	  824	  0.83	 0.07	  6.2	 12.6	 1.2	 7.49	 0.10	1
230792	073-093 	11296	  1.84	 0.10	  9.9	165.1	 2.3	10.07	 0.05	1
239045	        	 4842	  0.90	 0.06	  8.4	 72.1	 2.2	 9.04	 0.06	1
233264	        	 4520	  1.02	 0.06	  9.5	 66.1	 2.4	 9.02	 0.06	1
238635	        	 5672	  1.03	 0.06	 10.3	 82.8	 2.2	 9.22	 0.06	1
232158	F721-12 	 6949	  0.55	 0.06	  6.5	103.1	 2.2	 9.14	 0.07	2
743607	        	 7884	  1.36	 0.09	  8.7	116.1	 2.3	 9.64	 0.05	1
233126	        	 8908	  1.23	 0.07	  9.7	131.2	 2.2	 9.70	 0.05	1
235414	        	15644	  3.12	 0.09	 19.6	226.8	 2.3	10.58	 0.05	1
008808	I 952   	 4673	  5.15	 0.11	 26.5	 62.8	12.8	 9.68	 0.18	1
725882	        	 8086	  1.01	 0.06	  9.1	118.7	 2.3	 9.53	 0.05	1
725883	        	 9318	  1.00	 0.07	  7.9	136.3	 2.2	 9.64	 0.05	1
235423	        	12257	  1.40	 0.12	  6.6	178.0	 2.4	10.02	 0.06	1
233750	        	 7256	  0.82	 0.07	  6.1	107.3	 2.4	 9.35	 0.06	2
238709	        	 1281	  0.71	 0.04	 13.8	 22.7	 2.2	 7.94	 0.10	1
725885	        	17104	  0.62	 0.07	  4.9	247.6	 2.3	 9.95	 0.07	2
238636	        	 4872	  0.66	 0.05	  9.9	 71.6	 2.2	 8.90	 0.06	1
743612	        	10441	  1.57	 0.11	  8.2	152.6	 2.3	 9.94	 0.05	1
238983	        	 3995	  1.14	 0.05	 14.5	 58.6	 2.3	 8.97	 0.06	1
743611	        	 6026	  0.60	 0.05	  6.4	 89.6	 2.3	 9.05	 0.06	1
743615	        	 6521	  1.64	 0.09	 10.2	 96.8	 2.3	 9.56	 0.05	1
235426	        	 7924	  1.35	 0.11	  7.5	116.1	 2.2	 9.63	 0.06	1
238984	        	 7215	  0.67	 0.06	  7.0	107.0	 2.2	 9.26	 0.06	1
233703	        	 7046	  0.82	 0.07	  6.3	104.4	 2.4	 9.32	 0.06	1
008825	191-013 	13755	  2.15	 0.13	  9.7	199.4	 2.2	10.30	 0.05	1
749468	        	 2507	  0.66	 0.05	  7.0	 39.3	 2.3	 8.38	 0.07	1
748270	        	 7969	  0.62	 0.07	  5.1	116.8	 2.3	 9.30	 0.07	2
008816	045-134 	 4649	  3.94	 0.10	 21.9	 71.5	13.8	 9.68	 0.17	1
230800	073-095 	 6652	  3.29	 0.08	 19.0	102.6	 4.4	 9.91	 0.06	1
008818	045-136 	 5454	  5.83	 0.08	 44.5	 79.6	 2.4	 9.94	 0.05	1
230801	073-094 	 6857	  1.69	 0.08	 12.6	101.8	 2.2	 9.62	 0.05	1
748274	        	14888	  1.14	 0.10	  7.0	215.7	 2.3	10.10	 0.06	1
008821	N5348   	 1450	 17.44	 0.10	107.6	 16.7	 3.5	 9.06	 0.19	1
725892	        	10045	  1.26	 0.10	  6.7	146.8	 2.4	 9.81	 0.06	1
238637	        	 6958	  1.83	 0.07	 16.0	103.2	 2.2	 9.66	 0.05	1
748273	        	 7675	  0.75	 0.06	  8.8	112.6	 2.2	 9.35	 0.06	1
743633	        	 8227	  1.88	 0.08	 13.7	121.1	 2.2	 9.81	 0.05	1
238849	        	 9886	  0.70	 0.06	  7.6	144.5	 2.4	 9.54	 0.06	1
008829	191-015 	 7855	  2.42	 0.12	 10.6	115.2	 2.3	 9.88	 0.05	1
748278	        	 6997	  1.30	 0.08	  8.9	103.0	 2.4	 9.51	 0.05	1
231550	I4342   	 8781	  0.92	 0.08	  6.0	132.7	 4.3	 9.58	 0.06	2
232957	        	 8864	  0.70	 0.07	  8.1	130.5	 2.4	 9.45	 0.06	2
238710	        	 7046	  0.87	 0.08	  6.6	104.6	 2.5	 9.35	 0.06	1
238638	        	12659	  0.71	 0.07	  6.5	184.7	 2.1	 9.76	 0.06	1
008828	132-040 	 8333	  3.11	 0.15	  9.9	122.5	 2.2	10.04	 0.05	1
715911	        	11010	  0.55	 0.08	  4.2	161.2	 2.3	 9.53	 0.08	2
233581	074-001a	 6952	  5.67	 0.09	 34.9	103.1	 2.4	10.15	 0.05	1
231551	132-041 	 8397	  2.92	 0.06	 38.5	123.3	 2.3	10.02	 0.05	1
230808	102-079 	12541	  2.24	 0.12	  9.6	182.8	 2.2	10.25	 0.05	1
008827	103-003 	 5520	  1.58	 0.08	 10.7	 81.3	 4.4	 9.39	 0.07	1
231980	KKH86   	  286	  0.80	 0.03	 17.1	  2.6	 0.3	 6.11	 0.10	1
238639	        	 7163	  0.71	 0.05	 10.8	106.2	 2.3	 9.28	 0.06	1
233704	        	12019	  1.19	 0.09	  6.9	175.4	 2.3	 9.94	 0.06	1
235528	        	 8418	  1.42	 0.08	 11.0	123.7	 2.2	 9.71	 0.05	1
238640	        	 6788	  0.93	 0.06	  8.1	100.8	 2.3	 9.35	 0.06	1
233706	        	 6976	  0.65	 0.06	  6.0	102.6	 4.4	 9.21	 0.07	1
233538	018-001 	 8949	  1.98	 0.05	 21.3	131.8	 2.3	 9.91	 0.05	1
232159	D648-03 	 6957	  0.97	 0.07	  8.3	103.0	 2.4	 9.38	 0.06	1
748288	        	13978	  1.57	 0.08	 10.8	202.6	 2.2	10.18	 0.05	1
008833	M+631023	  226	  6.82	 0.05	130.2	  3.2	 0.3	 7.22	 0.09	1
230812	074-003 	 8062	  1.93	 0.12	  8.4	118.9	 2.4	 9.81	 0.05	1
231915	        	 8996	  0.48	 0.05	  5.4	132.5	 2.2	 9.30	 0.06	2
233751	        	15221	  1.29	 0.07	 10.5	221.1	 2.3	10.17	 0.05	1
231958	I4343   	 8730	  2.16	 0.13	  8.4	132.7	 4.3	 9.95	 0.06	1
231780	        	 8352	  0.75	 0.09	  4.5	122.7	 2.1	 9.43	 0.07	2
231553	102-081 	 8368	  1.76	 0.09	 11.7	123.0	 2.5	 9.80	 0.05	1
233128	        	 9134	  1.01	 0.07	  8.3	134.4	 2.2	 9.63	 0.05	1
233266	        	 4392	  1.43	 0.08	 10.6	 64.2	 2.4	 9.14	 0.06	1
743662	        	 9626	  0.76	 0.07	  6.7	141.0	 2.3	 9.55	 0.06	1
235439	        	17615	  1.00	 0.08	  7.7	254.9	 2.4	10.19	 0.06	2
743661	        	10518	  0.96	 0.09	  5.8	153.7	 2.4	 9.73	 0.06	2
008831	N5356   	 1367	  4.87	 0.10	 27.0	 28.2	 5.7	 8.96	 0.18	1
732815	        	 9001	  0.51	 0.05	  7.6	132.7	 4.3	 9.33	 0.07	1
238985	        	 7298	  0.95	 0.07	  8.0	108.2	 2.2	 9.42	 0.06	1
233754	        	10998	  0.96	 0.09	  6.1	160.7	 2.4	 9.77	 0.06	2
232141	        	 1398	  1.80	 0.05	 25.7	 24.1	 2.4	 8.39	 0.10	1
748298	        	 2393	  1.56	 0.07	 11.5	 37.9	 2.4	 8.72	 0.07	1
743667	        	 8581	  0.54	 0.06	  5.2	126.0	 2.4	 9.31	 0.07	2
239027	103-005 	 6953	  4.13	 0.11	 19.4	102.9	 2.3	10.01	 0.05	1
748299	        	 6685	  0.80	 0.06	  8.0	 98.5	 2.3	 9.26	 0.06	1
725909	        	10588	  1.11	 0.10	  6.5	154.4	 2.2	 9.79	 0.06	1
231979	162-027 	17143	  1.90	 0.12	  8.9	247.9	 2.4	10.44	 0.05	1
239063	        	 2827	  0.63	 0.06	  6.9	 43.4	 2.3	 8.45	 0.08	1
230823	        	14481	  4.50	 0.13	 17.6	209.8	 2.3	10.67	 0.05	1
235442	        	11745	  1.12	 0.09	  8.6	170.6	 2.5	 9.89	 0.06	1
725913	        	10839	  1.34	 0.12	  6.5	158.1	 2.2	 9.90	 0.06	1
732816	        	 7118	  1.39	 0.06	 12.6	104.8	 2.4	 9.56	 0.05	1
231554	I4344   	 9343	  0.98	 0.09	  6.1	132.7	 4.3	 9.61	 0.07	2
233417	018-003 	 4429	  2.27	 0.08	 16.4	 64.7	 2.2	 9.35	 0.05	1
725915	        	 9397	  1.11	 0.11	  5.1	132.7	 4.3	 9.66	 0.07	2
748300	        	11943	  0.53	 0.06	  5.0	173.7	 2.3	 9.58	 0.07	2
233418	        	 3870	  0.49	 0.05	  6.1	 56.8	 2.2	 8.57	 0.07	1
725919	2MFGC   	11238	  1.52	 0.13	  6.2	163.8	 2.3	 9.98	 0.06	2
233707	        	11679	  0.67	 0.06	  7.1	170.5	 2.3	 9.66	 0.06	1
008839	103-007 	  957	 21.36	 0.07	194.8	 16.2	 2.3	 9.12	 0.13	1
743673	        	 6622	  0.76	 0.08	  5.0	 98.2	 2.2	 9.24	 0.07	2
232118	FGC2674 	 5420	  2.81	 0.08	 18.7	 79.2	 2.4	 9.62	 0.05	1
743678	        	 8092	  0.94	 0.09	  5.9	119.1	 2.2	 9.50	 0.06	2
231014	046-002 	 7198	  1.42	 0.09	  8.8	106.7	 2.2	 9.58	 0.05	1
008842	132-047a	 8797	  5.06	 0.14	 16.3	132.7	 4.3	10.32	 0.05	1
748303	        	 8865	  0.56	 0.06	  6.0	129.7	 2.3	 9.35	 0.07	2
231588	        	 8851	  1.34	 0.07	 11.6	132.7	 4.3	 9.74	 0.06	1
725920	        	10416	  1.73	 0.12	  7.0	151.9	 2.2	 9.97	 0.05	1
233708	        	 7243	  1.07	 0.09	  7.1	107.1	 2.1	 9.46	 0.06	1
231016	MK  70  	 5099	  1.44	 0.07	 11.2	 75.7	 2.3	 9.29	 0.06	1
233709	103-009 	 4919	  0.94	 0.09	  6.0	 72.7	 2.1	 9.07	 0.07	1
008838	N5360   	 1170	  0.61	 0.05	  7.5	 22.2	 4.4	 7.85	 0.18	1
235452	        	 8373	  1.14	 0.10	  6.1	122.9	 2.3	 9.61	 0.06	1
743679	        	17503	  1.50	 0.11	  7.6	253.6	 2.2	10.36	 0.05	1
232958	        	13092	  0.84	 0.08	  7.0	190.9	 2.2	 9.86	 0.06	1
231015	MK 797  	 6112	  0.85	 0.06	  7.4	 91.0	 2.4	 9.22	 0.06	1
231558	046-004 	 5024	  1.89	 0.09	 11.8	 73.5	 2.2	 9.38	 0.05	1
238658	        	11363	  0.94	 0.09	  5.9	166.1	 2.3	 9.79	 0.06	2
232959	        	 7274	  1.00	 0.09	  6.2	107.8	 2.3	 9.44	 0.06	2
230831	046-005 	 6778	  3.95	 0.09	 23.4	100.6	 2.4	 9.97	 0.05	1
725929	        	 8476	  1.32	 0.09	  7.8	132.7	 4.3	 9.74	 0.06	1
231563	I4349   	 9255	  1.58	 0.13	  6.0	132.7	 4.3	 9.82	 0.06	2
232960	        	 8849	  1.26	 0.09	  7.4	130.3	 2.3	 9.70	 0.06	2
748308	        	12376	  1.45	 0.12	  5.4	179.7	 2.1	10.04	 0.06	2
238914	        	 2249	  1.97	 0.06	 20.0	 35.9	 2.2	 8.78	 0.07	1
743687	        	16371	  0.70	 0.08	  5.3	237.3	 2.2	 9.97	 0.07	2
743689	        	 8133	  0.92	 0.07	  9.4	119.7	 2.2	 9.49	 0.06	1
232201	        	11803	  1.69	 0.10	  9.1	172.5	 2.3	10.07	 0.05	1
238642	        	 7294	  4.44	 0.12	 19.5	108.1	 2.4	10.09	 0.05	1
008849	I 960a  	 6634	  1.78	 0.10	  9.9	 98.3	 2.3	 9.61	 0.05	1
743692	        	 6632	  1.32	 0.09	  8.5	 98.3	 2.4	 9.48	 0.06	1
238643	F721-V2 	 1220	  0.35	 0.03	  6.1	 22.3	 2.4	 7.61	 0.11	1
233711	        	 5685	  0.96	 0.06	  8.4	 83.5	 2.3	 9.20	 0.06	1
008847	N5363   	 1132	  1.87	 0.16	  5.3	 22.2	 4.4	 8.34	 0.18	2
238644	        	 6791	  1.07	 0.07	 10.5	100.8	 2.3	 9.41	 0.06	1
008848	I 959   	 6858	  5.57	 0.12	 22.4	102.6	 4.4	10.14	 0.06	1
008856	162-030a	 9352	  3.76	 0.13	 13.3	136.7	 2.3	10.22	 0.05	1
230845	162-029 	11970	  1.90	 0.11	  9.3	174.1	 2.3	10.13	 0.05	1
239218	        	10581	  0.92	 0.07	  7.3	154.5	 2.2	 9.71	 0.06	1
008855	132-053 	 8370	  2.23	 0.11	 11.0	122.9	 2.3	 9.90	 0.05	1
232142	        	 1096	  0.83	 0.05	 12.1	 20.3	 2.2	 7.90	 0.11	1
725935	        	10066	  0.77	 0.07	  6.4	147.0	 2.3	 9.59	 0.06	1
008853	N5364   	 1240	 52.35	 0.12	255.1	 22.2	 4.4	 9.78	 0.18	1
233421	        	 4792	  1.23	 0.05	 17.1	 69.9	 2.4	 9.15	 0.06	1
230846	074-008 	 7032	  1.38	 0.08	  8.6	104.2	 2.4	 9.55	 0.05	1
238645	        	 6881	  1.54	 0.10	  8.7	102.1	 2.2	 9.58	 0.05	1
232440	        	 6634	  0.69	 0.07	  6.3	 98.5	 2.3	 9.20	 0.06	2
233565	        	 4909	  0.74	 0.05	  8.8	 72.2	 2.3	 8.96	 0.06	1
238715	        	 1197	  0.47	 0.04	  8.7	 21.6	 2.3	 7.71	 0.11	1
743701	        	 8464	  0.57	 0.06	  5.6	124.3	 2.2	 9.32	 0.06	2
235462	        	 4936	  1.06	 0.08	  7.5	 73.5	 2.3	 9.13	 0.06	1
233712	        	 8089	  1.11	 0.08	  8.2	119.2	 2.2	 9.57	 0.06	1
230857	162-033 	10743	  1.31	 0.08	  8.9	156.6	 2.1	 9.88	 0.05	1
743703	        	 2871	  3.02	 0.06	 32.8	 44.2	 2.3	 9.14	 0.06	1
233583	        	 4050	  2.67	 0.06	 27.1	 59.9	 2.2	 9.35	 0.05	1
008861	074-010 	 4893	  3.89	 0.08	 28.4	 71.8	14.6	 9.67	 0.18	1
232305	        	11185	  1.40	 0.12	  6.1	163.5	 2.3	 9.95	 0.06	2
238897	        	10151	  0.90	 0.06	 14.1	148.1	 2.2	 9.67	 0.05	1
230856	        	17215	  2.34	 0.11	 11.0	249.6	 2.2	10.54	 0.05	1
008862	103-017 	 8301	  4.81	 0.08	 30.1	122.0	 2.4	10.23	 0.05	1
725949	        	 8685	  1.85	 0.11	  9.4	127.3	 2.3	 9.85	 0.05	1
231101	103-019 	 8315	  2.94	 0.06	 29.4	122.2	 2.2	10.02	 0.05	1
232306	        	11428	  1.21	 0.10	  6.3	167.0	 2.2	 9.90	 0.06	2
239091	        	 8325	  0.59	 0.05	  7.0	122.4	 2.3	 9.32	 0.06	1
725950	        	15611	  1.37	 0.08	  9.0	226.3	 2.4	10.22	 0.05	1
008865	N5375   	 2383	 11.91	 0.09	 76.5	 37.7	 2.3	 9.60	 0.07	1
230859	074-013 	 4497	  2.83	 0.08	 17.1	 66.6	 2.3	 9.47	 0.05	1
725952	        	17294	  0.76	 0.09	  4.9	250.2	 2.2	10.05	 0.07	2
230861	074-012 	 6868	  2.75	 0.07	 20.1	101.8	 2.2	 9.83	 0.05	1
743718	        	 8088	  0.86	 0.08	  6.0	119.0	 2.2	 9.46	 0.06	2
743719	        	 3680	  0.44	 0.06	  4.5	 55.5	 2.2	 8.50	 0.08	2
725957	        	10263	  0.49	 0.05	  5.5	149.8	 2.0	 9.41	 0.06	2
743721	        	 5181	  1.23	 0.08	  8.2	 76.6	 2.4	 9.23	 0.06	1
231571	N5373   	11883	  0.79	 0.08	  5.9	173.6	 2.2	 9.75	 0.06	2
233714	        	 4384	  1.50	 0.07	 11.4	 65.0	 2.3	 9.17	 0.06	1
743720	        	 8280	  0.60	 0.06	  5.4	121.8	 2.3	 9.32	 0.06	2
233543	        	 9496	  0.96	 0.08	  6.5	139.6	 2.3	 9.64	 0.06	2
743723	        	 8439	  1.77	 0.10	  9.8	123.9	 2.2	 9.81	 0.05	1
230866	074-014 	 6188	  1.98	 0.11	 10.3	 92.1	 2.3	 9.60	 0.05	1
748318	        	14235	  0.96	 0.08	  6.6	206.3	 2.2	 9.98	 0.06	1
008873	132-058 	 8906	  3.68	 0.13	 13.8	130.5	 2.3	10.17	 0.05	1
235474	        	 8133	  2.02	 0.12	  8.9	119.0	 2.3	 9.83	 0.05	1
743730	        	 9727	  1.05	 0.09	  6.7	142.5	 2.2	 9.70	 0.06	1
230870	MK 280  	11060	  1.61	 0.06	 13.5	161.1	 2.2	 9.99	 0.05	1
230865	074-016 	 6107	  2.28	 0.05	 29.7	 90.9	 2.3	 9.65	 0.05	1
232447	        	11914	  0.83	 0.10	  4.6	173.9	 2.3	 9.77	 0.07	2
725966	        	10511	  0.46	 0.05	  4.9	153.3	 2.2	 9.41	 0.07	2
008871	046-015 	16075	  2.29	 0.11	 11.1	233.5	 2.3	10.47	 0.05	1
743733	        	 2853	  3.66	 0.07	 28.6	 43.9	 2.2	 9.22	 0.06	1
231574	I 963   	 6515	  0.94	 0.09	  6.7	 96.6	 2.3	 9.32	 0.06	1
008874	N5374   	 4373	  8.48	 0.10	 49.7	 63.2	 4.4	 9.90	 0.07	1
238888	        	 2258	  0.73	 0.05	  8.6	 36.0	 2.2	 8.35	 0.07	1
743735	        	 7737	  0.81	 0.09	  5.2	114.1	 2.1	 9.40	 0.07	2
743738	        	 6555	  1.02	 0.09	  6.4	 97.2	 2.1	 9.36	 0.06	1
235479	        	 8707	  0.71	 0.05	 10.3	127.7	 2.5	 9.44	 0.06	1
231783	        	 9574	  2.22	 0.10	 13.3	140.0	 2.2	10.01	 0.05	1
008879	132-059 	 8591	  4.08	 0.11	 18.5	126.0	 2.2	10.18	 0.05	1
743740	        	 6523	  0.74	 0.08	  6.0	 96.7	 2.4	 9.21	 0.07	1
230871	I 964   	 6661	  0.68	 0.07	  6.5	 98.7	 2.4	 9.19	 0.07	1
233571	        	 1249	  4.47	 0.06	 43.4	 22.9	 2.2	 8.74	 0.09	1
235481	        	10341	  1.11	 0.11	  5.6	150.6	 2.3	 9.77	 0.06	2
231102	FGC1688 	 9446	  1.38	 0.09	  8.2	138.2	 2.2	 9.79	 0.05	1
743742	        	 6561	  1.67	 0.06	 18.8	 97.2	 2.2	 9.57	 0.05	1
232008	KKR 1   	 4394	  1.10	 0.04	 22.2	 64.7	 2.3	 9.04	 0.06	1
231575	046-017 	 7077	  0.75	 0.08	  5.6	104.9	 2.3	 9.29	 0.07	1
008878	074-018 	 6817	  3.07	 0.06	 34.9	101.1	 2.3	 9.87	 0.05	1
233270	        	 7221	  0.79	 0.06	  6.9	107.0	 2.4	 9.33	 0.06	1
231576	046-019 	 4679	  0.96	 0.07	  7.4	 68.7	 2.2	 9.03	 0.06	1
