#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T19:46:12 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T19:46:12	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FApJS%2F172%2F599%2Ftable2&-out=AGC,OName,RAJ2000,DEJ2000,TT,Imagc,gamma,i,cz,r,Gnum&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21720599
#Name: J/ApJS/172/599
#Title: SFI++ II. A new I-band Tully-Fisher catalog (Springob+, 2007)
#INFO	ivoid=ivo://cds.vizier/j/apjs/172/599	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/172/599	    IVOID of underlying data collection
#INFO	creator=Springob C.M.	    First author or institution
#INFO	cites=bibcode:2007ApJS..172..599S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2007	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/172/599	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21720599	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-12-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_172_599_table2:
#Name: J/ApJS/172/599/table2
#Title: *Parameters of non-template galaxies (from erratum)
#Column	AGC	(I6)	Entry number in the UGC or AGC (G1)	[ucd=meta.id;meta.main]
#Column	OName	(A8)	Other name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	TT	(I2)	Morphological type code T	[ucd=meta.code;src.morph]
#Column	Imagc	(F7.2)	Corrected I-band apparent magnitude	[ucd=phot.mag;em.opt.I]
#Column	gamma	(F6.2)	Extinction coefficient gamma (G3)	[ucd=stat.fit.param]
#Column	i	(F5.1)	Inclination	[ucd=src.orbital.inclination]
#Column	cz	(I6)	Velocity in the CMB frame (1)	[ucd=phys.veloc;pos.cmb]
#Column	r	(A1)	[O/H] Code indicating whether the spectroscopy is radio (H, HI spectroscopy) or optical (O)	[ucd=meta.ref;pos.frame]
#Column	Gnum	(I5)	Group number (G2)	[ucd=meta.id]
AGC	OName	RAJ2000	DEJ2000	TT	Imagc	gamma	i	cz	r	Gnum
300091	425-027b	20 58 06.5	+13 30 53	 3	  13.39	  1.00	 61.2	  8582	H	    0
 33967	598 G  9	20 58 28.2	-19 58 50	 3	  12.05	  1.28	 62.0	  8349	O	    0
 33971	341 G 23	20 58 59.1	-39 27 43	 5	  12.49	  1.19	 72.3	  9072	O	    0
 11656	425-029 	20 59 05.3	+11 16 51	 5	  13.37	  0.79	 80.0	  4268	H	    0
 11660	        	21 00 31.6	+13 29 30	 3	  13.84	  0.64	 82.2	  4487	H	    0
 11662	N7003   	21 00 42.4	+17 48 17	 3	  12.19	  1.00	 45.9	  4996	H	    0
 34008	235 G 33	21 00 52.6	-48 36 01	 3	  11.84	  1.22	 31.5	  7089	O	    0
600179	I5078   	21 02 31.2	-16 49 05	 4	  10.77	  0.71	 73.6	  1191	H	    0
 34091	598 G 20	21 04 24.4	-21 46 56	 5	  11.02	  1.30	 32.2	  8362	O	    0
310007	400-022 	21 04 28.8	+07 58 48	 4	  13.30	  1.00	 75.2	  5204	H	    0
 34101	598 G 21	21 04 48.8	-17 53 05	 3	  13.62	  1.00	 68.4	  8736	O	    0
610198	        	21 05 39.1	-25 33 03	 3	  16.47	  0.50	 90.0	 11914	O	 3744
 34135	N7019   	21 06 25.7	-24 24 50	 5	  13.07	  1.14	 67.5	 10897	O	 3744
610212	        	21 06 31.0	-24 29 17	 3	  15.63	  0.73	 90.0	 10128	O	 3744
610214	        	21 06 39.9	-25 27 56	 3	  14.53	  1.00	 90.0	 11046	O	 3744
610217	        	21 07 00.4	-24 37 11	 3	  15.45	  0.80	 81.2	 11045	O	 3744
610220	        	21 07 11.2	-25 15 09	 3	  14.27	  1.00	 64.1	 11331	O	 3744
610222	        	21 07 20.9	-25 37 48	 3	  13.59	  1.00	 90.0	 11940	O	 3744
610224	        	21 07 23.5	-25 34 16	 3	  15.30	  0.87	 77.3	 12486	O	 3744
610231	        	21 07 38.9	-24 39 22	 3	  14.34	  1.00	 61.8	 10878	O	 3744
 34162	286 G 58	21 08 18.0	-43 54 56	 4	  13.19	  1.00	 48.4	  9186	O	    0
 11683	449-006 	21 08 26.6	+18 11 27	 5	  12.73	  1.00	 74.7	  4721	H	    0
 34184	530 G  4	21 08 44.1	-22 54 37	 5	  14.72	  0.86	 59.4	  8572	O	    0
 34189	530 G  7	21 09 07.0	-25 33 20	 3	  13.88	  1.00	 84.6	  8535	O	    0
610251	        	21 09 16.2	-25 33 37	 3	  16.03	  0.50	 90.0	  8610	O	    0
610018	M-154003	21 10 05.5	-03 41 51	 4	  12.75	  0.50	 61.7	  1917	H	    0
 34213	464 G 26	21 10 18.5	-29 31 38	 3	  12.35	  1.00	 72.2	  5299	O	31001
 34202	107 G 11	21 11 02.8	-65 31 38	 5	  13.85	  1.00	 58.4	 10860	O	    0
 11696	        	21 11 55.0	+11 22 45	 6	  13.88	  0.72	 88.3	  4979	H	    0
310030	426-015 	21 12 01.2	+11 29 45	 1	  12.73	  1.00	 55.1	  4699	H	    0
310298	U11696b 	21 12 06.2	+11 20 41	 5	  15.24	  0.50	 65.2	  4696	H	    0
 34252	342 G 17	21 12 10.6	-37 37 39	 5	  14.55	  0.81	 90.0	  7457	O	    0
 34267	402 G 15	21 12 43.5	-36 51 31	 3	  12.99	  1.00	 60.7	  8675	O	    0
610024	375-011 	21 13 12.9	-00 21 58	 5	  13.26	  1.00	 59.6	  5808	H	    0
 34263	144 G 19	21 13 12.9	-58 25 37	 3	  12.81	  1.15	 64.8	 10035	O	    0
 34272	144 G 20	21 13 50.7	-61 17 22	 5	  13.89	  1.00	 67.8	  7657	O	    0
 11706	426-025 	21 14 22.3	+15 14 39	 3	  12.93	  1.00	 80.5	  4401	H	41135
 34285	464 G 29	21 14 41.1	-31 34 55	 4	  13.31	  1.00	 51.4	  9801	O	    0
310444	375-024 	21 16 21.8	+01 05 05	 0	  15.31	  1.00	 53.1	  9140	H	    0
 34312	342 G 25	21 16 22.5	-38 58 50	 4	  12.61	  1.10	 68.6	  8583	O	    0
 11712	N7047   	21 16 27.6	-00 49 36	 3	  11.89	  1.01	 59.2	  5488	H	    0
 11713	426-034 	21 17 28.2	+15 33 57	 5	  13.99	  0.57	 67.8	  4447	H	41135
 34334	287 G  3	21 17 37.4	-46 43 28	 5	  13.77	  1.00	 58.9	 10985	O	    0
 34347	530 G 34	21 17 58.2	-22 50 04	 3	  12.46	  1.06	 74.7	  7617	O	    0
 34364	599 G  7	21 19 46.4	-22 11 40	 3	  13.86	  1.00	 70.8	  7979	O	    0
 11723	375-027 	21 20 17.3	-01 41 04	 3	  12.26	  1.00	 82.1	  4574	H	    0
610044	M-254005	21 20 23.3	-13 10 16	 5	  12.43	  1.18	 74.8	  8703	O	    0
 11724	375-028 	21 20 38.3	+01 02 48	 5	  12.81	  1.00	 80.3	  5878	H	41484
 11729	        	21 21 14.6	+25 01 43	 5	  14.86	  0.50	 78.6	  4316	H	41120
 34381	530 G 37	21 21 25.2	-24 22 17	 3	  13.54	  1.00	 52.3	  7353	O	    0
 34373	I5100   	21 21 43.5	-65 56 01	 5	  13.01	  1.00	 72.5	  5019	O	31009
 34397	287 G 13	21 23 13.6	-45 46 19	 4	  10.85	  1.00	 77.8	  2500	O	31010
 34414	342 G 40	21 24 35.1	-37 24 03	 4	  13.49	  1.00	 68.6	  8929	O	    0
 34419	342 G 41	21 25 03.0	-39 49 14	 5	  13.49	  0.89	 55.0	  4852	O	31011
 34431	402 G 28	21 25 44.2	-34 04 42	 3	  12.65	  1.00	 56.2	  7304	O	    0
 11740	426-053 	21 26 14.3	+09 47 52	 3	  12.67	  1.00	 74.1	  6099	H	41280
 34455	I5107   	21 28 14.8	-65 44 08	 5	  13.39	  0.93	 66.3	  5045	O	31009
 34501	403 G  3	21 30 34.0	-33 38 59	 5	  13.18	  1.00	 85.9	  7375	O	    0
 34512	465 G  5	21 31 20.6	-29 15 38	 3	  14.12	  0.92	 52.7	  6956	O	    0
 34522	465 G  6	21 32 04.0	-30 49 18	 5	  13.35	  1.00	 69.6	  8607	O	    0
 34505	I5108   	21 32 51.5	-72 39 43	 3	  13.46	  1.01	 66.6	 11155	O	    0
 11765	402-003 	21 33 33.2	+08 46 20	 3	  13.37	  1.00	 55.5	  6349	H	    0
 34549	599 G 20	21 34 07.7	-20 28 12	 4	  12.48	  1.22	 76.1	  9408	O	    0
 11768	        	21 34 34.2	+18 57 01	 4	  12.85	  1.00	 82.9	  6277	H	    0
 34574	600 G  2	21 35 34.5	-19 01 52	 4	  12.89	  1.21	 56.2	 11217	O	    0
 34559	N7083   	21 35 45.3	-63 54 17	 5	  10.18	  1.16	 56.7	  3002	O	31019
310136	493-003 	21 38 42.5	+29 50 14	 5	  13.41	  0.85	 54.7	  4622	H	    0
 34611	600 G  5	21 39 10.6	-20 51 05	 5	  13.79	  1.00	 49.7	  9729	O	    0
 11785	376-020 	21 39 26.6	+02 49 36	 5	  12.56	  1.00	 84.4	  3728	H	    0
 34636	531 G 22	21 40 29.0	-26 31 33	 5	  11.55	  1.00	 85.4	  3118	H	    0
 34644	343 G 18	21 41 26.7	-39 45 54	 3	  12.76	  1.00	 84.1	  4643	O	31020
 11790	376-023 	21 41 29.9	+00 53 41	 5	  12.46	  1.00	 45.6	  4206	H	    0
 34648	531 G 23	21 41 35.9	-26 35 30	 3	  13.76	  1.00	 58.8	  8963	O	    0
 34652	403 G 14	21 41 49.1	-35 11 41	 4	  14.45	  0.50	 61.7	  4716	O	    0
 34658	N7110   	21 42 11.7	-34 09 40	 3	  12.20	  1.00	 57.2	  5046	O	    0
 11792	402-016 	21 42 12.7	+05 36 55	 5	  12.20	  1.00	 79.6	  4471	H	41342
 34673	236 G 37	21 43 20.4	-48 19 08	 3	  12.31	  1.00	 53.4	  5366	O	31022
310160	376-025 	21 43 37.5	+02 38 05	 5	  13.09	  1.00	 64.5	  7550	H	    0
 34695	600 G  9	21 44 31.0	-20 02 39	 3	  14.10	  1.00	 65.5	  9917	O	    0
 34693	343 G 26	21 44 41.4	-39 11 04	 3	  13.14	  1.00	 51.3	  5930	O	    0
 34704	466 G  5	21 45 31.5	-29 04 26	 3	  13.68	  0.91	 57.4	  5637	O	    0
310171	402-018 	21 45 58.6	+07 52 22	 4	  13.10	  0.70	 61.5	  3396	H	    0
310173	I1398   	21 46 11.7	+09 33 48	 3	  13.72	  1.00	 71.5	  8047	H	    0
310174	402-021 	21 46 16.5	+09 41 08	 2	  13.45	  1.00	 69.5	  8137	H	    0
 11809	402-022 	21 46 37.7	+08 17 38	 3	  12.72	  1.22	 65.3	 10543	H	    0
 11810	I1401   	21 46 59.4	+01 42 45	 5	  12.28	  1.00	 70.7	  4377	H	    0
 34725	343 G 28	21 47 23.4	-38 42 46	 4	  14.28	  0.50	 68.4	  4361	O	    0
610113	M-155011	21 47 41.3	-04 09 41	 3	  12.60	  1.00	 70.1	  4757	H	    0
 34751	N7126   	21 49 20.8	-60 36 30	 3	  11.16	  1.00	 59.9	  2892	O	31023
 34752	I5130   	21 50 23.5	-73 59 52	 5	  12.25	  1.16	 72.1	  7853	O	    0
310194	472-012 	21 51 29.7	+22 50 40	 3	  14.02	  0.66	 48.4	  5007	H	    0
310196	472-013 	21 51 34.8	+22 39 06	 4	  13.69	  1.00	 71.3	 11069	H	    0
 34805	404 G  1	21 52 11.6	-36 50 28	 5	  13.61	  1.00	 44.2	  9508	O	    0
 11837	M+648001	21 52 13.3	+36 05 54	 5	  12.40	  1.00	 53.3	  5030	H	    0
 11838	493-010 	21 52 35.8	+28 18 22	 5	  12.87	  0.72	 82.9	  3151	H	    0
610126	M-255006	21 52 50.0	-10 30 34	 5	  13.44	  0.92	 81.3	  5032	H	31027
 34815	288 G 15	21 52 50.6	-45 09 21	 5	  14.38	  1.00	 81.8	  8891	O	    0
 34816	I5141   	21 53 16.3	-59 29 39	 3	  11.59	  1.00	 38.6	  4330	O	    0
 34836	N7152   	21 53 58.6	-29 17 24	 3	  12.62	  1.00	 58.1	  6234	O	    0
310218	427-040 	21 54 20.5	+15 02 38	 3	  13.80	  1.00	 46.9	  8282	H	    0
 11845	M+255029	21 54 27.9	+15 00 59	 4	  13.39	  1.00	 78.6	  6890	H	    0
310219	493-012 	21 55 04.5	+30 35 02	 5	  13.41	  1.00	 47.3	  6703	H	    0
 34849	189 G 12	21 55 38.5	-54 52 33	 5	  13.09	  1.00	 84.0	  8194	O	    0
 11849	472-016 	21 55 40.3	+24 53 51	 5	  12.26	  1.00	 58.4	  5507	H	40959
310223	428-001 	21 55 47.4	+14 43 51	 3	  13.97	  1.00	 69.9	 11135	H	    0
310227	377-004 	21 56 15.0	+02 10 21	 4	  12.70	  1.03	 60.2	  8103	H	    0
 11855	493-014 	21 56 26.0	+30 47 15	 4	  12.12	  1.00	 75.4	  5281	H	41357
 34881	344 G  2	21 57 41.1	-40 25 04	 5	  14.45	  1.00	 82.1	  9892	O	    0
610499	i95     	21 58 05.8	-07 50 43	 3	  13.13	  1.00	 69.9	  4944	O	    0
 11867	377-010 	21 58 53.8	-01 59 22	 4	  12.75	  1.00	 64.4	  4513	H	40590
 34912	466 G 28	21 59 13.4	-28 41 24	 5	  12.89	  1.00	 72.7	  5805	H	    0
610147	I1417   	22 00 21.5	-13 08 49	 3	  12.18	  1.00	 68.7	  5061	O	    0
 11873	M+356002	22 00 40.8	+19 40 03	 3	  13.25	  1.00	 79.7	  7079	H	    0
 11872	N7177   	22 00 41.1	+17 44 16	 2	   9.97	  0.66	 47.3	   803	H	31032
 34944	404 G 19	22 01 23.2	-33 54 43	 3	  12.97	  1.00	 63.8	  7922	O	    0
 34950	601 G  4	22 01 30.3	-22 04 13	 4	  12.38	  1.00	 72.8	  4896	H	31033
 34954	601 G  5	22 01 37.9	-21 30 43	 3	  12.56	  1.00	 81.3	  4846	O	31033
 34977	601 G  7	22 02 21.5	-21 02 23	 5	  13.30	  0.50	 78.0	  1482	H	31036
 34975	N7178   	22 02 24.7	-35 47 23	 5	  12.96	  1.03	 66.0	  9153	O	    0
 11876	        	22 02 29.1	+02 49 00	 5	  13.97	  0.50	 86.8	  3617	H	    0
 34981	404 G 23	22 02 40.9	-33 48 16	 5	  12.08	  1.00	 47.4	  4212	H	31035
 11881	        	22 02 52.6	+17 54 09	 3	  14.16	  0.50	 67.6	  3315	H	    0
 34989	532 G 14	22 02 56.9	-22 28 20	 5	  13.53	  0.50	 59.5	  1409	H	    0
 34992	532 G 15	22 03 08.1	-22 23 40	 6	  14.48	  0.50	 71.4	  1440	O	    0
 34993	532 G 16	22 03 13.1	-26 24 22	 3	  12.99	  1.04	 60.0	  9383	O	    0
 11893	M+648005	22 04 06.8	+35 56 18	 5	  11.84	  1.00	 75.9	  5252	H	41273
 35017	532 G 17	22 04 43.0	-26 24 06	 5	  13.08	  1.00	 72.5	  5261	H	    0
 35011	N7179   	22 04 47.1	-64 02 42	 4	  11.14	  1.00	 66.8	  2874	O	31037
 11896	451-005 	22 04 47.2	+15 47 38	 4	  13.37	  1.00	 53.2	  7308	H	    0
 35008	 75 G 53	22 05 01.8	-69 58 36	 5	  14.43	  0.98	 86.0	  8484	O	    0
 35016	146 G  6	22 05 17.8	-60 40 36	 5	  13.12	  0.93	 82.8	  4460	O	    0
620408	        	22 05 34.2	-05 40 04	 3	  14.28	  1.08	 56.1	 17726	O	    0
320025	FGC2364 	22 06 23.9	+17 26 01	 5	  14.78	  0.97	 73.5	  9936	H	    0
320028	451-009 	22 06 37.9	+17 27 38	 3	  13.08	  1.06	 49.9	 10022	H	    0
 35031	N7191   	22 06 51.8	-64 38 03	 5	  11.65	  1.00	 65.2	  2826	O	31037
 35054	601 G 19	22 07 26.9	-20 50 37	 3	  12.85	  1.00	 71.4	  6869	O	    0
 35065	532 G 21	22 08 13.6	-25 03 40	 3	  12.83	  1.00	 57.7	  5149	O	    0
 35063	404 G 31	22 08 13.9	-32 27 41	 5	  12.79	  1.00	 63.5	  4099	O	    0
 35068	404 G 32	22 08 28.2	-34 06 23	 5	  12.49	  1.00	 67.6	  4130	O	    0
 35072	601 G 22	22 08 32.5	-20 26 10	 5	  14.27	  0.55	 71.9	  4924	O	    0
620012	M-156002	22 09 34.4	-06 06 51	 6	  12.45	  1.00	 53.0	  4686	H	    0
 35095	532 G 23	22 09 36.9	-27 14 50	 4	  13.39	  1.00	 51.6	  6940	O	    0
620014	N7218   	22 10 11.6	-16 39 47	 6	  10.68	  0.85	 64.2	  1334	H	    0
 35101	DDO211  	22 10 12.3	-18 51 54	10	  13.12	  0.50	 73.6	  1430	O	    0
 35110	467 G 17	22 10 40.2	-27 53 48	 3	  12.62	  1.07	 53.1	  8313	O	    0
 11941	        	22 11 34.0	+29 51 34	 4	  14.22	  0.82	 75.4	  6519	H	    0
 11948	428-044 	22 12 22.3	+14 01 27	 3	  12.79	  1.00	 49.1	  7606	H	    0
 35114	 48 G 18	22 12 24.4	-72 34 04	 4	  13.75	  1.00	 63.3	  8142	O	    0
 35133	I5170   	22 12 29.9	-47 13 21	 1	  11.14	  0.92	 72.4	  1412	O	31044
320082	        	22 12 45.1	+13 51 47	 3	  14.18	  0.99	 62.4	  7695	H	    0
 35137	N7219   	22 13 07.0	-64 51 19	 3	  11.33	  1.00	 56.8	  2848	O	31037
 35160	532 G 34	22 13 10.3	-22 26 42	 3	  12.46	  1.00	 51.8	  4945	O	31041
320796	        	22 13 15.4	+13 58 00	 4	  14.00	  1.00	 69.7	  7769	H	    0
 35161	532 G 35	22 13 23.4	-27 13 07	 3	  12.91	  1.00	 55.6	  6814	O	    0
 35164	I1435   	22 13 26.1	-22 05 49	 3	  12.04	  1.00	 52.8	  4992	O	31041
 35165	467 G 23	22 13 30.6	-27 33 30	 3	  11.82	  1.00	 72.8	  4976	O	31043
 11952	428-048 	22 13 38.7	+14 13 08	 5	  13.50	  1.00	 76.1	  7277	H	41201
 35178	404 G 45	22 14 08.5	-33 14 11	 5	  12.97	  0.90	 79.7	  4028	H	31042
 35171	189 G 31	22 14 15.6	-54 07 17	 5	  12.70	  1.27	 39.0	 11114	O	    0
 35190	467 G 27	22 14 38.4	-27 27 51	 5	  11.59	  1.04	 64.2	  4870	H	31043
 11964	M+356019	22 15 29.0	+19 13 12	 5	  13.71	  0.50	 85.2	  1071	H	    0
 35217	467 G 34	22 15 48.2	-27 30 44	 3	  13.87	  0.72	 63.6	  4859	O	31043
 35216	237 G 49	22 16 02.9	-47 39 44	 5	  13.09	  0.50	 83.4	  2709	O	31047
 35223	533 G  6	22 16 04.6	-26 40 48	 3	  12.61	  1.00	 71.9	  6733	O	    0
 35222	467 G 36	22 16 06.1	-30 22 07	 3	  12.79	  1.00	 57.0	  7387	O	    0
 35221	I5179   	22 16 09.0	-36 50 42	 5	  10.56	  1.05	 63.6	  3163	H	    0
 35226	289 G 10	22 16 43.6	-47 07 06	 5	  12.60	  0.67	 88.1	  2575	O	31047
 35251	467 G 40	22 17 56.9	-27 31 45	 3	  14.43	  0.51	 68.1	  5094	O	    0
 11982	377-045 	22 18 52.9	-01 03 31	 5	  13.16	  0.92	 79.7	  4455	H	    0
 35269	I5199   	22 19 32.9	-37 31 00	 3	  12.35	  1.00	 90.0	  4849	O	31050
 35274	533 G 13	22 19 38.3	-25 19 56	 5	  13.39	  0.82	 80.6	  4442	H	31052
 11987	404-001 	22 20 07.9	+09 01 03	 3	  13.27	  1.00	 72.0	  8265	H	    0
 11994	494-015 	22 20 53.1	+33 17 41	 4	  11.69	  1.00	 81.6	  4553	H	40784
 35285	I5201   	22 20 57.2	-46 01 52	 5	  10.69	  0.50	 60.2	   703	O	    0
 35308	602 G 10	22 22 02.7	-19 34 25	 4	  12.83	  1.00	 67.6	  6982	O	    0
320755	o94     	22 22 11.2	+02 55 51	 3	  14.79	  1.00	 49.7	 11429	H	    0
320751	o94     	22 22 25.6	+02 44 03	 3	  13.48	  1.00	 60.0	  9179	H	    0
 12000	378-001 	22 22 25.7	+02 51 36	 5	  13.43	  1.00	 62.2	  9214	H	    0
620041	N7260   	22 22 36.4	-04 07 14	 4	  11.68	  1.00	 48.6	  4552	H	31055
 35327	I5214   	22 22 43.2	-27 21 19	 3	  13.15	  1.00	 80.0	  7836	O	    0
 35284	 27 G  8	22 23 03.2	-79 59 43	 5	  10.73	  1.00	 72.0	  2475	O	    0
 35330	I5207   	22 23 29.1	-60 33 53	 5	  13.81	  1.00	 52.8	  6735	O	    0
 12018	494-020 	22 23 37.0	+30 51 24	 3	  12.23	  1.01	 82.5	  6407	H	    0
 35346	533 G 24	22 23 42.6	-26 36 47	 4	  12.45	  1.00	 61.2	  6279	O	    0
 12022	494-023 	22 24 02.8	+33 26 11	 3	  12.46	  1.00	 81.0	  6205	H	40901
 12021	404-011 	22 24 11.6	+06 00 14	 3	  13.20	  0.83	 63.5	  4112	H	    0
320193	452-007 	22 24 23.2	+18 04 16	 3	  13.43	  1.00	 53.5	  5773	H	    0
 35376	533 G 26	22 25 34.0	-24 14 26	 3	  13.29	  1.00	 72.0	  7276	O	    0
320213	452-010 	22 26 19.6	+19 34 54	 5	  14.04	  1.00	 47.8	  8491	H	    0
 12038	452-013 	22 26 54.4	+19 32 53	 3	  12.73	  1.02	 73.9	  8226	H	    0
320218	495-001 	22 27 11.7	+31 30 22	 4	  13.06	  1.00	 78.8	  6121	H	    0
 35403	N7279   	22 27 12.6	-35 08 23	 5	  13.07	  1.00	 56.0	  8760	O	    0
 35410	I5220   	22 28 02.6	-59 43 24	 5	  13.02	  1.00	 71.9	  4699	O	    0
 35385	 27 G 10	22 28 11.8	-79 30 35	 5	  13.59	  1.00	 75.2	 10328	O	    0
 12045	N7290   	22 28 26.4	+17 08 50	 3	  12.14	  0.84	 57.5	  2542	H	41370
 12050	452-020 	22 29 03.2	+19 06 01	 3	  12.90	  1.00	 66.6	  7720	H	    0
 12054	404-018 	22 29 32.4	+07 43 31	 3	  13.03	  0.50	 78.8	  1705	H	    0
320785	        	22 30 30.8	+35 17 31	 3	  15.37	  0.50	 90.0	  6039	H	    0
 35452	N7301   	22 30 34.2	-17 34 27	 1	  12.51	  1.00	 55.8	  7009	O	    0
 35451	533 G 37	22 30 38.8	-26 55 53	 5	  13.84	  0.50	 63.3	  3275	H	    0
 12059	474-004 	22 30 44.2	+22 32 32	 3	  12.80	  1.00	 30.5	  7202	H	    0
620087	N7300   	22 30 59.8	-14 00 13	 4	  11.30	  1.09	 65.4	  4569	H	31059
 12063	514-049 	22 31 10.8	+35 22 29	 2	  12.67	  1.00	 72.1	  6374	H	40814
 35462	468 G  5	22 31 13.7	-28 32 21	 3	  13.48	  1.00	 67.0	  8129	O	    0
620088	602 G 25	22 31 24.6	-19 01 34	20	  12.20	  1.11	 68.3	  7181	O	    0
 12065	N7303   	22 31 32.9	+30 57 20	 3	  11.82	  1.00	 46.8	  3354	H	    0
 35471	468 G  7	22 31 44.9	-27 18 08	 5	  13.67	  1.00	 76.0	  7998	O	    0
 12067	452-023 	22 31 46.4	+20 36 14	 1	  13.53	  1.00	 51.0	  6833	H	    0
620093	M-357018	22 31 55.6	-17 08 43	 5	  13.93	  0.74	 62.0	  5202	H	    0
 12068	378-010 	22 32 07.2	+00 02 12	 3	  12.92	  1.21	 49.0	 11338	H	    0
320243	474-005 	22 32 20.1	+23 51 52	 5	  14.11	  1.00	 68.2	 11598	H	    0
 12073	514-053 	22 32 33.4	+39 12 55	 3	  11.94	  1.00	 75.8	  4360	H	41121
 12072	        	22 32 36.5	+23 55 53	 3	  14.34	  0.85	 78.1	  7106	H	    0
 35491	N7306   	22 33 15.7	-27 14 48	 4	  11.72	  1.00	 58.7	  3238	H	    0
320569	        	22 34 02.6	+01 54 59	 1	  13.95	  1.20	 77.3	 17725	O	    0
320572	        	22 34 30.4	+01 33 39	 3	  13.76	  1.27	 90.0	 17923	O	    0
 35519	533 G 48	22 34 32.1	-22 41 34	 3	  13.16	  1.00	 70.7	  5275	O	    0
320573	        	22 34 32.3	+01 24 57	 0	  14.80	  1.00	 68.7	 17453	O	    0
 12083	N7312   	22 34 34.8	+05 49 01	 3	  12.16	  1.20	 48.1	  7913	H	    0
320574	        	22 34 36.7	+01 55 38	 5	  15.05	  1.00	 81.7	 20630	O	    0
320575	        	22 34 43.6	+01 21 33	 3	  14.44	  1.01	 90.0	 17415	O	    0
 12093	452-027 	22 34 49.4	+18 38 18	 5	  12.94	  1.00	 61.3	  7970	H	    0
320576	        	22 35 10.1	+01 20 46	 4	  13.52	  1.30	 52.6	 17892	O	    0
320578	        	22 35 10.6	+00 50 47	 5	  14.54	  1.00	 86.7	 17422	O	    0
 35528	405 G 31	22 35 29.0	-35 07 20	 3	  13.19	  1.00	 61.1	  8323	O	    0
320579	        	22 35 33.9	+01 51 35	 4	  14.74	  1.00	 68.3	 16412	O	    0
 35525	I5230   	22 35 40.1	-61 32 51	 5	  13.42	  1.07	 64.2	 11878	O	    0
320581	        	22 35 41.8	+01 39 34	 1	  14.06	  1.11	 64.7	 16565	O	    0
 35535	N7314   	22 35 45.9	-26 02 59	 5	   9.76	  1.00	 68.4	  1118	O	    0
320583	        	22 36 06.8	+01 33 33	-2	  14.86	  1.00	 79.2	 15665	O	    0
 12103	N7321   	22 36 28.0	+21 37 16	 3	  11.71	  1.24	 48.5	  6795	H	    0
 35543	534 G  3	22 36 36.7	-26 15 37	 4	  12.96	  1.00	 74.5	  7670	O	    0
320522	K2234+18	22 36 48.6	+18 51 22	 5	  14.47	  0.91	 78.2	  8067	H	    0
320591	        	22 36 49.8	+01 38 53	 5	  13.94	  1.00	 86.7	 10937	O	    0
 12113	N7331   	22 37 04.1	+34 24 58	 3	   7.82	  1.00	 64.9	   491	H	31061
 12118	429-015 	22 37 29.3	+10 31 53	 3	  11.47	  1.00	 68.3	  2460	H	    0
 12119	M+357027	22 37 31.1	+18 47 34	 3	  14.07	  0.68	 64.6	  5167	H	41221
 12122	N7339   	22 37 47.0	+23 47 11	 4	  10.47	  0.65	 74.0	   989	H	31062
 12123	474-014 	22 37 53.1	+25 11 28	 5	  13.98	  0.50	 79.5	  3735	H	    0
 12141	358-003 	22 38 15.4	+80 40 36	 5	  12.97	  0.50	 75.5	  1987	H	    0
 35563	534 G  9	22 38 41.5	-25 50 58	 3	  11.27	  1.00	 68.5	  3087	O	    0
 12135	        	22 38 47.7	+72 32 48	 5	  12.28	  1.00	 75.8	  3922	H	    0
 35572	603 G  1	22 39 06.1	-19 39 21	 4	  12.40	  1.18	 70.4	  8609	O	    0
620266	        	22 39 12.5	-02 26 19	 3	  14.94	  1.00	 59.1	 15329	O	    0
 35578	603 G  2	22 39 26.4	-20 22 15	 5	  13.71	  1.00	 78.3	  8619	O	    0
 12133	404-027 	22 39 32.1	+08 36 46	 5	  12.68	  1.00	 80.2	  7058	H	40572
620160	N7344   	22 39 36.0	-04 09 31	 2	  12.15	  1.12	 58.2	  7086	O	    0
 12134	429-018 	22 39 37.5	+11 46 11	 4	  12.58	  1.00	 66.8	  6982	H	    0
