#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T20:11:06 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T20:11:06	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FApJ%2F809%2F146%2Ftable1&-out=NSA,RAJ2000,DEJ2000,Dist,e_Dist,Inc,Reff,e_Reff,MHI,e_MHI,Mstar,e_Mstar,Ref,SimbadName&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18090146
#Name: J/ApJ/809/146
#Title: SDSS-DR8 isolated low-mass galaxies (Bradford+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apj/809/146	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/809/146	    IVOID of underlying data collection
#INFO	creator=Bradford J.D.	    First author or institution
#INFO	cites=bibcode:2015ApJ...809..146B	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/809/146	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18090146	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-12-22	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_809_146_table1:
#Name: J/ApJ/809/146/table1
#Title: Isolated galaxy data sample
#Column	NSA	(I6)	[162/171138] NASA Sloan Atlas v0.1.2 identifier	[ucd=meta.id]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(F6.2)	[13/246] Heliocentric luminosity distance	[ucd=pos.distance]
#Column	e_Dist	(F5.2)	[1/4] Uncertainty in Dist	[ucd=stat.error]
#Column	Inc	(I2)	[8/90] Inclination Angle	[ucd=src.orbital.inclination;pos.posAng]
#Column	Reff	(F5.2)	[0.2/29.1] Effective radius at assumed distance	[ucd=pos.distance;phys.size.radius]
#Column	e_Reff	(F5.2)	[0.01/0.6] Uncertainty in reff	[ucd=stat.error]
#Column	MHI	(F6.3)	[0.01/59.1] HI Mass	[ucd=phys.mass]
#Column	e_MHI	(F6.3)	[0.004/28] Uncertainty in MHI	[ucd=stat.error]
#Column	Mstar	(F7.3)	[0.007/262.3] Stellar mass	[ucd=phys.mass]
#Column	e_Mstar	(F7.3)	[0.003/121] Uncertainty in Mstar	[ucd=stat.error]
#Column	Ref	(I1)	Source of HI observations (1)	[ucd=meta.bib]
#Column	SimbadName	(A24)	Simbad column added by the CDS	[ucd=meta.id]
NSA	RAJ2000	DEJ2000	Dist	e_Dist	Inc	Reff	e_Reff	MHI	e_MHI	Mstar	e_Mstar	Ref	SimbadName
116538	09 46 31.03	+15 53 10.85	 57.57	 2.32	69	 3.21	 0.13	 1.541	 0.300	  4.791	  2.207	2	SDSS J094631.02+155310.7
116585	10 00 07.45	+13 33 01.62	139.07	 2.14	63	 4.75	 0.07	13.447	 3.871	 21.095	  9.716	2	SDSS J100007.44+133301.7
116668	09 57 47.78	+15 07 32.16	 55.35	 2.47	57	 4.57	 0.20	 1.147	 0.258	 26.975	 12.425	2	SDSS J095747.76+150732.1
116677	09 58 53.33	+15 22 47.65	 72.93	 2.14	51	 4.10	 0.12	 3.639	 0.513	  6.838	  3.150	2	SDSS J095853.32+152247.7
116790	10 08 35.84	+14 28 19.23	 86.76	 1.64	66	 1.82	 0.03	 2.028	 0.474	  1.037	  0.478	2	SDSS J100835.83+142819.3
116859	10 01 05.14	+14 56 51.41	 74.05	 1.89	75	 1.32	 0.03	 3.048	 0.379	  1.389	  0.640	2	SDSS J100105.15+145651.5
116895	10 08 48.09	+15 36 12.42	167.74	 2.14	90	 7.81	 0.10	 9.171	 4.748	  7.252	  3.340	2	SDSS J100848.08+153612.4
116905	10 14 28.65	+15 54 08.98	 45.16	 2.47	67	 2.70	 0.15	 2.181	 0.519	  2.378	  1.095	2	SDSS J101428.57+155410.5
116920	10 10 55.13	+15 57 12.17	146.62	 2.14	51	 5.66	 0.08	 5.427	 1.121	  4.790	  2.206	2	SDSS J101055.10+155712.2
116929	10 10 02.09	+17 00 34.71	 54.06	 2.68	90	 2.28	 0.11	 0.327	 0.073	  0.183	  0.084	1	SDSS J101002.07+170034.4
116964	10 18 33.48	+14 12 41.08	140.31	 2.14	57	 3.22	 0.05	 8.206	 1.256	 36.734	 16.920	2	SDSS J101833.47+141241.1
116997	10 12 20.41	+14 54 38.80	 86.57	 1.64	62	 3.58	 0.07	 2.780	 0.418	  0.579	  0.267	2	SDSS J101220.40+145438.9
117142	10 26 31.66	+15 20 23.92	142.31	 2.14	57	 9.40	 0.14	19.427	 1.913	 25.061	 11.543	2	SDSS J102631.64+152024.0
117145	10 24 40.13	+14 45 22.39	 23.45	 1.86	68	 5.78	 0.46	 2.442	 0.795	  1.605	  0.739	2	SDSS J102440.12+144522.1
117459	10 25 41.72	+16 10 28.31	 49.99	 2.72	30	 1.35	 0.07	 0.395	 0.121	  0.354	  0.163	2	SDSS J102541.72+161027.3
117540	10 41 45.31	+15 38 35.83	 94.20	 2.14	78	 6.98	 0.16	12.858	 1.310	 36.982	 17.034	2	SDSS J104145.30+153835.8
117543	10 39 18.47	+14 50 53.11	 93.91	 2.14	90	 6.70	 0.15	 6.490	 0.824	 27.982	 12.889	2	SDSS J103918.47+145052.6
117555	10 32 47.56	+15 51 39.01	 84.01	 1.46	32	 7.33	 0.13	 4.505	 0.472	 32.396	 14.922	2	SDSS J103247.55+155138.9
117971	13 03 55.19	+16 10 14.85	151.77	 2.14	30	 9.77	 0.14	 7.455	 1.052	 80.159	 36.921	2	SDSS J130355.18+161014.9
118133	13 38 12.59	+15 51 47.64	 70.11	 2.14	83	 3.10	 0.09	 1.814	 0.583	  0.554	  0.255	2	SDSS J133812.60+155147.5
118136	13 37 29.60	+16 03 18.10	 70.32	 2.14	85	 1.35	 0.04	 0.749	 0.278	  0.099	  0.046	2	SDSS J133729.60+160318.1
118337	12 07 41.24	+18 28 50.25	 32.20	 1.93	90	 1.14	 0.07	 0.186	 0.047	  0.064	  0.029	1	SDSS J120741.21+182849.3
118459	12 15 24.33	+20 18 12.37	 58.26	 3.54	80	 1.66	 0.10	 0.172	 0.048	  0.137	  0.063	1	SDSS J121524.30+201812.3
118849	13 36 25.55	+18 17 53.04	 17.22	 1.97	56	 0.83	 0.09	 0.017	 0.008	  0.018	  0.008	1	SDSS J133625.55+181753.4
119511	12 00 02.78	+24 53 21.78	 49.91	 3.68	56	 1.63	 0.12	 0.357	 0.126	  0.241	  0.111	2	SDSS J120002.77+245321.3
119557	11 59 54.49	+26 04 10.17	139.46	 2.14	32	 3.11	 0.05	 3.624	 0.842	  2.987	  1.376	2	SDSS J115954.48+260410.0
119564	12 03 07.82	+25 30 17.47	191.85	 2.14	58	 4.66	 0.05	15.983	10.312	  9.946	  4.581	2	SDSS J120307.81+253017.3
119569	12 05 28.69	+25 23 57.15	201.39	 2.14	20	 2.92	 0.03	 8.288	 3.284	  5.019	  2.312	2	SDSS J120528.68+252357.1
119660	12 07 59.54	+25 33 05.73	146.76	 2.14	53	 8.70	 0.13	16.821	 2.401	108.603	 50.022	2	SDSS J120759.53+253305.6
119805	12 29 01.46	+24 37 57.53	215.25	 2.14	52	 6.81	 0.07	13.096	 6.824	 38.990	 17.959	2	SDSS J122901.45+243757.5
119807	12 26 22.12	+24 16 53.41	 93.50	 2.14	35	 2.91	 0.07	 1.573	 0.409	  0.332	  0.153	2	SDSS J122622.08+241652.8
119856	12 25 36.14	+26 09 47.95	138.70	 2.14	37	 6.81	 0.11	 4.764	 0.902	  9.237	  4.255	2	SDSS J122536.15+260947.7
119870	12 36 38.08	+24 25 43.74	 99.81	 2.14	66	 4.15	 0.09	 5.426	 0.785	 38.455	 17.712	2	SDSS J123638.05+242543.5
119887	12 30 31.37	+25 18 34.20	 96.28	 2.14	66	 3.86	 0.09	 0.592	 0.451	  2.696	  1.242	1	SDSS J123031.37+251834.2
119927	12 38 12.58	+25 24 39.17	 93.10	 2.14	90	 3.95	 0.09	 1.869	 0.561	  1.360	  0.627	2	SDSS J123812.57+252439.2
119931	12 39 31.65	+25 40 38.68	205.43	 2.14	51	 8.59	 0.09	22.618	 5.585	 63.473	 29.236	2	SDSS J123931.64+254038.6
119943	12 46 56.47	+25 37 17.88	 97.98	 2.14	53	 1.88	 0.04	 1.811	 0.362	  0.369	  0.170	2	SDSS J124656.47+253717.9
119956	12 48 48.92	+24 59 56.84	 98.35	 2.14	14	 3.70	 0.08	 1.167	 0.284	  0.859	  0.396	2	SDSS J124848.87+245957.2
119960	12 50 06.02	+25 01 20.00	 92.86	 1.64	33	 3.88	 0.07	 3.108	 0.400	  7.074	  3.258	2	SDSS J125006.02+250119.9
119983	12 58 45.57	+24 14 02.10	 97.97	 2.14	53	 5.53	 0.12	 2.694	 0.413	  2.562	  1.180	2	SDSS J125845.57+241402.2
119991	13 01 30.85	+24 37 47.37	110.07	 2.14	26	 4.46	 0.09	 4.183	 0.530	  1.061	  0.489	2	SDSS J130130.82+243747.5
119999	13 03 59.74	+24 47 51.22	199.42	 2.14	76	 4.35	 0.05	13.259	 7.118	 32.369	 14.909	2	SDSS J130359.73+244751.1
120000	13 04 21.24	+24 25 49.06	109.07	 2.14	90	 4.76	 0.09	 3.497	 0.615	  1.016	  0.468	2	SDSS J130421.24+242549.3
120013	13 15 13.83	+24 12 23.23	203.91	 2.14	65	 7.54	 0.08	11.505	 3.836	  5.499	  2.533	2	SDSS J131513.83+241223.2
120018	13 12 06.67	+24 05 42.00	 37.44	 1.57	44	 3.66	 0.15	 2.940	 0.521	 20.083	  9.250	2	SDSS J131206.68+240542.0
120029	13 08 31.59	+24 42 02.83	102.98	 2.14	90	10.11	 0.21	11.612	 1.172	 61.754	 28.444	2	SDSS J130831.57+244202.7
120063	13 19 19.33	+24 59 00.85	101.76	 2.14	66	 6.40	 0.13	 4.461	 0.567	  4.001	  1.843	2	SDSS J131919.34+245900.7
120067	13 21 34.09	+25 30 58.43	146.65	 2.14	50	 5.62	 0.08	 9.510	 6.531	118.496	 54.579	2	SDSS J132134.09+253058.4
120109	13 31 56.13	+24 06 06.39	162.62	 2.14	56	 6.03	 0.08	10.743	 1.612	 21.507	  9.906	2	SDSS J133156.13+240606.4
120197	13 39 04.89	+24 40 34.44	152.02	 2.14	73	 4.07	 0.06	 9.351	 1.381	 12.576	  5.793	2	SDSS J133904.88+244034.3
120213	13 42 14.53	+24 18 08.18	203.79	 2.14	46	 8.70	 0.09	12.907	 8.195	 45.449	 20.934	2	SDSS J134214.53+241808.2
120408	14 05 06.55	+15 46 28.83	 92.32	 1.88	74	 5.27	 0.11	 8.034	 0.815	  8.037	  3.702	2	SDSS J140506.55+154628.7
120414	14 03 47.27	+15 43 42.57	 99.32	 2.14	80	 4.40	 0.09	 5.399	 0.651	 13.637	  6.281	2	SDSS J140347.26+154342.5
120496	14 07 39.36	+14 51 52.21	173.67	 2.14	81	11.03	 0.14	16.925	 9.802	113.763	 52.399	2	SDSS J140739.36+145152.1
120558	14 16 05.98	+15 42 55.37	184.97	 2.14	29	 8.76	 0.10	15.528	 1.433	 18.224	  8.394	2	SDSS J141605.98+154255.3
120565	14 23 17.87	+14 47 32.23	135.31	 2.14	44	 6.27	 0.10	 7.979	 1.011	 34.686	 15.976	2	SDSS J142317.87+144732.2
120571	14 20 53.35	+15 00 02.73	115.01	 2.14	74	 8.33	 0.16	 9.981	 2.663	 47.693	 21.967	2	SDSS J142053.34+150002.6
120576	14 18 35.59	+14 16 42.81	109.30	 2.14	75	 9.44	 0.19	16.731	 1.523	 22.546	 10.385	2	SDSS J141835.58+141642.5
120635	14 26 07.01	+14 29 38.69	136.38	 2.14	27	 2.79	 0.04	 3.262	 0.785	 12.656	  5.829	2	SDSS J142606.99+142938.7
120697	14 38 31.22	+13 45 19.32	165.51	 2.14	70	 4.85	 0.06	10.156	 3.093	 10.176	  4.687	2	SDSS J143831.20+134519.2
120710	14 35 31.38	+15 32 21.64	 76.39	 1.93	24	 1.47	 0.04	 0.976	 0.232	  0.249	  0.115	2	SDSS J143531.33+153221.0
120715	14 36 21.47	+15 14 59.78	 51.62	 2.29	63	 1.43	 0.06	 0.523	 0.099	  0.108	  0.050	1	SDSS J143621.43+151500.0
120739	14 41 12.35	+14 53 24.45	133.19	 2.14	40	 3.32	 0.05	10.766	 7.261	 32.485	 14.962	2	SDSS J144112.34+145324.4
120750	14 41 40.87	+15 31 00.91	205.69	 2.14	64	 6.35	 0.07	17.919	 2.986	 26.454	 12.185	2	SDSS J144140.86+153100.9
120767	14 49 51.29	+13 35 13.24	 94.72	 2.14	86	 3.52	 0.08	 2.866	 0.535	  3.002	  1.383	2	SDSS J144951.32+133513.5
120769	14 49 33.82	+13 48 25.11	 83.01	 1.71	36	 3.27	 0.07	 4.096	 0.412	  6.247	  2.878	2	SDSS J144933.81+134825.0
120840	14 48 09.50	+14 08 01.44	 93.61	 2.14	71	 3.84	 0.09	 4.488	 0.689	  4.874	  2.245	2	SDSS J144809.50+140801.5
120925	15 00 09.31	+13 19 45.81	142.58	 2.14	49	10.84	 0.16	 6.620	 1.534	 12.625	  5.815	2	SDSS J150009.30+131945.7
120927	15 00 52.00	+12 30 25.46	184.67	 2.14	90	 5.28	 0.06	16.032	11.955	 20.810	  9.585	2	SDSS J150051.97+123025.7
120950	15 00 21.34	+14 43 14.72	 91.58	 1.88	80	 3.74	 0.08	 3.430	 0.443	  0.825	  0.380	2	SDSS J150021.34+144314.6
120953	14 57 53.85	+14 02 43.80	195.14	 2.14	32	13.13	 0.14	18.124	 7.215	 86.812	 39.986	2	SDSS J145753.84+140243.7
120962	15 01 35.05	+14 52 32.55	 92.11	 1.92	74	 4.79	 0.10	 3.310	 0.423	  1.857	  0.855	2	SDSS J150135.03+145232.4
120997	15 07 25.54	+13 53 21.43	 88.00	 1.86	50	 3.05	 0.06	 3.352	 0.805	  2.439	  1.124	2	SDSS J150725.50+135321.2
121009	15 12 31.91	+12 49 30.37	152.04	 2.14	41	 5.46	 0.08	 5.871	 1.987	 14.459	  6.660	2	SDSS J151231.91+124930.3
121010	15 12 20.54	+13 01 24.05	197.08	 2.14	67	 7.93	 0.09	 4.128	 3.173	  8.823	  4.064	2	SDSS J151220.53+130124.1
121013	15 11 44.01	+12 14 02.17	194.90	 2.14	25	 7.27	 0.08	22.392	 2.158	 32.455	 14.949	2	SDSS J151144.00+121402.1
121022	15 07 58.34	+13 52 34.77	197.17	 2.14	16	10.62	 0.12	12.007	 2.643	 53.239	 24.522	2	SDSS J150758.33+135234.7
121043	15 25 56.06	+11 24 37.48	 26.92	 1.75	54	 0.60	 0.04	 0.022	 0.007	  0.018	  0.008	1	SDSS J152556.08+112437.3
121050	15 24 12.86	+11 41 37.87	 39.46	 1.93	48	 1.39	 0.07	 1.545	 0.327	  0.155	  0.071	2	SDSS J152412.84+114137.9
121062	15 20 59.41	+12 10 53.17	 19.44	 1.75	64	 0.70	 0.06	 0.121	 0.048	  0.020	  0.009	2	SDSS J152059.47+121053.3
121064	15 20 32.46	+11 59 24.66	137.70	 2.14	46	 6.14	 0.10	17.438	 1.971	 11.311	  5.210	2	SDSS J152032.45+115924.7
121068	15 18 15.11	+12 29 19.17	156.46	 2.14	27	 7.75	 0.11	12.020	 1.283	 36.653	 16.883	2	SDSS J151815.11+122919.1
121077	15 18 00.09	+13 31 35.38	108.55	 2.14	64	 7.76	 0.15	13.016	 1.923	 63.916	 29.440	2	SDSS J151800.08+133135.3
121103	15 22 55.27	+12 36 25.91	151.51	 2.14	61	 8.40	 0.12	10.852	 2.345	  6.131	  2.824	2	SDSS J152255.25+123625.8
121104	15 22 07.83	+13 55 41.59	129.35	 2.14	45	13.54	 0.22	14.004	12.113	153.470	 70.688	2	SDSS J152207.82+135541.5
121108	15 24 31.13	+12 52 35.22	 27.81	 1.86	69	 0.78	 0.05	 0.026	 0.009	  0.026	  0.012	1	SDSS J152431.10+125234.4
121129	15 34 58.54	+11 45 00.94	 26.94	 1.79	38	 2.08	 0.14	 1.407	 0.385	 14.664	  6.754	2	SDSS J153458.54+114500.9
121130	15 32 09.99	+11 09 28.26	 91.52	 1.92	63	 3.30	 0.07	 1.729	 0.295	  0.161	  0.074	2	SDSS J153209.99+110928.3
121145	15 27 25.90	+11 17 01.92	 53.72	 1.93	90	 4.30	 0.15	 1.388	 0.273	  0.205	  0.094	2	SDSS J152725.89+111702.4
121161	15 29 35.87	+12 15 20.35	192.07	 2.14	60	 9.78	 0.11	12.518	 8.189	 27.392	 12.617	2	SDSS J152935.86+121520.3
121184	15 35 33.03	+12 34 03.39	124.21	 2.14	75	 3.76	 0.06	 3.350	 2.415	  1.862	  0.858	2	SDSS J153533.05+123402.9
121496	14 16 23.87	+17 39 56.60	 47.08	 2.18	87	 1.17	 0.05	 0.405	 0.082	  0.076	  0.035	1	SDSS J141623.84+173956.5
121739	14 34 09.18	+16 11 02.55	165.06	 2.14	68	 7.34	 0.10	17.521	 4.768	 25.668	 11.823	2	SDSS J143409.17+161102.5
122128	14 51 17.27	+15 26 47.23	200.51	 2.14	32	 9.94	 0.11	15.600	 3.342	 67.208	 30.956	2	SDSS J145117.26+152647.2
122224	15 07 32.66	+15 04 42.56	198.30	 2.14	80	 8.40	 0.09	21.260	15.640	 29.634	 13.649	2	SDSS J150732.67+150442.4
122240	15 01 46.01	+15 06 47.32	152.01	 2.14	58	 6.19	 0.09	 9.550	 1.569	 17.679	  8.143	2	SDSS J150146.01+150647.3
122297	15 14 44.86	+14 21 36.09	126.95	 2.14	78	 4.22	 0.07	 7.190	 0.932	  0.893	  0.411	2	SDSS J151444.83+142136.1
122299	15 14 26.32	+14 44 46.20	154.60	 2.14	34	 4.14	 0.06	 5.091	 0.799	  5.931	  2.732	2	SDSS J151426.31+144446.1
122300	15 12 40.73	+14 59 55.04	 93.93	 2.14	58	 1.07	 0.02	 1.551	 0.653	  0.506	  0.233	2	SDSS J151240.72+145955.0
122304	15 09 48.20	+15 27 58.76	219.81	 2.14	66	 7.02	 0.07	19.063	 3.978	 13.749	  6.333	2	SDSS J150948.20+152758.8
122313	15 16 14.39	+15 41 38.90	162.94	 2.14	68	 3.74	 0.05	20.837	 2.797	 44.232	 20.373	2	SDSS J151614.38+154138.8
122335	15 26 26.41	+14 24 30.71	126.90	 2.14	50	 9.91	 0.17	 8.876	 1.297	  5.453	  2.512	2	SDSS J152626.39+142430.5
122380	15 27 38.82	+15 12 25.10	196.42	 2.14	40	 5.20	 0.06	25.547	 4.418	 26.098	 12.021	2	SDSS J152738.82+151225.1
122382	15 26 53.55	+15 17 53.68	110.17	 2.14	70	 6.60	 0.13	15.056	 1.219	 30.060	 13.846	2	SDSS J152653.53+151753.7
122394	15 36 10.18	+12 50 39.86	207.76	 2.14	36	 2.99	 0.03	15.029	 2.744	 19.382	  8.927	2	SDSS J153610.17+125039.9
122459	15 38 47.12	+14 04 16.50	101.59	 2.14	62	 6.85	 0.14	 3.931	 0.669	  0.640	  0.295	2	SDSS J153847.08+140416.3
123404	15 26 09.26	+16 09 57.62	 63.84	 2.89	47	 3.36	 0.15	 1.337	 0.285	  0.581	  0.267	2	SDSS J152609.21+160957.1
123447	15 39 50.70	+14 11 14.65	142.09	 2.14	31	 5.33	 0.08	16.846	 1.418	 39.535	 18.210	2	SDSS J153950.69+141114.6
123454	15 38 10.88	+14 01 37.99	 52.84	 1.86	65	 0.67	 0.02	 0.103	 0.030	  0.060	  0.028	1	SDSS J153810.89+140137.9
123467	15 35 52.51	+14 31 03.79	 85.48	 1.86	47	 3.19	 0.07	 4.681	 0.570	 25.970	 11.962	2	SDSS J153552.50+143103.7
123473	15 33 13.65	+15 01 24.95	189.91	 2.14	31	 5.71	 0.06	13.572	 3.487	 19.395	  8.933	2	SDSS J153313.64+150124.9
123492	15 32 45.40	+15 13 39.03	155.21	 2.14	84	 8.41	 0.12	 8.093	 1.802	  3.937	  1.814	2	SDSS J153245.39+151339.0
123500	15 37 40.04	+16 10 09.41	134.81	 2.14	75	 6.13	 0.10	18.402	 1.649	 23.694	 10.913	2	SDSS J153740.03+161009.4
123569	13 51 07.47	+24 01 05.64	123.19	 2.14	63	 5.70	 0.10	12.220	 1.295	 41.609	 19.165	2	SDSS J135107.46+240105.6
123588	14 02 17.89	+22 43 34.32	 44.03	 1.93	63	 1.45	 0.06	 0.724	 0.133	  0.102	  0.047	1	SDSS J140217.83+224333.0
123591	14 00 49.07	+22 45 49.10	 43.63	 1.93	63	 0.72	 0.03	 0.098	 0.022	  0.084	  0.039	1	SDSS J140049.05+224549.1
123653	14 18 14.24	+22 33 25.81	 37.26	 2.18	68	 0.88	 0.05	 0.196	 0.049	  0.040	  0.019	1	SDSS J141814.23+223325.5
124130	15 14 00.69	+19 06 54.03	 66.77	 2.79	82	 1.95	 0.08	 0.879	 0.161	  0.172	  0.079	1	SDSS J151400.72+190654.1
124454	12 25 08.17	+04 28 24.41	107.70	 2.14	90	 6.89	 0.14	11.764	 1.175	 17.770	  8.185	2	SDSS J122508.16+042824.3
124455	12 25 46.71	+04 30 35.47	 79.58	 1.46	62	 7.10	 0.13	10.065	 0.881	 12.621	  5.813	2	SDSS J122546.71+043035.5
124456	12 24 45.95	+04 30 08.74	106.37	 2.14	33	 6.64	 0.13	 7.993	 0.765	  8.657	  3.988	2	SDSS J122445.95+043008.5
124726	10 52 01.13	+08 47 00.04	211.71	 2.14	42	13.77	 0.14	19.697	 2.402	184.287	 84.883	2	SDSS J105201.12+084700.0
124760	10 51 29.51	+09 16 46.21	111.89	 2.14	65	11.32	 0.22	14.249	 1.332	 96.263	 44.339	2	SDSS J105129.50+091646.2
124769	10 54 56.59	+09 52 35.79	158.59	 2.14	61	 5.90	 0.08	 3.404	 2.757	  7.975	  3.673	2	SDSS J105456.58+095235.7
124770	10 54 54.35	+10 02 49.85	115.82	 2.14	45	 5.11	 0.09	11.135	 1.046	 13.934	  6.418	2	SDSS J105454.32+100250.0
124774	10 56 40.96	+09 25 06.89	 89.36	 1.59	29	 4.22	 0.08	 2.673	 0.320	  1.748	  0.805	2	SDSS J105640.96+092507.0
124825	10 51 46.90	+10 05 56.51	114.87	 2.14	73	 7.33	 0.14	 8.328	 1.087	  5.979	  2.754	2	SDSS J105146.89+100556.4
124853	10 56 45.59	+09 32 24.91	 89.92	 1.65	76	 3.90	 0.07	 2.989	 0.658	  1.865	  0.859	2	SDSS J105645.58+093224.9
124958	16 35 44.27	+27 29 12.76	223.12	 2.14	62	 7.26	 0.07	15.732	 5.340	 30.762	 14.169	2	SDSS J163544.25+272912.7
124969	16 33 25.18	+27 58 25.01	183.65	 2.14	87	 4.58	 0.05	 5.641	 2.052	 12.900	  5.942	2	SDSS J163325.16+275824.8
125058	15 49 26.50	+05 34 16.32	 51.73	 2.43	73	 0.77	 0.04	 0.165	 0.038	  0.171	  0.079	1	SDSS J154926.49+053416.3
125670	17 09 59.90	+35 08 14.42	 64.72	 2.36	64	 1.55	 0.06	 1.010	 0.165	  0.169	  0.078	1	SDSS J170959.85+350814.5
134918	08 12 46.45	+26 21 42.42	 91.12	 1.95	47	 7.39	 0.16	 5.647	 0.671	 52.124	 24.008	2	SDSS J081246.44+262142.4
135448	08 42 56.39	+13 38 29.63	 78.02	 1.64	55	 4.92	 0.10	 9.285	 0.972	  5.216	  2.402	2	SDSS J084256.38+133829.7
135877	09 24 15.40	+05 56 28.25	146.99	 2.14	54	 9.47	 0.14	 9.855	 2.306	 51.760	 23.841	2	SDSS J092415.39+055628.2
136097	09 47 49.67	+15 51 07.22	 88.19	 1.75	67	 6.29	 0.12	20.603	 1.845	 31.805	 14.649	2	SDSS J094749.66+155107.2
136124	09 50 59.07	+04 16 23.74	 77.19	 1.36	51	 7.92	 0.14	 3.459	 0.377	  6.354	  2.927	2	SDSS J095059.10+041624.0
137880	10 42 10.90	+12 29 53.87	141.05	 2.14	74	 6.93	 0.11	 7.284	 0.950	 21.894	 10.084	2	SDSS J104210.90+122954.0
143380	13 21 34.92	+26 18 16.73	 74.74	 2.00	70	 1.94	 0.05	 1.903	 0.325	  7.087	  3.264	2	SDSS J132134.91+261816.7
143650	13 35 08.58	+14 46 30.40	111.34	 2.14	69	 3.55	 0.07	 5.757	 2.234	  7.680	  3.537	2	SDSS J133508.57+144630.3
143791	13 42 31.39	+13 02 08.05	179.11	 2.14	72	 3.87	 0.05	13.411	 1.974	  7.086	  3.264	2	SDSS J134231.38+130208.0
145251	14 32 43.91	+09 53 29.75	 21.94	 1.64	53	 5.55	 0.42	 4.376	 1.346	  6.871	  3.165	2	SDSS J143243.94+095330.1
145805	15 05 27.93	+14 25 40.71	199.85	 2.14	58	11.63	 0.12	19.682	 7.098	156.988	 72.309	2	SDSS J150527.92+142540.6
146048	15 19 18.93	+13 07 33.90	151.40	 2.14	18	 5.79	 0.08	12.308	 4.982	 29.327	 13.508	2	SDSS J151918.92+130733.8
146867	16 16 40.66	+14 38 57.21	133.65	 2.14	90	 6.08	 0.10	 8.811	 1.037	  5.428	  2.500	2	SDSS J161640.62+143857.4
147030	16 28 41.11	+12 45 43.06	115.83	 2.14	62	 6.12	 0.11	 8.208	 1.539	 23.682	 10.908	2	SDSS J162841.11+124543.2
153056	00 01 33.97	+15 04 53.76	 95.77	 2.14	70	11.39	 0.26	 6.131	 0.743	  7.468	  3.440	2	SDSS J000133.95+150453.6
153136	00 07 01.60	+14 06 23.61	 77.77	 2.97	39	 4.22	 0.16	 3.712	 0.643	  7.414	  3.415	2	SDSS J000701.59+140623.6
153372	00 23 59.39	+15 46 13.50	 75.82	 2.68	26	 6.11	 0.22	18.430	 2.733	 22.941	 10.566	2	SDSS J002359.39+154613.5
153582	00 38 23.72	+15 02 22.39	 75.79	 2.75	41	 5.04	 0.18	 1.319	 0.536	 29.614	 13.640	2	SDSS J003823.71+150222.4
153745	00 52 27.90	+14 31 06.28	 77.62	 3.11	73	 6.89	 0.28	 5.059	 0.899	 10.830	  4.988	2	SDSS J005227.91+143106.0
154069	01 18 45.86	+14 59 35.64	103.03	 2.14	33	 4.46	 0.09	 9.632	 0.990	 46.838	 21.574	2	SDSS J011845.85+145935.6
154666	01 54 03.68	+14 54 34.35	 76.33	 2.18	66	 6.98	 0.20	 6.515	 0.804	  4.112	  1.894	2	SDSS J015403.67+145434.3
154842	02 03 49.80	+14 44 20.85	 50.78	 1.79	69	 9.20	 0.32	 5.567	 0.828	 60.230	 27.742	2	SDSS J020349.79+144420.8
154896	02 08 24.98	+14 20 58.44	 64.03	 2.86	50	 4.07	 0.18	11.128	 2.065	 56.248	 25.908	2	SDSS J020824.97+142058.4
156255	07 39 47.77	+24 28 07.87	107.02	 2.14	75	 9.75	 0.20	 6.096	 0.733	  4.009	  1.847	2	SDSS J073947.75+242807.8
156337	07 53 13.29	+12 53 53.43	129.12	 2.14	37	 6.70	 0.11	 6.457	 0.888	 13.742	  6.329	2	SDSS J075313.28+125353.4
156354	07 55 10.44	+14 22 13.33	197.52	 2.14	34	 8.36	 0.09	19.505	 3.938	 33.339	 15.356	2	SDSS J075510.43+142213.2
