#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:12:05 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:12:05	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/229/20/table2&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22290020
#Name: J/ApJS/229/20
#Title: MMT/Hectospec redshift survey for Abell 2029 (Sohn+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/apjs/229/20	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/229/20	    IVOID of underlying data collection
#INFO	creator=Sohn J.	    First author or institution
#INFO	cites=bibcode:2017ApJS..229...20S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/229/20	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22290020	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-07-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_229_20_table2:
#Name: J/ApJS/229/20/table2
#Title: A2029 spectroscopic members
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	RAJ2000	(F10.6)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	cz	(I5)	[20452/26670] Spectroscopic redshift	[ucd=phys.veloc;pos.heliocentric]
#Column	e_cz	(I5)	[1/299] Uncertainty in cz	[ucd=stat.error]
#Column	r_cz	(A4)	Reference for cz (2)	[ucd=meta.ref;pos.frame]
#Column	sigma	(I3)	[6/945]? Central velocity dispersion within a rest-frame 3kpc aperture	[ucd=phys.veloc.dispersion]
#Column	e_sigma	(I3)	[0/962]? Uncertainty in sigma	[ucd=stat.error]
#Column	f_sigma	(A1)	[*] *: uncertainty is not available for sigma	[ucd=meta.code]
#Column	dn4000	(F6.2)	[0.1/4.3]? D_n_4000 index (1)	[ucd=phot.flux;arith.ratio]
#Column	T13	(I3)	Display data from Tyler+ 2013, J/ApJ/773/86, within 2"	[ucd=meta.ref.url]
#Column	DR9	(A3)	Display data from SDSS-DR9 photometric catalog (V/139) within 1"	[ucd=meta.ref.url]
#Column	Sloan	(a5)	Display the online SDSS data for the nearest object	[ucd=meta.ref.url]
recno	RAJ2000	DEJ2000	cz	e_cz	r_cz	sigma	e_sigma	f_sigma	dn4000	T13	DR9	Sloan
     733	227.872875	+06.193147	24400	   21	 T13	129	  6	 	  1.90	  1	DR9	Sloan
     734	227.881648	+06.240213	24316	   18	 MMT	 72	 15	 	  2.01	  1	DR9	Sloan
     735	227.893142	+06.201095	23101	   12	 T13	204	  6	 	  1.50	  1	DR9	Sloan
     736	227.897251	+06.252677	24016	   23	 T13	136	  6	 	  1.84	  0	DR9	Sloan
     737	227.910040	+06.279536	23931	   23	 T13	   	   	 	  1.88	  0	DR9	Sloan
     738	227.902793	+06.181272	24462	   20	 T13	115	  5	 	  1.71	  1	DR9	Sloan
     739	227.914193	+06.261868	23468	    4	SDSS	104	 10	 	  1.53	  0	DR9	Sloan
     740	227.925969	+06.193731	23617	   25	 MMT	 21	  0	 	  1.78	  0	DR9	Sloan
     741	227.935110	+06.262132	23782	    4	SDSS	 74	  7	 	  1.61	  0	DR9	Sloan
     742	227.931501	+06.179255	23724	    3	SDSS	305	  5	 	  2.00	  0	DR9	Sloan
     743	227.928590	+06.164017	23691	   47	 T13	 26	 42	 	  1.76	  1	DR9	Sloan
     744	227.933547	+06.203622	23080	   12	 MMT	 87	  9	 	  1.97	  1	DR9	Sloan
     745	227.908728	+06.215452	21823	   26	 MMT	 91	 29	 	  1.67	  0	DR9	Sloan
     746	227.878607	+06.257457	24045	   69	 MMT	145	 28	 	  1.70	  0	DR9	Sloan
     747	227.931263	+06.158954	23337	   21	 MMT	 45	 30	 	  1.75	  0	DR9	Sloan
     748	227.818621	+06.264392	23344	   62	 MMT	 99	 38	 	  1.59	  0	DR9	Sloan
     749	227.847204	+06.241538	24271	   91	 MMT	 21	109	 	  1.78	  0	DR9	Sloan
     750	227.874278	+06.278704	24128	   32	 MMT	 78	 23	 	  1.71	  0	DR9	Sloan
     751	227.883809	+06.155221	24298	   32	 T13	 39	 49	 	  1.72	  1	DR9	Sloan
     752	227.918719	+06.172439	23673	   37	 MMT	 24	 75	 	  1.89	  0	DR9	Sloan
     753	227.924356	+06.211143	24457	   39	 MMT	 38	109	 	  1.48	  0	DR9	Sloan
     754	227.947445	+06.194192	23609	   16	 MMT	117	  8	 	  2.01	  0	DR9	Sloan
     755	227.951314	+06.185049	24051	    8	SDSS	 39	  9	 	  1.73	  1	DR9	Sloan
     756	227.968709	+06.162817	23228	   15	 MMT	 98	 14	 	  1.92	  0	DR9	Sloan
     757	227.970162	+06.179222	23708	   25	 T13	164	  5	 	  2.04	  1	DR9	Sloan
     758	228.013330	+06.183399	23417	   25	 T13	 96	  6	 	  1.71	  1	DR9	Sloan
     759	228.045800	+06.140088	22651	   23	 MMT	 51	 28	 	  1.75	  0	DR9	Sloan
     760	227.953695	+06.215822	22773	   62	 MMT	103	 38	 	  1.50	  0	DR9	Sloan
     761	228.018042	+06.201273	23949	   39	 MMT	 31	 63	 	  1.57	  0	DR9	Sloan
     762	228.041188	+06.177479	24322	   41	 MMT	 44	 45	 	  1.66	  0	DR9	Sloan
     763	227.950772	+06.157340	22987	   50	 MMT	 43	 37	 	  1.79	  0	DR9	Sloan
     764	228.102324	+06.156934	23976	   27	 T13	 97	 14	 	  1.99	  0	DR9	Sloan
     765	227.367195	+05.337713	22320	    2	SDSS	 95	 13	 	  1.08	  0	DR9	Sloan
     766	227.297668	+05.321750	23878	   26	 T13	 53	 10	 	  1.27	  0	DR9	Sloan
     767	227.381709	+05.309145	22723	   22	 T13	122	  6	 	  1.87	  0	DR9	Sloan
     768	227.377245	+05.309700	22257	   24	 MMT	125	 26	 	  1.26	  0	DR9	Sloan
     769	227.414378	+05.280717	23125	   24	 T13	 25	103	 	  1.41	  0	DR9	Sloan
     770	227.653657	+05.218445	24336	   30	 MMT	 21	  0	 	  1.82	  0	DR9	Sloan
     771	227.662089	+05.182583	23996	   39	 T13	271	  6	 	  1.89	  0	DR9	Sloan
     772	227.587988	+05.176809	23983	   32	 T13	 83	  9	 	  1.54	  0	DR9	Sloan
     773	227.620391	+05.220797	24004	   28	 T13	116	  7	 	  1.77	  0	DR9	Sloan
     774	227.644899	+05.211864	23094	   24	 T13	 60	 13	 	  1.25	  0	DR9	Sloan
     775	227.613152	+05.164195	23772	   36	 MMT	 33	 53	 	  1.85	  0	DR9	Sloan
     776	227.804164	+05.170974	23695	   41	 MMT	106	 44	 	  1.66	  0	DR9	Sloan
     777	227.693709	+05.114748	22936	   26	 T13	115	  6	 	  1.80	  0	DR9	Sloan
     778	227.709569	+05.172696	23835	   33	 MMT	 21	  0	 	  1.79	  0	DR9	Sloan
     779	227.724479	+05.198788	22614	   32	 T13	 57	 28	 	  1.70	  0	DR9	Sloan
     780	227.769833	+05.140140	23993	   38	 T13	   	   	 	  1.93	  0	DR9	Sloan
     781	227.780144	+05.211710	23502	   28	 T13	138	  8	 	  1.93	  0	DR9	Sloan
     782	227.811731	+05.184864	23595	    4	SDSS	195	  6	 	  1.92	  0	DR9	Sloan
     783	227.811738	+05.130763	23283	   41	 T13	   	   	 	  1.62	  0	DR9	Sloan
     784	227.825968	+05.207814	22859	   25	 T13	133	 13	 	  1.57	  0	DR9	Sloan
     785	227.830975	+05.198540	24131	    7	SDSS	 74	  7	 	  1.78	  0	DR9	Sloan
     786	227.754194	+05.178599	24341	   29	 MMT	 64	 21	 	  1.62	  0	DR9	Sloan
     787	227.874004	+05.225584	23895	   16	 MMT	 54	 13	 	  1.84	  0	DR9	Sloan
     788	227.940448	+05.184798	24198	    5	SDSS	111	 10	 	  1.54	  0	DR9	Sloan
     789	227.945857	+05.209115	23358	   20	 MMT	 61	 24	 	  1.71	  0	DR9	Sloan
     790	227.185648	+05.664321	23295	    5	SDSS	117	  6	 	  1.83	  0	DR9	Sloan
     791	228.347898	+05.557355	22660	    6	SDSS	155	  7	 	  1.87	  0	DR9	Sloan
     792	228.379769	+05.576823	23092	    9	SDSS	140	 11	 	  1.71	  0	DR9	Sloan
     793	227.218388	+06.156654	23228	    4	SDSS	120	  6	 	  1.54	  0	DR9	Sloan
     794	227.260307	+06.140397	23193	    3	SDSS	125	  4	 	  1.62	  0	DR9	Sloan
     795	228.308206	+05.971214	23148	   21	 T13	193	  6	 	  1.91	  0	DR9	Sloan
     796	227.766541	+06.377209	24786	   19	 T13	   	   	 	  1.95	  0	DR9	Sloan
     797	227.773013	+06.363684	24383	    5	SDSS	236	  7	 	  2.00	  0	DR9	Sloan
     798	227.817934	+06.398235	24728	    4	SDSS	250	  5	 	  1.98	  0	DR9	Sloan
     799	227.855497	+06.398683	24614	   25	 T13	   	   	 	  2.06	  0	DR9	Sloan
     800	227.881065	+06.373836	24541	    6	SDSS	199	  6	 	  2.06	  0	DR9	Sloan
     801	227.892278	+06.389231	23317	   22	 T13	   	   	 	  1.84	  0	DR9	Sloan
     802	227.955577	+06.361999	23113	   33	 T13	   	   	 	  1.95	  0	DR9	Sloan
     803	227.955669	+06.365898	22973	    5	SDSS	141	  6	 	  1.94	  0	DR9	Sloan
     804	227.977357	+06.378248	23795	    4	SDSS	 77	  9	 	  1.57	  1	DR9	Sloan
     805	228.000477	+06.343290	24021	   27	 T13	169	  4	 	  1.95	  0	DR9	Sloan
     806	228.061022	+06.338060	24178	    4	SDSS	128	  5	 	  1.77	  0	DR9	Sloan
     807	227.154068	+05.527978	22210	   20	 T13	 39	 16	 	  1.22	  0	DR9	Sloan
     808	227.245682	+05.502438	22734	   29	 T13	125	 11	 	  1.66	  0	DR9	Sloan
     809	227.246252	+05.362035	23506	    6	SDSS	134	  9	 	  1.64	  0	DR9	Sloan
     810	227.298249	+05.386971	22537	   24	 MMT	 92	 24	 	  1.31	  0	DR9	Sloan
     811	227.330206	+05.349754	22277	   12	 MMT	130	 66	 	  1.32	  0	DR9	Sloan
     812	228.131930	+05.315001	22695	    4	SDSS	205	  5	 	  2.00	  0	DR9	Sloan
     813	228.166497	+05.337134	24346	    2	SDSS	104	  9	 	  1.25	  0	DR9	Sloan
     814	228.111526	+05.341289	22617	   33	 MMT	 48	 40	 	  1.58	  0	DR9	Sloan
     815	228.209730	+05.426334	22914	   15	 MMT	141	  7	 	  1.92	  0	DR9	Sloan
     816	228.200204	+05.443052	23895	   27	 MMT	 25	130	 	  1.23	  0	DR9	Sloan
     817	227.135568	+05.843026	23590	   20	 NED	   	   	 	      	  0	DR9	Sloan
     818	227.132363	+05.845066	23168	    4	SDSS	161	  5	 	  1.78	  0	DR9	Sloan
     819	227.140714	+05.837849	23210	    5	SDSS	120	  6	 	  1.87	  0	DR9	Sloan
     820	227.144702	+05.963129	23178	    8	SDSS	 68	 10	 	  1.61	  0	DR9	Sloan
     821	227.203256	+05.986406	23432	    6	SDSS	159	  7	 	  1.92	  0	DR9	Sloan
     822	227.438780	+06.220387	22885	   17	 T13	145	  6	 	  1.94	  1	DR9	Sloan
     823	227.395365	+06.252541	22907	    4	SDSS	213	  5	 	  2.03	  1	DR9	Sloan
     824	227.409004	+06.262200	23041	   17	 MMT	102	 10	 	  2.15	  0	DR9	Sloan
     825	227.567687	+06.318223	24452	   55	 MMT	 26	 74	 	  1.47	  0	DR9	Sloan
     826	227.529347	+06.322144	23209	   89	 MMT	 21	280	 	  1.58	  0	DR9	Sloan
     827	227.691437	+06.366111	22220	    4	SDSS	148	  7	 	  1.74	  1	DR9	Sloan
     828	227.746724	+06.335763	24575	   17	 T13	153	  5	 	  2.05	  1	DR9	Sloan
     829	227.765698	+06.315136	24453	   21	 T13	123	 11	 	  1.92	  1	DR9	Sloan
     830	227.667063	+06.310604	22289	    7	 MMT	 21	730	 	  1.18	  0	DR9	Sloan
     831	227.902487	+06.316466	24250	   45	 T13	   	   	 	  1.86	  0	DR9	Sloan
     832	227.839160	+06.312505	24070	    7	SDSS	122	  8	 	  1.84	  0	DR9	Sloan
     833	227.860464	+06.349078	24281	    4	SDSS	295	  6	 	  1.95	  1	DR9	Sloan
     834	227.858331	+06.333813	23993	   30	 T13	   	   	 	  1.93	  0	DR9	Sloan
     835	227.858342	+06.298950	24739	    6	SDSS	219	  8	 	  2.01	  0	DR9	Sloan
     836	227.863359	+06.304815	24381	   23	 T13	169	 19	 	  1.99	  0	DR9	Sloan
     837	227.895674	+06.332277	24699	    5	SDSS	254	  6	 	  1.97	  0	DR9	Sloan
     838	227.897096	+06.350551	24542	    5	SDSS	210	  7	 	  1.93	  0	DR9	Sloan
     839	227.923742	+06.344145	23903	   28	 T13	127	  8	 	  2.00	  1	DR9	Sloan
     840	227.929487	+06.297943	23966	    4	SDSS	220	  6	 	  1.88	  0	DR9	Sloan
     841	228.000638	+06.280290	24561	   40	 T13	   	   	 	  1.70	  0	DR9	Sloan
     842	228.038661	+06.310782	22442	    4	SDSS	148	  5	 	  1.96	  0	DR9	Sloan
     843	228.039642	+06.292108	24006	    7	SDSS	206	  8	 	  2.01	  0	DR9	Sloan
     844	228.084368	+06.298767	24364	    5	SDSS	122	  6	 	  1.92	  0	DR9	Sloan
     845	228.110483	+06.183466	23614	   22	 T13	 82	  6	 	  1.78	  0	DR9	Sloan
     846	228.116728	+06.249760	24149	   42	 T13	   	   	 	  1.64	  0	DR9	Sloan
     847	228.118452	+06.202135	23632	   36	 T13	   	   	 	  1.79	  0	DR9	Sloan
     848	228.186588	+06.179161	23343	   22	 T13	151	  4	 	  1.90	  0	DR9	Sloan
     849	227.343160	+05.210804	22510	   45	 T13	 84	  9	 	  1.48	  0	DR9	Sloan
     850	227.919864	+05.096634	23715	    3	SDSS	 39	 20	 	  1.35	  0	DR9	Sloan
     851	228.410844	+05.534261	24167	    4	SDSS	 95	  5	 	  1.75	  0	DR9	Sloan
     852	227.174853	+06.138595	23870	    6	SDSS	140	  8	 	  1.77	  0	DR9	Sloan
     853	227.512119	+06.397709	24507	   32	 T13	 38	 19	 	  1.42	  1	DR9	Sloan
     854	227.874320	+06.439763	22637	    2	SDSS	 44	 11	 	  1.28	  0	DR9	Sloan
     855	227.894685	+06.432682	24555	   28	 T13	160	 13	 	  1.89	  1	DR9	Sloan
     856	227.905823	+06.461828	24245	   10	SDSS	 82	 11	 	  1.76	  1	DR9	Sloan
     857	227.783298	+06.506810	23225	   59	 T13	   	   	 	  1.70	  0	DR9	Sloan
     858	227.969322	+06.400838	24166	    8	SDSS	 96	  8	 	  1.81	  0	DR9	Sloan
     859	228.120817	+06.333202	23882	   23	 T13	   	   	 	  1.74	  0	DR9	Sloan
     860	228.146596	+06.371292	24231	   20	 T13	 88	  6	 	  1.81	  0	DR9	Sloan
     861	227.140057	+06.188493	23312	    3	SDSS	280	  5	 	  1.99	  0	DR9	Sloan
     862	227.155843	+06.188295	23058	    5	SDSS	179	  6	 	  1.97	  0	DR9	Sloan
     863	227.886130	+05.080009	23492	   23	 T13	 38	 14	 	  1.16	  0	DR9	Sloan
     864	227.102543	+05.534123	23530	    5	SDSS	134	  6	 	  1.93	  0	DR9	Sloan
     865	227.147363	+05.428947	23480	   30	 T13	   	   	 	  1.93	  0	DR9	Sloan
     866	228.378935	+05.440181	22898	    4	SDSS	254	  5	 	  1.91	  0	DR9	Sloan
     867	228.496239	+05.783765	22789	   11	SDSS	 34	 11	 	  1.67	  0	DR9	Sloan
     868	228.205998	+06.311740	23478	    4	SDSS	232	  6	 	  2.01	  1	DR9	Sloan
     869	227.231979	+05.186040	22911	    8	SDSS	 65	  9	 	  1.64	  0	DR9	Sloan
     870	227.262318	+05.147420	22523	    6	SDSS	148	  7	 	  1.82	  0	DR9	Sloan
     871	228.193500	+05.149633	23435	    2	SDSS	 63	 11	 	  1.30	  0	DR9	Sloan
     872	228.249855	+05.198202	24234	    7	SDSS	132	  8	 	  1.89	  0	DR9	Sloan
     873	226.964650	+05.788797	24178	    3	SDSS	102	 12	 	  1.53	  0	DR9	Sloan
     874	228.466467	+05.487692	24190	    4	SDSS	186	  5	 	  2.07	  0	DR9	Sloan
     875	227.031227	+06.121935	23230	    5	SDSS	 78	  8	 	  1.54	  0	DR9	Sloan
     876	227.471080	+06.479492	24125	   11	SDSS	 50	 11	 	  1.58	  0	DR9	Sloan
     877	227.845433	+06.512213	22829	    3	SDSS	 65	 12	 	  1.34	  0	DR9	Sloan
     878	228.262530	+06.326732	23607	    3	SDSS	  6	  0	 	  1.49	  0	DR9	Sloan
     879	228.358346	+06.326972	23955	    5	SDSS	128	  6	 	  1.72	  0	DR9	Sloan
     880	227.060782	+06.205289	23643	    3	SDSS	 75	  8	 	  1.44	  0	DR9	Sloan
     881	227.276683	+05.127814	22882	    5	SDSS	133	  5	 	  1.79	  0	DR9	Sloan
     882	227.602852	+04.955076	23525	   23	 T13	119	  7	 	  1.35	  0	DR9	Sloan
     883	227.749684	+04.945755	23477	    7	SDSS	162	  8	 	  1.16	  0	DR9	Sloan
     884	227.888764	+04.990880	24163	    5	SDSS	 73	 15	 	  1.35	  0	DR9	Sloan
     885	227.971588	+04.961970	23931	    3	SDSS	 94	 11	 	  1.34	  0	DR9	Sloan
     886	228.064374	+05.047494	23341	    6	SDSS	170	  7	 	  1.79	  0	DR9	Sloan
     887	226.991334	+05.475454	23234	    5	SDSS	225	  6	 	  1.99	  0	DR9	Sloan
     888	226.976355	+05.489558	23172	    9	SDSS	125	 11	 	  1.68	  0	DR9	Sloan
     889	226.923687	+05.836497	24193	    7	SDSS	   	   	 	  0.97	  0	DR9	Sloan
     890	227.544185	+04.892877	23540	    4	SDSS	 61	 11	 	  1.28	  0	DR9	Sloan
     891	227.784506	+04.854645	23073	    4	SDSS	   	   	 	  0.99	  0	DR9	Sloan
     892	227.684636	+04.889406	23555	    5	SDSS	139	  6	 	  1.89	  0	DR9	Sloan
     893	227.699012	+04.873571	23629	    6	SDSS	193	  7	 	  1.87	  0	DR9	Sloan
     894	227.717529	+04.867702	24174	    5	SDSS	283	  6	 	  1.91	  0	DR9	Sloan
     895	227.720437	+04.851026	23791	    5	SDSS	175	  6	 	  2.01	  0	DR9	Sloan
     896	226.970940	+05.376592	23153	    3	SDSS	125	 12	 	  1.67	  0	DR9	Sloan
     897	227.148894	+05.156360	22812	    6	SDSS	133	  6	 	  2.06	  0	DR9	Sloan
     898	228.598561	+05.481278	23921	    2	SDSS	 89	 14	 	  1.39	  0	DR9	Sloan
     899	227.211005	+05.099822	23262	    2	SDSS	 88	 18	 	  1.41	  0	DR9	Sloan
     900	227.577525	+04.933296	23968	    6	SDSS	 97	  8	 	  1.68	  0	DR9	Sloan
     901	227.909313	+04.876528	24200	    3	SDSS	 70	 10	 	  1.40	  0	DR9	Sloan
     902	228.257297	+05.040300	23914	    2	SDSS	 27	 21	 	  1.22	  0	DR9	Sloan
     903	226.872621	+05.978568	24076	    3	SDSS	  7	   	*	  1.33	  0	DR9	Sloan
     904	228.597963	+05.714648	23283	    5	SDSS	150	  6	 	  1.89	  0	DR9	Sloan
     905	228.478947	+06.259962	23729	    2	SDSS	 89	  8	 	  1.17	  0	DR9	Sloan
     906	228.026742	+06.614291	23146	    7	SDSS	 97	  7	 	  1.88	  0	DR9	Sloan
     907	227.637849	+04.799701	23206	    4	SDSS	234	  5	 	  1.94	  0	DR9	Sloan
     908	227.639152	+04.832921	23884	    1	SDSS	 97	 23	 	  1.09	  0	DR9	Sloan
     909	227.729553	+04.835453	23759	    9	SDSS	 77	  9	 	  1.91	  0	DR9	Sloan
     910	227.742482	+04.813418	22993	    5	SDSS	190	  7	 	  1.97	  0	DR9	Sloan
     911	227.765057	+04.801940	23460	    5	SDSS	147	  6	 	  1.88	  0	DR9	Sloan
     912	227.772090	+04.835821	24251	    5	SDSS	171	  6	 	  1.88	  0	DR9	Sloan
     913	227.796936	+04.798317	23493	    4	SDSS	234	  5	 	  2.03	  0	DR9	Sloan
     914	226.818662	+05.611257	23887	    5	SDSS	122	  8	 	  1.44	  0	DR9	Sloan
     915	226.993716	+06.291631	23757	    2	SDSS	 71	 15	 	  1.19	  0	DR9	Sloan
     916	227.013699	+06.342623	23827	    3	SDSS	 77	 11	 	  1.52	  0	DR9	Sloan
     917	227.568126	+06.691429	23499	    6	SDSS	172	  7	 	  1.90	  0	DR9	Sloan
     918	227.667242	+06.748650	23643	    7	SDSS	 71	  9	 	  1.60	  0	DR9	Sloan
     919	227.706497	+06.720779	23273	    7	SDSS	255	  9	 	  1.88	  0	DR9	Sloan
     920	227.854998	+06.686904	22982	   11	SDSS	100	 16	 	  1.69	  0	DR9	Sloan
     921	228.157202	+06.601760	23237	    5	SDSS	213	  7	 	  2.01	  0	DR9	Sloan
     922	228.184153	+06.599968	23048	    5	SDSS	 83	  8	 	  1.56	  0	DR9	Sloan
     923	227.568797	+04.785630	23782	    7	SDSS	168	  8	 	  1.79	  0	DR9	Sloan
     924	228.730904	+05.546223	24112	    5	SDSS	188	  6	 	  1.98	  0	DR9	Sloan
     925	228.775651	+05.566457	24151	    2	SDSS	119	  8	 	  1.43	  0	DR9	Sloan
     926	228.706472	+05.481740	23924	    2	SDSS	 55	 13	 	  1.31	  0	DR9	Sloan
     927	228.740543	+05.504291	24043	    2	SDSS	 21	362	 	  1.31	  0	DR9	Sloan
     928	228.747512	+05.554903	23484	    2	SDSS	120	 10	 	  1.27	  0	DR9	Sloan
     929	226.742574	+06.098073	23084	    4	SDSS	 47	 23	 	  1.40	  0	DR9	Sloan
     930	228.277894	+04.888426	23824	    8	SDSS	 91	  8	 	  1.81	  0	DR9	Sloan
     931	227.135989	+06.630062	23229	    8	SDSS	110	  9	 	  1.86	  0	DR9	Sloan
     932	227.219196	+06.670189	23594	    2	SDSS	 63	 14	 	  1.30	  0	DR9	Sloan
     933	227.719873	+06.757292	23103	    8	SDSS	110	  9	 	  1.63	  0	DR9	Sloan
     934	228.278742	+06.656524	23498	    6	SDSS	 63	 12	 	  1.49	  0	DR9	Sloan
     935	228.366416	+06.571500	23376	    4	SDSS	122	  6	 	  1.64	  0	DR9	Sloan
     936	227.803365	+04.691677	23402	    5	SDSS	 94	 25	 	  1.43	  0	DR9	Sloan
     937	228.226827	+04.781651	23831	    6	SDSS	165	  7	 	  1.85	  0	DR9	Sloan
     938	228.836554	+05.496219	23585	    7	SDSS	138	  9	 	  2.01	  0	DR9	Sloan
     939	226.852644	+05.105620	23014	    3	SDSS	 46	  9	 	  1.41	  0	DR9	Sloan
     940	228.717869	+05.285981	24054	    3	SDSS	105	  6	 	  1.59	  0	DR9	Sloan
     941	228.778178	+05.328838	23764	    5	SDSS	181	  7	 	  1.91	  0	DR9	Sloan
     942	227.173215	+06.717952	23201	    7	SDSS	147	  8	 	  1.78	  0	DR9	Sloan
     943	227.494759	+06.795092	23990	    4	SDSS	 84	 11	 	  1.49	  0	DR9	Sloan
     944	227.622546	+05.885376	22529	    9	 MMT	156	 44	 	  1.33	  0	DR9	Sloan
     945	227.634958	+05.891559	22148	   24	 T13	332	  4	 	  2.08	  1	DR9	Sloan
     946	227.706083	+05.851944	22371	   25	 T13	210	 10	 	  1.73	  1	DR9	Sloan
     947	227.717237	+05.842683	22343	   21	 T13	 31	 18	 	  1.30	  1	DR9	Sloan
     948	227.750946	+05.847036	26411	   18	 T13	 50	 11	 	  1.50	  1	DR9	Sloan
     949	227.745278	+05.843802	23626	   32	 MMT	 21	 59	 	  1.69	  0	DR9	Sloan
     950	227.671047	+05.919847	23160	   44	 MMT	139	 25	 	  1.68	  0	DR9	Sloan
     951	227.672764	+05.919596	24001	   63	 MMT	523	167	 	  2.82	  0	DR9	Sloan
     952	227.687887	+05.922276	23373	   48	 T13	 85	 33	 	  1.87	  1	DR9	Sloan
     953	227.723537	+05.840161	26222	   38	 MMT	117	 31	 	  1.50	  0	DR9	Sloan
     954	227.744084	+05.929001	23011	   51	 MMT	102	 44	 	  2.01	  0	DR9	Sloan
     955	227.758143	+05.847979	26670	   68	 MMT	 90	140	 	  1.77	  0	DR9	Sloan
     956	227.693465	+05.856838	22127	   41	 T13	 21	  0	 	  1.30	  1	DR9	Sloan
     957	227.743898	+05.756797	23324	   16	 T13	137	  9	 	  1.92	  1	DR9	Sloan
     958	227.641657	+05.943285	23367	   24	 T13	123	  3	 	  2.02	  1	DR9	Sloan
     959	227.641948	+05.929915	23544	   32	 T13	 35	 49	 	  1.69	  1	DR9	Sloan
     960	227.645114	+05.947548	23213	   30	 MMT	 45	 28	 	  1.72	  1	DR9	Sloan
     961	227.642659	+05.923082	23551	   20	 T13	 74	  7	 	  1.28	  1	DR9	Sloan
     962	227.643015	+05.921975	23670	   21	 MMT	 87	 62	 	  1.36	  0	DR9	Sloan
     963	227.646882	+05.930077	22000	    6	 T13	 85	 14	 	  1.26	  1	DR9	Sloan
     964	227.641732	+05.856446	23282	   16	 T13	 35	 18	 	  1.83	  1	DR9	Sloan
     965	227.642039	+05.857388	22015	   31	 T13	 45	 50	 	  1.67	  1	DR9	Sloan
     966	227.646423	+05.892868	22754	   53	 MMT	 36	207	 	  0.90	  1	DR9	Sloan
     967	227.641883	+05.861159	22254	   38	 MMT	 48	 50	 	  1.62	  0	DR9	Sloan
     968	227.671343	+05.938752	25221	   27	 T13	 46	 15	 	  1.72	  1	DR9	Sloan
     969	227.701994	+05.899587	24410	   92	 MMT	 74	 62	 	  1.80	  1	DR9	Sloan
     970	227.706741	+05.914344	23379	   22	 T13	 89	 15	 	  1.93	  1	DR9	Sloan
     971	227.713675	+05.879849	22678	    7	 T13	 37	 42	 	  1.18	  1	DR9	Sloan
     972	227.745352	+05.882424	23614	   28	 T13	 61	 19	 	  1.68	  1	DR9	Sloan
     973	227.756191	+05.866355	21264	   35	 MMT	 60	 47	 	  1.67	  1	DR9	Sloan
     974	227.748691	+05.776269	22638	   16	 T13	 53	 15	 	  1.81	  1	DR9	Sloan
     975	227.760320	+05.868877	21703	   14	 T13	131	  6	 	  1.93	  1	DR9	Sloan
     976	227.749668	+05.749051	23849	   20	 T13	 72	 14	 	  1.74	  1	DR9	Sloan
     977	227.763459	+05.896868	24004	   20	 T13	185	  4	 	  1.91	  1	DR9	Sloan
     978	227.710465	+05.870262	22206	   48	 T13	 21	  0	 	  1.53	  1	DR9	Sloan
     979	227.716891	+05.885771	23027	   30	 T13	 33	 49	 	  1.79	  1	DR9	Sloan
     980	227.728210	+05.938842	22627	   30	 T13	315	  6	 	  2.06	  1	DR9	Sloan
     981	227.627291	+05.895963	23049	   28	 T13	 25	 37	 	  1.61	  1	DR9	Sloan
     982	227.011203	+05.063853	23537	    1	SDSS	 64	 17	 	  1.22	  0	DR9	Sloan

