#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:34:31 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:34:31	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/211/21/zspec&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22110021
#Name: J/ApJS/211/21
#Title: Spectroscopic redshifts of galaxies in MACS (Ebeling+, 2014)
#INFO	ivoid=ivo://cds.vizier/j/apjs/211/21	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/211/21	    IVOID of underlying data collection
#INFO	creator=Ebeling H.	    First author or institution
#INFO	cites=bibcode:2014ApJS..211...21E	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2014	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/211/21	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22110021	    Dataset identifier that can be used for citation
#INFO	publication_date=2020-07-01	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_211_21_zspec:
#Name: J/ApJS/211/21/zspec
#Title: Combined table from original tables
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	MACSg	(A19)	Galaxy identifier (JHHMMSS.ss+DDMMSS.s) <MACSg JHHHMMSS.ss+DDMMSS.s> in Simbad	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascention in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.4)	Redshift	[ucd=src.redshift]
#Column	e_z	(F7.4)	Uncertainty in z	[ucd=stat.error;src.redshift]
#Column	EmLT	(A3)	Spectral type (1)	[ucd=src.spType]
#Column	Inst	(A1)	Instrument (2)	[ucd=meta.id;instr]
#Column	CXO	(A3)	X-ray counterpart flag (XPS = Chandra X-ray point source)	[ucd=meta.code]
#Column	MACS	(A12)	Massive galaxy cluster name (<MCS JHHMM.m+DDMM> in SIMBAD)	[ucd=obs.field]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	MACSg	RAJ2000	DEJ2000	z	e_z	EmLT	Inst	CXO	MACS	Simbad
    1448	J114932.07+222614.3	177.383636	+22.437300	 0.5370	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1449	J114932.11+222810.3	177.383789	+22.469540	 0.5440	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1450	J114932.14+222437.2	177.383896	+22.410330	 0.5540	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1451	J114932.16+222305.3	177.384003	+22.384809	 0.5370	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1452	J114932.18+222338.0	177.384094	+22.393890	 0.5420	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1453	J114932.23+222531.0	177.384293	+22.425280	 0.5440	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1454	J114932.40+222208.1	177.384979	+22.368910	 0.5260	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1455	J114932.52+222745.0	177.385483	+22.462500	 0.5670	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1456	J114932.54+222533.8	177.385590	+22.426069	 0.5520	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1457	J114932.63+223004.3	177.385941	+22.501200	 0.5450	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1458	J114932.95+222341.1	177.387299	+22.394751	 0.5340	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1459	J114932.99+221900.8	177.387466	+22.316900	 0.2710	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1460	J114933.06+222637.8	177.387756	+22.443830	 0.5560	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1461	J114933.08+222613.3	177.387833	+22.437031	 0.5590	 0.0005	E+A	D	   	J1149.5+2223	Simbad
    1462	J114933.15+222430.4	177.388123	+22.408449	 0.5530	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1463	J114933.37+222629.1	177.389038	+22.441420	 0.5430	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1464	J114933.46+222948.4	177.389420	+22.496790	 0.5670	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1465	J114933.47+222338.2	177.389450	+22.393950	 0.5560	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1466	J114933.50+222333.8	177.389587	+22.392719	 0.5440	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1467	J114933.64+222414.2	177.390152	+22.403931	 0.5430	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1468	J114933.65+222250.9	177.390213	+22.380810	 0.5420	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1469	J114933.83+222406.2	177.390961	+22.401730	 0.5270	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1470	J114933.85+222418.1	177.391037	+22.405041	 0.5340	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1471	J114933.85+222227.1	177.391052	+22.374201	 0.5550	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1472	J114933.87+222212.9	177.391129	+22.370239	 0.5270	 0.0005	E+A	D	   	J1149.5+2223	Simbad
    1473	J114933.94+222216.1	177.391434	+22.371140	 0.5310	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1474	J114933.98+222553.1	177.391586	+22.431419	 0.5420	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1475	J114934.02+221716.1	177.391754	+22.287809	 0.5970	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1476	J114934.02+222851.1	177.391769	+22.480850	 0.5390	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1477	J114934.07+222931.4	177.391953	+22.492060	 0.5150	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1478	J114934.12+222601.1	177.392166	+22.433640	 0.5620	 0.0005	E+A	D	   	J1149.5+2223	Simbad
    1479	J114934.15+222823.6	177.392273	+22.473209	 0.5670	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1480	J114934.24+222353.7	177.392685	+22.398260	 0.5530	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1481	J114934.25+222334.1	177.392715	+22.392811	 0.5500	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1482	J114934.31+222442.9	177.392944	+22.411909	 0.5440	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1483	J114934.34+222623.0	177.393082	+22.439720	 0.4380	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1484	J114934.40+222837.2	177.393341	+22.477011	 0.5670	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1485	J114934.52+222442.2	177.393814	+22.411730	 0.5610	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1486	J114934.59+222445.3	177.394135	+22.412590	 0.5610	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1487	J114934.70+222243.2	177.394592	+22.378670	 0.6800	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1488	J114935.04+222637.3	177.395996	+22.443701	 0.5330	 0.0005	E+A	D	   	J1149.5+2223	Simbad
    1489	J114935.18+222547.4	177.396576	+22.429831	 0.5460	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1490	J114935.18+222448.2	177.396591	+22.413380	 0.5600	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1491	J114935.23+222241.0	177.396790	+22.378059	 0.4580	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1492	J114935.25+222503.1	177.396881	+22.417530	 0.5550	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1493	J114935.34+222716.7	177.397232	+22.454639	 0.4010	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1494	J114935.47+222343.8	177.397781	+22.395491	 0.5440	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1495	J114935.56+222426.8	177.398163	+22.407440	 0.5460	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1496	J114935.56+222458.4	177.398178	+22.416210	 0.5360	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1497	J114935.58+222439.0	177.398254	+22.410830	 0.5640	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1498	J114935.65+222323.2	177.398529	+22.389780	 0.5360	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1499	J114935.67+222354.6	177.398636	+22.398510	 0.5410	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1500	J114935.74+222531.8	177.398911	+22.425501	 0.5590	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1501	J114935.78+222521.1	177.399078	+22.422529	 0.5530	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1502	J114935.83+222253.3	177.399277	+22.381460	 0.5390	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1503	J114935.86+222455.7	177.399429	+22.415470	 0.5580	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1504	J114935.92+222454.8	177.399673	+22.415220	 0.5580	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1505	J114935.94+222617.1	177.399750	+22.438080	 0.5280	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1506	J114935.95+222350.4	177.399780	+22.397320	 0.5600	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1507	J114935.98+222453.4	177.399918	+22.414829	 0.5540	 0.0005	E  	D	XPS	J1149.5+2223	Simbad
    1508	J114936.24+222352.5	177.401016	+22.397921	 0.5410	 0.0003	A  	D	XPS	J1149.5+2223	Simbad
    1509	J114936.28+222401.3	177.401184	+22.400370	 0.5330	 0.0003	A  	D	XPS	J1149.5+2223	Simbad
    1510	J114936.36+222905.6	177.401505	+22.484880	 0.5650	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1511	J114936.61+222705.2	177.402542	+22.451441	 0.5440	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1512	J114936.68+222612.0	177.402817	+22.436661	 0.5410	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1513	J114936.69+222154.8	177.402863	+22.365231	 0.5480	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1514	J114936.70+222240.6	177.402924	+22.377951	 0.5290	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1515	J114936.85+222347.1	177.403549	+22.396420	 0.5310	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1516	J114936.89+222320.9	177.403702	+22.389151	 0.5490	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1517	J114936.89+222926.7	177.403717	+22.490761	 0.5660	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1518	J114936.90+222416.7	177.403748	+22.404640	 0.5470	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1519	J114936.91+222541.5	177.403793	+22.428190	 0.5290	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1520	J114936.92+222536.1	177.403839	+22.426689	 0.5600	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1521	J114937.03+222914.2	177.404312	+22.487289	 0.5670	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1522	J114937.24+221929.6	177.405167	+22.324890	 0.5330	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1523	J114937.29+222231.5	177.405380	+22.375420	 0.5430	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1524	J114937.31+222352.5	177.405457	+22.397921	 0.5330	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1525	J114937.42+222642.1	177.405930	+22.445030	 0.5310	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1526	J114937.45+222615.0	177.406052	+22.437500	 0.5300	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1527	J114937.51+222609.6	177.406281	+22.435989	 0.5380	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1528	J114937.53+222704.2	177.406372	+22.451160	 0.5440	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1529	J114937.55+222322.6	177.406464	+22.389601	 0.5510	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1530	J114937.64+222344.8	177.406830	+22.395781	 0.5460	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1531	J114937.75+222156.3	177.407288	+22.365641	 0.5570	 0.0005	E+A	D	   	J1149.5+2223	Simbad
    1532	J114937.79+221905.1	177.407455	+22.318081	 0.4940	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1533	J114937.80+222411.2	177.407516	+22.403099	 0.5400	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1534	J114937.84+222218.6	177.407654	+22.371820	 0.5450	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1535	J114937.86+222543.2	177.407745	+22.428680	 0.5370	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1536	J114937.92+222008.9	177.407990	+22.335819	 0.9380	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1537	J114937.98+221734.4	177.408249	+22.292891	 0.7230	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1538	J114937.98+222427.9	177.408249	+22.407749	 0.5330	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1539	J114938.01+221921.2	177.408371	+22.322550	 0.8380	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1540	J114938.17+222107.6	177.409058	+22.352100	 1.4870	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1541	J114938.39+222448.8	177.409973	+22.413549	 0.5580	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1542	J114938.47+222107.5	177.410294	+22.352079	 0.5060	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1543	J114938.51+222302.7	177.410446	+22.384081	 0.5440	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1544	J114938.54+221932.1	177.410583	+22.325590	 0.5360	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1545	J114938.54+222309.3	177.410583	+22.385920	 0.5420	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1546	J114938.76+222546.9	177.411484	+22.429689	 1.2270	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1547	J114938.84+222256.9	177.411850	+22.382469	 0.5430	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1548	J114938.87+222213.7	177.411957	+22.370470	 0.5340	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1549	J114938.88+222843.3	177.411987	+22.478689	 0.5440	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1550	J114938.90+222554.5	177.412079	+22.431801	 0.5450	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1551	J114938.92+222300.0	177.412186	+22.383341	 0.5380	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1552	J114938.98+221814.0	177.412430	+22.303900	 0.5690	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1553	J114939.11+222032.0	177.412964	+22.342220	 0.5320	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1554	J114939.15+222605.9	177.413132	+22.434980	 0.5590	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1555	J114939.16+222042.4	177.413162	+22.345110	 0.3240	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1556	J114939.21+222157.0	177.413376	+22.365820	 0.5340	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1557	J114939.29+222430.5	177.413712	+22.408470	 0.5380	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1558	J114939.31+222235.8	177.413788	+22.376610	 1.0960	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1559	J114939.36+221745.1	177.414001	+22.295860	 0.4570	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1560	J114939.36+222059.2	177.414001	+22.349779	 0.5390	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1561	J114939.42+221828.4	177.414246	+22.307890	 0.4560	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1562	J114939.51+222339.7	177.414627	+22.394360	 0.5440	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1563	J114939.68+221953.7	177.415344	+22.331570	 0.3240	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1564	J114939.77+222555.2	177.415710	+22.431999	 0.5560	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1565	J114939.90+222332.6	177.416229	+22.392380	 0.5380	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1566	J114939.92+221505.9	177.416336	+22.251640	 0.5410	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1567	J114939.97+222035.3	177.416534	+22.343140	 0.3250	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1568	J114939.99+221739.5	177.416626	+22.294310	 0.5650	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1569	J114940.16+222105.6	177.417313	+22.351561	 0.5270	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1570	J114940.16+222404.2	177.417328	+22.401159	 0.5540	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1571	J114940.16+222747.3	177.417343	+22.463131	 0.3530	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1572	J114940.19+222359.4	177.417465	+22.399839	 0.5430	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1573	J114940.20+222613.7	177.417496	+22.437149	 0.5520	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1574	J114940.23+222300.1	177.417618	+22.383350	 0.5480	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1575	J114940.28+222454.8	177.417831	+22.415220	 0.5370	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1576	J114940.28+222308.0	177.417831	+22.385559	 0.5550	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1577	J114940.31+222357.1	177.417953	+22.399191	 0.4370	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1578	J114940.32+222959.6	177.417999	+22.499901	 0.4770	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1579	J114940.35+222057.5	177.418137	+22.349310	 0.5320	 0.0010	E+A	D	   	J1149.5+2223	Simbad
    1580	J114940.41+222358.3	177.418381	+22.399530	 0.4360	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1581	J114940.44+222322.6	177.418503	+22.389610	 0.5350	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1582	J114940.49+222236.6	177.418701	+22.376829	 0.5490	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1583	J114940.53+222415.8	177.418869	+22.404390	 0.7610	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1584	J114940.59+222232.6	177.419128	+22.375710	 0.5360	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1585	J114940.60+222235.3	177.419174	+22.376480	 0.5410	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1586	J114940.65+221700.5	177.419373	+22.283470	 0.7770	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1587	J114940.68+222243.6	177.419495	+22.378780	 0.5290	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1588	J114940.68+222247.0	177.419495	+22.379721	 0.3690	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1589	J114940.82+222227.7	177.420090	+22.374359	 0.5490	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1590	J114940.85+222139.7	177.420212	+22.361031	 0.5530	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1591	J114940.97+222324.9	177.420700	+22.390249	 0.5290	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1592	J114941.34+222130.7	177.422256	+22.358540	 0.5410	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1593	J114941.37+222204.6	177.422379	+22.367941	 0.5570	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1594	J114941.46+222046.9	177.422760	+22.346371	 0.5390	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1595	J114941.52+222202.5	177.423004	+22.367359	 0.1770	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1596	J114941.57+221636.1	177.423203	+22.276699	 0.5960	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1597	J114941.61+221636.3	177.423370	+22.276739	 0.5950	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1598	J114941.62+222307.3	177.423416	+22.385349	 0.5400	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1599	J114941.63+221640.2	177.423462	+22.277830	 0.5950	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1600	J114941.76+222340.7	177.423996	+22.394650	 0.7480	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1601	J114941.78+222405.3	177.424072	+22.401480	 0.5430	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1602	J114941.92+222318.3	177.424683	+22.388430	 0.5490	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1603	J114941.93+221906.1	177.424713	+22.318359	 0.4570	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1604	J114942.00+222447.7	177.424988	+22.413260	 0.5570	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1605	J114942.09+222518.4	177.425385	+22.421780	 0.5490	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1606	J114942.16+221538.1	177.425659	+22.260580	 0.5410	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1607	J114942.19+222126.4	177.425812	+22.357330	 0.5380	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1608	J114942.55+222409.1	177.427292	+22.402531	 0.5520	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1609	J114942.67+221413.0	177.427795	+22.236940	 0.6250	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1610	J114942.70+222209.0	177.427917	+22.369169	 0.5360	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1611	J114942.80+222155.6	177.428329	+22.365440	 0.5400	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1612	J114942.82+222321.9	177.428421	+22.389420	 0.5460	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1613	J114942.82+222206.2	177.428421	+22.368389	 0.5420	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1614	J114942.92+222206.7	177.428818	+22.368540	 0.5410	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1615	J114942.98+222124.7	177.429077	+22.356859	 0.5380	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1616	J114943.01+222151.9	177.429199	+22.364410	 0.5430	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1617	J114943.02+222225.3	177.429230	+22.373699	 0.5480	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1618	J114943.24+222432.0	177.430161	+22.408890	 0.1820	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1619	J114943.24+222350.5	177.430161	+22.397360	 0.5310	 0.0003	E+A	D	   	J1149.5+2223	Simbad
    1620	J114943.33+222049.8	177.430542	+22.347170	 0.5490	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1621	J114943.44+222244.1	177.430984	+22.378910	 0.5480	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1622	J114943.48+222702.2	177.431152	+22.450621	 0.5550	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1623	J114943.53+222038.4	177.431366	+22.344000	 0.5360	 0.0003	E+A	D	   	J1149.5+2223	Simbad
    1624	J114943.53+222140.5	177.431381	+22.361250	 0.5400	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1625	J114943.55+222534.3	177.431458	+22.426201	 0.5410	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1626	J114943.60+222430.2	177.431656	+22.408390	 0.5130	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1627	J114943.68+222404.0	177.431992	+22.401110	 0.3710	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1628	J114943.73+222122.9	177.432220	+22.356359	 0.5420	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1629	J114943.76+222141.5	177.432327	+22.361530	 0.5380	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1630	J114943.99+222313.3	177.433289	+22.387030	 0.5450	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1631	J114944.11+222238.8	177.433807	+22.377439	 0.5450	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1632	J114944.12+221919.7	177.433838	+22.322140	 0.4940	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1633	J114944.15+222536.9	177.433945	+22.426929	 0.5530	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1634	J114944.19+221503.2	177.434128	+22.250891	 0.5420	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1635	J114944.19+222006.3	177.434128	+22.335079	 0.5440	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1636	J114944.22+222237.5	177.434250	+22.377081	 0.6820	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1637	J114944.41+222358.9	177.435043	+22.399691	 0.8530	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1638	J114944.44+222235.8	177.435165	+22.376610	 0.5400	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1639	J114944.60+221702.5	177.435837	+22.284031	 0.5780	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1640	J114944.73+222144.9	177.436371	+22.362471	 0.5310	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1641	J114944.79+222320.5	177.436615	+22.389030	 0.5320	 0.0010	E+A	D	   	J1149.5+2223	Simbad
    1642	J114944.81+222319.5	177.436707	+22.388750	 0.5320	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1643	J114944.82+222337.4	177.436768	+22.393721	 0.5380	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1644	J114944.96+221904.5	177.437332	+22.317921	 0.7230	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1645	J114945.00+222554.6	177.437500	+22.431841	 0.5520	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1646	J114945.08+222404.8	177.437836	+22.401331	 0.5370	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1647	J114945.10+222356.1	177.437897	+22.398930	 0.5510	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1648	J114945.15+222135.1	177.438110	+22.359739	 0.8630	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1649	J114945.34+222428.7	177.438919	+22.407970	 0.5470	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1650	J114945.43+222117.0	177.439285	+22.354719	 0.5350	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1651	J114945.44+222446.6	177.439331	+22.412939	 0.4090	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1652	J114945.47+222428.0	177.439438	+22.407789	 0.5470	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1653	J114945.62+222056.2	177.440079	+22.348940	 0.7060	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1654	J114945.65+222341.6	177.440216	+22.394899	 0.5480	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1655	J114945.67+222429.7	177.440292	+22.408251	 0.5460	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1656	J114945.71+222336.1	177.440460	+22.393351	 0.5470	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1657	J114945.71+222419.1	177.440460	+22.405310	 0.5480	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1658	J114945.73+222428.7	177.440536	+22.407970	 0.5460	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1659	J114946.09+222418.3	177.442062	+22.405081	 0.4940	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1660	J114946.29+222319.9	177.442856	+22.388870	 0.5460	 0.0010	E  	D	   	J1149.5+2223	Simbad
