#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:17:20 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:17:21	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/489/99/j2248pr&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74890099
#Name: J/MNRAS/489/99
#Title: ASTRODEEP Frontier Fields Catalogues (Bradac+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/mnras/489/99	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/489/99	    IVOID of underlying data collection
#INFO	creator=Bradac M.	    First author or institution
#INFO	cites=bibcode:2019MNRAS.489...99B	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/489/99	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74890099	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-05-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_489_99_j2248pr:
#Name: J/MNRAS/489/99/j2248pr
#Title: RXC J2248.7-4431 properties catalog
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I6)	Catalogue identification number, rxj2248-NNNNNN in j2248ph.dat file (IDcat)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right ascension (J2000) (alpha_j2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Right ascension (J2000) (delta_j2000)	[ucd=pos.eq.dec;meta.main]
#Column	zbest	(F7.4)	Reference (median) photo-z value except when a match with a publicly available high-quality spectroscopic source is found within 1 arcsec (ZBEST)	[ucd=src.redshift;pos.heliocentric]
#Column	zphEAZY	(F5.2)	EAZY photometric redshift (ZPHOT_EAZY)	[ucd=src.redshift.phot]
#Column	e_zphEAZY	(F6.3)	? EAZY photometric redshift lower error (ZPHOT_EAZY_L95)	[ucd=stat.error]
#Column	E_zphEAZY	(F6.3)	? EAZY photometric redshift upper error (ZPHOT_EAZY_U95)	[ucd=stat.error;stat.max]
#Column	zphOAR	(F7.4)	OAR photometric redshift (ZPHOT_OAR)	[ucd=src.redshift.phot]
#Column	zsp	(F7.4)	? Spectroscopic redshift (ZSPEC)	[ucd=src.redshift]
#Column	Magnif	(F10.6)	Median magnification from all the models with version 4 data (MAGNIF)	[ucd=meta.version]
#Column	chi2Neb	(D12.5)	chi^2^ of the SED fitting with stellar plus nebular models at redshift fixed to ZBEST (chi2_NEB)	[ucd=stat.fit.chi2;stat.fit]
#Column	MstarNeb	(F9.3)	Stellar mass estimated from stellar plus nebular fits (MASS_NEB)	[ucd=phys.mass]
#Column	e_MstarNeb	(F7.4)	Lower uncertainty on MstarNeb (MASS_MIN_NEB)	[ucd=stat.error]
#Column	E_MstarNeb	(D12.5)	[] Upper uncertainty on MstarNeb (MASS_MAX_NEB)	[ucd=stat.error;stat.max]
#Column	SFRNeb	(F8.1)	Star-formation rate estimated from the stellar plus nebular fits (SFR_NEB)	[ucd=phys.SFR]
#Column	e_SFRNeb	(I7)	Lower uncertainty on SFRNbeb (SFR_MIN_NEB)	[ucd=stat.error]
#Column	E_SFRNeb	(F7.3)	[] Upper uncertainty on SFRNbeb (SFR_MAX_NEB)	[ucd=stat.error;stat.max]
recno	ID	RAJ2000	DEJ2000	zbest	zphEAZY	e_zphEAZY	E_zphEAZY	zphOAR	zsp	Magnif	chi2Neb	MstarNeb	e_MstarNeb	E_MstarNeb	SFRNeb	e_SFRNeb	E_SFRNeb
    2602	  2864	342.184297	-44.516183	 4.0400	 4.04	 3.365	 4.823	 4.6600	       	  2.130660	 1.25290e+00	   35.630	 4.0400	 9.99990e-01	    10.6	4709973	 -0.678
    2603	  2865	342.182879	-44.516067	 3.3200	 3.32	 3.156	 3.711	 3.3900	       	  1.949795	 1.02910e+01	    4.657	 3.3200	 1.00000e+00	     0.6	7018093	 -2.966
    2604	  2866	342.164471	-44.516108	 4.2300	 4.23	 3.229	 5.542	 4.7100	       	  1.456442	 4.41910e+00	   37.150	 4.2300	 9.99990e-01	     3.7	6877908	 -0.741
    2605	  2867	342.189541	-44.516014	 0.4200	 0.42	 0.407	 0.639	 0.4900	       	  1.113437	 1.75660e+00	    0.049	 0.4200	 9.99970e-01	     0.0	  49448	 -7.901
    2606	  2868	342.211116	-44.515386	 0.6700	 0.67	 0.093	 0.723	 4.3200	       	  1.491415	 8.21590e+00	    0.165	 0.6700	 1.00000e+00	     5.6	1772173	 -0.269
    2607	  2869	342.171802	-44.515773	 3.4000	 3.40	 3.148	 3.632	 3.3900	       	  1.454393	 1.04720e+00	    4.381	 3.4000	 1.00000e+00	     1.4	6989828	 -2.853
    2608	  2870	342.164708	-44.515319	 0.4900	 0.49	 0.405	 0.604	 0.5800	       	  1.107683	 3.47700e+00	    0.353	 0.4900	 1.00000e+00	     0.3	 364714	 -4.551
    2609	  2871	342.197072	-44.513327	 1.3400	 1.34	 1.240	 1.440	 1.3400	       	  2.062267	 1.79860e+00	  130.100	 1.3400	 9.99980e-01	    79.5	3710275	  0.852
    2610	  2872	342.170707	-44.515335	 0.4500	 0.45	 0.415	 0.502	 0.4000	       	  1.074995	 3.38660e+00	    1.109	 0.4500	 1.00000e+00	     0.0	5133633	 -4.492
    2611	  2873	342.180895	-44.515985	 4.6600	 4.66	 3.771	 4.791	 4.7100	       	  1.928852	 7.17050e+00	   29.080	 4.6600	 1.00000e+00	     4.4	3663953	 -1.025
    2612	  2874	342.190827	-44.516072	 2.2000	 2.20	 1.406	 2.796	 1.6200	       	  2.293401	 1.02020e+00	    0.006	 2.2000	 1.00000e+00	     0.6	2480604	 -4.406
    2613	  2875	342.198015	-44.515945	 0.8000	 0.80	 0.689	 0.994	 0.9900	       	  1.896369	 5.32200e-01	    0.025	 0.8000	 5.32200e-01	     0.3	1319176	 -5.344
    2614	  2876	342.197531	-44.516099	 6.5200	 6.52	 3.107	 7.338	 6.1200	       	  5.254273	 6.87180e-01	    9.158	 6.5200	 6.87180e-01	   938.3	2617890	  4.810
    2615	  2877	342.174085	-44.514802	 0.9713	 0.83	 0.795	 0.911	 0.9000	 0.9713	  1.289040	 9.09080e-01	    5.600	 0.9713	 9.09080e-01	     5.2	 340834	 -0.721
    2616	  2878	342.211671	-44.515041	 0.0700	 0.07	 0.056	 0.101	 0.0600	       	  1.000000	 1.07590e+01	    0.124	 0.0700	 1.00000e+00	     0.0	5251302	 -7.611
    2617	  2879	342.197557	-44.515773	 0.8200	 0.82	 0.718	 1.263	 1.0700	       	  1.910437	 1.92900e+00	    0.109	 0.8200	 1.00000e+00	     0.0	 102496	 -6.345
    2618	  2880	342.173350	-44.514784	 0.7200	 0.72	 0.658	 0.787	 2.0400	       	  1.207697	 4.33550e+00	    0.535	 0.7200	 1.00000e+00	     0.1	7398734	 -3.944
    2619	  2881	342.200352	-44.513071	 0.4600	 0.46	 0.420	 0.560	 0.5300	       	  1.213323	 3.01540e+00	    1.061	 0.4600	 1.00000e+00	     1.5	 471881	 -2.664
    2620	  2882	342.192058	-44.515941	 3.3000	 3.30	 2.838	 4.422	 3.3100	       	  2.734637	 1.15290e+00	    1.537	 3.3000	 9.99990e-01	     0.2	7016418	 -4.154
    2621	  2883	342.177252	-44.515951	 4.6500	 4.65	 3.804	 5.370	 4.7100	       	  1.664543	 2.18900e+00	   36.450	 4.6500	 9.99980e-01	     8.1	3704237	 -0.765
    2622	  2884	342.207374	-44.516063	 4.1000	 4.10	 3.560	 4.675	 4.0000	       	  3.963112	 5.96090e-01	    0.089	 4.1000	 5.96090e-01	     3.9	2740442	 -5.790
    2623	  2885	342.165510	-44.515801	 3.3100	 3.31	 2.855	 3.704	 2.9600	       	  1.445407	 2.49660e+00	    2.184	 3.3100	 9.99980e-01	     0.3	7016418	 -3.781
    2624	  2886	342.168709	-44.515944	 4.8000	 4.80	 3.431	 5.057	 3.3500	       	  1.465586	 1.31200e+00	    2.687	 4.8000	 1.00000e+00	     0.4	3661056	 -3.606
    2625	  2887	342.176235	-44.512688	 1.5830	 0.73	 0.704	 0.798	 0.7500	 1.5830	  1.812173	 7.62400e+00	   41.800	 1.5830	 1.00000e+00	   157.7	4397744	  0.428
    2626	  2888	342.158744	-44.515832	 2.8900	 2.89	 2.763	 2.927	 2.6100	       	  1.338847	 1.17670e+01	   11.290	 2.8900	 9.99960e-01	     2.6	7104298	 -1.872
    2627	  2889	342.205316	-44.514174	 0.0600	 0.06	 0.016	 0.108	 0.5500	       	  1.000000	 1.03000e+01	    0.017	 0.0600	 9.99950e-01	     0.0	 151585	 -7.505
    2628	  2890	342.187700	-44.515939	 3.2900	 3.29	 2.715	 3.975	 3.2500	       	  2.247272	 7.10710e-01	    0.852	 3.2900	 7.10710e-01	     0.3	6991576	 -4.623
    2629	  2891	342.198081	-44.515736	 0.7700	 0.77	 0.713	 0.802	 0.7500	       	  1.831566	 9.38030e-01	    0.012	 0.7700	 9.38030e-01	     0.6	1981775	 -4.776
    2630	  2892	342.180309	-44.512603	 0.4200	 0.42	 0.386	 0.465	 0.4600	       	  1.122833	 5.19390e+00	    7.386	 0.4200	 1.00000e+00	     0.0	5139752	 -2.555
    2631	  2893	342.169022	-44.515629	 0.7400	 0.74	 0.454	 0.880	 0.6700	       	  1.209967	 3.89570e-01	    0.031	 0.7400	 3.89570e-01	     0.3	1113975	 -5.545
    2632	  2894	342.190560	-44.515954	 3.7900	 3.79	 1.979	 4.742	 3.2400	       	  2.537771	 7.53900e-01	    1.539	 3.7900	 7.53900e-01	     0.2	6877535	 -4.203
    2633	  2895	342.169388	-44.515689	 2.7100	 2.71	 2.470	 2.747	 1.8900	       	  1.418700	 2.56950e+00	    0.032	 2.7100	 1.00000e+00	     3.3	2634214	 -0.768
    2634	  2896	342.192398	-44.515673	 3.7900	 3.79	 3.390	 4.368	 3.5200	       	  2.860031	 1.26630e+00	    8.872	 3.7900	 9.99960e-01	     2.0	6955963	 -2.218
    2635	  2897	342.168127	-44.515568	 1.3400	 1.34	 1.024	 1.666	 1.6200	       	  1.331007	 7.41500e-01	    0.540	 1.3400	 7.41500e-01	     0.1	7398126	 -4.299
    2636	  2898	342.188734	-44.515856	 4.9200	 4.92	 2.194	 5.913	 4.7100	       	  2.461991	 4.27210e-01	    7.526	 4.9200	 4.27210e-01	     3.7	3669058	 -2.314
    2637	  2899	342.185351	-44.512855	 0.4000	 0.40	 0.218	 0.458	 0.4200	       	  1.106010	 1.00110e+00	    3.303	 0.4000	 1.00000e+00	     1.5	 128747	 -1.437
    2638	  2900	342.162394	-44.513363	 0.3000	 0.30	 0.276	 0.365	 0.2800	       	  1.000000	 5.59160e-01	   61.390	 0.3000	 5.59160e-01	     0.0	5239302	 -0.128
    2639	  2901	342.168579	-44.515719	 2.3500	 2.35	 2.047	 2.855	 2.4800	       	  1.404729	 1.50310e+00	    0.034	 2.3500	 1.00000e+00	     0.4	1290407	 -3.116
    2640	  2902	342.184144	-44.515446	 4.5700	 4.57	 3.128	 6.921	 4.7100	       	  2.003065	 1.27840e+00	   11.250	 4.5700	 1.00000e+00	  1153.0	2638051	  5.584
    2641	  2903	342.187474	-44.515841	 2.7600	 2.76	 1.753	 3.135	 2.5000	       	  2.142365	 4.55230e-01	    0.089	 2.7600	 4.55230e-01	     0.1	 198007	 -5.583
    2642	  2904	342.193513	-44.515672	 4.2300	 4.23	 3.051	 5.125	 3.8600	       	  2.979617	 6.06610e-01	    4.090	 4.2300	 6.06610e-01	     3.0	 314550	 -2.361
    2643	  2905	342.212313	-44.515535	 2.7400	 2.74	 2.609	 2.755	 2.8300	       	  2.460713	 9.33200e+00	    5.979	 2.7400	 1.00000e+00	     2.4	7185175	 -2.030
    2644	  2906	342.161532	-44.513454	 0.1500	 0.15	 0.127	 0.174	 0.5000	       	  1.000000	 3.22940e+01	    1.837	 0.1500	 1.00000e+00	     0.0	5248242	 -3.919
    2645	  2907	342.189765	-44.515733	 2.8500	 2.85	 1.017	 4.953	 2.7800	       	  2.330566	 3.81960e-01	    0.124	 2.8500	 3.81960e-01	     0.2	4079823	 -6.715
    2646	  2908	342.211275	-44.513603	 0.1100	 0.11	 0.090	 0.132	 1.6800	       	  1.000000	 1.39650e+01	    0.270	 0.1100	 9.99990e-01	     0.2	7094434	 -3.984
    2647	  2909	342.166522	-44.515564	 2.8900	 2.89	 1.644	 3.551	 2.8200	       	  1.428896	 1.03130e+00	    1.814	 2.8900	 9.99970e-01	     0.3	7016410	 -3.966
    2648	  2910	342.163549	-44.514703	 1.4808	 1.38	 1.334	 1.489	 1.5100	 1.4808	  1.382010	 1.54460e+00	  321.800	 1.4808	 9.99980e-01	     0.0	5056484	  1.676
    2649	  2911	342.191170	-44.515413	 4.0400	 4.04	 3.264	 4.506	 3.6500	       	  2.488819	 1.98960e+00	   10.470	 4.0400	 9.99980e-01	     3.1	6920625	 -2.013
    2650	  2912	342.172785	-44.515473	 4.8300	 4.83	 4.081	 5.136	 4.1700	       	  1.487406	 2.08700e+00	    6.472	 4.8300	 1.00000e+00	     1.0	3663557	 -2.641
    2651	  2913	342.166367	-44.515469	 2.9500	 2.95	 2.814	 2.978	 2.6400	       	  1.430783	 2.23800e+00	    0.358	 2.9500	 1.00000e+00	     0.4	5275739	 -3.998
    2652	  2914	342.168373	-44.515375	 3.3600	 3.36	 2.934	 4.154	 3.1400	       	  1.434304	 7.19170e-01	    0.080	 3.3600	 7.19170e-01	     8.3	2644627	  0.230
    2653	  2915	342.201739	-44.513401	 1.0600	 1.06	 0.013	 1.133	 2.8600	       	  1.987927	 7.72680e+00	    1.344	 1.0600	 1.00000e+00	     1.3	6944757	 -1.707
    2654	  2916	342.213033	-44.512728	 0.6000	 0.60	 0.460	 1.005	 0.9200	       	  1.392964	 1.07750e+00	    0.018	 0.6000	 1.00000e+00	     1.3	2347772	 -1.747
    2655	  2917	342.167177	-44.515258	 2.7600	 2.76	 2.225	 2.961	 2.6300	       	  1.416815	 1.16960e+00	    2.169	 2.7600	 1.00000e+00	     0.3	7016407	 -3.790
    2656	  2918	342.186463	-44.514592	 0.4200	 0.42	 0.409	 0.586	 0.5800	       	  1.093636	 2.33510e+00	    0.336	 0.4200	 1.00000e+00	     0.3	 307016	 -3.416
    2657	  2919	342.200596	-44.514006	 0.8800	 0.88	 0.098	 1.348	 1.3500	       	  1.811675	 2.68200e+00	    1.964	 0.8800	 1.00000e+00	     0.0	5134194	 -3.833
    2658	  2920	342.165452	-44.515024	 1.5900	 1.59	 1.089	 1.762	 1.6800	       	  1.367093	 1.08280e+00	    0.958	 1.5900	 9.99970e-01	     0.3	7348302	 -3.002
    2659	  2921	342.166472	-44.515191	 4.7500	 4.75	 0.640	 5.137	 0.8200	       	  1.460123	 1.28080e+00	    9.370	 4.7500	 1.00000e+00	     1.4	3663655	 -2.250
    2660	  2922	342.163369	-44.514758	 1.5500	 1.55	 1.490	 1.600	 1.5500	       	  1.382644	 2.68900e+00	  194.100	 1.5500	 1.00000e+00	     0.0	4984975	  1.084
    2661	  2923	342.209129	-44.513545	 0.3700	 0.37	 0.286	 0.417	 0.3800	       	  1.056096	 1.66670e+00	    5.323	 0.3700	 1.00000e+00	     0.1	5143063	 -2.937
    2662	  2924	342.194816	-44.513416	 0.3600	 0.36	 0.311	 0.405	 1.8700	       	  1.022065	 8.00930e+00	    0.414	 0.3600	 1.00000e+00	     0.4	6908588	 -2.912
    2663	  2925	342.175933	-44.515190	 3.7500	 3.75	 3.348	 4.188	 3.2000	       	  1.582139	 5.90340e+00	    5.532	 3.7500	 1.00000e+00	     0.3	6914235	 -2.823
    2664	  2926	342.167996	-44.515137	 4.0400	 4.04	 3.254	 4.754	 3.8900	       	  1.448602	 3.44120e-01	    0.936	 4.0400	 3.44120e-01	     0.3	4122223	 -4.791
    2665	  2927	342.171941	-44.515134	 1.4700	 1.47	 0.547	 2.945	 2.4700	       	  1.346054	 1.02110e+00	    0.024	 1.4700	 1.00000e+00	     1.0	2702589	 -5.540
    2666	  2928	342.206591	-44.514496	 0.5600	 0.56	 0.478	 0.638	 0.5600	       	  1.417364	 1.22910e+00	    0.585	 0.5600	 9.99980e-01	     0.5	 355694	 -4.442
    2667	  2929	342.188257	-44.514341	 0.4200	 0.42	 0.341	 0.484	 0.5200	       	  1.098102	 4.66090e+00	    0.037	 0.4200	 1.00000e+00	     1.0	1676168	 -2.166
    2668	  2930	342.168210	-44.514756	 1.1200	 1.12	 1.062	 1.391	 1.4900	       	  1.302624	 2.76130e+00	    0.853	 1.1200	 9.99990e-01	     0.2	7418180	 -3.947
    2669	  2931	342.206285	-44.513899	 0.0200	 0.02	 0.010	 0.104	 0.6000	       	  1.000000	 1.00000e+30	    0.000	 0.0200	 1.00000e+30	     0.0	      0	  0.000
    2670	  2932	342.169900	-44.515155	 6.7400	 6.74	 3.499	 8.041	 6.0600	       	  1.467504	 5.91180e-01	    9.747	 6.7400	 5.91180e-01	     1.3	3994450	 -2.252
    2671	  2933	342.208923	-44.515164	 4.6600	 4.66	 4.240	 4.794	 4.7100	       	  3.276696	 9.70100e+00	   75.770	 4.6600	 1.00000e+00	    16.8	3704455	  0.024
    2672	  2934	342.174869	-44.514873	 3.7500	 3.75	 3.422	 4.204	 3.5500	       	  1.518542	 1.32880e+00	    3.519	 3.7500	 9.99980e-01	     4.3	 438715	 -0.409
    2673	  2935	342.190011	-44.514853	 3.8500	 3.85	 3.463	 4.405	 3.5600	       	  2.260194	 7.93440e-01	    1.317	 3.8500	 7.93440e-01	    16.5	3499437	 -3.762
    2674	  2936	342.194929	-44.514620	 1.3800	 1.38	 1.211	 1.403	 1.5500	       	  2.157863	 2.81340e+00	    1.039	 1.3800	 1.00000e+00	     0.2	7356988	 -4.216
    2675	  2937	342.166089	-44.514876	 4.3000	 4.30	 3.845	 4.743	 4.1700	       	  1.453809	 5.97070e-01	   11.100	 4.3000	 5.97070e-01	     1.1	6877545	 -2.064
    2676	  2938	342.167679	-44.515006	 3.9900	 3.99	 3.007	 4.580	 3.9500	       	  1.451781	 1.08310e+00	   10.550	 3.9900	 9.99970e-01	     0.7	6916508	 -2.116
    2677	  2939	342.206498	-44.514830	 4.7300	 4.73	 4.157	 5.977	 5.0400	       	  3.745696	 1.97740e+00	   33.290	 4.7300	 1.00000e+00	     2.6	3941368	 -0.919
    2678	  2940	342.168522	-44.515009	 2.9300	 2.93	 1.531	 4.229	 2.4700	       	  1.419604	 6.05940e-01	    0.897	 2.9300	 6.05940e-01	     0.1	7101371	 -4.734
    2679	  2941	342.190519	-44.514058	 0.4200	 0.42	 0.265	 0.468	 0.4200	       	  1.104662	 1.64810e+00	    0.576	 0.4200	 9.99990e-01	     0.1	  63278	 -5.196
    2680	  2942	342.164564	-44.514919	 4.7400	 4.74	 4.436	 4.853	 4.9900	       	  1.486102	 7.57240e+00	  199.600	 4.7400	 1.00000e+00	    44.2	3704675	  1.086
    2681	  2943	342.159387	-44.513841	 0.4600	 0.46	 0.318	 0.506	 0.4400	       	  1.074049	 9.83140e-01	    3.053	 0.4600	 9.83140e-01	     0.0	5120937	 -3.453
    2682	  2944	342.173035	-44.514629	 3.0400	 3.04	 2.634	 3.307	 3.1600	       	  1.439876	 1.38590e+00	    1.156	 3.0400	 9.99990e-01	     0.8	6928417	 -3.740
    2683	  2945	342.170914	-44.514601	 3.1600	 3.16	 2.864	 3.398	 3.1400	       	  1.416308	 2.67170e+00	    6.052	 3.1600	 1.00000e+00	     1.3	4743457	 -2.652
    2684	  2946	342.200849	-44.513407	 4.0000	 4.00	 3.853	 4.208	 3.8100	       	  2.914038	 3.75320e+00	    1.774	 4.0000	 1.00000e+00	   166.3	2519840	  2.939
    2685	  2948	342.184664	-44.513432	 0.0600	 0.06	 0.011	 0.074	 0.6300	       	  1.000000	 1.31410e+01	    0.039	 0.0600	 9.99980e-01	     0.0	 111061	 -6.837
    2686	  2949	342.162536	-44.514881	 2.7900	 2.79	 0.562	 2.955	 2.6000	       	  1.393943	 3.73160e-01	    0.408	 2.7900	 3.73160e-01	     0.3	6890619	 -4.783
    2687	  2950	342.171902	-44.514557	 3.9000	 3.90	 0.677	 4.341	 3.8600	       	  1.440054	 9.67910e-01	    2.656	 3.9000	 9.67910e-01	    11.0	4411990	 -2.124
    2688	  2951	342.175135	-44.510537	 0.2700	 0.27	 0.232	 0.363	 0.3100	       	  1.000000	 9.99960e-01	   59.770	 0.2700	 9.99960e-01	     0.1	5186821	 -0.359
    2689	  2952	342.168598	-44.512870	 0.4400	 0.44	 0.411	 0.517	 0.6000	       	  1.063441	 5.95360e+00	    0.149	 0.4400	 1.00000e+00	     6.3	1868369	  0.006
    2690	  2953	342.194581	-44.513445	 0.2200	 0.22	 0.174	 0.295	 2.2900	       	  1.000000	 1.15250e+01	    0.148	 0.2200	 1.00000e+00	     0.2	6908403	 -4.192
    2691	  2954	342.174272	-44.514764	 0.1000	 0.10	 0.076	 0.128	 0.6800	       	  1.000000	 3.87190e+00	    0.005	 0.1000	 9.99990e-01	     0.0	 237362	 -8.139
    2692	  2955	342.165543	-44.514668	 6.1400	 6.14	 3.865	 6.526	 5.0000	       	  1.479512	 1.61570e+00	  155.000	 6.1400	 9.99990e-01	    88.3	3839107	  0.880
    2693	  2956	342.174850	-44.514657	 3.7400	 3.74	 2.657	 4.791	 3.4600	       	  1.513559	 1.44220e-01	    0.904	 3.7400	 1.44220e-01	     0.0	3876845	 -4.824
    2694	  2957	342.207800	-44.514288	 0.8000	 0.80	 0.013	 0.901	 1.0100	       	  1.717010	 1.19340e+01	    0.211	 0.8000	 9.99970e-01	     0.2	6899588	 -4.689
    2695	  2958	342.212193	-44.512574	 1.0600	 1.06	 0.986	 1.163	 0.7900	       	  1.817824	 3.92160e+01	    0.096	 1.0600	 9.99990e-01	     9.9	2601381	 -0.782
    2696	  2959	342.193929	-44.513856	 0.6800	 0.68	 0.520	 0.728	 0.6700	       	  1.480288	 3.57500e+00	    0.081	 0.6800	 1.00000e+00	     2.7	1776774	 -0.885
    2697	  2960	342.197239	-44.514500	 4.8000	 4.80	 3.977	 5.581	 4.7100	       	  3.369692	 2.60760e+00	   21.960	 4.8000	 9.99990e-01	     3.3	3663956	 -1.325
    2698	  2961	342.205959	-44.514516	 5.2200	 5.22	 4.595	 5.846	 4.7100	       	  3.892963	 3.15770e+00	   82.410	 5.2200	 1.00000e+00	    18.4	3699561	  0.123
    2699	  2962	342.162092	-44.514589	 4.7900	 4.79	 4.514	 6.790	 2.5100	       	  1.379909	 1.06380e+00	   15.870	 4.7900	 1.00000e+00	  1626.0	2633656	  5.974
    2700	  2963	342.174996	-44.514512	 2.9700	 2.97	 2.524	 3.181	 2.7600	       	  1.494335	 6.01430e-01	    0.940	 2.9700	 6.01430e-01	     0.3	3738203	 -4.728
    2701	  2964	342.212146	-44.514610	 4.8000	 4.80	 4.689	 6.522	 5.1600	       	  2.618044	 4.50660e+00	   49.750	 4.8000	 1.00000e+00	  2382.0	2810656	  1.159
    2702	  2965	342.185545	-44.514578	 1.4700	 1.47	 0.959	 7.241	 7.1201	       	  1.671064	 1.99140e+00	    0.402	 1.4700	 9.99980e-01	     6.6	3535989	 -3.417
    2703	  2966	342.193193	-44.512751	 1.7800	 1.78	 1.685	 1.841	 3.2300	       	  1.959756	 6.61920e+00	    4.640	 1.7800	 1.00000e+00	     1.4	7329510	 -2.178
    2704	  2967	342.169533	-44.511561	 0.9800	 0.98	 0.927	 1.065	 1.0100	       	  1.234946	 1.99300e+00	  161.700	 0.9800	 1.00000e+00	     1.5	7413831	  0.954
    2705	  2968	342.171827	-44.514242	 4.2800	 4.28	 4.068	 4.555	 4.2100	       	  1.438162	 1.22490e+00	    1.170	 4.2800	 1.00000e+00	    19.3	3537246	 -2.213
    2706	  2969	342.197451	-44.514339	 4.1700	 4.17	 3.618	 4.636	 3.8400	       	  3.196347	 1.00520e+00	    9.621	 4.1700	 1.00000e+00	     7.8	6932807	 -1.126
    2707	  2970	342.175369	-44.514398	 0.6200	 0.62	 0.441	 4.653	 0.7400	       	  1.194966	 2.52600e+00	    0.021	 0.6200	 1.00000e+00	     0.0	6888482	 -8.073
    2708	  2971	342.207877	-44.514565	 4.3000	 4.30	 3.746	 4.781	 4.1700	       	  3.308220	 1.51140e+00	   12.140	 4.3000	 1.00000e+00	     1.2	6877727	 -1.967
    2709	  2972	342.162474	-44.513209	 0.2600	 0.26	 0.238	 0.294	 0.2300	       	  1.000000	 4.05150e+00	   27.880	 0.2600	 9.99990e-01	     0.0	5209493	 -1.087
    2710	  2973	342.172503	-44.514440	 4.2900	 4.29	 3.224	 5.255	 4.1700	       	  1.452298	 1.13830e+00	    6.601	 4.2900	 1.00000e+00	     0.7	6875361	 -2.623
    2711	  2974	342.173218	-44.514451	 4.2900	 4.29	 1.113	 5.668	 4.4100	       	  1.466735	 5.20960e-01	    2.807	 4.2900	 5.20960e-01	     3.0	6904208	 -1.292
    2712	  2975	342.190588	-44.514506	 4.1600	 4.16	 3.269	 4.711	 4.1700	       	  2.253024	 8.38650e-01	    7.758	 4.1600	 8.38650e-01	     0.5	6916511	 -2.462
    2713	  2976	342.169354	-44.514206	 2.7300	 2.73	 1.804	 3.186	 1.6900	       	  1.389389	 4.87730e+00	    2.139	 2.7300	 1.00000e+00	     0.9	7186660	 -3.137
    2714	  2977	342.213034	-44.513447	 6.8600	 6.86	 6.780	 6.875	 6.5501	       	  2.501218	 2.16100e+01	    0.902	 6.8600	 9.99980e-01	    63.3	6558521	 -2.850
    2715	  2978	342.176850	-44.514170	 2.6700	 2.67	 2.136	 2.745	 3.1000	       	  1.544004	 7.12050e+00	    7.351	 2.6700	 1.00000e+00	     1.2	7181268	 -2.404
    2716	  2979	342.194263	-44.512979	 2.2000	 2.20	 2.033	 2.212	 2.2900	       	  2.160321	 2.52700e+00	   47.350	 2.2000	 1.00000e+00	   208.0	 841004	  1.686
    2717	  2980	342.165015	-44.514162	 5.9700	 5.97	 4.669	 6.186	 4.9900	       	  1.484130	 4.47540e+00	   83.130	 5.9700	 9.99990e-01	    35.7	3788630	  0.167
    2718	  2981	342.173744	-44.514256	 3.3000	 3.30	 2.970	 3.512	 2.9100	       	  1.455795	 1.28610e+00	    1.866	 3.3000	 9.99980e-01	     0.3	4792290	 -3.935
    2719	  2982	342.195113	-44.514324	 4.5800	 4.58	 3.582	 5.691	 5.0200	       	  2.951254	 1.86850e+00	   19.210	 4.5800	 9.99980e-01	     2.9	3663952	 -1.459
    2720	  2983	342.210885	-44.513257	 1.5600	 1.56	 1.490	 1.625	 1.6700	       	  2.171643	 9.40210e+00	   28.480	 1.5600	 1.00000e+00	    21.7	 271396	  1.382
    2721	  2984	342.158195	-44.513566	 0.4300	 0.43	 0.116	 0.674	 0.6500	       	  1.059863	 2.69820e-01	    0.004	 0.4300	 2.69820e-01	     0.3	2256169	 -3.366
    2722	  2985	342.212692	-44.513108	 0.0100	 0.01	 0.010	 0.034	 1.0800	       	  1.000000	 1.00000e+30	    0.000	 0.0100	 1.00000e+30	     0.0	      0	  0.000
