#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:17:24 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:17:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJ/871/129/table1&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18710129
#Name: J/ApJ/871/129
#Title: A redshift catalog of the galaxy cluster A2029 (Sohn+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/apj/871/129	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/871/129	    IVOID of underlying data collection
#INFO	creator=Sohn J.	    First author or institution
#INFO	cites=bibcode:2019ApJ...871..129S	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/871/129	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18710129	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-07-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_871_129_table1:
#Name: J/ApJ/871/129/table1
#Title: The redshift galaxy catalog of A2029
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	objID	(I19)	Object identifier from SDSS (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	[227/229] Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	[5.1/6.5] Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	rmag	(F5.2)	[13.5/22.5] Composite model r band magnitude (G1)	[ucd=phot.mag;em.opt.R]
#Column	z	(F8.5)	[0.004/6.4] Redshift	[ucd=src.redshift]
#Column	e_z	(F8.5)	[1e-05/1]? Error in z	[ucd=stat.error;src.redshift]
#Column	r_z	(A3)	Reference code(s) for z (2)	[ucd=meta.ref;pos.frame]
#Column	Mm	(A1)	[N/Y] Membership determined based on the caustics (Y)es (1054 occurrences); or (N)o	[ucd=meta.code.member]
#Column	T13	(I3)	Display data from Tyler+, 2013, J/ApJ/773/86 if any	[ucd=meta.ref.url]
#Column	Sloan	(a5)	Display the online SDSS DR12 or DR7 data for this object	[ucd=meta.ref.url]
#Column	SimbadName	(A24)	Simbad column added by the CDS	[ucd=meta.id]
recno	objID	RAJ2000	DEJ2000	rmag	z	e_z	r_z	Mm	T13	Sloan	SimbadName
    3311	1237662268073836702	227.324152	+05.975545	18.18	 0.09586	 0.00002	1  	N	  0	Sloan	SDSS J150917.79+055831.9
    3312	1237662268073836706	227.318541	+05.814487	18.24	 0.07246	 0.00010	2  	Y	  1	Sloan	SDSS J150916.44+054852.1
    3313	1237662268073836707	227.320073	+05.816034	20.75	 0.50107	 0.00003	1  	N	  0	Sloan	SDSS J150916.81+054857.7
    3314	1237662268073836709	227.324812	+05.839441	19.04	 0.08226	 0.00005	1  	Y	  0	Sloan	SDSS J150917.95+055021.9
    3315	1237662268073836716	227.331081	+05.879334	19.31	 0.32118	 0.00012	1  	N	  0	Sloan	SDSS J150919.45+055245.6
    3316	1237662268073836719	227.333145	+05.903916	16.50	 0.07805	 0.00002	3  	Y	  0	Sloan	SDSS J150919.95+055414.0
    3317	1237662268073836720	227.335685	+05.901472	19.62	 0.07790	 0.00008	1  	Y	  0	Sloan	SDSS J150920.56+055405.2
    3318	1237662268073836737	227.330458	+05.796832	17.82	 0.07888	 0.00003	1  	Y	  0	Sloan	SDSS J150919.31+054748.5
    3319	1237662268073836738	227.329067	+05.796698	18.54	 0.07947	 0.00008	1  	Y	  0	Sloan	SDSS J150918.97+054748.1
    3320	1237662268073836760	227.352239	+05.945304	18.03	 0.07723	 0.00011	1  	Y	  0	Sloan	SDSS J150924.53+055643.0
    3321	1237662268073836768	227.349181	+05.885078	18.86	 0.07611	 0.00008	1  	Y	  0	Sloan	SDSS J150923.80+055306.2
    3322	1237662268073836777	227.366442	+05.951308	17.94	 0.05284	 0.00017	1  	N	  0	Sloan	SDSS J150927.94+055704.7
    3323	1237662268073836977	227.328133	+05.964501	18.56	 0.28857	 0.00011	1  	N	  0	Sloan	SDSS J150918.75+055752.2
    3324	1237662268073836981	227.333960	+05.878305	19.03	 0.25136	 0.00009	1  	N	  0	Sloan	SDSS J150920.15+055241.8
    3325	1237662268073836983	227.336793	+05.784744	18.59	 0.22686	 0.00012	1  	N	  0	Sloan	SDSS J150920.83+054705.0
    3326	1237662268073836986	227.353501	+05.911553	18.86	 0.27458	 0.00010	1  	N	  0	Sloan	SDSS J150924.84+055441.5
    3327	1237662268073837058	227.320729	+05.867134	20.02	 0.11821	 0.00006	1  	N	  0	Sloan	SDSS J150916.97+055201.6
    3328	1237662268073837062	227.335987	+05.962598	17.63	 0.09552	 0.00001	3  	N	  0	Sloan	SDSS J150920.63+055745.3
    3329	1237662268073837077	227.357523	+05.957107	18.56	 0.09378	 0.00007	1  	N	  0	Sloan	SDSS J150925.80+055725.5
    3330	1237662268073837175	227.312891	+05.889703	20.35	 0.32138	 0.00003	1  	N	  0	Sloan	SDSS J150915.09+055322.9
    3331	1237662268073837182	227.320853	+05.955767	20.81	 0.63570	 0.00017	1  	N	  0	Sloan	SDSS J150917.00+055720.7
    3332	1237662268073837201	227.316962	+05.855111	19.88	 0.36449	 0.00008	3  	N	  0	Sloan	SDSS J150916.07+055118.4
    3333	1237662268073837212	227.322447	+05.924605	21.04	 0.61495	 0.00023	3  	N	  0	Sloan	SDSS J150917.38+055528.5
    3334	1237662268073837217	227.322682	+05.904223	19.42	 0.07803	 0.00007	1  	Y	  0	Sloan	SDSS J150917.44+055415.2
    3335	1237662268073837222	227.316841	+05.825347	20.53	 0.19002	 0.00007	1  	N	  0	Sloan	SDSS J150916.04+054931.2
    3336	1237662268073837265	227.339556	+05.977278	20.85	 0.15232	 0.00003	1  	N	  0	Sloan	SDSS J150921.49+055838.2
    3337	1237662268073837289	227.330105	+05.805336	19.87	 0.34639	 0.00009	1  	N	  0	Sloan	SDSS J150919.22+054819.2
    3338	1237662268073837299	227.334021	+05.828271	20.02	 0.17261	 0.00016	1  	N	  0	Sloan	SDSS J150920.16+054941.7
    3339	1237662268073837306	227.343177	+05.905129	20.21	 0.27428	 0.00012	1  	N	  0	Sloan	SDSS J150922.36+055418.4
    3340	1237662268073837326	227.348568	+05.924718	20.51	 0.18705	 0.00021	1  	N	  0	Sloan	SDSS J150923.65+055528.9
    3341	1237662268073837414	227.365916	+05.919296	20.33	 0.35854	 0.00010	1  	N	  0	Sloan	SDSS J150927.81+055509.4
    3342	1237662268073837477	227.385243	+05.973906	18.75	 0.09784	 0.00015	1,2	N	  0	Sloan	SDSS J150932.45+055826.0
    3343	1237662268073837491	227.385324	+05.964020	20.91	 0.37822	 0.00011	1  	N	  0	Sloan	SDSS J150932.47+055750.4
    3344	1237662268073838033	227.374135	+05.940343	20.90	 0.61764	 0.00021	3  	N	  0	Sloan	SDSS J150929.79+055625.2
    3345	1237662268074164385	228.182111	+05.795787	19.79	 0.21767	 0.00007	1  	N	  0	Sloan	SDSS J151243.70+054744.8
    3346	1237662268074164398	228.198472	+05.780111	20.10	 0.28175	 0.00032	1  	N	  0	Sloan	SDSS J151247.63+054648.4
    3347	1237662268074164407	228.212092	+05.886110	20.01	 0.38931	 0.00014	1  	N	  0	Sloan	SDSS J151250.90+055309.9
    3348	1237662268074164590	228.161557	+05.862592	15.67	 0.04304	 0.00005	2,3	N	  0	Sloan	SDSS J151238.77+055145.3
    3349	1237662268074164593	228.165592	+05.853457	15.90	 0.04392	 0.00007	2,3	N	  0	Sloan	SDSS J151239.74+055112.4
    3350	1237662268074164596	228.166629	+05.856276	19.95	 0.14183	 0.00002	1  	N	  0	Sloan	SDSS J151239.99+055122.5
    3351	1237662268074164616	228.175832	+05.859851	18.02	 0.18092	 0.00006	1,2	N	  0	Sloan	SDSS J151242.19+055135.4
    3352	1237662268074164647	228.195875	+05.818557	17.15	 0.14138	 0.00008	2,3	N	  0	Sloan	SDSS J151247.00+054906.8
    3353	1237662268074164648	228.199860	+05.812812	18.65	 0.14079	 0.00005	1,2	N	  0	Sloan	SDSS J151247.96+054846.1
    3354	1237662268074164658	228.194791	+05.791291	19.21	 0.21778	 0.00020	1  	N	  0	Sloan	SDSS J151246.74+054728.6
    3355	1237662268074164659	228.194947	+05.792371	19.29	 0.14052	 0.00002	1  	N	  0	Sloan	SDSS J151246.78+054732.5
    3356	1237662268074164666	228.196098	+05.701861	20.08	 0.08144	 0.00008	1  	Y	  0	Sloan	SDSS J151247.06+054206.6
    3357	1237662268074164700	228.156800	+05.805319	19.65	 0.22768	 0.00009	1  	N	  0	Sloan	SDSS J151237.63+054819.1
    3358	1237662268074164703	228.167346	+05.845937	18.65	 0.22065	 0.00007	1  	N	  0	Sloan	SDSS J151240.16+055045.3
    3359	1237662268074164708	228.184295	+05.893898	19.07	 0.28424	 0.00008	1  	N	  0	Sloan	SDSS J151244.23+055338.0
    3360	1237662268074164713	228.180745	+05.821292	19.23	 0.14087	 0.00020	1  	N	  0	Sloan	SDSS J151243.37+054916.6
    3361	1237662268074164720	228.187786	+05.800683	18.62	 0.21986	 0.00006	1  	N	  0	Sloan	SDSS J151245.06+054802.4
    3362	1237662268074164721	228.189684	+05.800837	19.97	 0.22023	 0.00010	1  	N	  0	Sloan	SDSS J151245.52+054803.0
    3363	1237662268074164722	228.188671	+05.808768	18.54	 0.21950	 0.00009	1  	N	  0	Sloan	SDSS J151245.28+054831.5
    3364	1237662268074164724	228.190112	+05.804500	18.15	 0.21768	 0.00008	2  	N	  0	Sloan	SDSS J151245.62+054816.2
    3365	1237662268074164770	228.154654	+05.767841	20.34	 0.21771	 0.00002	1  	N	  0	Sloan	SDSS J151237.11+054604.2
    3366	1237662268074164774	228.158474	+05.734081	20.04	 0.30013	 0.00002	1  	N	  0	Sloan	SDSS J151238.03+054402.6
    3367	1237662268074164778	228.179373	+05.856366	19.54	 0.21841	 0.00011	1  	N	  0	Sloan	SDSS J151243.04+055122.9
    3368	1237662268074164781	228.179983	+05.838592	19.99	 0.21882	 0.00009	1  	N	  0	Sloan	SDSS J151243.19+055018.9
    3369	1237662268074164785	228.193939	+05.873609	19.81	 0.17567	 0.00007	1  	N	  0	Sloan	SDSS J151246.54+055224.9
    3370	1237662268074164789	228.199507	+05.848505	19.15	 0.32218	 0.00007	1  	N	  0	Sloan	SDSS J151247.88+055054.6
    3371	1237662268074165112	228.125532	+05.910317	18.53	 0.22945	 0.00009	1,2	N	  0	Sloan	SDSS J151230.12+055437.1
    3372	1237662268074165173	228.140384	+05.886463	19.87	 0.35805	 0.00016	1  	N	  0	Sloan	SDSS J151233.69+055311.2
    3373	1237662268074165181	228.142653	+05.899233	21.58	 0.91789	        	4  	N	  0	Sloan	SDSS J151234.23+055357.2
    3374	1237662268074165192	228.142171	+05.879003	20.76	 0.42960	 0.00017	1  	N	  0	Sloan	SDSS J151234.12+055244.4
    3375	1237662268074165211	228.143673	+05.852369	20.51	 0.25004	 0.00012	1  	N	  0	Sloan	SDSS J151234.48+055108.5
    3376	1237662268074165316	228.155884	+05.800528	19.35	 0.22745	 0.00014	1  	N	  0	Sloan	SDSS J151237.41+054801.9
    3377	1237662268074165330	228.149139	+05.697135	18.76	 0.29982	 0.00012	1  	N	  0	Sloan	SDSS J151235.79+054149.6
    3378	1237662268074165339	228.167847	+05.881524	20.72	 0.29751	 0.00015	1  	N	  0	Sloan	SDSS J151240.28+055253.4
    3379	1237662268074165343	228.166970	+05.858522	20.51	 0.49095	 0.00017	1  	N	  0	Sloan	SDSS J151240.07+055130.6
    3380	1237662268074165366	228.174769	+05.872728	20.05	 0.21860	 0.00026	1  	N	  0	Sloan	SDSS J151241.94+055221.8
    3381	1237662268074165372	228.170730	+05.817056	20.10	 0.14121	 0.00010	1  	N	  0	Sloan	SDSS J151240.97+054901.4
    3382	1237662268074165383	228.177136	+05.819662	20.38	 0.07719	 0.00013	1  	Y	  0	Sloan	SDSS J151242.51+054910.7
    3383	1237662268074165395	228.184648	+05.885624	20.51	 0.51674	 0.00011	3  	N	  0	Sloan	SDSS J151244.31+055308.2
    3384	1237662268074165410	228.170971	+05.696156	19.48	 0.12410	 0.00009	1  	N	  0	Sloan	SDSS J151241.03+054146.1
    3385	1237662268074165414	228.184715	+05.836961	19.21	 0.14023	 0.00010	1  	N	  0	Sloan	SDSS J151244.33+055013.0
    3386	1237662268074165430	228.179074	+05.734941	19.93	 0.19047	 0.00002	1  	N	  0	Sloan	SDSS J151242.97+054405.7
    3387	1237662268074165431	228.193042	+05.891036	20.03	 0.31090	 0.00016	1  	N	  0	Sloan	SDSS J151246.33+055327.7
    3388	1237662268074165433	228.193878	+05.895539	20.24	 0.31004	 0.00018	1  	N	  0	Sloan	SDSS J151246.53+055343.9
    3389	1237662268074165441	228.186949	+05.794471	19.54	 0.21804	 0.00013	1  	N	  0	Sloan	SDSS J151244.86+054740.0
    3390	1237662268074165452	228.189944	+05.793558	20.01	 0.21996	 0.00013	1  	N	  0	Sloan	SDSS J151245.58+054736.8
    3391	1237662268074165458	228.192768	+05.824609	20.23	 0.14124	 0.00018	1  	N	  0	Sloan	SDSS J151246.26+054928.5
    3392	1237662268074165466	228.187583	+05.733831	20.10	 0.14015	 0.00011	1  	N	  0	Sloan	SDSS J151245.01+054401.7
    3393	1237662268074165489	228.194742	+05.750260	19.58	 0.26652	 0.00013	1  	N	  0	Sloan	SDSS J151246.73+054500.9
    3394	1237662268074165495	228.205812	+05.856273	20.42	 0.18177	 0.00015	1  	N	  0	Sloan	SDSS J151249.39+055122.5
    3395	1237662268074165505	228.194622	+05.697304	20.19	 0.31647	 0.00012	1  	N	  0	Sloan	SDSS J151246.70+054150.2
    3396	1237662268074165511	228.201500	+05.754887	20.45	 0.47199	 0.00011	1  	N	  0	Sloan	SDSS J151248.36+054517.5
    3397	1237662268074165521	228.203740	+05.765529	20.56	 0.29829	 0.00015	1  	N	  0	Sloan	SDSS J151248.89+054555.9
    3398	1237662268074165703	228.163602	+05.748253	21.12	 0.54198	 0.00019	1  	N	  0	Sloan	SDSS J151239.26+054453.7
    3399	1237662268074229791	228.216711	+05.781752	19.51	 0.20775	 0.00015	1  	N	  0	Sloan	SDSS J151252.01+054654.3
    3400	1237662268074229792	228.217530	+05.783520	19.14	 0.39182	 0.00023	1  	N	  0	Sloan	SDSS J151252.20+054700.6
    3401	1237662268074229814	228.238645	+05.785677	18.81	 0.14097	 0.00009	1  	N	  0	Sloan	SDSS J151257.27+054708.4
    3402	1237662268074229974	228.223742	+05.845459	19.46	 0.17042	 0.00007	1  	N	  0	Sloan	SDSS J151253.69+055043.6
    3403	1237662268074229990	228.246719	+05.799421	18.75	 0.21958	 0.00009	1  	N	  0	Sloan	SDSS J151259.21+054757.9
    3404	1237662268074229999	228.247371	+05.731820	16.42	 0.09560	 0.00001	3  	N	  0	Sloan	SDSS J151259.36+054354.5
    3405	1237662268074230009	228.250467	+05.707147	17.97	 0.04285	 0.00006	1  	N	  0	Sloan	SDSS J151300.11+054225.7
    3406	1237662268074230020	228.261832	+05.728929	19.81	 0.14125	 0.00002	1  	N	  0	Sloan	SDSS J151302.83+054344.1
    3407	1237662268074230031	228.276887	+05.803573	17.51	 0.07880	 0.00003	3  	Y	  0	Sloan	SDSS J151306.45+054812.8
    3408	1237662268074230050	228.285665	+05.759502	15.27	 0.04220	 0.00001	3  	N	  0	Sloan	SDSS J151308.55+054534.2
    3409	1237662268074230052	228.293363	+05.754458	18.91	 0.32231	 0.00010	1  	N	  0	Sloan	SDSS J151310.40+054516.0
    3410	1237662268074230200	228.214549	+05.756975	20.85	 0.39302	 0.00011	1  	N	  0	Sloan	SDSS J151251.49+054525.1
    3411	1237662268074230201	228.225130	+05.866271	18.77	 0.21850	 0.00012	1  	N	  0	Sloan	SDSS J151254.03+055158.5
    3412	1237662268074230208	228.247578	+05.880767	19.00	 0.22962	 0.00008	1  	N	  0	Sloan	SDSS J151259.41+055250.7
    3413	1237662268074230213	228.248771	+05.838115	20.31	 0.04325	 0.00013	1  	N	  0	Sloan	SDSS J151259.70+055017.2
    3414	1237662268074230214	228.246233	+05.810548	18.40	 0.31123	 0.00012	1  	N	  0	Sloan	SDSS J151259.09+054837.9
    3415	1237662268074230221	228.273175	+05.896939	17.87	 0.31432	 0.00005	3  	N	  0	Sloan	SDSS J151305.56+055348.9
    3416	1237662268074230227	228.265258	+05.808797	18.63	 0.21920	 0.00012	1  	N	  0	Sloan	SDSS J151303.66+054831.6
    3417	1237662268074230228	228.269609	+05.849767	19.09	 0.22903	 0.00010	1  	N	  0	Sloan	SDSS J151304.70+055059.1
    3418	1237662268074230230	228.269716	+05.827625	18.66	 0.22009	 0.00007	1  	N	  0	Sloan	SDSS J151304.73+054939.4
    3419	1237662268074230243	228.289107	+05.786860	18.68	 0.22862	 0.00011	1  	N	  0	Sloan	SDSS J151309.38+054712.6
    3420	1237662268074230244	228.287840	+05.787933	19.01	 0.22837	 0.00012	1  	N	  0	Sloan	SDSS J151309.08+054716.5
    3421	1237662268074230284	228.231316	+05.884316	19.88	 0.32135	 0.00002	1  	N	  0	Sloan	SDSS J151255.51+055303.5
    3422	1237662268074230287	228.216775	+05.707989	20.51	 0.20741	 0.00016	1  	N	  0	Sloan	SDSS J151252.02+054228.7
    3423	1237662268074230289	228.229806	+05.808591	19.73	 0.21941	 0.00003	1  	N	  0	Sloan	SDSS J151255.15+054830.9
    3424	1237662268074230290	228.222787	+05.725656	18.65	 0.14166	 0.00008	1  	N	  0	Sloan	SDSS J151253.46+054332.3
    3425	1237662268074230302	228.249266	+05.802899	19.24	 0.31186	 0.00006	1  	N	  0	Sloan	SDSS J151259.82+054810.4
    3426	1237662268074230303	228.245964	+05.803795	20.33	 0.21962	 0.00003	1  	N	  0	Sloan	SDSS J151259.03+054813.6
    3427	1237662268074230324	228.274127	+05.734405	19.44	 0.26788	 0.00003	1  	N	  0	Sloan	SDSS J151305.79+054403.8
    3428	1237662268074230329	228.278388	+05.768960	19.04	 0.04216	 0.00011	1  	N	  0	Sloan	SDSS J151306.81+054608.2
    3429	1237662268074230336	228.291799	+05.830330	20.43	 0.39568	 0.00002	3  	N	  0	Sloan	SDSS J151310.03+054949.1
    3430	1237662268074230339	228.283957	+05.727180	21.45	 2.06704	 0.00042	3  	N	  0	Sloan	SDSS J151308.14+054337.8
    3431	1237662268074230411	228.213681	+05.815502	19.81	 0.31158	 0.00012	1  	N	  0	Sloan	SDSS J151251.28+054855.8
    3432	1237662268074230416	228.206637	+05.726727	20.44	 0.27704	 0.00022	1  	N	  0	Sloan	SDSS J151249.59+054336.2
    3433	1237662268074230421	228.204783	+05.698627	20.29	 0.47212	 0.00009	3  	N	  0	Sloan	SDSS J151249.14+054155.0
    3434	1237662268074230429	228.219965	+05.849941	20.94	 0.65704	 0.00017	3  	N	  0	Sloan	SDSS J151252.79+055059.7
    3435	1237662268074230444	228.209611	+05.692199	20.51	 0.47050	 0.00025	1  	N	  0	Sloan	SDSS J151250.30+054131.9
    3436	1237662268074230449	228.225197	+05.852652	20.47	 0.51721	 0.00011	1  	N	  0	Sloan	SDSS J151254.04+055109.5
    3437	1237662268074230491	228.225925	+05.756401	18.55	 0.04253	 0.00015	1  	N	  0	Sloan	SDSS J151254.22+054523.0
    3438	1237662268074230498	228.229534	+05.791354	21.14	 0.35261	        	4  	N	  0	Sloan	SDSS J151255.08+054728.8
    3439	1237662268074230509	228.245154	+05.894250	19.20	 0.32243	 0.00012	1  	N	  0	Sloan	SDSS J151258.83+055339.2
    3440	1237662268074230575	228.243073	+05.712157	20.69	 0.46135	 0.00010	1  	N	  0	Sloan	SDSS J151258.33+054243.7
    3441	1237662268074230600	228.253113	+05.743226	20.16	 0.39725	 0.00023	1  	N	  0	Sloan	SDSS J151300.74+054435.6
    3442	1237662268074230655	228.268665	+05.759152	19.99	 0.21838	 0.00024	1  	N	  0	Sloan	SDSS J151304.47+054532.9
    3443	1237662268074230717	228.286002	+05.772775	21.16	 0.95339	        	4  	N	  0	Sloan	SDSS J151308.64+054621.9
    3444	1237662268074231116	228.233859	+05.819075	20.67	 0.62316	 0.00029	1  	N	  0	Sloan	SDSS J151256.12+054908.6
    3445	1237662268074231151	228.261788	+05.882954	21.32	 0.65588	 0.00015	3  	N	  0	Sloan	SDSS J151302.82+055258.6
    3446	1237662268610707734	227.486251	+06.221193	18.89	 0.09396	 0.00003	1  	N	  0	Sloan	SDSS J150956.70+061316.2
    3447	1237662268610707736	227.485551	+06.199351	17.32	 0.08034	 0.00008	2,3	Y	  1	Sloan	SDSS J150956.53+061157.6
    3448	1237662268610707805	227.464318	+06.180963	18.09	 0.22345	 0.00009	1,2	N	  0	Sloan	SDSS J150951.43+061051.4
    3449	1237662268610708312	227.413102	+06.188756	20.91	 0.23966	 0.00005	1  	N	  0	Sloan	SDSS J150939.14+061119.5
    3450	1237662268610708360	227.426018	+06.197562	19.41	 0.39109	 0.00008	3  	N	  0	Sloan	SDSS J150942.24+061151.2
    3451	1237662268610708493	227.456091	+06.189814	21.00	 0.63193	 0.00031	3  	N	  0	Sloan	SDSS J150949.46+061123.3
    3452	1237662268610772996	227.495587	+06.178634	17.49	 0.09395	 0.00008	2,3	N	  0	Sloan	SDSS J150958.94+061043.0
    3453	1237662268610772997	227.493313	+06.178949	19.44	 0.22331	 0.00012	1  	N	  0	Sloan	SDSS J150958.39+061044.2
    3454	1237662268610773124	227.605901	+06.284513	20.55	 0.35405	 0.00009	1  	N	  0	Sloan	SDSS J151025.41+061704.2
    3455	1237662268610773144	227.622474	+06.189429	19.82	 0.38650	 0.00021	1  	N	  0	Sloan	SDSS J151029.39+061121.9
    3456	1237662268610773210	227.513945	+06.206468	18.43	 0.07447	 0.00005	2  	Y	  1	Sloan	SDSS J151003.34+061223.2
    3457	1237662268610773229	227.539690	+06.226743	17.89	 0.17494	 0.00010	2  	N	  0	Sloan	SDSS J151009.52+061336.2
    3458	1237662268610773239	227.550848	+06.214250	16.78	 0.07977	 0.00010	2,3	Y	  1	Sloan	SDSS J151012.20+061251.3
    3459	1237662268610773242	227.550114	+06.212647	20.51	 0.22196	 0.00003	1  	N	  0	Sloan	SDSS J151012.02+061245.5
    3460	1237662268610773277	227.570392	+06.239207	18.48	 0.17005	 0.00008	1,2	N	  0	Sloan	SDSS J151016.89+061421.1
    3461	1237662268610773294	227.579631	+06.271077	16.00	 0.03150	 0.00001	3  	N	  0	Sloan	SDSS J151019.11+061615.8
    3462	1237662268610773331	227.584165	+06.181444	16.17	 0.05278	 0.00002	3  	N	  0	Sloan	SDSS J151020.19+061053.1
    3463	1237662268610773347	227.599178	+06.268800	17.27	 0.07704	 0.00001	3  	Y	  1	Sloan	SDSS J151023.80+061607.6
    3464	1237662268610773372	227.615201	+06.287226	16.94	 0.09728	 0.00002	3  	N	  0	Sloan	SDSS J151027.64+061714.0
    3465	1237662268610773383	227.617411	+06.269090	18.32	 0.17946	 0.00002	2  	N	  0	Sloan	SDSS J151028.17+061608.7
    3466	1237662268610773407	227.632754	+06.245276	16.99	 0.08035	 0.00007	2,3	Y	  1	Sloan	SDSS J151031.86+061442.9
    3467	1237662268610773409	227.632621	+06.242496	20.51	 0.39639	 0.00013	1  	N	  0	Sloan	SDSS J151031.82+061432.9
    3468	1237662268610773416	227.636237	+06.249769	18.45	 0.17373	 0.00006	1  	N	  0	Sloan	SDSS J151032.69+061459.1
    3469	1237662268610773425	227.638320	+06.204939	19.36	 0.17627	 0.00014	1  	N	  0	Sloan	SDSS J151033.19+061217.7
    3470	1237662268610773426	227.640503	+06.204891	17.58	 0.08259	 0.00009	2,3	Y	  1	Sloan	SDSS J151033.72+061217.6
    3471	1237662268610773509	227.613909	+06.240935	19.23	 0.17218	 0.00008	1  	N	  0	Sloan	SDSS J151027.33+061427.3
    3472	1237662268610773511	227.611291	+06.206480	18.42	 0.07846	 0.00013	2  	Y	  1	Sloan	SDSS J151026.70+061223.3
    3473	1237662268610773516	227.616202	+06.192862	18.67	 0.17474	 0.00012	1  	N	  0	Sloan	SDSS J151027.88+061134.3
    3474	1237662268610773524	227.619702	+06.177021	18.66	 0.17114	 0.00009	1,2	N	  0	Sloan	SDSS J151028.72+061037.2
    3475	1237662268610773525	227.617985	+06.178543	19.89	 0.17449	 0.00015	1  	N	  0	Sloan	SDSS J151028.31+061042.7
    3476	1237662268610773533	227.629086	+06.236375	18.95	 0.17289	 0.00007	1  	N	  0	Sloan	SDSS J151030.98+061410.9
    3477	1237662268610773535	227.637842	+06.297940	18.81	 0.26751	 0.00011	1  	N	  0	Sloan	SDSS J151033.08+061752.5
    3478	1237662268610773539	227.638776	+06.199058	19.88	 0.17281	 0.00016	1  	N	  0	Sloan	SDSS J151033.30+061156.6
    3479	1237662268610773540	227.639709	+06.200881	20.48	 0.17158	 0.00013	1  	N	  0	Sloan	SDSS J151033.53+061203.1
    3480	1237662268610773590	227.498119	+06.196886	18.98	 0.32078	 0.00005	1  	N	  0	Sloan	SDSS J150959.54+061148.7
    3481	1237662268610773608	227.533362	+06.173311	21.72	 0.66013	        	4  	N	  0	Sloan	SDSS J151008.00+061023.9
    3482	1237662268610773628	227.568251	+06.247714	18.55	 0.05274	 0.00003	1,2	N	  0	Sloan	SDSS J151016.38+061451.7
    3483	1237662268610773635	227.580260	+06.233924	19.96	 0.17069	 0.00010	1  	N	  0	Sloan	SDSS J151019.26+061402.1
    3484	1237662268610773839	227.517979	+06.226569	21.12	 0.39619	 0.00016	1  	N	  0	Sloan	SDSS J151004.31+061335.6
    3485	1237662268610773885	227.523615	+06.231108	20.74	 0.39377	 0.00019	1  	N	  0	Sloan	SDSS J151005.66+061351.9
    3486	1237662268610773887	227.525647	+06.247659	21.32	 3.05462	 0.00070	3  	N	  0	Sloan	SDSS J151006.15+061451.5
    3487	1237662268610773899	227.525238	+06.197070	20.90	 0.23235	 0.00005	1  	N	  0	Sloan	SDSS J151006.05+061149.4
    3488	1237662268610773923	227.533020	+06.242033	20.62	 0.34133	 0.00009	1  	N	  0	Sloan	SDSS J151007.92+061431.3
    3489	1237662268610773955	227.537980	+06.235292	19.81	 0.22213	 0.00013	1  	N	  0	Sloan	SDSS J151009.11+061407.0
    3490	1237662268610774002	227.542096	+06.173730	20.49	 0.09509	 0.00004	1  	N	  0	Sloan	SDSS J151010.10+061025.4
    3491	1237662268610774031	227.550776	+06.226614	19.83	 0.22258	 0.00009	1  	N	  0	Sloan	SDSS J151012.18+061335.8
    3492	1237662268610774035	227.550172	+06.183992	20.92	 0.54162	 0.00005	1  	N	  0	Sloan	SDSS J151012.04+061102.3
    3493	1237662268610774072	227.556263	+06.193390	20.91	 0.24028	 0.00019	1  	N	  0	Sloan	SDSS J151013.50+061136.2
    3494	1237662268610774106	227.568606	+06.235157	20.50	 0.16920	 0.00005	1  	N	  0	Sloan	SDSS J151016.46+061406.5
    3495	1237662268610774116	227.570701	+06.277643	19.91	 0.54201	 0.00019	3  	N	  0	Sloan	SDSS J151016.96+061639.5
    3496	1237662268610774142	227.572834	+06.214756	20.08	 0.17252	 0.00008	1  	N	  0	Sloan	SDSS J151017.48+061253.1
