#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:13:27 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:13:27	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/607/A30/m1149cla&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36070030
#Name: J/A+A/607/A30
#Title: ASTRODEEP Frontier Fields Catalogues (Di Criscienzo+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/a+a/607/a30	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/607/a30	    IVOID of underlying data collection
#INFO	creator=Di Criscienzo M.	    First author or institution
#INFO	cites=bibcode:2017A&A...607A..30D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/607/A30	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bc-jz/lda	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-03-17	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_607_A30_m1149cla:
#Name: J/A+A/607/A30/m1149cla
#Title: Photometric catalogue (magnitudes) of MACSJ-1149 cluster
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I6)	ID Source identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Right ascension (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	l_B435	(A1)	[-] "-' for upper limit flag on B435	[ucd=meta.code.error]
#Column	B435	(F9.6)	? Magnitude in B435 band (AB)	[ucd=phot.mag;em.opt.B]
#Column	l_V606	(A1)	[-] "-' for upper limit flag on V606	[ucd=meta.code.error]
#Column	V606	(F9.6)	? Magnitude in V606 band (AB)	[ucd=phot.mag;em.opt.R]
#Column	l_I814	(A1)	[-] "-' for upper limit flag on I814	[ucd=meta.code.error]
#Column	I814	(F9.6)	? Magnitude in I814 band (AB)	[ucd=phot.mag;em.opt.I]
#Column	Y105	(D12.5)	? Magnitude in Y105 band (AB) (negative values are upper limit)	[ucd=phot.mag;em.IR.J]
#Column	l_J125	(A1)	[-] "-' for upper limit flag on J125	[ucd=meta.code.error]
#Column	J125	(F9.6)	? Magnitude in J125 band (AB)	[ucd=phot.mag;em.IR.J]
#Column	l_JH140	(A1)	[-] "-' for upper limit flag on JH140	[ucd=meta.code.error]
#Column	JH140	(F9.6)	? Magnitude in JH140 band (AB)	[ucd=phot.mag;em.IR.H]
#Column	l_H160	(A1)	[-] "-' for upper limit flag on H160	[ucd=meta.code.error]
#Column	H160	(F9.6)	? Magnitude in H160 band (AB)	[ucd=phot.mag;em.IR.H]
#Column	l_Ks	(A1)	[-] "-' for upper limit flag on Ks	[ucd=meta.code.error]
#Column	Ks	(F9.6)	? Magnitude in Ks band (AB)	[ucd=phot.mag;em.IR.K]
#Column	l_IRAC1	(A1)	[-] "-' for upper limit flag on IRAC1	[ucd=meta.code.error]
#Column	IRAC1	(F9.6)	? Magnitude in IRAC1 band (AB)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	l_IRAC2	(A1)	[-] "-' for upper limit flag on IRAC2	[ucd=meta.code.error]
#Column	IRAC2	(F9.6)	? Magnitude in IRAC2 band (AB)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	e_B435	(F9.6)	? Magnitude error on B435 band (AB)	[ucd=stat.error]
#Column	e_V606	(D12.5)	? Magnitude error on V606 band (AB)	[ucd=stat.error]
#Column	e_I814	(D12.5)	? Magnitude error on I814 band (AB)	[ucd=stat.error]
#Column	e_Y105	(D12.5)	? Magnitude error on Y105 band (AB)	[ucd=stat.error]
#Column	e_J125	(D12.5)	? Magnitude error on J125 band (AB)	[ucd=stat.error]
#Column	e_JH140	(D12.5)	? Magnitude error on JH140 band (AB)	[ucd=stat.error]
#Column	e_H160	(D12.5)	? Magnitude error on H160 band (AB)	[ucd=stat.error]
#Column	e_Ks	(D15.8)	? Magnitude error on Ks band (AB)	[ucd=stat.error]
#Column	e_IRAC1	(D15.8)	? Magnitude error on IRAC1 band (AB)	[ucd=stat.error]
#Column	e_IRAC2	(F12.9)	? Magnitude error on IRAC2 band (AB)	[ucd=stat.error]
recno	ID	RAJ2000	DEJ2000	l_B435	B435	l_V606	V606	l_I814	I814	Y105	l_J125	J125	l_JH140	JH140	l_H160	H160	l_Ks	Ks	l_IRAC1	IRAC1	l_IRAC2	IRAC2	e_B435	e_V606	e_I814	e_Y105	e_J125	e_JH140	e_H160	e_Ks	e_IRAC1	e_IRAC2
    4182	 23606	177.379028	+22.410944	 	29.382600	 	29.575100	 	29.199100	 2.84488e+01	 	29.064900	 	28.247000	 	28.473100	-	24.336340	-	28.322748	-	28.815929	 0.752200	 5.69600e-01	 3.44700e-01	 1.65100e-01	 3.72100e-01	 2.12400e-01	 1.91200e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4183	 23612	177.378006	+22.410187	-	26.996600	-	27.488200	 	26.901900	 2.38876e+01	 	24.463800	 	23.674000	 	23.803100	-	24.427795	-	29.266022	-	29.420153	 1.086000	 1.08600e+00	 5.46900e-01	 8.94800e-02	 1.39300e-01	 1.87000e-01	 8.67400e-02	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4184	 23620	177.418060	+22.411102	-	29.817500	 	29.764700	-	30.508400	 2.93669e+01	 	29.374400	 	28.994000	 	29.518800	-	24.483503	-	29.039066	-	29.022076	 1.086000	 6.59600e-01	 1.08600e+00	 3.77600e-01	 4.96300e-01	 4.07300e-01	 4.70200e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4185	 23636	177.380814	+22.411335	-	29.267000	 	29.583700	-	29.966700	 2.98449e+01	 	28.583500	 	28.944000	 	28.716900	-	24.443386	-	29.083431	-	29.198908	 1.086000	 8.88200e-01	 1.08600e+00	 8.97500e-01	 3.59100e-01	 6.03800e-01	 3.54100e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4186	 23639	177.408936	+22.411222	-	29.133700	 	28.472600	 	27.565900	 2.71047e+01	 	26.867000	 	26.766000	 	26.654000	-	24.419859	-	28.878582	-	29.022568	 1.086000	 3.55300e-01	 1.33800e-01	 7.35000e-02	 7.21700e-02	 8.53200e-02	 5.25500e-02	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4187	 23647	177.381714	+22.411100	-	28.699600	 	26.962800	 	25.809700	 2.53489e+01	 	25.146400	 	25.082000	 	24.914500	-	24.279076	-	27.582478	-	27.913855	 1.086000	 1.35700e-01	 4.07800e-02	 2.29500e-02	 2.43700e-02	 2.84500e-02	 1.69200e-02	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4188	 23655	177.396805	+22.410011	 	25.549500	 	24.318300	 	23.402100	 2.31605e+01	 	22.998300	 	22.917000	 	22.818300	-	24.408243	-	28.177710	-	28.375317	 0.116400	 2.35900e-02	 8.69100e-03	 5.83000e-03	 5.50100e-03	 7.39100e-03	 4.32600e-03	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4189	 23661	177.406403	+22.411638	 	29.228800	-	30.127000	 	30.221500	 2.93433e+01	 	28.487000	 	28.488000	 	28.349900	-	24.435640	-	28.681805	-	28.871876	 0.811600	 1.08600e+00	 1.00800e+00	 3.89200e-01	 2.14800e-01	 2.78900e-01	 1.69700e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4190	 23668	177.377945	+22.411158	 	26.766100	 	26.141200	 	25.523700	 2.49777e+01	 	25.146400	 	24.772000	 	24.826500	-	24.445930	 	25.591520	-	29.025711	 0.171600	 6.25500e-02	 2.98500e-02	 3.08600e-02	 3.90600e-02	 4.33800e-02	 2.96900e-02	 1.08570000e+00	 4.13163600e-01	 1.085700000
    4191	 23676	177.404449	+22.411860	-	29.525100	 	29.303000	 	29.117700	 2.86798e+01	 	28.213700	 	28.357000	 	28.731000	-	24.456692	-	29.020439	-	29.171381	 1.086000	 5.43600e-01	 3.87500e-01	 2.29300e-01	 1.74600e-01	 2.69900e-01	 2.54700e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4192	 23680	177.411911	+22.411915	 	28.553100	 	28.941700	 	28.802300	 2.84872e+01	 	29.222400	 	28.542000	 	28.611600	-	24.519133	-	29.099060	-	29.104326	 0.340900	 2.84200e-01	 2.09400e-01	 1.37200e-01	 3.55400e-01	 2.25100e-01	 1.73400e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4193	 23685	177.407654	+22.411688	 	28.402300	 	27.640200	 	26.556900	 2.62274e+01	 	26.222600	 	26.094000	 	26.089700	-	24.300343	-	29.398460	 	24.900633	 0.628300	 1.86000e-01	 5.89700e-02	 3.74400e-02	 4.54600e-02	 5.23400e-02	 3.56900e-02	 1.08570000e+00	 1.08570000e+00	 0.128023800
    4194	 23689	177.383514	+22.410887	 	24.104700	 	23.699700	 	22.575400	 2.17610e+01	 	21.517000	 	21.302000	 	21.112700	-	23.687225	-	27.718338	-	28.171890	 0.032620	 1.37800e-02	 4.35700e-03	 1.74800e-03	 1.50900e-03	 1.90800e-03	 9.14300e-04	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4195	 23695	177.382996	+22.412041	-	29.586800	-	30.135800	-	30.288000	 2.86126e+01	 	28.043100	 	27.894000	 	28.110300	-	24.349382	-	26.854103	-	27.157616	 1.086000	 1.08600e+00	 1.08600e+00	 2.01700e-01	 1.52900e-01	 1.64700e-01	 1.44600e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4196	 23700	177.379059	+22.412138	-	29.511900	 	28.960500	 	29.581400	 2.92636e+01	 	28.519800	 	29.184000	 	28.619600	 	25.453005	 	24.133282	 	23.994537	 1.086000	 4.27900e-01	 6.28500e-01	 4.33200e-01	 2.91500e-01	 6.31000e-01	 2.65700e-01	 3.63494000e-01	 7.90053800e-02	 0.060773930
    4197	 23703	177.418961	+22.412149	-	29.722400	 	29.775600	 	29.297700	 2.90466e+01	 	28.686900	 	28.305000	 	28.451100	-	23.683458	-	28.231874	-	28.654984	 1.086000	 7.40700e-01	 4.04500e-01	 2.88900e-01	 2.75700e-01	 2.28300e-01	 1.89100e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4198	 23733	177.395859	+22.412365	-	29.563700	-	30.070400	 	29.751300	 2.91317e+01	 	28.918100	 	29.419000	 	29.529200	-	24.543545	 	26.342722	-	29.351318	 1.086000	 1.08600e+00	 6.93900e-01	 3.38500e-01	 3.18100e-01	 6.81500e-01	 5.10200e-01	 1.08570000e+00	 6.00386600e-01	 1.085700000
    4199	 23734	177.381363	+22.412325	-	29.261500	 	28.402300	 	28.400800	 2.78851e+01	 	27.858200	 	27.457000	 	27.544900	-	24.405771	-	28.191095	-	28.472427	 1.086000	 3.02700e-01	 2.56800e-01	 1.39600e-01	 1.76300e-01	 1.47700e-01	 1.14200e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4200	 23735	177.397400	+22.412394	-	29.878200	-	30.424000	 	29.805000	 2.95637e+01	 	29.221100	 	29.232000	 	29.415600	-	24.405842	 	26.000454	-	29.573456	 1.086000	 1.08600e+00	 5.39700e-01	 3.73500e-01	 3.17300e-01	 4.31300e-01	 3.46900e-01	 1.08570000e+00	 3.56790600e-01	 1.085700000
    4201	 23737	177.404419	+22.412395	-	29.487200	-	30.046900	-	30.212600	 2.80530e+01	 	27.629700	 	27.702000	 	27.650200	-	23.844303	 	25.978142	-	29.221123	 1.086000	 1.08600e+00	 1.08600e+00	 1.29400e-01	 1.07900e-01	 1.48300e-01	 9.80200e-02	 1.08570000e+00	 5.75307100e-01	 1.085700000
    4202	 23738	177.399139	+22.412401	-	29.536200	 	28.743600	 	27.911100	 2.74726e+01	 	27.264600	 	27.142000	 	27.161900	-	24.294636	-	28.669209	-	28.857100	 1.086000	 3.20100e-01	 1.26500e-01	 7.48100e-02	 6.92600e-02	 8.68900e-02	 5.83400e-02	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4203	 23739	177.378876	+22.412443	 	28.372800	 	28.205900	 	27.892200	 2.79337e+01	 	27.578200	 	28.251000	 	27.838000	-	24.394289	-	29.115894	-	29.293587	 0.400800	 2.11000e-01	 1.34800e-01	 1.30600e-01	 1.25600e-01	 2.70800e-01	 1.32600e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4204	 23740	177.403336	+22.412455	 	28.864100	 	29.202700	 	29.180500	 2.90235e+01	 	29.816100	 	28.774000	 	29.684300	 	26.360949	-	28.235168	 	25.653271	 0.463900	 3.68500e-01	 3.04300e-01	 2.28600e-01	 5.49600e-01	 2.79600e-01	 4.46800e-01	 1.00126600e+00	 1.08570000e+00	 0.571626000
    4205	 23741	177.414230	+22.412418	 	28.354600	 	26.939400	 	26.616000	 2.67692e+01	 	26.873300	 	26.893000	 	26.953400	-	24.311462	-	29.438929	-	29.553576	 0.622900	 1.04300e-01	 6.38300e-02	 4.56200e-02	 6.62500e-02	 7.99700e-02	 6.04900e-02	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4206	 23745	177.391190	+22.412563	 	28.772200	 	28.893800	 	28.874500	 2.81903e+01	 	28.353100	 	28.077000	 	28.243600	-	24.539480	 	26.254772	-	29.320408	 0.475500	 3.19000e-01	 2.70400e-01	 1.23300e-01	 1.61900e-01	 1.74400e-01	 1.35500e-01	 1.08570000e+00	 5.11990100e-01	 1.085700000
    4207	 23749	177.419189	+22.412590	 	29.512100	 	28.799700	 	28.412900	 2.84063e+01	 	28.517700	 	28.413000	 	28.306100	-	24.474104	-	28.286148	-	28.542210	 0.786700	 2.67200e-01	 1.56400e-01	 1.72000e-01	 2.73300e-01	 2.72600e-01	 1.75700e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4208	 23750	177.394135	+22.411293	-	28.498600	 	28.311900	 	26.733800	 2.64470e+01	 	26.235200	 	24.424000	 	25.389100	-	24.218679	-	28.685951	 	25.763248	 1.086000	 5.69100e-01	 1.15700e-01	 7.78300e-02	 7.34300e-02	 1.94400e-02	 2.97000e-02	 1.08570000e+00	 1.08570000e+00	 0.545629500
    4209	 23752	177.383743	+22.412615	-	29.757200	 	28.993300	 	28.821700	 2.89560e+01	 	29.028900	-	30.110000	 	29.462000	-	24.697212	-	29.457960	-	29.579245	 1.086000	 3.33100e-01	 2.43200e-01	 2.38600e-01	 3.27000e-01	 1.08600e+00	 4.18300e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4210	 23761	177.409027	+22.412676	-	29.515200	 	28.130400	 	28.137800	 2.80602e+01	 	28.159700	 	27.831000	 	28.138800	-	24.664808	 	26.005932	-	29.253166	 1.086000	 1.84800e-01	 1.55500e-01	 1.24600e-01	 1.71600e-01	 1.58800e-01	 1.48500e-01	 1.08570000e+00	 4.31696900e-01	 1.085700000
    4211	 23779	177.379044	+22.412849	 	27.043600	 	27.009300	 	26.722800	 2.65546e+01	 	26.573800	 	26.513000	 	26.739000	-	24.451366	-	29.003220	-	29.225225	 0.139200	 7.95800e-02	 5.04500e-02	 5.39600e-02	 7.03100e-02	 8.01100e-02	 7.07600e-02	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4212	 23850	177.386871	+22.412882	 	26.484400	 	26.435800	 	25.757000	 2.53959e+01	 	25.101200	 	25.063000	 	24.999900	-	24.498106	 	25.881048	-	29.283455	 0.173000	 1.01600e-01	 4.58800e-02	 2.85900e-02	 2.60000e-02	 3.32000e-02	 2.12100e-02	 1.08570000e+00	 4.11480200e-01	 1.085700000
    4213	 23854	177.405594	+22.413168	 	27.331700	 	26.526800	 	25.875500	 2.57810e+01	 	25.618800	 	25.587000	 	25.573800	-	24.405729	-	28.850929	-	29.007793	 0.246100	 7.19600e-02	 3.35900e-02	 2.63200e-02	 2.77900e-02	 3.48000e-02	 2.34700e-02	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4214	 23855	177.401657	+22.413490	-	29.530300	-	30.088500	 	29.190400	 2.85769e+01	 	28.591400	 	28.164000	 	28.495200	-	24.384529	 	26.637571	 	25.910873	 1.086000	 1.08600e+00	 4.10600e-01	 2.04800e-01	 2.41700e-01	 2.16700e-01	 2.04600e-01	 1.08570000e+00	 6.81394900e-01	 0.309653600
    4215	 23856	177.399796	+22.414904	 	24.136400	 	21.951800	 	20.479500	 1.98691e+01	 	19.538200	 	19.322000	 	19.122400	-	24.460070	-	28.774851	-	28.983145	 0.072190	 6.44700e-03	 1.51800e-03	 7.12200e-04	 5.60700e-04	 7.19300e-04	 3.44600e-04	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4216	 23863	177.418518	+22.412996	 	23.109000	 	22.816300	 	21.987600	 2.16293e+01	 	21.414400	 	21.332000	 	21.278800	 	26.153410	 	25.275360	-	29.005190	 0.018310	 8.93600e-03	 3.48900e-03	 2.34900e-03	 2.39200e-03	 2.80200e-03	 1.76700e-03	 7.29045900e-01	 4.26657100e-01	 1.085700000
    4217	 23866	177.411713	+22.412691	 	24.624600	 	24.583800	 	23.637400	 2.29946e+01	 	22.801000	 	22.618000	 	22.500300	 	26.388981	 	26.214085	-	29.221745	 0.053580	 3.04600e-02	 1.09900e-02	 5.14300e-03	 5.51300e-03	 5.79400e-03	 3.55300e-03	 1.01447700e+00	 8.26041000e-01	 1.085700000
    4218	 23874	177.412933	+22.413645	-	29.533400	-	30.094500	 	29.568300	 2.72129e+01	 	27.419900	 	27.364000	 	27.474800	-	24.265493	-	27.959496	-	28.086163	 1.086000	 1.08600e+00	 5.79400e-01	 5.64800e-02	 9.00600e-02	 1.01500e-01	 8.01900e-02	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4219	 23875	177.380478	+22.413158	 	26.636600	 	26.472000	 	26.022200	 2.55164e+01	 	25.831300	 	25.444000	 	25.515800	-	24.435585	 	27.094963	-	29.454973	 0.203100	 1.05300e-01	 5.95800e-02	 4.69200e-02	 7.86300e-02	 6.92300e-02	 5.19900e-02	 1.08570000e+00	 1.06243300e+00	 1.085700000
    4220	 23876	177.406815	+22.413677	-	29.472000	 	29.226500	 	28.783300	 2.89918e+01	 	29.074700	 	28.356000	 	28.097500	-	24.301960	 	25.848248	-	28.870350	 1.086000	 5.22200e-01	 2.97400e-01	 3.11100e-01	 4.21600e-01	 2.71600e-01	 1.51300e-01	 1.08570000e+00	 7.18362600e-01	 1.085700000
    4221	 23880	177.412704	+22.413458	 	28.340300	 	28.514300	 	28.362500	 2.75459e+01	 	27.748700	 	27.499000	 	28.091100	-	24.454376	 	25.421379	-	29.446011	 0.462700	 3.19100e-01	 2.37500e-01	 9.54900e-02	 1.51300e-01	 1.43000e-01	 1.75300e-01	 1.08570000e+00	 2.42176800e-01	 1.085700000
    4222	 23881	177.380356	+22.412733	 	26.756800	 	25.280500	 	23.916600	 2.33689e+01	 	23.160700	 	23.006000	 	22.876100	-	24.343895	 	25.565826	-	29.256956	 0.306600	 4.89200e-02	 1.22500e-02	 8.87100e-03	 8.97500e-03	 1.00900e-02	 6.02000e-03	 1.08570000e+00	 3.87710500e-01	 1.085700000
    4223	 23884	177.375732	+22.413765	 	         	 	         	-	21.882300	            	 	         	 	         	 	         	-	24.482765	 	24.986172	-	29.320543	         	            	 1.08600e+00	            	            	            	            	 1.08570000e+00	 2.22171600e-01	 1.085700000
    4224	 23902	177.399429	+22.415443	 	24.333600	 	22.034900	 	20.554600	 1.99883e+01	 	19.710900	 	19.512000	 	19.348900	-	24.457821	-	29.061214	 	26.771502	 0.073770	 6.07900e-03	 1.44300e-03	 7.06500e-04	 5.89600e-04	 7.58600e-04	 3.69900e-04	 1.08570000e+00	 1.08570000e+00	 1.076992000
    4225	 23904	177.394730	+22.414410	 	24.881700	 	22.896700	 	21.529900	 2.10057e+01	 	20.724700	 	20.561000	 	20.396800	-	24.490980	 	25.721069	-	28.519268	 0.096310	 1.01900e-02	 2.60500e-03	 1.34700e-03	 1.16600e-03	 1.45900e-03	 7.55800e-04	 1.08570000e+00	 6.62398800e-01	 1.085700000
    4226	 23906	177.386627	+22.413649	 	25.434500	 	23.568000	 	22.267700	 2.17504e+01	 	21.483000	 	21.323000	 	21.173100	 	24.632313	-	27.872627	-	28.502071	 0.119000	 1.41400e-02	 3.80400e-03	 2.03200e-03	 1.80900e-03	 2.21500e-03	 1.18700e-03	 3.57467700e-01	 1.08570000e+00	 1.085700000
    4227	 23910	177.398376	+22.413658	 	28.413800	 	28.151800	 	28.303400	 2.76205e+01	 	27.365600	 	27.400000	 	27.337500	 	26.106747	 	26.617800	-	29.225216	 0.566300	 2.67900e-01	 2.62700e-01	 1.22500e-01	 1.14200e-01	 1.55000e-01	 1.00400e-01	 6.80267600e-01	 8.98935300e-01	 1.085700000
    4228	 23912	177.419601	+22.414135	 	24.049200	 	23.988800	 	23.114100	 2.28055e+01	 	22.670000	 	22.543000	 	22.522600	-	24.448427	 	25.507431	-	29.349339	 0.031950	 1.89500e-02	 7.13300e-03	 7.39000e-03	 8.60000e-03	 9.04200e-03	 6.09200e-03	 1.08570000e+00	 2.99180500e-01	 1.085700000
    4229	 23923	177.404190	+22.414085	-	28.970900	 	28.021300	 	27.275500	 2.69397e+01	 	26.689200	 	26.606000	 	26.587100	-	24.184353	-	28.120514	 	25.673075	 1.086000	 2.75500e-01	 1.19200e-01	 7.67400e-02	 7.45200e-02	 8.79700e-02	 6.00200e-02	 1.08570000e+00	 1.08570000e+00	 0.929515200
    4230	 23924	177.411423	+22.414145	-	29.589000	 	29.398500	 	29.643400	 2.97149e+01	 	29.852800	 	28.882000	 	28.729300	-	24.379766	-	28.882383	-	29.216518	 1.086000	 5.42600e-01	 5.74400e-01	 5.23000e-01	 7.90200e-01	 3.79600e-01	 2.39100e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4231	 23925	177.406326	+22.414146	-	29.917700	 	30.200800	 	29.563400	 2.93601e+01	 	29.534100	 	29.079000	 	29.114200	-	24.247219	 	25.496473	-	28.718517	 1.086000	 8.68400e-01	 4.11100e-01	 2.96600e-01	 4.30400e-01	 3.51400e-01	 2.59400e-01	 1.08570000e+00	 7.81788800e-01	 1.085700000
    4232	 23930	177.415726	+22.414940	 	24.783900	 	24.349500	 	23.346400	 2.22914e+01	 	21.915600	 	21.707000	 	21.414000	-	23.848425	-	28.766800	-	28.872854	 0.091100	 3.62700e-02	 1.23400e-02	 4.08400e-03	 3.68400e-03	 3.77600e-03	 1.95000e-03	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4233	 23935	177.409042	+22.414236	 	25.593800	 	25.517000	 	25.166500	 2.44864e+01	 	24.320700	 	24.252000	 	24.107100	-	24.477167	-	27.272448	-	27.914345	 0.088510	 4.87200e-02	 2.94000e-02	 1.35900e-02	 1.44800e-02	 1.73000e-02	 1.03600e-02	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4234	 23940	177.390289	+22.413977	 	26.955900	 	25.537300	 	24.232700	 2.37098e+01	 	23.478400	 	23.354000	 	23.196400	-	24.325243	-	28.729412	-	29.042610	 0.332400	 5.61300e-02	 1.49100e-02	 8.52500e-03	 8.03800e-03	 9.73600e-03	 5.61600e-03	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4235	 23942	177.409088	+22.415503	 	25.303000	 	23.302300	 	21.954600	 2.14328e+01	 	21.146500	 	20.977000	 	20.823400	-	24.017729	-	28.475021	-	28.601749	 0.131000	 1.32900e-02	 3.39800e-03	 1.76100e-03	 1.60300e-03	 1.88400e-03	 1.02500e-03	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4236	 23946	177.401260	+22.415606	-	27.809100	 	25.352800	 	24.056600	 2.36132e+01	 	23.331700	 	23.229000	 	23.066000	-	24.165133	-	28.171213	-	28.683353	 1.086000	 6.93300e-02	 1.82300e-02	 1.04700e-02	 9.99100e-03	 1.15300e-02	 6.86200e-03	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4237	 23949	177.417160	+22.414394	 	24.944800	 	24.959600	 	24.753300	 2.41603e+01	 	23.880400	 	23.789000	 	23.712000	-	24.502499	-	29.287949	-	29.221750	 0.054050	 3.33400e-02	 2.25200e-02	 1.21100e-02	 1.20000e-02	 1.32700e-02	 8.56500e-03	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4238	 23951	177.388336	+22.414555	 	25.415300	 	25.446500	 	25.447200	 2.52278e+01	 	24.964600	 	24.541000	 	24.492800	-	24.116879	-	28.049191	-	28.256432	 0.076040	 4.76300e-02	 3.94300e-02	 4.01300e-02	 3.62000e-02	 3.37300e-02	 2.17300e-02	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4239	 23953	177.403564	+22.414532	 	27.270400	 	26.522100	 	25.198300	 2.47661e+01	 	24.644800	 	24.459000	 	24.379600	-	25.052044	 	25.137730	-	28.259945	 0.340600	 1.03800e-01	 2.65300e-02	 1.54300e-02	 1.68300e-02	 1.83700e-02	 1.16300e-02	 1.08570000e+00	 9.19516700e-01	 1.085700000
    4240	 23957	177.393234	+22.414499	 	27.014000	 	28.016500	 	26.067000	 2.47821e+01	 	24.359300	 	24.080000	 	23.695400	 	26.472881	-	28.951988	 	26.451111	 0.309300	 4.70100e-01	 6.79500e-02	 1.84600e-02	 1.54800e-02	 1.54000e-02	 7.34000e-03	 1.06645400e+00	 1.08570000e+00	 0.681062900
    4241	 23958	177.405396	+22.414320	 	27.079700	 	27.124900	 	26.835700	 2.67464e+01	 	26.274500	 	25.876000	 	25.737600	-	24.423134	 	25.685940	-	29.595037	 0.208700	 1.29400e-01	 8.36000e-02	 6.59900e-02	 5.32000e-02	 4.70700e-02	 2.85400e-02	 1.08570000e+00	 2.57965000e-01	 1.085700000
    4242	 23965	177.389999	+22.414440	-	28.958400	 	27.779400	 	26.861300	 2.62910e+01	 	26.093300	 	26.030000	 	25.791700	-	24.518368	-	29.096352	-	29.025640	 1.086000	 2.25300e-01	 8.43300e-02	 4.83200e-02	 4.87900e-02	 5.85700e-02	 3.29800e-02	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4243	 23966	177.409821	+22.414846	 	26.458700	 	25.326700	 	24.926500	 2.46643e+01	 	24.593000	 	24.532000	 	24.479400	-	25.003420	-	29.489376	-	29.504824	 0.166900	 3.63300e-02	 2.08000e-02	 1.40700e-02	 1.67000e-02	 1.96400e-02	 1.29500e-02	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4244	 23974	177.415115	+22.414259	-	29.577600	 	29.386400	 	29.198200	 2.88148e+01	 	28.959900	 	28.325000	 	28.713300	-	24.341516	-	29.352551	-	29.451357	 1.086000	 5.44500e-01	 3.95700e-01	 2.47000e-01	 3.75900e-01	 2.44500e-01	 2.51600e-01	 1.08570000e+00	 1.08570000e+00	 1.085700000
    4245	 23987	177.411911	+22.414635	 	27.034800	 	26.997300	 	26.884800	 2.65241e+01	 	26.223100	 	26.160000	 	26.339400	-	23.942551	-	28.096758	-	28.290150	 0.173300	 9.83500e-02	 7.38500e-02	 4.59800e-02	 4.55200e-02	 5.16000e-02	 4.30000e-02	 1.08570000e+00	 1.08570000e+00	 1.085700000
