#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:17:22 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:17:22	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/514/497/tablea1&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75140497
#Name: J/MNRAS/514/497
#Title: HST/MUSE study of galaxies in Abell 370 (Lagattuta+, 2022)
#INFO	ivoid=ivo://cds.vizier/j/mnras/514/497	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/514/497	    IVOID of underlying data collection
#INFO	creator=Lagattuta D.J.	    First author or institution
#INFO	cites=bibcode:2022MNRAS.514..497L	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2022	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/514/497	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bg-g2-fh	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-08-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_514_497_tablea1:
#Name: J/MNRAS/514/497/tablea1
#Title: The Abell 370 Pilot-WINGS master data catalogue containing spectroscopic/photometric and spatial informations
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I5)	Numerical identifier from SExtractor for each galaxy (iden) (1)	[ucd=meta.id;meta.main]
#Column	IDfrom	(A7)	An indication of how the object was detected (idfrom) (2)	[ucd=src.class]
#Column	Field	(A4)	The data set containing the galaxy (Field) (3)	[ucd=src.class.starGalaxy]
#Column	RAJ2000	(F11.8)	Right Ascension aligned to Gaia DR2 world coordinate system (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.8)	Declination aligned to Gaia DR2 world coordinate system (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.5)	The measured redshift of each galaxy (z)	[ucd=src.redshift]
#Column	q_z	(I1)	An assessment of the reliability of the redshift measurement from low q_z = 1 to high q_z = 3 (zconf) (4)	[ucd=meta.code.qual;src.redshift]
#Column	F435Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F435W-band (F435W) (5)	[ucd=phot.mag;em.opt.B]
#Column	e_F435Wmag	(D16.9)	[]? The measured uncertainty of F435Wmag (F435W_err)	[ucd=stat.error]
#Column	F606Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F606W-band (F606W) (5)	[ucd=phot.mag;em.opt.R]
#Column	e_F606Wmag	(D16.9)	[]? The measured uncertainty of F606Wmag (F606W_err)	[ucd=stat.error]
#Column	F814Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F814W-band (F814W) (5)	[ucd=phot.mag;em.opt.I]
#Column	e_F814Wmag	(D16.9)	[]? The measured uncertainty of F814Wmag (F814W_err)	[ucd=stat.error]
#Column	F105Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F105W-band (F105W) (5)	[ucd=phot.mag;em.IR.J]
#Column	e_F105Wmag	(D16.9)	[]? The measured uncertainty of F105Wmag (F105W_err)	[ucd=stat.error]
#Column	F125Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F125W-band (F125W) (5)	[ucd=phot.mag;em.IR.J]
#Column	e_F125Wmag	(D16.9)	[]? The measured uncertainty of F125Wmag (F125W_err)	[ucd=stat.error]
#Column	F140Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F140W-band (F140W) (5)	[ucd=phot.mag;em.IR.J]
#Column	e_F140Wmag	(D16.9)	[]? The measured uncertainty of F140Wmag (F140W_err)	[ucd=stat.error]
#Column	F160Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F60W-band (F160W) (5)	[ucd=phot.mag;em.IR.H]
#Column	e_F160Wmag	(D16.9)	[]? The measured uncertainty of F160Wmag (F160W_err)	[ucd=stat.error]
#Column	MULID	(a9)	If the object is part of a multiply-imaged system it gives a unique identifier for each image (MUL) (6)	[ucd=meta.id.assoc]
recno	ID	IDfrom	Field	RAJ2000	DEJ2000	z	q_z	F435Wmag	e_F435Wmag	F606Wmag	e_F606Wmag	F814Wmag	e_F814Wmag	F105Wmag	e_F105Wmag	F125Wmag	e_F125Wmag	F140Wmag	e_F140Wmag	F160Wmag	e_F160Wmag	MULID
     998	 9084	PRIOR  	CORE	39.96530750	-1.57604090	0.37110	3	 23.330791	 6.279654000e-02	 21.370714	 2.234028100e-02	 20.364143	 1.184217600e-02	 19.935068	 1.545583500e-02	 19.664942	 6.084006000e-03	 19.514223	 3.791154000e-02	 19.390427	 2.503176000e-02	
     999	 9092	PRIOR  	CORE	39.96355950	-1.57509720	0.38480	2	 26.634415	 2.456998100e-01	 24.719381	 7.816669000e-02	 23.812464	 5.068002600e-02	 23.507246	 7.333854600e-02	 23.381374	 5.076700000e-02	 23.288664	 1.255404000e-01	 23.235186	 6.305463600e-02	
    1000	 9109	PRIOR  	CORE	39.97311010	-1.57691460	0.37220	3	 23.536339	 7.182173000e-02	 21.656100	 2.781441200e-02	 20.749447	 1.594390000e-02	 20.314650	 2.026728500e-02	 20.060919	 8.264339500e-03	 19.921007	 4.634296500e-02	 19.821823	 3.090750000e-02	
    1001	 9118	PRIOR  	CORE	39.95703000	-1.57615410	0.32780	3	 24.757690	 7.089717000e-02	 23.739100	 4.521005200e-02	 23.298393	 4.013711000e-02	 23.230726	 6.803014000e-02	 23.145430	 4.606239500e-02	 23.109045	 1.257938900e-01	 23.068771	 6.760616600e-02	
    1002	 9141	PRIOR  	CORE	39.98855450	-1.57473280	0.36490	3	 24.742027	 5.092533000e-02	 23.987530	 4.167220700e-02	 23.684210	 4.137280200e-02	 23.607899	 7.135196000e-02	 23.546650	 5.162185000e-02	 23.547983	 1.294561000e-01	 23.542637	 6.643800000e-02	
    1003	 9154	PRIOR  	CORE	39.95874210	-1.57491090	0.36910	3	 26.450727	 1.871290400e-01	 24.672752	 6.612326000e-02	 24.001396	 5.066885000e-02	 23.783567	 7.804038000e-02	 23.700829	 5.634679600e-02	 23.653550	 1.329968300e-01	 23.596752	 6.688926000e-02	
    1004	 9163	PRIOR  	CORE	39.95945790	-1.57706370	1.08370	3	 23.042526	 3.516298000e-02	 22.722849	 3.776585000e-02	 22.010319	 2.647795900e-02	 21.604513	 3.465964000e-02	 21.454628	 1.841598000e-02	 21.379492	 7.670517000e-02	 21.368141	 4.684933300e-02	
    1005	 9194	PRIOR  	CORE	39.97585280	-1.57594130	0.36780	3	 24.136307	 7.505853500e-02	 22.237740	 2.812195000e-02	 21.278570	 1.594168900e-02	 20.841350	 2.035916600e-02	 20.589054	 8.982249000e-03	 20.437458	 4.324653700e-02	 20.333105	 2.852597300e-02	
    1006	 9199	PRIOR  	CORE	39.97207460	-1.57448690	0.25590	3	 25.082256	 5.292693600e-03	 24.448248	 1.377015000e-03	 24.243471	 1.886723300e-03	 24.198362	 1.345199800e-03	 24.101614	 1.275050800e-03	 24.073298	 1.012421600e-03	 24.038916	 1.563306400e-03	
    1007	 9214	PRIOR  	CORE	39.97742110	-1.57647540	0.36810	3	 22.825600	 1.040000000e-02	 20.760800	 1.700000000e-03	 19.763800	 4.000000000e-04	 19.310300	 4.000000000e-04	 19.031600	 4.000000000e-04	 18.876800	 3.000000000e-04	 18.747700	 3.000000000e-04	
    1008	 9229	PRIOR  	CORE	39.98311450	-1.57496270	0.36805	2	 25.563688	 1.079082200e-01	 24.055727	 5.045490300e-02	 23.207022	 3.346209200e-02	 22.965925	 5.127585000e-02	 22.854107	 3.259603700e-02	 22.808268	 9.201702500e-02	 22.691671	 4.961661600e-02	
    1009	 9258	PRIOR  	CORE	39.98664420	-1.57462860	0.55350	3	 25.484823	 8.097957000e-03	 24.797620	 2.006131700e-03	 24.289062	 2.077864300e-03	 24.007998	 1.192100000e-03	 23.935740	 1.155712100e-03	 23.850554	 8.708355600e-04	 23.772713	 1.291916900e-03	
    1010	 9270	PRIOR  	CORE	39.97782950	-1.57796990	0.32760	3	 22.158500	 8.100000000e-03	 20.293000	 1.500000000e-03	 19.455500	 5.000000000e-04	 19.070900	 4.000000000e-04	 18.848900	 5.000000000e-04	 18.737400	 4.000000000e-04	 18.635800	 3.000000000e-04	
    1011	 9309	PRIOR  	CORE	39.97887950	-1.57506290	0.32610	3	 22.547749	 2.415730000e-02	 21.612978	 1.867616400e-02	 21.206010	 1.530458100e-02	 21.071354	 2.425655400e-02	 20.972984	 1.245978600e-02	 20.907505	 5.655009000e-02	 20.839024	 3.658046200e-02	
    1012	 9326	PRIOR  	CORE	39.98753770	-1.57509070	0.25580	3	 22.991740	 2.708085300e-02	 22.124477	 2.196303600e-02	 21.779920	 1.981901400e-02	 21.665325	 3.212152800e-02	 21.596827	 1.806862100e-02	 21.619043	 7.732408000e-02	 21.595750	 4.572190700e-02	
    1013	 9336	PRIOR  	CORE	39.98184550	-1.57471360	0.39230	3	 25.045046	 4.824489400e-02	 24.443167	 4.245606000e-02	 24.158867	 4.193809000e-02	 24.147942	 7.717603400e-02	 24.189949	 6.461627000e-02	 24.177692	 1.326132000e-01	 24.123613	 6.531099000e-02	
    1014	 9348	PRIOR  	CORE	39.95463570	-1.57452850	0.73710	2	 25.997442	 1.103222000e-01	 25.743480	 1.148717400e-01	 24.832664	 7.923170000e-02	 24.777231	 1.896160100e-01	 24.766136	 1.681272500e-01	 24.715528	 2.870109000e-01	 24.627535	 1.349896300e-01	
    1015	 9410	PRIOR  	CORE	39.96808360	-1.57562550	0.37790	3	 23.533384	 8.308347000e-02	 21.618510	 3.126537000e-02	 20.601837	 1.627079400e-02	 20.144596	 1.746679300e-02	 19.853985	 6.680839000e-03	 19.741516	 4.087545700e-02	 19.649680	 2.787791400e-02	
    1016	 9474	PRIOR  	CORE	39.98451560	-1.57635760	0.36830	3	 22.361258	 2.046177000e-03	 20.368395	 1.522871500e-04	 19.347370	 9.838617600e-05	 18.876791	 4.740496300e-05	 18.598457	 3.801288000e-05	 18.454300	 2.712866800e-05	 18.320408	 3.822140000e-05	
    1017	 9485	PRIOR  	CORE	39.96272210	-1.57379220	0.23150	3	 26.427216	 1.245789500e-01	 25.756706	 9.165879000e-02	 25.529802	 9.997491000e-02	 25.588354	 2.027542600e-01	 25.604172	 1.987542700e-01	 25.663118	 2.856246000e-01	 25.587332	 1.247443560e-01	
    1018	 9504	PRIOR  	CORE	39.96026670	-1.57348310	0.20730	3	 26.266005	 1.106821700e-02	 26.065102	 4.291230300e-03	 26.014362	 6.775898000e-03	 26.192840	 5.935813000e-03	 26.079258	 5.539709700e-03	 26.085825	 4.542285000e-03	 26.029366	 6.872677700e-03	
    1019	 9510	PRIOR  	CORE	39.97477000	-1.57494430	0.38330	3	 24.852928	 8.944148600e-02	 22.901323	 3.255871700e-02	 21.915974	 1.836060400e-02	 21.477266	 2.473727200e-02	 21.228615	 1.183813000e-02	 21.078846	 4.801840700e-02	 20.987078	 3.038732000e-02	
    1020	 9511	PRIOR  	CORE	39.97714910	-1.57383870	3.15630	3	 26.827060	 1.396328800e-01	 25.930160	 9.689655000e-02	 25.591396	 9.491713000e-02	 25.612843	 1.900029800e-01	 25.493840	 1.690805300e-01	 25.400473	 2.198018400e-01	 25.117643	 8.863238000e-02	38.1
    1021	 9520	PRIOR  	CORE	39.95399910	-1.57444040	1.03310	3	 24.925425	 8.414911000e-02	 24.410536	 7.523810000e-02	 23.027264	 3.529534000e-02	 22.538889	 1.659245800e-01	 22.231041	 8.251042000e-02	 22.142550	 2.416296900e-01	 21.995510	 1.760128100e-01	
    1022	 9534	PRIOR  	CORE	39.98656170	-1.57447230	0.42190	3	 22.546299	 2.823491800e-02	 21.774225	 2.485881600e-02	 21.345127	 2.080289500e-02	 20.960741	 2.767562700e-02	 20.855585	 1.404175100e-02	 20.840710	 6.820936000e-02	 20.776217	 4.349366200e-02	
    1023	 9580	PRIOR  	CORE	39.96494230	-1.57562870	0.36610	3	 23.064152	 6.037249800e-02	 21.148859	 2.226282500e-02	 20.161215	 1.198838800e-02	 19.758724	 1.566863000e-02	 19.510433	 6.190132000e-03	 19.366272	 3.986352300e-02	 19.253899	 2.737671900e-02	
    1024	 9605	PRIOR  	CORE	39.96697080	-1.57355010	0.37540	3	 27.331572	 3.468055000e-01	 25.604958	 1.159684000e-01	 24.668410	 7.532538500e-02	 24.381132	 9.031587000e-02	 24.207418	 6.541019000e-02	 24.067545	 1.207652760e-01	 24.126990	 6.332782000e-02	
    1025	 9617	PRIOR  	CORE	39.97046600	-1.57490790	0.37020	3	 23.890673	 6.009638300e-02	 21.915869	 2.194791500e-02	 20.964594	 1.237778300e-02	 20.506410	 1.553079900e-02	 20.212996	 6.325320300e-03	 20.062387	 3.397930800e-02	 20.000185	 2.262332000e-02	
    1026	 9618	PRIOR  	CORE	39.95312050	-1.57399070	0.57690	3	 24.742947	 9.479794000e-02	 24.092361	 7.554135500e-02	 23.345250	 5.471699300e-02	 23.267836	 1.218054100e-01	 23.247665	 8.678379000e-02	 23.131882	 2.181872600e-01	 23.079440	 1.184393540e-01	
    1027	 9627	PRIOR  	CORE	39.97322830	-1.57359230	0.37750	3	 27.008823	 2.605438800e-01	 24.889753	 7.612227000e-02	 23.900960	 4.622933300e-02	 23.504093	 6.586124000e-02	 23.246176	 4.044750000e-02	 23.111965	 9.651611000e-02	 23.064734	 5.314289800e-02	
    1028	 9637	PRIOR  	CORE	39.95375190	-1.57344150	1.03290	2	 25.851576	 1.330366000e-01	 25.985348	 1.682411400e-01	 24.782024	 9.517287000e-02	 24.468290	 1.483461100e-01	 24.403515	 1.252623500e-01	 24.253048	 2.049461800e-01	 24.226482	 9.765836600e-02	
    1029	 9638	PRIOR  	CORE	39.96433970	-1.57341340	0.36600	3	 25.676214	 1.442918600e-01	 24.844967	 9.910111000e-02	 24.376274	 8.775743000e-02	 24.418816	 1.673919100e-01	 24.391472	 1.406401400e-01	 24.332050	 2.544557200e-01	 24.210110	 1.210791500e-01	
    1030	 9668	PRIOR  	CORE	39.97758430	-1.57425820	0.32630	3	 22.471703	 2.613911400e-02	 21.098558	 1.564480600e-02	 20.481321	 1.079707100e-02	 20.198694	 1.522887900e-02	 19.987839	 6.405285000e-03	 19.861597	 3.675724600e-02	 19.755049	 2.511453400e-02	
    1031	 9695	PRIOR  	CORE	39.95727970	-1.57276720	5.93860	3	 29.291273	 7.282715400e-01	 29.719154	 9.699045400e-01	 28.454798	 5.912644000e-01	 27.491756	 6.085222400e-01	 27.599361	 8.569953400e-01	 27.954515	 8.053047700e-01	 27.609035	 2.409104300e-01	23.2
    1032	 9705	PRIOR  	CORE	39.97353400	-1.57435030	0.37260	3	 24.959713	 1.000260300e-01	 23.029161	 3.617607000e-02	 22.072481	 2.110073700e-02	 21.641310	 2.791013600e-02	 21.412844	 1.407999100e-02	 21.273628	 5.397167400e-02	 21.193739	 3.390705600e-02	
    1033	 9728	PRIOR  	CORE	39.95937700	-1.57334410	1.27530	3	 24.878235	 9.211921000e-02	 24.327240	 7.822088000e-02	 23.866950	 7.014380400e-02	 23.222101	 8.013464000e-02	 23.052639	 5.108114700e-02	 23.080420	 1.442770800e-01	 22.915764	 7.148439400e-02	
    1034	 9731	PRIOR  	CORE	39.96837920	-1.57470570	0.37430	3	 22.019300	 6.800000000e-03	 20.170000	 1.200000000e-03	 19.188200	 3.000000000e-04	 18.746300	 2.000000000e-04	 18.474000	 3.000000000e-04	 18.319900	 2.000000000e-04	 18.192800	 2.000000000e-04	
    1035	 9736	PRIOR  	CORE	39.97266790	-1.57319320	0.37740	1	 27.321950	 2.443278300e-01	 25.760794	 1.011413100e-01	 24.852236	 6.782613000e-02	 24.483578	 1.006708700e-01	 24.289577	 7.224014400e-02	 24.130688	 1.289135200e-01	 24.176016	 6.807396600e-02	
    1036	 9753	PRIOR  	CORE	39.97179800	-1.57478750	0.36810	3	 23.358011	 4.430269000e-02	 21.746204	 2.121734600e-02	 20.884516	 1.264989500e-02	 20.442700	 1.617622700e-02	 20.179884	 6.764753300e-03	 20.036957	 3.669896000e-02	 19.965895	 2.480294600e-02	
    1037	 9773	PRIOR  	CORE	39.98254950	-1.57319700	0.39466	3	 24.803251	 4.744192600e-02	 24.021175	 3.769487000e-02	 23.715466	 3.660601000e-02	 23.741852	 6.944331000e-02	 23.793380	 5.545542400e-02	 23.811602	 1.262829500e-01	 23.770817	 6.605171400e-02	
    1038	 9774	PRIOR  	CORE	39.95798900	-1.57389090	1.05020	3	 23.296402	 3.859241300e-02	 22.965473	 4.080312000e-02	 22.295921	 2.986894400e-02	 21.918488	 4.011001400e-02	 21.668750	 2.021606800e-02	 21.612112	 8.016101000e-02	 21.610388	 4.865173000e-02	
    1039	 9779	PRIOR  	CORE	39.98957820	-1.57574390	0.25590	3	 21.176987	 1.325874200e-02	 20.266924	 1.132813100e-02	 19.866528	 9.292295000e-03	 19.683535	 1.623599800e-02	 19.541363	 6.708802000e-03	 19.489320	 4.826106000e-02	 19.419462	 3.200920300e-02	
    1040	 9800	PRIOR  	CORE	39.98003150	-1.57320470	0.23140	3	 23.926150	 4.944935800e-02	 23.182587	 4.300557000e-02	 22.853714	 3.920234000e-02	 22.800365	 6.938231000e-02	 22.812813	 4.861915500e-02	 22.805134	 1.403754700e-01	 22.667164	 7.492484000e-02	
    1041	 9825	PRIOR  	CORE	39.97306830	-1.57553140	0.39030	3	 22.713850	 3.332751000e-02	 21.126675	 1.677823300e-02	 20.435656	 1.096345100e-02	 20.148087	 1.602685300e-02	 19.968700	 6.832105600e-03	 19.848635	 3.880246700e-02	 19.771784	 2.737098600e-02	
    1042	 9862	PRIOR  	CORE	39.95895050	-1.57336360	1.03330	3	 25.152582	 1.279624800e-01	 24.753302	 1.197969900e-01	 24.136839	 9.721201000e-02	 23.704306	 1.319680000e-01	 23.516878	 8.572349000e-02	 23.500875	 2.177681600e-01	 23.436825	 1.109934100e-01	
    1043	 9884	PRIOR  	CORE	39.96764800	-1.57339460	0.38080	3	 25.180513	 1.403439300e-02	 23.213968	 1.070140200e-03	 22.202297	 6.973530400e-04	 21.781034	 3.516169000e-04	 21.556100	 2.961666600e-04	 21.433560	 2.156154100e-04	 21.337423	 3.145291400e-04	
    1044	 9914	PRIOR  	CORE	39.96001870	-1.57320100	0.20710	3	 22.759247	 2.455637400e-02	 22.000029	 1.984372700e-02	 21.723534	 1.885264400e-02	 21.604034	 3.006466000e-02	 21.510607	 1.693916900e-02	 21.484285	 6.904930000e-02	 21.420813	 4.035237000e-02	
    1045	 9919	PRIOR  	CORE	39.97834000	-1.57439160	0.36750	3	 23.240818	 5.626657600e-02	 21.283125	 2.190177300e-02	 20.289278	 1.172767300e-02	 19.824993	 1.434629600e-02	 19.562817	 5.525926600e-03	 19.405416	 3.482079500e-02	 19.279850	 2.465495100e-02	
    1046	 9930	PRIOR  	CORE	39.96162100	-1.57253650	0.22580	3	 24.572895	 7.261937000e-02	 23.671404	 4.983256000e-02	 23.199753	 4.288429000e-02	 23.028513	 6.753182400e-02	 22.961880	 4.525704000e-02	 22.944708	 1.260012100e-01	 22.876595	 6.997710500e-02	
    1047	 9965	PRIOR  	CORE	39.96037280	-1.57274840	0.80470	3	 25.500559	 1.345980800e-01	 24.677221	 9.346671000e-02	 24.095095	 7.719139000e-02	 23.893760	 1.224477440e-01	 23.796911	 8.797728000e-02	 23.855316	 2.088614600e-01	 23.748413	 1.048936700e-01	
    1048	10003	PRIOR  	CORE	39.95954350	-1.57281410	0.22510	3	 21.965117	 2.290434400e-02	 21.227592	 1.950330500e-02	 20.873192	 1.699061700e-02	 20.675909	 2.501265500e-02	 20.533495	 1.178758800e-02	 20.473274	 6.313921500e-02	 20.389328	 4.057511300e-02	
    1049	10011	PRIOR  	CORE	39.95575170	-1.58674430	0.00000	3	 14.793752	 9.522756000e+06	 14.455790	 1.485205200e+07	 14.200435	 2.398188600e+07	 13.624920	 1.087560600e-03	 13.752131	 2.406632800e-04	 13.766346	 9.442055200e+07	 13.591145	 8.796337000e-03	
    1050	10013	PRIOR  	CORE	39.95505370	-1.57203040	0.68950	2	 27.525093	 2.187546800e-01	 27.288818	 2.051478800e-01	 26.422651	 1.514777500e-01	 26.587994	 3.348584200e-01	 26.614910	 3.825613300e-01	 26.740679	 4.437332200e-01	 26.656471	 1.721636000e-01	
    1051	10049	PRIOR  	CORE	39.95971550	-1.57342460	0.37660	3	 23.550610	 4.305875700e-02	 21.807830	 1.751911300e-02	 20.852375	 1.021020400e-02	 20.398264	 1.251068500e-02	 20.136276	 5.151695000e-03	 19.986639	 2.975668800e-02	 19.875994	 1.956974900e-02	
    1052	10056	PRIOR  	CORE	39.98192250	-1.57217410	0.42319	3	 24.841146	 5.474285700e-03	 23.698511	 8.915363000e-04	 23.020720	 7.901384000e-04	 22.726362	 4.477975000e-04	 22.534231	 3.887492300e-04	 22.418667	 2.848422400e-04	 22.319508	 4.143584800e-04	
    1053	10059	PRIOR  	CORE	39.97503050	-1.57214630	3.15630	3	 27.092485	 1.750498700e-01	 26.122946	 1.086972100e-01	 25.726950	 1.072730900e-01	 25.777933	 2.229681200e-01	 25.712004	 2.240306000e-01	 25.624554	 2.586430300e-01	 25.378769	 1.032164100e-01	38.2
    1054	10102	PRIOR  	CORE	39.98651140	-1.57284460	1.06100	2	 26.118517	 1.179095100e-01	 26.045746	 1.426474800e-01	 25.557634	 1.326007400e-01	 24.836428	 1.527633700e-01	 24.892126	 1.446302500e-01	 25.009830	 2.461326400e-01	 25.047016	 1.191813900e-01	
    1055	10141	PRIOR  	CORE	39.99109210	-1.57227430	0.79950	2	 26.836683	 2.002259500e-01	 26.502030	 1.953208600e-01	 25.567081	 1.424476500e-01	 25.290783	 2.329231000e-01	 25.269747	 2.247625100e-01	 25.312561	 3.282384000e-01	 25.265110	 1.377751400e-01	
    1056	10162	PRIOR  	CORE	39.97532250	-1.57198200	0.20690	3	 25.320986	 8.062371600e-02	 24.628680	 6.520841000e-02	 24.336540	 6.558505400e-02	 24.355083	 1.281194800e-01	 24.267757	 1.040187400e-01	 24.277777	 1.959594800e-01	 24.349783	 1.036609700e-01	
    1057	10169	PRIOR  	CORE	39.97949730	-1.57180480	4.24760	3	          	 1.085700000e+00	 26.174599	 8.755939000e-02	 25.625340	 7.707225500e-02	 25.932184	 1.905255200e-01	 26.102920	 2.211920500e-01	 26.179312	 2.818516000e-01	 26.231401	 1.292338000e-01	13.1
    1058	10170	PRIOR  	CORE	39.97990410	-1.57141520	3.93391	3	 31.096466	 1.544184100e+00	 27.623090	 1.519989700e-01	 27.280827	 1.649789500e-01	 27.583223	 4.332748400e-01	 28.001806	 7.754237700e-01	 27.634930	 4.364231500e-01	 27.738274	 1.778452500e-01	26.1
    1059	10189	PRIOR  	CORE	39.97821210	-1.57185530	0.37570	2	 26.594427	 2.042563400e-01	 24.928450	 8.387902400e-02	 24.015614	 5.473638300e-02	 23.640787	 9.256337600e-02	 23.474451	 6.461783500e-02	 23.419846	 1.408200300e-01	 23.371857	 7.642395000e-02	
    1060	10196	PRIOR  	CORE	39.96219850	-1.57208450	4.91600	2	 29.540491	 3.416195600e+00	 25.791538	 2.259840800e-01	 25.037178	 1.830984000e-01	 25.380468	 4.666226000e-01	 25.844065	 8.576596000e-01	 25.730630	 5.753203000e-01	 26.037477	 2.600285400e-01	24.2
    1061	10220	PRIOR  	CORE	39.98467520	-1.57247670	1.36350	1	 26.562216	 2.680331800e-01	 25.086270	 1.259126500e-01	 23.366491	 4.719501000e-02	 21.936620	 3.092584600e-02	 21.531690	 1.354260600e-02	 21.372583	 5.110423000e-02	 21.204771	 3.011009500e-02	
    1062	10223	PRIOR  	CORE	39.98141620	-1.57194730	0.72509	3	 25.878096	 1.374760000e-01	 24.839249	 8.993446000e-02	 23.792978	 5.312831000e-02	 23.483152	 7.986136500e-02	 23.372070	 5.508726500e-02	 23.345385	 1.326503000e-01	 23.186087	 6.653688000e-02	
    1063	10241	PRIOR  	CORE	39.95981980	-1.57232530	1.06530	3	 24.268105	 5.859376000e-02	 24.006506	 6.232376400e-02	 23.361666	 4.851453800e-02	 22.972935	 6.575402600e-02	 22.792212	 4.012659200e-02	 22.738604	 1.124697000e-01	 22.709963	 6.420753000e-02	
    1064	10242	PRIOR  	CORE	39.97799850	-1.57328620	0.37670	3	 24.567520	 9.606400000e-02	 22.397333	 3.118211000e-02	 21.391838	 1.713943000e-02	 20.927520	 2.159760900e-02	 20.669462	 9.494842000e-03	 20.520803	 4.515298500e-02	 20.408990	 2.943294000e-02	
    1065	10266	PRIOR  	CORE	39.97681650	-1.57214440	0.37660	3	 25.758768	 1.378375400e-01	 23.843916	 4.913323000e-02	 22.890700	 3.003629500e-02	 22.491290	 4.640614000e-02	 22.274424	 2.670609800e-02	 22.174162	 8.039106400e-02	 22.107933	 4.672379800e-02	
    1066	10267	PRIOR  	CORE	39.97793800	-1.57163410	0.37630	3	 26.025833	 1.291075800e-01	 24.149693	 4.706014300e-02	 23.219254	 2.955170300e-02	 22.813234	 4.325687000e-02	 22.604103	 2.509413700e-02	 22.515564	 7.277688400e-02	 22.437511	 4.138535600e-02	
    1067	10276	PRIOR  	CORE	39.98834240	-1.57180940	0.37320	1	 26.493984	 2.710271500e-01	 24.243090	 7.575200500e-02	 23.365150	 5.063897400e-02	 22.905857	 6.716663000e-02	 22.752508	 4.073203700e-02	 22.658142	 1.145750660e-01	 22.612040	 6.539836000e-02	
    1068	10282	PRIOR  	CORE	39.97429290	-1.57327270	0.36820	3	 23.202803	 4.891605000e-02	 21.380460	 2.029776600e-02	 20.414148	 1.129629300e-02	 19.984219	 1.442924300e-02	 19.721790	 5.896153000e-03	 19.571312	 3.453825000e-02	 19.470333	 2.427327000e-02	
    1069	10287	PRIOR  	CORE	39.98573610	-1.57398120	1.06190	3	 22.888168	 1.940792700e-03	 21.897264	 3.634818000e-04	 20.698708	 1.994072700e-04	 19.904053	 7.128538000e-05	 19.513338	 5.154128700e-05	 19.328823	 3.544130600e-05	 19.171701	 4.887603400e-05	
    1070	10288	PRIOR  	CORE	39.96937190	-1.57364950	0.46490	3	 22.117300	 4.900000000e-03	 20.040300	 8.000000000e-04	 18.946100	 2.000000000e-04	 18.449000	 1.000000000e-04	 18.169400	 2.000000000e-04	 17.999100	 1.000000000e-04	 17.851500	 1.000000000e-04	
    1071	10293	PRIOR  	CORE	39.99016400	-1.57123690	5.61540	3	          	 1.085700000e+00	 31.138844	 2.113124800e+00	 27.149183	 1.895005300e-01	 26.504795	 2.421965300e-01	 26.666008	 3.029924000e-01	 26.655693	 3.202110800e-01	 26.677313	 1.290126600e-01	
    1072	10306	PRIOR  	CORE	39.98822050	-1.57241240	0.37580	3	 24.184015	 7.655720000e-02	 22.271502	 2.946079500e-02	 21.363760	 1.809808400e-02	 20.921880	 2.361638700e-02	 20.723782	 1.104791100e-02	 20.614857	 5.407151600e-02	 20.531860	 3.420587000e-02	
    1073	10316	PRIOR  	CORE	39.98066510	-1.57114940	3.01571	3	 25.449432	 5.101089000e-02	 25.074638	 5.163798500e-02	 25.049177	 6.360318000e-02	 25.256012	 1.459907600e-01	 25.337470	 1.453214400e-01	 25.194553	 2.026275500e-01	 24.991196	 8.566285000e-02	27.1
