#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T05:30:13 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T05:30:13	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/587/A160/tablea2&-out.all=1&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35870160
#Name: J/A+A/587/A160
#Title: 3.6um S4G Galactic bars characterization (Diaz-Garcia+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/a+a/587/a160	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/587/a160	    IVOID of underlying data collection
#INFO	creator=Diaz-Garcia S.	    First author or institution
#INFO	cites=bibcode:2016A&A...587A.160D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/587/A160	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35870160	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-01-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_587_A160_tablea2:
#Name: J/A+A/587/A160/tablea2
#Title: Bar maximum gravitational torques and radii
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Galaxy	(a10)	Galaxy identification	[ucd=meta.id;meta.main]
#Column	Qb	(F6.3)	Bar maximum gravitational torque	[ucd=src.morph.param]
#Column	e_Qb1	(F8.3)	[]? Uncertainty on the bar maximum gravitational torque associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_Qb2	(F6.3)	? Uncertainty on the bar maximum gravitational torque associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	RQb	(F7.3)	Bar maximum gravitational torque radius	[ucd=phys.angSize;stat.max]
#Column	e_RQb1	(F8.3)	[]? Uncertainty on the bar maximum gravitational torque radius associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_RQb2	(F6.3)	[]? Uncertainty on the bar maximum gravitational torque radius associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	Qbhcor	(F8.3)	? Bar maximum gravitational torque correcting for the dilution of the dark halo	[ucd=src.morph.param]
#Column	RQbhcor	(F8.3)	? Bar maximum gravitational torque radius correcting for the dilution of the dark halo	[ucd=phys.angSize;stat.max]
#Column	Qbbar	(F8.3)	? Bar-only maximum gravitational torque	[ucd=src.morph.param]
#Column	RQbbar	(F8.3)	? Bar-only maximum gravitational torque radius	[ucd=phys.angSize;stat.max]
#Column	Qbbarhcor	(F8.3)	? Bar-only maximum gravitational torque correcting also for the dilution of the dark halo	[ucd=src.morph.param]
#Column	RQbbarhcor	(F8.3)	? Bar-only maximum gravitational torque radius correcting also for the dilution of the dark halo	[ucd=phys.angSize;stat.max]
#Column	QbS08	(F8.3)	? Bar maximum gravitational torque using the relation from Speltincx et al. (2008MNRAS.383..317S) for the disk thickness estimation	[ucd=src.morph.param]
#Column	e_QbS081	(F8.3)	[]? Uncertainty on the bar maximum gravitational torque associated with a thicker disk in the relation from Speltincx et al. (2008MNRAS.383..317S)	[ucd=stat.error]
#Column	e_QbS082	(F8.3)	? Uncertainty on the bar maximum gravitational torque associated with a thinner disk in the relation from Speltincx et al. (2008MNRAS.383..317S)	[ucd=stat.error]
#Column	QTrbar	(F8.3)	? Radial force profile evaluated at the end of the bar	[ucd=src.morph.param]
#Column	e_QTrbar1	(F8.3)	[]? Uncertainty on the evaluation of the radial force profile at the end of the bar associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_QTrbar2	(F8.3)	? Uncertainty on the evaluation of the radial force profile at the end of the bar associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	QThcorrbar	(F8.3)	? Halo-corrected radial force profile evaluated at the end of the bar	[ucd=src.morph.param]
recno	Galaxy	Qb	e_Qb1	e_Qb2	RQb	e_RQb1	e_RQb2	Qbhcor	RQbhcor	Qbbar	RQbbar	Qbbarhcor	RQbbarhcor	QbS08	e_QbS081	e_QbS082	QTrbar	e_QTrbar1	e_QTrbar2	QThcorrbar
     310	NGC4535   	 0.410	  -0.074	 0.038	 38.250	  -1.500	 0.000	   0.278	  35.250	   0.308	  29.250	   0.238	  27.750	   0.333	  -0.071	   0.087	   0.409	  -0.076	   0.038	   0.271
     311	NGC4536   	 0.237	  -0.028	 0.018	 86.250	  -1.500	-1.500	        	        	   0.134	  56.250	        	        	   0.231	  -0.041	   0.035	   0.222	  -0.031	   0.018	
     312	NGC4540   	 0.354	  -0.025	 0.012	  6.750	   0.000	 0.000	   0.285	   6.750	   0.324	   6.750	   0.261	   6.750	   0.307	  -0.028	   0.028	   0.317	  -0.031	   0.014	   0.200
     313	NGC4545   	 0.337	  -0.042	 0.019	  6.750	   0.000	 0.000	   0.309	   6.750	   0.305	   6.750	   0.313	   2.250	   0.285	  -0.005	   0.045	   0.211	  -0.023	   0.011	   0.183
     314	NGC4548   	 0.326	  -0.084	 0.016	 53.250	  -6.000	 0.000	   0.297	  50.250	   0.313	  50.250	   0.287	  48.750	   0.344	  -0.049	   0.050	   0.242	  -0.067	   0.011	   0.202
     315	NGC4561   	 0.573	  -0.038	 0.016	  3.750	   0.000	 1.500	   0.394	   3.750	   0.554	   3.750	   0.381	   3.750	   0.531	  -0.049	   0.045	   0.252	  -0.017	   0.007	   0.100
     316	NGC4579   	 0.179	  -0.042	 0.009	 33.750	  -3.000	 0.000	   0.172	  32.250	   0.166	  32.250	   0.160	  32.250	   0.177	  -0.023	   0.028	   0.136	  -0.031	   0.006	   0.126
     317	NGC4591   	 0.116	  -0.033	 0.007	  6.750	   0.000	 0.000	   0.107	   6.750	   0.074	   6.750	   0.068	   6.750	   0.105	  -0.017	   0.021	   0.099	  -0.026	   0.005	   0.091
     318	NGC4593   	 0.278	  -0.074	 0.014	 44.250	   0.000	 0.000	   0.221	  41.250	   0.241	  41.250	   0.197	  39.750	   0.286	  -0.042	   0.042	   0.244	  -0.063	   0.011	   0.172
     319	NGC4596   	 0.253	  -0.070	 0.013	 45.750	  -3.000	 0.000	        	        	   0.236	  44.250	        	        	   0.253	  -0.040	   0.044	   0.184	  -0.048	   0.009	
     320	NGC4597   	 0.691	  -0.069	 0.031	 30.750	   0.000	 0.000	   0.509	  20.250	   0.656	  24.750	   0.490	  20.250	   0.679	  -0.068	   0.071	   0.465	  -0.048	   0.021	   0.250
     321	NGC4604   	 0.429	  -0.024	 0.011	  3.750	   0.000	 0.000	        	        	   0.411	   3.750	        	        	   0.385	  -0.028	   0.029	   0.332	  -0.018	   0.007	
     322	NGC4618   	 0.463	  -0.042	 0.041	 14.250	  -1.500	 0.000	   0.428	  12.750	   0.365	   9.750	   0.345	   8.250	   0.463	  -0.042	   0.041	   0.421	  -0.051	   0.048	   0.368
     323	NGC4625   	 0.180	  -0.014	 0.008	  8.250	  -3.000	 0.000	   0.167	   5.250	   0.146	   3.750	   0.139	   3.750	   0.162	  -0.015	   0.015	   0.180	  -0.018	   0.008	   0.162
     324	NGC4639   	 0.281	  -0.030	 0.017	 24.750	   0.000	 0.000	   0.221	  23.250	   0.245	  23.250	   0.197	  21.750	   0.265	  -0.042	   0.037	   0.214	  -0.016	   0.009	   0.154
     325	NGC4643   	 0.272	  -0.123	 0.022	 42.750	   0.000	 0.000	        	        	   0.266	  42.750	        	        	   0.277	  -0.066	   0.067	   0.159	  -0.058	   0.009	
     326	NGC4653   	 0.178	  -0.015	 0.011	 12.750	  -1.500	 0.000	   0.150	  11.250	   0.132	  11.250	   0.112	  11.250	   0.173	  -0.017	   0.022	   0.160	  -0.014	   0.010	   0.130
     327	NGC4659   	 0.076	  -0.042	 0.008	  9.750	   3.000	 0.000	        	        	   0.039	   8.250	        	        	   0.079	  -0.024	   0.025	   0.074	  -0.041	   0.007	
     328	NGC4668   	 0.311	  -0.034	 0.016	  9.750	  -1.500	 0.000	   0.247	   5.250	   0.289	   9.750	   0.237	   5.250	   0.269	  -0.031	   0.040	   0.188	  -0.021	   0.010	   0.129
     329	NGC4680   	 0.292	  -0.031	 0.020	  6.750	   0.000	 0.000	        	        	   0.295	   8.250	        	        	   0.259	  -0.039	   0.042	   0.263	  -0.035	   0.023	
     330	NGC4688   	 0.455	  -0.041	 0.023	 11.250	   0.000	 0.000	        	        	   0.436	   3.750	        	        	   0.466	  -0.058	   0.052	   0.368	  -0.038	   0.017	
     331	NGC4699   	 0.109	  -0.012	 0.003	  8.250	   0.000	 0.000	   0.108	   8.250	   0.099	   8.250	   0.098	   8.250	   0.114	  -0.009	   0.011	   0.077	  -0.010	   0.002	   0.076
     332	NGC4713   	 0.189	  -0.022	 0.011	  5.250	   0.000	 0.000	   0.183	   5.250	   0.195	   5.250	   0.189	   5.250	   0.174	  -0.026	   0.026	   0.239	  -0.025	   0.017	   0.224
     333	NGC4725   	 0.243	  -0.058	 0.009	 99.750	   0.000	 0.000	   0.165	  92.250	   0.203	  95.250	   0.142	  90.750	   0.244	  -0.031	   0.029	   0.210	  -0.045	   0.007	   0.126
     334	NGC4731   	 1.233	  -0.172	 0.176	 35.250	   0.000	 0.000	   1.063	  27.750	   1.222	  35.250	   1.053	  29.250	   1.233	  -0.174	   0.176	   0.840	  -0.109	   0.084	   0.446
     335	NGC4733   	 0.129	  -0.027	 0.004	  8.250	   0.000	 0.000	        	        	   0.123	   8.250	        	        	   0.129	  -0.015	   0.016	   0.071	  -0.018	   0.003	
     336	NGC4736   	 0.063	  -0.010	 0.008	138.750	   1.500	 0.000	        	        	   0.052	 135.750	        	        	   0.063	  -0.010	   0.008	   0.060	  -0.007	   0.005	
     337	NGC4754   	 0.217	  -0.043	 0.007	 27.750	  -4.500	 0.000	   0.207	  24.750	   0.213	  26.250	   0.205	  24.750	   0.221	  -0.024	   0.026	   0.137	  -0.033	   0.006	   0.117
     338	NGC4779   	 0.483	  -0.065	 0.040	 26.250	   0.000	 0.000	   0.358	  26.250	   0.309	  20.250	   0.260	  17.250	   0.459	  -0.088	   0.083	   0.477	  -0.065	   0.040	   0.356
     339	NGC4781   	 0.398	  -0.047	 0.022	 14.250	  -1.500	 0.000	   0.381	  14.250	   0.409	  14.250	   0.391	  14.250	   0.322	  -0.006	   0.053	   0.273	  -0.042	   0.020	   0.252
     340	NGC4795   	 0.160	  -0.092	 0.001	 12.750	   0.000	 0.000	   0.150	  11.250	   0.161	  12.750	   0.151	  12.750	   0.163	  -0.041	   0.040	   0.106	  -0.047	   0.007	   0.093
     341	NGC4880   	 0.108	  -0.018	 0.004	  8.250	   0.000	 0.000	        	        	   0.101	   8.250	        	        	   0.110	  -0.011	   0.012	   0.060	  -0.010	   0.002	
     342	NGC4897   	 0.161	  -0.012	 0.009	  9.750	   0.000	 0.000	   0.155	   9.750	   0.117	   8.250	   0.114	   8.250	   0.165	  -0.017	   0.020	   0.160	  -0.013	   0.009	   0.152
     343	NGC4900   	 0.488	  -0.033	 0.020	  5.250	  -1.500	 0.000	        	        	   0.469	   3.750	        	        	   0.434	  -0.022	   0.031	   0.411	  -0.042	   0.020	
     344	NGC4902   	 0.305	  -0.049	 0.032	 17.250	   0.000	 0.000	   0.270	  17.250	   0.293	  17.250	   0.259	  17.250	   0.289	  -0.064	   0.068	   0.181	  -0.019	   0.012	   0.146
     345	NGC4904   	 0.838	  -0.091	 0.051	 14.250	  -3.000	 0.000	   0.800	   9.750	   0.796	   9.750	   0.768	   9.750	   0.733	  -0.087	   0.107	   0.449	  -0.033	   0.013	   0.394
     346	NGC4942   	 0.226	  -0.023	 0.011	  6.750	   0.000	 0.000	   0.218	   6.750	   0.173	   6.750	   0.167	   6.750	   0.197	  -0.025	   0.027	   0.225	  -0.023	   0.011	   0.217
     347	NGC4948A  	 0.623	  -0.046	 0.020	  3.750	   0.000	 0.000	   0.597	   3.750	   0.606	   3.750	   0.580	   3.750	   0.599	  -0.055	   0.051	   0.331	  -0.028	   0.012	   0.286
     348	NGC4961   	 0.300	  -0.026	 0.017	  5.250	   0.000	 0.000	   0.262	   5.250	   0.270	   5.250	   0.236	   5.250	   0.275	  -0.033	   0.036	   0.201	  -0.014	   0.008	   0.161
     349	NGC4965   	 0.242	  -0.054	 0.027	  8.250	   0.000	 0.000	   0.225	   8.250	   0.175	   6.750	   0.165	   5.250	   0.212	  -0.059	   0.065	   0.242	  -0.054	   0.027	   0.225
     350	NGC4981   	 0.093	  -0.010	 0.007	 17.250	   0.000	 0.000	   0.090	  17.250	   0.072	  15.750	   0.070	  15.750	   0.084	  -0.011	   0.014	   0.090	  -0.009	   0.007	   0.087
     351	NGC4984   	 0.176	  -0.080	 0.013	 48.750	   6.000	 0.000	        	        	   0.122	  41.250	        	        	   0.213	  -0.038	   0.031	   0.175	  -0.080	   0.012	
     352	NGC4995   	 0.323	  -0.029	 0.020	 21.750	   0.000	 1.500	   0.312	  21.750	   0.184	  14.250	   0.181	  12.750	   0.305	  -0.038	   0.040	   0.304	  -0.022	   0.014	   0.295
     353	NGC5042   	 0.382	  -0.030	 0.015	  8.250	   0.000	 0.000	   0.359	   8.250	   0.369	   8.250	   0.346	   8.250	   0.358	  -0.034	   0.036	   0.236	  -0.022	   0.010	   0.184
     354	NGC5068   	 0.506	  -0.050	 0.028	 14.250	  -6.000	 0.000	   0.466	   8.250	   0.489	  14.250	   0.455	   8.250	   0.481	  -0.043	   0.048	   0.277	  -0.033	   0.015	   0.190
     355	NGC5079   	 0.452	  -0.061	 0.042	 12.750	   0.000	 0.000	   0.417	  12.750	   0.305	   6.750	   0.297	   5.250	   0.428	  -0.076	   0.087	   0.443	  -0.061	   0.045	   0.406
     356	NGC5101   	 0.222	  -0.058	 0.012	 41.250	  -3.000	 0.000	   0.214	  39.750	   0.196	  38.250	   0.190	  36.750	   0.239	  -0.037	   0.043	   0.185	  -0.049	   0.010	   0.176
     357	NGC5112   	 0.662	  -0.058	 0.027	  5.250	   0.000	 0.000	   0.642	   5.250	   0.654	   5.250	   0.635	   5.250	   0.620	  -0.058	   0.064	   0.305	  -0.031	   0.016	   0.269
     358	NGC5117   	 0.292	  -0.036	 0.018	 18.750	   0.000	 0.000	   0.202	  18.750	   0.255	  18.750	   0.177	  18.750	   0.304	  -0.043	   0.041	   0.238	  -0.029	   0.013	   0.146
     359	NGC5134   	 0.471	  -0.119	 0.020	 41.250	   0.000	 0.000	   0.200	  38.250	   0.360	  38.250	   0.169	  27.750	   0.440	  -0.061	   0.061	   0.440	  -0.109	   0.017	   0.164
     360	NGC5147   	 0.316	  -0.028	 0.013	  6.750	   1.500	 0.000	   0.294	   6.750	   0.277	   5.250	   0.261	   5.250	   0.280	  -0.032	   0.029	   0.243	  -0.004	   0.010	   0.215
     361	NGC5194   	 0.096	  -0.029	 0.022	 17.250	   0.000	 0.000	        	        	   0.099	  17.250	        	        	   0.080	  -0.033	   0.045	   0.069	  -0.019	   0.013	
     362	NGC5195   	 0.124	  -0.031	 0.030	 47.250	   1.500	-1.500	        	        	   0.095	  42.750	        	        	   0.124	  -0.031	   0.030	   0.121	  -0.029	   0.027	
     363	NGC5205   	 0.367	  -0.034	 0.023	 14.250	  -1.500	 0.000	   0.313	  11.250	   0.313	   9.750	   0.283	   9.750	   0.366	  -0.044	   0.049	   0.318	  -0.029	   0.018	   0.247
     364	NGC5218   	 0.308	  -0.060	 0.012	  9.750	   0.000	 0.000	   0.270	   8.250	   0.271	   8.250	   0.245	   8.250	   0.293	  -0.031	   0.036	   0.282	  -0.060	   0.010	   0.217
     365	NGC5236   	 0.472	  -0.086	 0.041	104.250	   0.000	 0.000	   0.377	 104.250	   0.371	 102.750	   0.297	 102.750	   0.338	  -0.062	   0.089	   0.394	  -0.056	   0.026	   0.310
     366	NGC5240   	 0.317	  -0.041	 0.030	  9.750	  -1.500	 0.000	   0.264	   8.250	   0.320	   9.750	   0.268	   8.250	   0.291	  -0.048	   0.060	   0.142	  -0.018	   0.012	   0.110
     367	NGC5248   	 0.138	  -0.041	 0.032	  6.750	   0.000	 0.000	   0.137	   6.750	   0.137	   6.750	   0.136	   6.750	   0.090	  -0.038	   0.056	   0.065	  -0.005	   0.004	   0.061
     368	NGC5334   	 0.437	  -0.123	 0.025	  9.750	  -1.500	 0.000	   0.379	   9.750	   0.430	   9.750	   0.373	   8.250	   0.488	  -0.077	   0.082	   0.148	  -0.047	   0.009	   0.114
     369	NGC5337   	 0.212	  -0.045	 0.009	  6.750	  -1.500	 0.000	   0.195	   5.250	   0.200	   5.250	   0.187	   5.250	   0.204	  -0.023	   0.028	   0.142	  -0.043	   0.009	   0.122
     370	NGC5339   	 0.587	  -0.100	 0.070	 26.250	   0.000	 0.000	   0.500	  26.250	   0.397	  24.750	   0.341	  20.250	   0.543	  -0.125	   0.143	   0.568	  -0.100	   0.070	   0.484
     371	NGC5347   	 0.142	  -0.037	 0.007	 21.750	   3.000	 0.000	        	        	   0.132	  21.750	        	  21.750	   0.137	  -0.020	   0.021	   0.136	  -0.035	   0.005	
     372	NGC5350   	 0.452	  -0.068	 0.046	 17.250	   0.000	 0.000	   0.415	  17.250	   0.386	  15.750	   0.358	  24.750	   0.434	  -0.090	   0.094	   0.366	  -0.048	   0.030	   0.324
     373	NGC5353   	 0.183	  -0.014	 0.016	 14.250	  -1.500	 0.000	        	        	   0.156	  11.250	        	        	   0.183	  -0.014	   0.016	   0.178	  -0.015	   0.017	
     374	NGC5371   	 0.158	  -0.031	 0.020	 21.750	   1.500	 0.000	   0.132	  21.750	   0.121	  18.750	   0.106	  18.750	   0.131	  -0.039	   0.041	   0.155	  -0.029	   0.018	   0.126
     375	NGC5375   	 0.221	  -0.057	 0.014	 23.250	  -4.500	 0.000	   0.176	  21.750	   0.190	  21.750	   0.159	  15.750	   0.232	  -0.037	   0.051	   0.192	  -0.044	   0.009	   0.139
     376	NGC5377   	 0.286	  -0.035	 0.030	 54.750	   0.000	 0.000	   0.227	  51.750	   0.280	  54.750	   0.223	  51.750	   0.286	  -0.035	   0.030	   0.178	  -0.018	   0.013	   0.091
     377	NGC5383   	 0.389	  -0.134	 0.023	 47.250	  -1.500	 0.000	   0.256	  45.750	   0.338	  45.750	   0.237	  38.250	   0.385	  -0.069	   0.068	   0.325	  -0.112	   0.018	   0.204
     378	NGC5430   	 0.329	  -0.051	 0.035	 21.750	  -1.500	-1.500	        	        	   0.322	  20.250	        	        	   0.294	  -0.067	   0.071	   0.234	  -0.032	   0.020	
     379	NGC5457   	 0.214	  -0.008	 0.012	 41.250	   0.000	 0.000	   0.202	  41.250	   0.158	  30.750	   0.153	  29.250	   0.193	  -0.024	   0.028	   0.195	  -0.010	   0.006	   0.181
     380	NGC5464   	 0.194	  -0.017	 0.008	 11.250	   0.000	 0.000	   0.186	  11.250	   0.140	   8.250	   0.135	   8.250	   0.171	  -0.020	   0.020	   0.194	  -0.017	   0.008	   0.185
     381	NGC5473   	 0.083	  -0.049	 0.001	 14.250	   0.000	 0.000	        	        	   0.082	  14.250	        	        	   0.078	  -0.023	   0.022	   0.059	  -0.026	   0.004	
     382	NGC5476   	 0.224	  -0.026	 0.013	  9.750	   0.000	 1.500	   0.150	   9.750	   0.167	   3.750	   0.149	   3.750	   0.178	  -0.031	   0.032	   0.216	  -0.026	   0.012	   0.148
     383	NGC5486   	 0.390	  -0.035	 0.017	  3.750	  -1.500	 0.000	   0.358	   3.750	   0.382	   3.750	   0.350	   3.750	   0.391	  -0.040	   0.039	   0.154	  -0.011	   0.005	   0.119
     384	NGC5534   	 0.266	  -0.123	 0.021	 14.250	   1.500	 0.000	        	        	   0.126	   9.750	        	        	   0.272	  -0.064	   0.062	   0.230	  -0.114	   0.019	
     385	NGC5569   	 0.361	  -0.019	 0.009	  5.250	   0.000	 0.000	   0.343	   5.250	   0.344	   5.250	   0.327	   5.250	   0.380	  -0.021	   0.028	   0.333	  -0.028	   0.013	   0.263
     386	NGC5574   	 0.330	  -0.129	 0.032	 23.250	   0.000	-6.000	        	        	   0.326	  20.250	        	        	   0.331	  -0.071	   0.060	   0.218	  -0.037	   0.027	
     387	NGC5584   	 0.208	  -0.061	 0.035	  6.750	   1.500	 0.000	   0.200	   6.750	   0.211	   6.750	   0.203	   6.750	   0.160	  -0.061	   0.077	   0.155	  -0.039	   0.019	   0.142
     388	NGC5595   	 0.278	  -0.021	 0.010	  2.250	   0.000	 0.000	   0.277	   2.250	   0.283	   2.250	   0.282	   2.250	   0.242	  -0.022	   0.025	   0.106	  -0.010	   0.006	   0.104
     389	NGC5597   	 0.552	  -0.035	 0.019	  2.250	   0.000	 0.000	        	        	   0.551	   2.250	        	        	   0.523	  -0.033	   0.043	   0.222	  -0.024	   0.011	
     390	NGC5600   	 0.313	  -0.018	 0.011	  3.750	  -1.500	 0.000	        	        	   0.285	   2.250	        	        	   0.277	  -0.018	   0.020	   0.236	  -0.009	   0.003	
     391	NGC5636   	 0.275	  -0.070	 0.015	 15.750	   0.000	 0.000	   0.056	   5.250	   0.225	  14.250	   0.052	   5.250	   0.317	  -0.046	   0.041	   0.250	  -0.066	   0.012	   0.026
     392	NGC5645   	 0.486	  -0.049	 0.022	 11.250	   0.000	 0.000	   0.449	   9.750	   0.468	  11.250	   0.435	   9.750	   0.433	  -0.045	   0.055	   0.271	  -0.023	   0.011	   0.220
     393	NGC5668   	 0.134	  -0.018	 0.009	  9.750	   0.000	 1.500	        	        	   0.111	   9.750	        	        	   0.152	  -0.025	   0.031	   0.132	  -0.021	   0.012	
     394	NGC5669   	 0.491	  -0.038	 0.025	  2.250	   0.000	 1.500	   0.481	   2.250	   0.485	   2.250	   0.476	   2.250	   0.455	  -0.041	   0.048	   0.190	  -0.022	   0.011	   0.179
     395	NGC5691   	 0.761	  -0.100	 0.033	  3.750	   0.000	 0.000	        	        	   0.738	   3.750	        	        	   0.643	  -0.060	   0.074	   0.543	  -0.055	   0.025	
     396	NGC5693   	 0.335	  -0.024	 0.012	  5.250	   0.000	 0.000	   0.323	   5.250	   0.311	   5.250	   0.299	   5.250	   0.320	  -0.027	   0.028	   0.258	  -0.022	   0.009	   0.228
     397	NGC5701   	 0.174	  -0.034	 0.007	 29.250	  -3.000	 0.000	   0.158	  24.750	   0.160	  24.750	   0.147	  23.250	   0.182	  -0.021	   0.022	   0.145	  -0.032	   0.006	   0.119
     398	NGC5713   	 0.400	  -0.039	 0.029	 11.250	  -6.000	 0.000	        	  26.250	   0.390	   5.250	        	  24.750	   0.384	  -0.027	   0.045	   0.348	  -0.040	   0.027	
     399	NGC5728   	 0.387	  -0.103	 0.018	 53.250	  -1.500	 0.000	   0.274	  45.750	   0.336	  50.250	   0.250	  44.250	   0.406	  -0.057	   0.054	   0.333	  -0.086	   0.014	   0.208
     400	NGC5740   	 0.182	  -0.023	 0.012	 18.750	   0.000	 0.000	   0.162	  17.250	   0.166	  17.250	   0.151	  15.750	   0.162	  -0.032	   0.028	   0.130	  -0.012	   0.007	   0.107
     401	NGC5750   	 0.290	  -0.082	 0.012	 26.250	   0.000	 0.000	   0.238	  24.750	   0.251	  24.750	   0.210	  23.250	   0.288	  -0.041	   0.037	   0.224	  -0.054	   0.007	   0.165
     402	NGC5757   	 0.373	  -0.155	 0.027	 15.750	   1.500	 0.000	        	        	   0.338	  15.750	        	        	   0.333	  -0.075	   0.082	   0.299	  -0.100	   0.017	
     403	NGC5768   	 0.228	  -0.020	 0.014	  6.750	   0.000	 0.000	   0.169	   6.750	   0.165	   6.750	   0.130	   5.250	   0.205	  -0.024	   0.027	   0.224	  -0.020	   0.013	   0.149
     404	NGC5770   	 0.181	  -0.043	 0.008	 18.750	  -1.500	 0.000	        	        	   0.162	  17.250	        	        	   0.174	  -0.023	   0.024	   0.143	  -0.029	   0.004	
     405	NGC5781   	 0.657	  -0.080	 0.028	  6.750	   0.000	 0.000	        	        	   0.645	   6.750	        	        	   0.525	  -0.058	   0.074	   0.243	  -0.014	   0.005	
     406	NGC5806   	 0.226	  -0.025	 0.015	 36.750	   0.000	 0.000	   0.168	  36.750	   0.187	  32.250	   0.145	  30.750	   0.209	  -0.035	   0.032	   0.187	  -0.018	   0.011	   0.133
     407	NGC5832   	 0.358	  -0.025	 0.011	 23.250	   0.000	 0.000	   0.206	  15.750	   0.342	  23.250	   0.200	  15.750	   0.347	  -0.031	   0.026	   0.226	  -0.016	   0.006	   0.087
     408	NGC5850   	 0.327	  -0.046	 0.030	 62.250	   0.000	 0.000	   0.297	  60.750	   0.287	  56.250	   0.264	  56.250	   0.346	  -0.063	   0.057	   0.281	  -0.033	   0.019	   0.248
     409	NGC5885   	 0.190	  -0.030	 0.016	  9.750	  -1.500	 0.000	   0.184	   9.750	   0.212	   9.750	   0.206	   9.750	   0.158	  -0.027	   0.035	   0.174	  -0.032	   0.016	   0.167
     410	NGC5892   	 0.280	  -0.022	 0.012	  3.750	  -1.500	 0.000	   0.276	   3.750	   0.278	   3.750	   0.274	   3.750	   0.273	  -0.022	   0.030	   0.174	  -0.020	   0.011	   0.162
     411	NGC5913   	 0.597	  -0.149	 0.027	 21.750	  -3.000	 0.000	   0.472	  18.750	   0.569	  20.250	   0.455	  17.250	   0.597	  -0.082	   0.083	   0.370	  -0.084	   0.012	   0.250
     412	NGC5921   	 0.386	  -0.051	 0.032	 47.250	  -1.500	 0.000	        	        	   0.259	  27.750	        	        	   0.357	  -0.069	   0.067	   0.371	  -0.043	   0.027	
     413	NGC5930   	 0.226	  -0.046	 0.009	 11.250	   0.000	 0.000	        	        	   0.203	  11.250	        	        	   0.215	  -0.023	   0.029	   0.179	  -0.031	   0.005	
     414	NGC5950   	 0.730	  -0.066	 0.033	  5.250	  -1.500	 0.000	   0.683	   3.750	   0.620	   3.750	   0.590	   3.750	   0.704	  -0.070	   0.081	   0.712	  -0.080	   0.040	   0.648
     415	NGC5956   	 0.175	  -0.020	 0.011	  5.250	   0.000	 0.000	   0.152	   3.750	   0.157	   5.250	   0.143	   3.750	   0.164	  -0.018	   0.023	   0.136	  -0.010	   0.007	   0.103
     416	NGC5957   	 0.229	  -0.074	 0.012	 23.250	   3.000	 0.000	        	        	   0.180	  17.250	        	        	   0.255	  -0.036	   0.030	   0.227	  -0.073	   0.011	
     417	NGC5958   	 0.287	  -0.029	 0.014	  3.750	   0.000	 0.000	   0.257	   3.750	   0.282	   3.750	   0.253	   3.750	   0.237	  -0.031	   0.035	   0.207	  -0.025	   0.012	   0.162
     418	NGC5962   	 0.252	  -0.034	 0.017	 14.250	   0.000	 0.000	   0.243	  14.250	   0.206	  11.250	   0.201	  11.250	   0.197	  -0.038	   0.040	   0.250	  -0.034	   0.017	   0.241
     419	NGC5963   	 0.122	  -0.007	 0.005	  2.250	   0.000	 0.000	   0.116	   2.250	   0.094	   2.250	   0.088	   2.250	   0.129	  -0.010	   0.012	   0.107	  -0.006	   0.005	   0.098
     420	NGC5964   	 0.660	  -0.058	 0.030	 14.250	  -1.500	 0.000	   0.623	  12.750	   0.605	  12.750	   0.574	  12.750	   0.937	  -0.169	   0.158	   0.450	  -0.045	   0.020	   0.395
     421	NGC5970   	 0.263	  -0.032	 0.014	 12.750	   0.000	 0.000	   0.250	  12.750	   0.236	  12.750	   0.226	  11.250	   0.216	  -0.027	   0.034	   0.186	  -0.018	   0.008	   0.173
