#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T05:29:01 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T05:29:02	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/582/A86/table3&-out.all=1&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35820086
#Name: J/A+A/582/A86
#Title: Catalogue of features in the S4G (Herrera-Endoqui+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/a+a/582/a86	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/582/a86	    IVOID of underlying data collection
#INFO	creator=Herrera-Endoqui M.	    First author or institution
#INFO	cites=bibcode:2015A&A...582A..86H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/582/A86	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35820086	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-04-23	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_582_A86_table3:
#Name: J/A+A/582/A86/table3
#Title: Properties of spiral arms in the S4G; corrected version sent by the author
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(a10)	Galaxy name	[ucd=meta.id;meta.main]
#Column	Class	(a24)	Morphological classification	[ucd=src.morph]
#Column	Type	(A1)	Type of arms (3)	[ucd=src.morph.type]
#Column	Segment	(A3)	Segment	[ucd=obs.field]
#Column	Pitchang	(F5.1)	Pitch angle	[ucd=src.morph.param]
#Column	ri	(F5.1)	Inner radius	[ucd=phys.angSize;src]
#Column	ro	(F5.1)	Outer radius	[ucd=phys.angSize;src]
#Column	Qual	(F4.1)	[1/2] Quality flag (4)	[ucd=meta.code.qual]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
recno	Name	Class	Type	Segment	Pitchang	ri	ro	Qual	Simbad	_RA	_DE
    1399	NGC5457   	S_AB(rs)c               	M	sp1	-10.2	 73.1	156.5	 2.0	Simbad	210.80243	+54.34875
    1400	NGC5457   	S_AB(rs)c               	M	sp2	-24.2	174.9	409.9	 2.0	Simbad	210.80243	+54.34875
    1401	NGC5457   	S_AB(rs)c               	M	sp3	-26.8	 53.2	143.2	 2.0	Simbad	210.80243	+54.34875
    1402	NGC5457   	S_AB(rs)c               	M	sp4	 -7.0	147.8	265.9	 2.0	Simbad	210.80243	+54.34875
    1403	NGC5457   	S_AB(rs)c               	M	sp5	-28.6	271.5	431.3	 2.0	Simbad	210.80243	+54.34875
    1404	NGC5457   	S_AB(rs)c               	M	sp6	-18.3	193.0	470.2	 2.0	Simbad	210.80243	+54.34875
    1405	NGC5468   	S_AB(s)_cd              	M	sp1	 39.3	  7.6	 23.2	 2.0	Simbad	211.64538	-05.45298
    1406	NGC5468   	S_AB(s)_cd              	M	sp2	 32.5	 24.0	 50.2	 2.0	Simbad	211.64538	-05.45298
    1407	NGC5468   	S_AB(s)_cd              	M	sp3	 12.6	 52.4	 60.4	 2.0	Simbad	211.64538	-05.45298
    1408	NGC5468   	S_AB(s)_cd              	M	sp4	 46.3	 10.3	 28.9	 2.0	Simbad	211.64538	-05.45298
    1409	NGC5468   	S_AB(s)_cd              	M	sp5	  2.5	 28.0	 29.5	 2.0	Simbad	211.64538	-05.45298
    1410	NGC5468   	S_AB(s)_cd              	M	sp6	 36.6	 29.2	 65.6	 2.0	Simbad	211.64538	-05.45298
    1411	NGC5468   	S_AB(s)_cd              	M	sp7	 27.4	 31.8	 69.0	 2.0	Simbad	211.64538	-05.45298
    1412	NGC5480   	S_AB(s)c_d[0/a]         	M	sp1	-38.9	  8.6	 50.2	 2.0	Simbad	211.58967	+50.72500
    1413	NGC5480   	S_AB(s)c_d[0/a]         	M	sp2	-38.8	  8.6	 29.5	 2.0	Simbad	211.58967	+50.72500
    1414	NGC5566   	(_R'L)SA_B(rnrl)a       	G	sp1	 29.9	 82.0	164.7	 2.0	Simbad	215.08312	+03.93359
    1415	NGC5566   	(_R'L)SA_B(rnrl)a       	G	sp2	-10.4	135.5	160.6	 2.0	Simbad	215.08312	+03.93359
    1416	NGC5566   	(_R'L)SA_B(rnrl)a       	G	sp3	 36.4	 69.8	160.4	 2.0	Simbad	215.08312	+03.93359
    1417	NGC5566   	(_R'L)SA_B(rnrl)a       	G	sp4	 -7.2	135.8	157.6	 2.0	Simbad	215.08312	+03.93359
    1418	NGC5577   	SA(rs)c_d               	F	sp1	 18.2	 19.3	 90.5	 2.0	Simbad	215.30462	+03.43577
    1419	NGC5577   	SA(rs)c_d               	F	sp2	 24.7	 16.7	 64.7	 2.0	Simbad	215.30462	+03.43577
    1420	NGC5577   	SA(rs)c_d               	F	sp3	  4.5	 65.8	 72.3	 2.0	Simbad	215.30462	+03.43577
    1421	NGC5584   	SB(rs)c_d               	M	sp1	-31.9	  9.5	 29.4	 2.0	Simbad	215.59921	-00.38745
    1422	NGC5584   	SB(rs)c_d               	M	sp2	-18.8	 34.9	 58.1	 2.0	Simbad	215.59921	-00.38745
    1423	NGC5584   	SB(rs)c_d               	M	sp3	-36.9	 10.4	 37.8	 2.0	Simbad	215.59921	-00.38745
    1424	NGC5584   	SB(rs)c_d               	M	sp4	-12.7	 39.4	 56.4	 2.0	Simbad	215.59921	-00.38745
    1425	NGC5584   	SB(rs)c_d               	M	sp5	-21.3	 39.6	 65.8	 2.0	Simbad	215.59921	-00.38745
    1426	NGC5584   	SB(rs)c_d               	M	sp6	-20.2	 22.0	 75.4	 2.0	Simbad	215.59921	-00.38745
    1427	NGC5595   	SAB(s)cd                	M	sp1	 31.2	 10.6	 43.7	 2.0	Simbad	216.05513	-16.72306
    1428	NGC5595   	SAB(s)cd                	M	sp2	  8.9	 11.1	 14.5	 2.0	Simbad	216.05513	-16.72306
    1429	NGC5595   	SAB(s)cd                	M	sp3	 26.7	 15.8	 52.9	 2.0	Simbad	216.05513	-16.72306
    1430	NGC5595   	SAB(s)cd                	M	sp4	 28.6	 12.7	 24.3	 2.0	Simbad	216.05513	-16.72306
    1431	NGC5595   	SAB(s)cd                	M	sp5	 16.8	 28.8	 52.9	 2.0	Simbad	216.05513	-16.72306
    1432	NGC5600   	SB(rs)dmpec             	F	sp1	  5.4	 24.4	 29.7	 2.0	Simbad	215.95642	+14.63874
    1433	NGC5600   	SB(rs)dmpec             	F	sp2	 26.7	 18.3	 28.6	 2.0	Simbad	215.95642	+14.63874
    1434	NGC5660   	SA(s)c                  	M	sp1	 11.4	  8.0	 12.2	 2.0	Simbad	217.45758	+49.62267
    1435	NGC5660   	SA(s)c                  	M	sp2	 38.2	 12.6	 45.6	 2.0	Simbad	217.45758	+49.62267
    1436	NGC5660   	SA(s)c                  	M	sp3	 19.1	  8.5	 17.2	 2.0	Simbad	217.45758	+49.62267
    1437	NGC5660   	SA(s)c                  	M	sp4	 41.9	 17.7	 43.7	 2.0	Simbad	217.45758	+49.62267
    1438	NGC5661   	SB(s)cd                 	G	sp1	-54.5	  6.8	 31.4	 2.0	Simbad	217.98917	+06.25047
    1439	NGC5661   	SB(s)cd                 	G	sp2	-39.5	  7.7	 28.0	 2.0	Simbad	217.98917	+06.25047
    1440	NGC5661   	SB(s)cd                 	G	sp3	-18.8	 19.9	 35.3	 2.0	Simbad	217.98917	+06.25047
    1441	NGC5661   	SB(s)cd                 	G	sp4	-11.4	 25.6	 29.0	 2.0	Simbad	217.98917	+06.25047
    1442	NGC5668   	S_AB(r_s)c_d            	F	sp1	-26.7	 12.8	 81.4	 2.0	Simbad	218.35143	+04.45045
    1443	NGC5668   	S_AB(r_s)c_d            	F	sp2	-18.3	 25.9	 76.7	 2.0	Simbad	218.35143	+04.45045
    1444	NGC5668   	S_AB(r_s)c_d            	F	sp3	 -7.3	 75.0	 91.6	 2.0	Simbad	218.35143	+04.45045
    1445	NGC5669   	SB(rs)d                 	F	sp1	 28.9	  9.6	 72.4	 2.0	Simbad	218.18115	+09.89041
    1446	NGC5669   	SB(rs)d                 	F	sp2	 21.0	 15.5	 66.5	 2.0	Simbad	218.18115	+09.89041
    1447	NGC5669   	SB(rs)d                 	F	sp3	  4.3	 67.2	 73.3	 2.0	Simbad	218.18115	+09.89041
    1448	NGC5676   	S_AB(s)c                	M	sp1	-13.4	 12.0	 39.7	 2.0	Simbad	218.19522	+49.45781
    1449	NGC5676   	S_AB(s)c                	M	sp2	-27.3	 43.3	 79.6	 2.0	Simbad	218.19522	+49.45781
    1450	NGC5676   	S_AB(s)c                	M	sp3	-18.8	 11.4	 29.4	 2.0	Simbad	218.19522	+49.45781
    1451	NGC5676   	S_AB(s)c                	M	sp4	 -5.7	 29.1	 36.8	 2.0	Simbad	218.19522	+49.45781
    1452	NGC5676   	S_AB(s)c                	M	sp5	-18.0	 38.6	 66.7	 2.0	Simbad	218.19522	+49.45781
    1453	NGC5693   	SAB(s)dm                	F	sp1	 18.2	 17.8	 29.9	 2.0	Simbad	219.04646	+48.58453
    1454	NGC5693   	SAB(s)dm                	F	sp2	 25.6	 17.7	 55.7	 2.0	Simbad	219.04646	+48.58453
    1455	NGC5708   	S_ABcpec                	F	sp1	-35.0	  9.5	 18.5	 2.0	Simbad	219.56773	+40.45676
    1456	NGC5708   	S_ABcpec                	F	sp2	 -5.0	 19.3	 26.3	 2.0	Simbad	219.56773	+40.45676
    1457	NGC5708   	S_ABcpec                	F	sp3	-21.2	 13.5	 33.1	 2.0	Simbad	219.56773	+40.45676
    1458	NGC5708   	S_ABcpec                	F	sp4	 -7.0	 33.4	 38.6	 2.0	Simbad	219.56773	+40.45676
    1459	NGC5768   	SAB(rs)b_c              	M	sp1	-14.9	 21.6	 52.6	 2.0	Simbad	223.03314	-02.52975
    1460	NGC5768   	SAB(rs)b_c              	M	sp2	-24.6	 14.3	 41.5	 2.0	Simbad	223.03314	-02.52975
    1461	NGC5774   	SB(s)d                  	F	sp1	 10.2	 17.1	 34.6	 2.0	Simbad	223.42815	+03.58224
    1462	NGC5774   	SB(s)d                  	F	sp2	 23.3	 38.4	 79.5	 2.0	Simbad	223.42815	+03.58224
    1463	NGC5774   	SB(s)d                  	F	sp3	 20.0	 20.0	 55.9	 2.0	Simbad	223.42815	+03.58224
    1464	NGC5774   	SB(s)d                  	F	sp4	 17.6	 57.0	 88.2	 2.0	Simbad	223.42815	+03.58224
    1465	NGC5783   	SA(s)c                  	M	sp1	-30.8	  5.7	 23.2	 2.0	Simbad	223.36782	+52.07620
    1466	NGC5783   	SA(s)c                  	M	sp2	-13.9	 19.9	 30.2	 2.0	Simbad	223.36782	+52.07620
    1467	NGC5783   	SA(s)c                  	M	sp3	-32.9	  4.9	 17.5	 2.0	Simbad	223.36782	+52.07620
    1468	NGC5783   	SA(s)c                  	M	sp4	-14.8	 16.7	 38.9	 2.0	Simbad	223.36782	+52.07620
    1469	NGC5832   	SAB(s)d_m               	F	sp1	  9.0	 47.6	 60.6	 2.0	Simbad	224.44125	+71.68153
    1470	NGC5861   	SA(s)c                  	M	sp1	 16.0	 11.4	 29.2	 2.0	Simbad	227.31705	-11.32166
    1471	NGC5861   	SA(s)c                  	M	sp2	  3.5	 28.9	 31.4	 2.0	Simbad	227.31705	-11.32166
    1472	NGC5861   	SA(s)c                  	M	sp3	 26.1	 32.1	 72.4	 2.0	Simbad	227.31705	-11.32166
    1473	NGC5861   	SA(s)c                  	M	sp4	 18.0	 11.8	 36.8	 2.0	Simbad	227.31705	-11.32166
    1474	NGC5861   	SA(s)c                  	M	sp5	 14.7	 36.2	 90.8	 2.0	Simbad	227.31705	-11.32166
    1475	NGC5878   	SAB_xa(rs)ab            	M	sp1	 24.5	 40.9	 88.3	 2.0	Simbad	228.44038	-14.26978
    1476	NGC5878   	SAB_xa(rs)ab            	M	sp2	 14.3	 44.3	 85.6	 2.0	Simbad	228.44038	-14.26978
    1477	NGC5878   	SAB_xa(rs)ab            	M	sp3	 11.2	 44.8	 67.1	 2.0	Simbad	228.44038	-14.26978
    1478	NGC5885   	SA_B(s)c                	M	sp1	 26.4	 10.6	 77.4	 2.0	Simbad	228.76731	-10.08602
    1479	NGC5885   	SA_B(s)c                	M	sp2	 32.4	 10.9	 44.5	 2.0	Simbad	228.76731	-10.08602
    1480	NGC5885   	SA_B(s)c                	M	sp3	  9.2	 50.3	 67.6	 2.0	Simbad	228.76731	-10.08602
    1481	NGC5885   	SA_B(s)c                	M	sp4	 21.6	 22.5	 61.8	 2.0	Simbad	228.76731	-10.08602
    1482	NGC5885   	SA_B(s)c                	M	sp5	 12.6	 16.2	 35.8	 2.0	Simbad	228.76731	-10.08602
    1483	NGC5892   	SB(r_s)cd               	M	sp1	 23.2	 11.3	 21.8	 2.0	Simbad	228.45083	-15.46377
    1484	NGC5892   	SB(r_s)cd               	M	sp2	 15.6	 21.2	 47.6	 2.0	Simbad	228.45083	-15.46377
    1485	NGC5892   	SB(r_s)cd               	M	sp3	  7.6	 50.0	 69.4	 2.0	Simbad	228.45083	-15.46377
    1486	NGC5892   	SB(r_s)cd               	M	sp4	 25.2	 11.4	 28.6	 2.0	Simbad	228.45083	-15.46377
    1487	NGC5892   	SB(r_s)cd               	M	sp5	 13.6	 29.2	 86.3	 2.0	Simbad	228.45083	-15.46377
    1488	NGC5899   	SAB(s)bc                	G	sp1	-22.8	 22.8	 52.4	 1.0	Simbad	228.76355	+42.04985
    1489	NGC5899   	SAB(s)bc                	G	sp2	-20.4	 22.9	 46.8	 1.0	Simbad	228.76355	+42.04985
    1490	NGC5899   	SAB(s)bc                	G	sp3	-39.2	 47.8	 68.1	 1.0	Simbad	228.76355	+42.04985
    1491	NGC5915   	S_dm:pec/ccpec          	F	sp1	 20.1	 22.3	 39.2	 2.0	Simbad	230.38782	-13.09173
    1492	NGC5915   	S_dm:pec/ccpec          	F	sp2	 38.8	 18.1	 30.3	 2.0	Simbad	230.38782	-13.09173
    1493	NGC5915   	S_dm:pec/ccpec          	F	sp3	  2.8	 30.6	 34.0	 2.0	Simbad	230.38782	-13.09173
    1494	NGC5916   	SAB(s)apec              	G	sp1	-45.8	 19.0	 86.6	 2.0	Simbad	230.40792	-13.16937
    1495	NGC5916   	SAB(s)apec              	G	sp2	 -4.8	 31.3	 41.6	 2.0	Simbad	230.40792	-13.16937
    1496	NGC5916   	SAB(s)apec              	G	sp3	 -8.6	 49.6	 83.2	 2.0	Simbad	230.40792	-13.16937
    1497	NGC5921   	SB(_rs)b                	M	sp1	-27.1	 39.1	112.6	 1.0	Simbad	230.48567	+05.07054
    1498	NGC5921   	SB(_rs)b                	M	sp2	-20.4	 49.9	 76.1	 1.0	Simbad	230.48567	+05.07054
    1499	NGC5921   	SB(_rs)b                	M	sp3	-14.9	 70.7	 88.3	 1.0	Simbad	230.48567	+05.07054
    1500	NGC5921   	SB(_rs)b                	M	sp4	 -6.9	 80.8	 90.8	 1.0	Simbad	230.48567	+05.07054
    1501	NGC5937   	SA(r_s)b_c              	M	sp1	-27.0	  8.9	 43.6	 2.0	Simbad	232.69216	-02.82946
    1502	NGC5937   	SA(r_s)b_c              	M	sp2	-27.1	  9.7	 23.3	 2.0	Simbad	232.69216	-02.82946
    1503	NGC5937   	SA(r_s)b_c              	M	sp3	-14.7	 28.0	 35.5	 2.0	Simbad	232.69216	-02.82946
    1504	NGC5950   	(R')SB(s)_cdpec         	G	sp1	 17.5	 12.4	 45.6	 2.0	Simbad	232.87843	+40.43014
    1505	NGC5950   	(R')SB(s)_cdpec         	G	sp2	 13.1	 13.4	 31.9	 2.0	Simbad	232.87843	+40.43014
    1506	NGC5956   	SB(r'l)ab               	M	sp1	-37.9	 13.6	 33.7	 2.0	Simbad	233.74390	+11.75026
    1507	NGC5956   	SB(r'l)ab               	M	sp2	-22.1	  9.1	 32.4	 2.0	Simbad	233.74390	+11.75026
    1508	NGC5956   	SB(r'l)ab               	M	sp3	-26.5	 14.1	 32.6	 2.0	Simbad	233.74390	+11.75026
    1509	NGC5956   	SB(r'l)ab               	M	sp4	 -9.0	 14.5	 21.3	 2.0	Simbad	233.74390	+11.75026
    1510	NGC5957   	(R')SA_B(rsbl)_ab       	G	sp1	 39.8	 30.2	 65.1	 2.0	Simbad	233.84674	+12.04758
    1511	NGC5957   	(R')SA_B(rsbl)_ab       	G	sp2	 14.0	 68.0	 84.4	 2.0	Simbad	233.84674	+12.04758
    1512	NGC5957   	(R')SA_B(rsbl)_ab       	G	sp3	 21.1	 35.2	 76.1	 2.0	Simbad	233.84674	+12.04758
    1513	NGC5957   	(R')SA_B(rsbl)_ab       	G	sp4	 32.3	 33.4	 59.2	 2.0	Simbad	233.84674	+12.04758
    1514	NGC5957   	(R')SA_B(rsbl)_ab       	G	sp5	  2.5	 60.5	 65.2	 2.0	Simbad	233.84674	+12.04758
    1515	NGC5962   	SAB(rsnrl)c             	F	sp1	-24.8	 14.7	 60.1	 2.0	Simbad	234.13200	+16.60776
    1516	NGC5962   	SAB(rsnrl)c             	F	sp2	-23.2	 14.9	 71.4	 2.0	Simbad	234.13200	+16.60776
    1517	NGC5962   	SAB(rsnrl)c             	F	sp3	 -9.3	 29.8	 53.0	 2.0	Simbad	234.13200	+16.60776
    1518	NGC5962   	SAB(rsnrl)c             	F	sp4	-10.0	 35.4	 56.9	 2.0	Simbad	234.13200	+16.60776
    1519	NGC5963   	(R_2')SAB(s)b_c         	M	sp1	-27.5	  8.5	 15.6	 2.0	Simbad	233.36556	+56.55943
    1520	NGC5963   	(R_2')SAB(s)b_c         	M	sp2	  3.0	 14.1	 15.8	 2.0	Simbad	233.36556	+56.55943
    1521	NGC5963   	(R_2')SAB(s)b_c         	M	sp3	-27.1	  6.6	 14.2	 2.0	Simbad	233.36556	+56.55943
    1522	NGC5963   	(R_2')SAB(s)b_c         	M	sp4	  0.5	 14.6	 14.8	 2.0	Simbad	233.36556	+56.55943
    1523	NGC5964   	SB(r_s)cd               	M	sp1	-31.8	 32.3	 74.9	 2.0	Simbad	234.40087	+05.97398
    1524	NGC5964   	SB(r_s)cd               	M	sp2	-30.3	 27.1	 65.2	 2.0	Simbad	234.40087	+05.97398
    1525	NGC5964   	SB(r_s)cd               	M	sp3	-35.9	 45.9	 98.7	 2.0	Simbad	234.40087	+05.97398
    1526	NGC5964   	SB(r_s)cd               	M	sp4	-15.7	 70.1	101.5	 2.0	Simbad	234.40087	+05.97398
    1527	NGC5970   	SB(s)c                  	M	sp1	-16.8	 17.2	 36.1	 2.0	Simbad	234.62492	+12.18661
    1528	NGC5970   	SB(s)c                  	M	sp2	-13.6	 35.0	 72.4	 2.0	Simbad	234.62492	+12.18661
    1529	NGC5970   	SB(s)c                  	M	sp3	-15.8	 17.5	 56.6	 2.0	Simbad	234.62492	+12.18661
    1530	NGC5970   	SB(s)c                  	M	sp4	-20.5	 23.8	 56.9	 2.0	Simbad	234.62492	+12.18661
    1531	NGC5970   	SB(s)c                  	M	sp5	 -7.7	 48.9	 59.3	 2.0	Simbad	234.62492	+12.18661
    1532	NGC5985   	SAB(r_s)a_b             	M	sp1	 -7.7	 21.3	 25.7	 2.0	Simbad	234.90442	+59.33201
    1533	NGC5985   	SAB(r_s)a_b             	M	sp2	-14.8	 25.0	 64.4	 2.0	Simbad	234.90442	+59.33201
    1534	NGC5985   	SAB(r_s)a_b             	M	sp3	-10.5	 63.4	113.0	 2.0	Simbad	234.90442	+59.33201
    1535	NGC5985   	SAB(r_s)a_b             	M	sp4	 -7.5	 20.4	 30.6	 2.0	Simbad	234.90442	+59.33201
    1536	NGC5985   	SAB(r_s)a_b             	M	sp5	-20.4	 33.5	104.9	 2.0	Simbad	234.90442	+59.33201
    1537	NGC5985   	SAB(r_s)a_b             	M	sp6	 -9.2	 45.7	 81.8	 2.0	Simbad	234.90442	+59.33201
    1538	NGC6015   	S_AB_a(s)cd             	F	sp1	 21.9	 12.2	 92.8	 2.0	Simbad	237.85516	+62.31006
    1539	NGC6015   	S_AB_a(s)cd             	F	sp2	 21.2	 13.3	 76.2	 2.0	Simbad	237.85516	+62.31006
    1540	NGC6063   	SA(s)bc                 	M	sp1	-16.8	  6.8	 15.3	 2.0	Simbad	241.80417	+07.97901
    1541	NGC6063   	SA(s)bc                 	M	sp2	-10.2	 15.7	 26.1	 2.0	Simbad	241.80417	+07.97901
    1542	NGC6063   	SA(s)bc                 	M	sp3	-19.2	  6.7	 14.2	 2.0	Simbad	241.80417	+07.97901
    1543	NGC6063   	SA(s)bc                 	M	sp4	 -9.3	 14.4	 25.3	 2.0	Simbad	241.80417	+07.97901
    1544	NGC6070   	SA(r_snrl)c             	M	sp1	 28.2	 35.8	 84.3	 2.0	Simbad	242.49452	+00.70931
    1545	NGC6070   	SA(r_snrl)c             	M	sp2	 20.7	 43.8	100.7	 2.0	Simbad	242.49452	+00.70931
    1546	NGC6070   	SA(r_snrl)c             	M	sp3	 16.5	 64.7	103.6	 2.0	Simbad	242.49452	+00.70931
    1547	NGC6070   	SA(r_snrl)c             	M	sp4	 28.9	 29.9	 97.5	 2.0	Simbad	242.49452	+00.70931
    1548	NGC6070   	SA(r_snrl)c             	M	sp5	 16.6	 56.9	 87.4	 2.0	Simbad	242.49452	+00.70931
    1549	NGC6106   	S_AB(s)c                	F	sp1	 18.6	 10.1	 64.2	 2.0	Simbad	244.69655	+07.41082
    1550	NGC6106   	S_AB(s)c                	F	sp2	  9.4	 17.7	 37.3	 2.0	Simbad	244.69655	+07.41082
    1551	NGC6106   	S_AB(s)c                	F	sp3	 16.0	 37.3	 62.8	 2.0	Simbad	244.69655	+07.41082
    1552	NGC6118   	SAB(s)cd                	M	sp1	-12.9	 26.4	116.8	 2.0	Simbad	245.45259	-02.28342
    1553	NGC6118   	SAB(s)cd                	M	sp2	-11.1	 27.2	 70.1	 2.0	Simbad	245.45259	-02.28342
    1554	NGC6118   	SAB(s)cd                	M	sp3	-26.5	 75.0	127.0	 2.0	Simbad	245.45259	-02.28342
    1555	NGC6118   	SAB(s)cd                	M	sp4	-28.8	 59.4	131.2	 2.0	Simbad	245.45259	-02.28342
    1556	NGC6181   	SAB(rs)b_c              	G	sp1	-39.6	 10.0	 46.3	 2.0	Simbad	248.08737	+19.82660
    1557	NGC6181   	SAB(rs)b_c              	G	sp2	-12.4	 47.7	 62.7	 2.0	Simbad	248.08737	+19.82660
    1558	NGC6181   	SAB(rs)b_c              	G	sp3	-26.4	  8.3	 28.1	 2.0	Simbad	248.08737	+19.82660
    1559	NGC6181   	SAB(rs)b_c              	G	sp4	-24.0	 29.1	 53.2	 2.0	Simbad	248.08737	+19.82660
    1560	NGC6207   	SAB(r_s)c_d             	F	sp1	-29.6	 20.5	 50.9	 2.0	Simbad	250.76562	+36.83242
    1561	NGC6207   	SAB(r_s)c_d             	F	sp2	-24.7	 16.0	 31.6	 2.0	Simbad	250.76562	+36.83242
    1562	NGC6207   	SAB(r_s)c_d             	F	sp3	-11.5	 42.1	 55.1	 2.0	Simbad	250.76562	+36.83242
    1563	NGC6339   	SB(r_s)cd               	M	sp1	 24.6	 29.6	 64.1	 2.0	Simbad	259.27710	+40.84496
    1564	NGC6339   	SB(r_s)cd               	M	sp2	 33.9	 23.4	 79.6	 2.0	Simbad	259.27710	+40.84496
    1565	NGC6339   	SB(r_s)cd               	M	sp3	 11.7	 41.3	 61.0	 2.0	Simbad	259.27710	+40.84496
    1566	NGC6412   	SB(rs)cd                	M	sp1	-14.6	  8.2	 54.8	 2.0	Simbad	262.40634	+75.70433
    1567	NGC6412   	SB(rs)cd                	M	sp2	-12.3	 10.2	 52.0	 2.0	Simbad	262.40634	+75.70433
    1568	NGC6887   	SAB(rs)_bc              	M	sp1	-11.0	 33.2	 58.4	 2.0	Simbad	304.32199	-52.79680
    1569	NGC6887   	SAB(rs)_bc              	M	sp2	-18.4	 56.3	105.7	 2.0	Simbad	304.32199	-52.79680
    1570	NGC6887   	SAB(rs)_bc              	M	sp3	-11.2	 26.6	 70.1	 2.0	Simbad	304.32199	-52.79680
    1571	NGC6887   	SAB(rs)_bc              	M	sp4	-27.4	 71.8	 98.3	 2.0	Simbad	304.32199	-52.79680
    1572	NGC6923   	SAB(r_l)_bc             	M	sp1	 18.4	 18.4	 28.7	 2.0	Simbad	307.91273	-30.83189
    1573	NGC6923   	SAB(r_l)_bc             	M	sp2	 30.0	 25.2	 55.0	 2.0	Simbad	307.91273	-30.83189
    1574	NGC6923   	SAB(r_l)_bc             	M	sp3	 25.7	 17.5	 55.5	 2.0	Simbad	307.91273	-30.83189
    1575	NGC6923   	SAB(r_l)_bc             	M	sp4	  1.0	 24.7	 25.3	 2.0	Simbad	307.91273	-30.83189
    1576	NGC6923   	SAB(r_l)_bc             	M	sp5	 32.7	 26.6	 50.2	 2.0	Simbad	307.91273	-30.83189
    1577	NGC6925   	SB(rs)b                 	M	sp1	-27.5	 27.2	111.1	 2.0	Simbad	308.58569	-31.98089
    1578	NGC6925   	SB(rs)b                 	M	sp2	-22.1	 28.9	 80.9	 2.0	Simbad	308.58569	-31.98089
    1579	NGC6925   	SB(rs)b                 	M	sp3	 -9.6	 52.9	 83.2	 2.0	Simbad	308.58569	-31.98089
    1580	NGC6925   	SB(rs)b                 	M	sp4	-19.4	 20.9	 48.0	 2.0	Simbad	308.58569	-31.98089
    1581	NGC7070   	SB(s)c                  	F	sp1	 33.0	  7.8	 31.5	 2.0	Simbad	322.60559	-43.08710
    1582	NGC7070   	SB(s)c                  	F	sp2	  5.2	 31.2	 34.3	 2.0	Simbad	322.60559	-43.08710
    1583	NGC7070   	SB(s)c                  	F	sp3	 38.2	  9.0	 45.9	 2.0	Simbad	322.60559	-43.08710
    1584	NGC7070   	SB(s)c                  	F	sp4	  6.5	 47.4	 57.8	 2.0	Simbad	322.60559	-43.08710
    1585	NGC7151   	SA_B(s)_dm              	F	sp1	 11.6	 33.4	 49.1	 2.0	Simbad	328.77307	-50.65551
    1586	NGC7151   	SA_B(s)_dm              	F	sp2	 31.4	 33.9	 63.3	 2.0	Simbad	328.77307	-50.65551
    1587	NGC7163   	SAB_x(s)a               	G	sp1	  2.6	 34.3	 38.4	 2.0	Simbad	329.83506	-31.88308
    1588	NGC7163   	SAB_x(s)a               	G	sp2	  7.5	 32.8	 40.7	 2.0	Simbad	329.83506	-31.88308
    1589	NGC7167   	S_AB(s)_cd              	G	sp1	 21.6	  7.5	 27.0	 2.0	Simbad	330.12765	-24.63259
    1590	NGC7167   	S_AB(s)_cd              	G	sp2	 11.6	 11.0	 25.2	 2.0	Simbad	330.12765	-24.63259
    1591	NGC7171   	SAB_x(s)b               	G	sp1	-21.5	 17.2	 26.7	 2.0	Simbad	330.25838	-13.26979
    1592	NGC7171   	SAB_x(s)b               	G	sp2	 -9.3	 27.1	 41.5	 2.0	Simbad	330.25838	-13.26979
    1593	NGC7171   	SAB_x(s)b               	G	sp3	-11.5	 20.3	 36.7	 2.0	Simbad	330.25838	-13.26979
