#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T05:29:00 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T05:29:00	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/582/A86/table2&-out.all=1&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35820086
#Name: J/A+A/582/A86
#Title: Catalogue of features in the S4G (Herrera-Endoqui+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/a+a/582/a86	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/582/a86	    IVOID of underlying data collection
#INFO	creator=Herrera-Endoqui M.	    First author or institution
#INFO	cites=bibcode:2015A&A...582A..86H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/582/A86	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35820086	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-04-23	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_582_A86_table2:
#Name: J/A+A/582/A86/table2
#Title: Properties of bars, ring- and lens-structures in the S4G
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(a10)	Galaxy name	[ucd=meta.id;meta.main]
#Column	Class	(a27)	Morphological classification	[ucd=src.morph]
#Column	Type	(a5)	Type of feature (1)	[ucd=src.morph.type]
#Column	sma	(F5.1)	Semi-major axis	[ucd=phys.angSize;src]
#Column	PA	(I3)	Position angle	[ucd=pos.posAng]
#Column	Ell	(F7.2)	? Ellipticity	[ucd=src.ellipticity]
#Column	smaEll	(F6.1)	? Semi-major axis from ellipticity	[ucd=phys.angSize;src]
#Column	dsma	(F6.1)	? Deprojected semi-major axis	[ucd=phys.angSize;src]
#Column	dPA	(I4)	? Deprojected position angle	[ucd=pos.posAng]
#Column	dEll	(F7.2)	? Deprojected ellipticity	[ucd=src.ellipticity]
#Column	dsmaEll	(F6.1)	? Deprojexted semi-major axis from Ell	[ucd=phys.angSize;src]
#Column	Qual	(I1)	[1/3] Quality flag (2)	[ucd=meta.code.qual]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
recno	Name	Class	Type	sma	PA	Ell	smaEll	dsma	dPA	dEll	dsmaEll	Qual	Simbad	_RA	_DE
    1724	NGC5792   	(R'1)SAB(r,nd,nr)ab        	r    	 68.0	 84	   0.71	      	  71.1	  57	   0.19	      	1	Simbad	224.59462	-01.09108
    1725	NGC5806   	(R'L)SAB(rs,nrl)ab         	bar  	 39.3	176	   0.68	  37.5	  40.9	   8	   0.46	  39.1	1	Simbad	225.00180	+01.89127
    1726	NGC5806   	(R'L)SAB(rs,nrl)ab         	rs   	 38.0	175	   0.40	      	  43.5	 229	   0.17	      	1	Simbad	225.00180	+01.89127
    1727	NGC5806   	(R'L)SAB(rs,nrl)ab         	R'L  	 93.6	166	   0.47	      	  93.7	 -22	   0.04	      	1	Simbad	225.00180	+01.89127
    1728	NGC5806   	(R'L)SAB(rs,nrl)ab         	nrl  	  5.1	162	   0.36	      	   5.9	 -90	   0.15	      	1	Simbad	225.00180	+01.89127
    1729	NGC5809   	SA(rs_)a                   	rs_  	 11.6	150	   0.72	      	  11.7	 157	   0.31	      	2	Simbad	225.21795	-14.16529
    1730	NGC5821   	S_AB(r)a                   	r    	 15.0	143	   0.41	      	  15.4	  98	   0.05	      	1	Simbad	224.74884	+53.92317
    1731	NGC5832   	SAB(s)d_m                  	bar  	 30.7	169	   0.29	  29.7	  46.0	 150	   0.49	  44.1	2	Simbad	224.44125	+71.68153
    1732	NGC5850   	(R')SB(r,bl,nr,nb)_ab      	bar  	 62.7	113	   0.62	  62.8	  73.3	 106	   0.65	  72.7	1	Simbad	226.78198	+01.54428
    1733	NGC5850   	(R')SB(r,bl,nr,nb)_ab      	nb   	  7.1	 45	   0.28	   5.7	   8.5	  58	   0.38	   6.8	1	Simbad	226.78198	+01.54428
    1734	NGC5850   	(R')SB(r,bl,nr,nb)_ab      	nr   	  7.5	149	   0.16	      	   8.2	 106	   0.13	      	1	Simbad	226.78198	+01.54428
    1735	NGC5850   	(R')SB(r,bl,nr,nb)_ab      	r    	 62.0	119	   0.11	      	  73.9	  92	   0.23	      	1	Simbad	226.78198	+01.54428
    1736	NGC5850   	(R')SB(r,bl,nr,nb)_ab      	R'   	119.7	  1	   0.17	      	 127.2	 230	   0.09	      	1	Simbad	226.78198	+01.54428
    1737	NGC5850   	(R')SB(r,bl,nr,nb)_ab      	bl   	 35.9	112	   0.21	      	  42.8	 -83	   0.32	      	1	Simbad	226.78198	+01.54428
    1738	NGC5854   	(RL)SA_Bx(_rl)0+,sp        	RL   	 58.4	 53	   0.71	      	  58.5	  47	   0.12	      	1	Simbad	226.94875	+02.56863
    1739	NGC5854   	(RL)SA_Bx(_rl)0+,sp        	_rl  	 24.4	 54	   0.69	      	  24.4	  58	   0.05	      	1	Simbad	226.94875	+02.56863
    1740	NGC5864   	(RL_)SBxa0+,sp             	bar  	 27.4	 61	       	      	      	    	       	      	2	Simbad	227.38987	+03.05277
    1741	NGC5864   	(RL_)SBxa0+,sp             	RL_  	 60.3	 66	   0.67	      	  62.3	 148	   0.03	      	1	Simbad	227.38987	+03.05277
    1742	NGC5866B  	dSA_B0o[d]:/Sph            	bar  	 28.7	 12	       	      	      	    	       	      	2	Simbad	228.03000	+55.78509
    1743	NGC5878   	SABxa(rs)ab                	bar  	 19.8	158	       	      	      	    	       	      	2	Simbad	228.44038	-14.26978
    1744	NGC5878   	SABxa(rs)ab                	rs   	 33.3	  6	   0.64	      	  34.8	  41	   0.13	      	1	Simbad	228.44038	-14.26978
    1745	NGC5879   	SAB(rs)b_c                 	bar  	 14.7	  6	       	      	      	    	       	      	2	Simbad	227.44470	+57.00015
    1746	NGC5879   	SAB(rs)b_c                 	rs   	 16.0	  6	   0.57	      	  18.0	  76	   0.13	      	2	Simbad	227.44470	+57.00015
    1747	NGC5885   	SA_B(s)c                   	bar  	 12.3	102	   0.54	  13.2	  13.6	 111	   0.59	  15.6	1	Simbad	228.76731	-10.08602
    1748	NGC5892   	SB(rs_)cd                  	bar  	 12.4	145	   0.39	  10.1	  13.1	 152	   0.40	  10.9	2	Simbad	228.45083	-15.46377
    1749	NGC5892   	SB(rs_)cd                  	rs_  	 13.6	 18	   0.07	      	  15.4	  17	   0.17	      	3	Simbad	228.45083	-15.46377
    1750	NGC5899   	SAB(s)bc                   	bar  	 14.5	176	       	      	      	    	       	      	3	Simbad	228.76355	+42.04985
    1752	NGC5913   	(RL)SB(r)0/_a              	r    	 28.8	166	   0.54	      	  32.2	 218	   0.15	      	1	Simbad	230.23099	-02.57804
    1753	NGC5913   	(RL)SB(r)0/_a              	RL   	 76.7	159	   0.59	      	  77.8	 134	   0.08	      	1	Simbad	230.23099	-02.57804
    1754	NGC5916   	SAB(s)a,pec                	bar  	 17.7	 14	       	      	      	    	       	      	2	Simbad	230.40792	-13.16937
    1755	NGC5916A  	S/IBm:                     	bar  	 13.7	144	       	      	      	    	       	      	3	Simbad	230.30768	-13.10062
    1756	NGC5921   	SB(_rs)b                   	bar  	 34.4	 21	   0.71	  45.5	  39.4	  27	   0.73	  51.8	1	Simbad	230.48567	+05.07054
    1757	NGC5921   	SB(_rs)b                   	_rs  	 39.4	 24	   0.34	      	  45.7	 213	   0.41	      	1	Simbad	230.48567	+05.07054
    1758	NGC5930   	(L)SABa(rs)0/a             	bar  	  6.8	 70	   0.26	   7.4	  12.8	  71	   0.61	  13.9	2	Simbad	231.53332	+41.67603
    1759	NGC5930   	(L)SABa(rs)0/a             	L    	 61.9	157	   0.57	      	  63.1	 142	   0.23	      	2	Simbad	231.53332	+41.67603
    1760	NGC5930   	(L)SABa(rs)0/a             	rs   	 12.4	158	   0.37	      	  14.8	  81	   0.17	      	1	Simbad	231.53332	+41.67603
    1761	NGC5937   	SA(rs_)b_c                 	rs_  	  6.7	 19	   0.35	      	   7.2	 -69	   0.07	      	3	Simbad	232.69216	-02.82946
    1762	NGC5950   	(R')SB(s)_cd,pec           	bar  	  4.3	 90	   0.68	   4.3	   6.9	 110	   0.76	   7.0	1	Simbad	232.87843	+40.43014
    1763	NGC5950   	(R')SB(s)_cd,pec           	R'   	 39.3	 34	   0.61	      	  41.1	  16	   0.30	      	2	Simbad	232.87843	+40.43014
    1764	NGC5951   	SB(s)c_d                   	bar  	  8.8	175	       	      	      	    	       	      	2	Simbad	233.42946	+15.00729
    1765	NGC5953   	SA(_rl)0+                  	_rl  	  7.8	 65	   0.04	      	   8.1	 104	   0.06	      	1	Simbad	233.63501	+15.19383
    1766	NGC5954   	(R')SA(rs)b,pec            	R'   	 21.2	178	   0.61	      	  21.5	  -9	   0.39	      	2	Simbad	233.64656	+15.19824
    1767	NGC5954   	(R')SA(rs)b,pec            	rs   	  8.2	  3	   0.35	      	   8.7	 -73	   0.05	      	2	Simbad	233.64656	+15.19824
    1768	NGC5956   	SB(r'l)ab                  	bar  	  7.4	 29	   0.42	   6.8	   7.6	  27	   0.43	   7.0	1	Simbad	233.74390	+11.75026
    1769	NGC5956   	SB(r'l)ab                  	r'l  	  9.2	 18	   0.10	      	   9.6	  13	   0.13	      	1	Simbad	233.74390	+11.75026
    1770	NGC5957   	(R')SA_B(rs,bl)_ab         	bar  	 23.0	 93	   0.54	  25.0	  25.5	  93	   0.59	  27.7	1	Simbad	233.84674	+12.04758
    1771	NGC5957   	(R')SA_B(rs,bl)_ab         	bl   	 12.9	106	   0.07	      	  14.2	 -81	   0.15	      	1	Simbad	233.84674	+12.04758
    1772	NGC5957   	(R')SA_B(rs,bl)_ab         	R'   	 72.8	156	   0.18	      	  75.2	 -38	   0.15	      	3	Simbad	233.84674	+12.04758
    1773	NGC5957   	(R')SA_B(rs,bl)_ab         	rs   	 27.0	 22	   0.14	      	  27.7	  44	   0.09	      	1	Simbad	233.84674	+12.04758
    1774	NGC5958   	SB(rs_)c                   	bar  	  6.9	141	   0.50	   5.6	   7.4	 135	   0.51	   6.1	2	Simbad	233.70473	+28.65524
    1775	NGC5958   	SB(rs_)c                   	rs_  	 11.3	174	   0.14	      	  11.6	 -34	   0.06	      	3	Simbad	233.70473	+28.65524
    1776	NGC5962   	SAB(rs,nrl)c               	bar  	 11.0	160	   0.49	  11.2	  14.3	 173	   0.51	  13.4	1	Simbad	234.13200	+16.60776
    1777	NGC5962   	SAB(rs,nrl)c               	rs   	 17.7	114	   0.52	      	  18.0	 121	   0.35	      	1	Simbad	234.13200	+16.60776
    1778	NGC5962   	SAB(rs,nrl)c               	nrl  	  5.8	 87	   0.33	      	   6.4	  57	   0.22	      	1	Simbad	234.13200	+16.60776
    1779	NGC5963   	(R'2)SAB(s)b_c             	bar  	  3.8	 51	   0.36	   3.7	   3.9	  56	   0.20	   3.8	1	Simbad	233.36556	+56.55943
    1780	NGC5963   	(R'2)SAB(s)b_c             	R2'  	 15.4	 44	   0.36	      	  15.4	  42	   0.21	      	1	Simbad	233.36556	+56.55943
    1781	NGC5964   	SB(rs_)cd                  	bar  	 25.8	149	   0.80	  26.1	  25.8	 148	   0.73	  26.2	1	Simbad	234.40087	+05.97398
    1782	NGC5964   	SB(rs_)cd                  	rs_  	 37.7	122	   0.39	      	  42.6	 101	   0.34	      	3	Simbad	234.40087	+05.97398
    1783	NGC5970   	SB(s)c                     	bar  	 16.3	 75	   0.63	  16.1	  17.0	  64	   0.46	  16.9	1	Simbad	234.62492	+12.18661
    1784	NGC5984   	SB(s)d,sp                  	bar  	 14.5	141	       	      	      	    	       	      	3	Simbad	235.72150	+14.23141
    1785	NGC5985   	SAB(rs_)a_b                	bar  	  8.8	 41	   0.40	  10.0	  12.7	  82	   0.34	  13.3	2	Simbad	234.90442	+59.33201
    1786	NGC5985   	SAB(rs_)a_b                	rs_  	 15.8	 15	   0.51	      	  15.9	  32	   0.05	      	1	Simbad	234.90442	+59.33201
    1787	NGC6010   	SA(l)0o,sp                 	l    	 10.7	103	   0.52	      	  20.2	 192	   0.47	      	1	Simbad	238.57982	+00.54304
    1788	NGC6012   	(R')SB(_rl,x1r)ab          	bar  	 38.0	150	   0.63	  35.3	  43.1	 144	   0.66	  39.9	2	Simbad	238.55794	+14.60119
    1789	NGC6012   	(R')SB(_rl,x1r)ab          	R'   	 77.7	172	   0.10	      	  87.2	 -46	   0.15	      	3	Simbad	238.55794	+14.60119
    1790	NGC6012   	(R')SB(_rl,x1r)ab          	_rl  	 53.5	167	   0.37	      	  58.1	 -24	   0.37	      	1	Simbad	238.55794	+14.60119
    1791	NGC6014   	SAB(rs,bl)_0/a             	bar  	 11.7	 30	   0.30	  12.6	  13.9	  41	   0.39	  14.9	2	Simbad	238.98920	+05.93198
    1792	NGC6014   	SAB(rs,bl)_0/a             	bl   	  8.5	 15	   0.24	      	   9.8	 214	   0.29	      	1	Simbad	238.98920	+05.93198
    1793	NGC6014   	SAB(rs,bl)_0/a             	rs   	 16.4	 11	   0.03	      	  19.8	 236	   0.18	      	1	Simbad	238.98920	+05.93198
    1794	NGC6070   	SA(rs_,nrl)c               	rs_  	 33.5	 62	   0.60	      	  34.1	  79	   0.17	      	2	Simbad	242.49452	+00.70931
    1795	NGC6070   	SA(rs_,nrl)c               	nrl  	  6.8	 52	   0.40	      	   8.9	 -18	   0.26	      	1	Simbad	242.49452	+00.70931
    1796	NGC6118   	SAB(s)cd                   	bar  	 21.3	 44	       	      	      	    	       	      	2	Simbad	245.45259	-02.28342
    1797	NGC6140   	SB(rs_)d                   	bar  	 15.9	 52	   0.67	  10.6	  17.5	  46	   0.67	  11.4	2	Simbad	245.24234	+65.39055
    1798	NGC6140   	SB(rs_)d                   	rs_  	 32.0	104	   0.57	      	  32.1	 106	   0.50	      	3	Simbad	245.24234	+65.39055
    1799	NGC6155   	(RL,R')SB(rs)cd            	bar  	  6.0	134	   0.45	   5.6	   6.0	 129	   0.34	   5.9	2	Simbad	246.53472	+48.36678
    1800	NGC6155   	(RL,R')SB(rs)cd            	R'   	 17.3	146	   0.31	      	  17.6	 166	   0.12	      	1	Simbad	246.53472	+48.36678
    1801	NGC6155   	(RL,R')SB(rs)cd            	rs   	  8.0	  8	   0.38	      	   9.9	 204	   0.46	      	1	Simbad	246.53472	+48.36678
    1802	NGC6155   	(RL,R')SB(rs)cd            	RL   	 38.6	136	   0.29	      	  38.8	 123	   0.06	      	1	Simbad	246.53472	+48.36678
    1803	NGC6168   	SBdm:,sp                   	bar  	 11.7	111	       	      	      	    	       	      	3	Simbad	247.83949	+20.18372
    1804	NGC6181   	SAB(rs)b_c                 	bar  	  8.9	 11	   0.49	   7.3	  11.3	  56	   0.20	   8.5	2	Simbad	248.08737	+19.82660
    1805	NGC6181   	SAB(rs)b_c                 	rs   	 21.2	176	   0.58	      	  21.3	  -8	   0.11	      	3	Simbad	248.08737	+19.82660
    1806	NGC6207   	SAB(rs_)c_d                	bar  	 25.8	 21	       	      	      	    	       	      	2	Simbad	250.76562	+36.83242
    1807	NGC6217   	(R'L)SB(rs)b               	bar  	 34.2	151	   0.73	  36.8	  36.4	 154	   0.74	  39.1	1	Simbad	248.16345	+78.19819
    1808	NGC6217   	(R'L)SB(rs)b               	rs   	 42.4	159	   0.26	      	  45.8	 164	   0.31	      	1	Simbad	248.16345	+78.19819
    1809	NGC6217   	(R'L)SB(rs)b               	R'L  	110.5	 85	   0.23	      	 110.7	  82	   0.17	      	3	Simbad	248.16345	+78.19819
    1810	NGC6236   	SB(s)dm                    	bar  	  5.6	 94	   0.45	   2.6	   9.1	  97	   0.66	   4.3	2	Simbad	251.14457	+70.78027
    1811	NGC6237   	SB(s)m                     	bar  	 29.7	163	   0.73	  23.7	  34.6	   8	   0.53	  26.1	2	Simbad	251.59517	+70.35506
    1812	NGC6239   	SA_B(s)m,pec/cc            	bar  	 35.5	113	       	      	      	    	       	      	3	Simbad	252.52095	+42.73984
    1813	NGC6255   	SB(s)_dm                   	bar  	 39.3	 89	       	      	      	    	       	      	3	Simbad	253.69985	+36.50088
    1814	NGC6267   	SB(rs)b                    	bar  	 13.5	151	   0.74	  17.1	  18.7	 145	   0.80	  23.4	2	Simbad	254.53608	+22.98512
    1815	NGC6267   	SB(rs)b                    	rs   	 22.0	 33	   0.34	      	  22.7	   7	   0.11	      	1	Simbad	254.53608	+22.98512
    1816	NGC6278   	(L)SA(_rl)0o               	L    	 48.3	128	   0.44	      	  48.5	 146	   0.05	      	1	Simbad	255.20968	+23.01104
    1817	NGC6278   	(L)SA(_rl)0o               	_rl  	 15.6	116	   0.47	      	  16.9	  85	   0.22	      	1	Simbad	255.20968	+23.01104
    1818	NGC6339   	SB(rs_)cd                  	bar  	 16.8	107	   0.74	   8.3	  27.9	 101	   0.84	  13.9	1	Simbad	259.27710	+40.84496
    1819	NGC6339   	SB(rs_)cd                  	rs_  	 35.7	 11	   0.28	      	  43.9	  82	   0.20	      	2	Simbad	259.27710	+40.84496
    1820	NGC6340   	(R')SA(l)0/a               	R'   	 41.3	150	   0.11	      	  42.9	 -71	   0.06	      	3	Simbad	257.60400	+72.30436
    1821	NGC6340   	(R')SA(l)0/a               	l    	 27.4	 82	   0.19	      	  30.9	 -99	   0.28	      	2	Simbad	257.60400	+72.30436
    1822	NGC6395   	SAB_dm:                    	bar  	 10.9	  8	       	      	      	    	       	      	3	Simbad	261.63037	+71.09626
    1823	NGC6412   	SB(rs)cd                   	bar  	  9.4	166	   0.43	   9.4	   9.5	 165	   0.42	   9.5	2	Simbad	262.40634	+75.70433
    1824	NGC6412   	SB(rs)cd                   	rs   	 13.2	 57	   0.27	      	  13.7	  61	   0.29	      	1	Simbad	262.40634	+75.70433
    1825	NGC6434   	(R'L)SABa(rs)b             	bar  	  8.9	 48	   0.42	   8.6	  17.0	  18	   0.62	  15.9	2	Simbad	264.20330	+72.08893
    1826	NGC6434   	(R'L)SABa(rs)b             	rs   	 14.1	 84	   0.49	      	  17.9	  29	   0.28	      	1	Simbad	264.20330	+72.08893
    1827	NGC6434   	(R'L)SABa(rs)b             	R'L  	 41.6	 94	   0.56	      	  41.9	  59	   0.02	      	1	Simbad	264.20330	+72.08893
    1828	NGC6861E  	SAB(s)dm:,sp               	bar  	 11.9	 41	       	      	      	    	       	      	3	Simbad	302.75629	-48.69074
    1829	NGC6870   	(RL,R'L)S_AB(rs,rs)a       	rs   	 20.7	 86	   0.70	      	  20.8	  94	   0.22	      	1	Simbad	302.54528	-48.28701
    1830	NGC6870   	(RL,R'L)S_AB(rs,rs)a       	rs   	 35.8	 86	   0.68	      	  36.3	 101	   0.18	      	1	Simbad	302.54528	-48.28701
    1831	NGC6870   	(RL,R'L)S_AB(rs,rs)a       	R'L  	 62.2	 84	   0.57	      	  69.1	  -1	   0.10	      	1	Simbad	302.54528	-48.28701
    1832	NGC6870   	(RL,R'L)S_AB(rs,rs)a       	RL   	 78.3	 87	   0.42	      	 117.7	 171	   0.34	      	1	Simbad	302.54528	-48.28701
    1833	NGC6887   	SAB(rs)_bc                 	bar  	  9.9	127	       	      	      	    	       	      	3	Simbad	304.32199	-52.79680
    1834	NGC6887   	SAB(rs)_bc                 	rs   	 14.5	105	   0.59	      	  17.1	 190	   0.15	      	1	Simbad	304.32199	-52.79680
    1835	NGC6889   	(R')SA_B(rs)_bc:,pec       	bar  	  6.3	165	   0.40	   4.4	   8.8	 164	   0.57	   6.1	1	Simbad	304.72154	-53.95702
    1836	NGC6889   	(R')SA_B(rs)_bc:,pec       	rs   	  8.8	 65	   0.33	      	   9.0	  43	   0.12	      	2	Simbad	304.72154	-53.95702
    1837	NGC6889   	(R')SA_B(rs)_bc:,pec       	R'   	 23.2	 75	   0.34	      	  23.3	  86	   0.09	      	2	Simbad	304.72154	-53.95702
    1838	NGC6902   	(R')S_AB(_rs,nl)_ab        	nl   	  8.7	169	   0.17	      	   9.5	 209	   0.13	      	1	Simbad	306.11694	-43.65345
    1839	NGC6902   	(R')S_AB(_rs,nl)_ab        	_rs  	 23.0	156	   0.30	      	  23.2	 166	   0.15	      	1	Simbad	306.11694	-43.65345
    1840	NGC6902   	(R')S_AB(_rs,nl)_ab        	R'   	 55.0	162	   0.35	      	  56.4	 174	   0.23	      	3	Simbad	306.11694	-43.65345
    1841	NGC6902B  	SAB(s)d                    	bar  	 10.7	107	   0.19	   8.2	  11.2	 115	   0.23	   8.8	2	Simbad	305.77942	-43.86855
    1842	NGC6923   	SAB(rl_)_bc                	bar  	 11.9	 64	   0.50	  11.9	  12.1	  52	   0.26	  11.9	1	Simbad	307.91273	-30.83189
    1843	NGC6923   	SAB(rl_)_bc                	rl_  	 13.2	 71	   0.48	      	  13.2	  68	   0.22	      	1	Simbad	307.91273	-30.83189
    1844	NGC6925   	SB(rs)b                    	bar  	  8.5	 97	       	      	      	    	       	      	2	Simbad	308.58569	-31.98089
    1845	NGC6925   	SB(rs)b                    	rs   	 25.8	  7	   0.69	      	  25.8	  10	   0.06	      	1	Simbad	308.58569	-31.98089
    1846	NGC7051   	(R'1)SABa(rs)b             	bar  	  8.8	 80	   0.50	   8.5	   8.9	  82	   0.47	   8.5	2	Simbad	319.96387	-08.78298
    1847	NGC7051   	(R'1)SABa(rs)b             	R1'  	 20.4	  3	   0.15	      	  21.7	  -4	   0.19	      	1	Simbad	319.96387	-08.78298
    1848	NGC7051   	(R'1)SABa(rs)b             	rs   	  8.5	 81	   0.40	      	   8.6	  83	   0.36	      	1	Simbad	319.96387	-08.78298
    1849	NGC7059   	SB(s)d                     	bar  	 51.1	110	       	      	      	    	       	      	3	Simbad	321.83940	-60.01465
    1850	NGC7070   	SB(s)c                     	bar  	  9.8	 73	   0.50	   8.5	  10.8	  79	   0.54	   9.5	1	Simbad	322.60559	-43.08710
    1851	NGC7079   	(L)SA_Ba(s,bl)0o:          	bar  	 17.2	 46	   0.37	  15.7	  21.7	  14	   0.30	  18.8	1	Simbad	323.14684	-44.06761
    1852	NGC7079   	(L)SA_Ba(s,bl)0o:          	bl   	 11.4	 96	   0.39	      	  13.5	 130	   0.29	      	1	Simbad	323.14684	-44.06761
    1853	NGC7079   	(L)SA_Ba(s,bl)0o:          	L    	 54.3	 79	   0.40	      	  55.4	 107	   0.07	      	1	Simbad	323.14684	-44.06761
    1854	NGC7090   	SB(s)_dm,sp                	bar  	 35.3	135	       	      	      	    	       	      	3	Simbad	324.12027	-54.55732
    1855	NGC7091   	SB(s)m                     	bar  	 15.9	 85	   0.72	   9.0	  16.1	  87	   0.71	   9.1	2	Simbad	323.53212	-36.65610
    1856	NGC7098   	(R)SABa(r'l,nb)0/a         	bar  	 42.7	 47	   0.54	  41.4	  52.1	  22	   0.43	  49.0	1	Simbad	326.06699	-75.11134
    1857	NGC7098   	(R)SABa(r'l,nb)0/a         	nb   	 10.7	 79	   0.28	   8.7	  13.7	 153	   0.21	  11.0	1	Simbad	326.06699	-75.11134
    1858	NGC7098   	(R)SABa(r'l,nb)0/a         	r'l  	 73.6	 64	   0.46	      	  78.1	  32	   0.16	      	1	Simbad	326.06699	-75.11134
    1859	NGC7098   	(R)SABa(r'l,nb)0/a         	R    	119.0	 80	   0.41	      	 130.8	 127	   0.15	      	1	Simbad	326.06699	-75.11134
    1860	NGC7107   	(R')SBdm                   	bar  	 23.7	124	   0.51	  23.8	  24.3	 129	   0.47	  24.4	2	Simbad	325.61033	-44.79028
    1861	NGC7107   	(R')SBdm                   	R'   	 39.0	129	   0.21	      	  40.9	 146	   0.18	      	3	Simbad	325.61033	-44.79028
    1862	NGC7140   	(R')SA_Bx(rs,nrl)a_b       	bar  	 48.3	 19	   0.75	  57.6	  51.0	  29	   0.65	  60.7	1	Simbad	328.06397	-55.56966
    1863	NGC7140   	(R')SA_Bx(rs,nrl)a_b       	nrl  	  4.4	 13	   0.28	      	   5.1	  73	   0.16	      	1	Simbad	328.06397	-55.56966
    1864	NGC7140   	(R')SA_Bx(rs,nrl)a_b       	R'   	126.9	  4	   0.40	      	 127.1	  11	   0.08	      	3	Simbad	328.06397	-55.56966
    1865	NGC7140   	(R')SA_Bx(rs,nrl)a_b       	rs   	 58.2	 23	   0.46	      	  65.5	  47	   0.34	      	2	Simbad	328.06397	-55.56966
    1866	NGC7151   	SA_B(s)_dm                 	bar  	 30.7	 85	       	      	      	    	       	      	3	Simbad	328.77307	-50.65551
    1867	NGC7154   	SB(s)dm                    	bar  	 18.0	129	   0.74	  19.7	  20.9	 135	   0.76	  22.7	2	Simbad	328.83775	-34.81423
    1868	NGC7162   	SAB(rs)b_c                 	bar  	  6.4	 26	       	      	      	    	       	      	2	Simbad	329.91259	-43.30614
    1869	NGC7162   	SAB(rs)b_c                 	rs   	 16.5	 14	   0.55	      	  17.9	  87	   0.08	      	1	Simbad	329.91259	-43.30614
    1870	NGC7162A  	SB(s)_dm                   	bar  	 18.5	 13	   0.91	  13.7	  20.6	   7	   0.91	  15.5	2	Simbad	330.14750	-43.14111
    1871	NGC7163   	SABx(s)a                   	bar  	 31.8	 99	       	      	      	    	       	      	1	Simbad	329.83506	-31.88308
    1872	NGC7171   	SABx(s)b                   	bar  	 16.9	123	   0.69	  18.5	  17.1	 129	   0.43	  18.5	1	Simbad	330.25838	-13.26979
    1873	NGC7179   	SBxa(_r'l)0/a              	bar  	 29.5	 44	   0.75	  27.4	  30.1	  35	   0.53	  27.9	1	Simbad	331.20565	-64.04682
    1874	NGC7179   	SBxa(_r'l)0/a              	_r'l 	 33.4	 48	   0.47	      	  34.5	 -11	   0.04	      	1	Simbad	331.20565	-64.04682
    1875	NGC7180   	SA(l)0o                    	l    	  6.4	 64	   0.50	      	   7.0	 153	   0.09	      	1	Simbad	330.57687	-20.54782
    1876	NGC7184   	SB(r,nd)ab                 	bar  	 12.7	136	       	      	      	    	       	      	3	Simbad	330.66592	-20.81282
    1877	NGC7184   	SB(r,nd)ab                 	r    	 49.1	 59	   0.73	      	  51.6	 138	   0.05	      	1	Simbad	330.66592	-20.81282
    1878	NGC7188   	(R')SAB(s)b:               	bar  	 10.1	102	       	      	      	    	       	      	2	Simbad	330.87086	-20.31786
    1879	NGC7188   	(R')SAB(s)b:               	R'   	 29.1	 50	   0.60	      	  29.8	  67	   0.22	      	1	Simbad	330.87086	-20.31786
    1880	NGC7191   	(R')SAB(s)b,pec            	bar  	  7.3	146	   0.47	   4.8	   9.8	  27	   0.24	   6.1	1	Simbad	331.71582	-64.63455
    1881	NGC7191   	(R')SAB(s)b,pec            	R'   	 20.6	138	   0.48	      	  25.3	 221	   0.19	      	2	Simbad	331.71582	-64.63455
    1882	NGC7205   	SA(rs)b_c,pec              	rs   	 13.8	 67	   0.44	      	  15.5	 152	   0.11	      	1	Simbad	332.14279	-57.44254
    1883	NGC7213   	(L)SA(r,l)0o/E1-2          	l    	 14.1	147	   0.04	      	  14.5	  84	   0.03	      	1	Simbad	332.31754	-47.16669
