#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T05:30:12 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T05:30:12	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/587/A160/tablea1&-out.all=1&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35870160
#Name: J/A+A/587/A160
#Title: 3.6um S4G Galactic bars characterization (Diaz-Garcia+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/a+a/587/a160	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/587/a160	    IVOID of underlying data collection
#INFO	creator=Diaz-Garcia S.	    First author or institution
#INFO	cites=bibcode:2016A&A...587A.160D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/587/A160	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35870160	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-01-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_587_A160_tablea1:
#Name: J/A+A/587/A160/tablea1
#Title: Fundamental properties of S4G galaxies: distance, mass distribution, velocities and stellar disk
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	rfp	(A3)	Display the Radial force profiles of this galaxy	[ucd=meta.ref.url]
#Column	rcdm	(A4)	Display the Rotation curve decomposition model of this galaxy	[ucd=meta.ref.url]
#Column	Galaxy	(a10)	Galaxy identification	[ucd=meta.id;src.class.starGalaxy;meta.main]
#Column	M*	(I12)	? Total stellar mass	[ucd=phys.mass]
#Column	Dist	(F7.3)	Distance to the galaxy	[ucd=pos.distance]
#Column	hz	(F6.3)	Disk scale-height	[ucd=phys.angSize;src]
#Column	e_hz1	(F7.3)	[] Uncertainty on the disk scale-height associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_hz2	(F7.3)	[] Uncertainty on the disk scale-height associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	Ropt	(F8.3)	? Estimated optical radius	[ucd=phys.angSize;em.opt]
#Column	VHI	(F8.3)	? Inclination-corrected HI maximum velocity	[ucd=spect.dopplerVeloc]
#Column	V36max	(F8.3)	? Maximum of the stellar contribution to the rotation curve	[ucd=phys.veloc.rotat]
#Column	e_V36max1	(F7.3)	[] Uncertainty on the maximum of the stellar contribution to the rotation curve associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_V36max2	(F6.3)	[] Uncertainty on the maximum of the stellar contribution to the rotation curve associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	V36maxRad	(F8.3)	? Radius of maximum velocity of the stellar component of the rotation curve	[ucd=phys.angSize]
#Column	e_V36maxRad1	(F8.3)	[]? Uncertainty on the radius of maximum velocity of the stellar component of the rotation curve associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_V36maxRad2	(F8.3)	[]? Uncertainty on the radius of maximum velocity of the stellar component of the rotation curve associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	V36Ropt	(F8.3)	? The stellar contribution to the rotation curve evaluated at the optical radius	[ucd=phys.veloc.rotat]
#Column	e_V36Ropt1	(F8.3)	[]? Uncertainty on the stellar contribution to the rotation curve evaluated at the optical radius associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_V36Ropt2	(F8.3)	[]? Uncertainty on the stellar contribution to the rotation curve evaluated at the optical radius associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	dRV36	(F8.3)	? Inner slope of the stellar component of the rotation curve	[ucd=arith.grad;phys.veloc]
#Column	e_dRV361	(F8.3)	[]? Uncertainty on the inner slope of the stellar component of the rotation curve associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_dRV362	(F8.3)	[]? Uncertainty on the inner slope of the stellar component of the rotation curve associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	ahalo	(F8.3)	? Halo core radius	[ucd=phys.size.radius]
#Column	Vinfhalo	(F8.3)	? Halo velocity amplitude, corrected to match the HI maximum velocity	[ucd=phys.veloc.dispersion]
#Column	Mh/M*	(F8.3)	? Stellar-to-halo mass ratio within the optical radius	[ucd=phys.mass;arith.ratio]
#Column	bar	(A1)	indicates bar informations in tables A2 and/or A3	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
recno	rfp	rcdm	Galaxy	M*	Dist	hz	e_hz1	e_hz2	Ropt	VHI	V36max	e_V36max1	e_V36max2	V36maxRad	e_V36maxRad1	e_V36maxRad2	V36Ropt	e_V36Ropt1	e_V36Ropt2	dRV36	e_dRV361	e_dRV362	ahalo	Vinfhalo	Mh/M*	bar	Simbad	_RA	_DE
      63	rfp	rcdm	ESO407-018	     7211070	  1.987	 3.003	  2.403	 -0.751	  75.000	  33.765	  10.590	 -0.316	 0.110	  72.750	   0.000	   0.000	  10.590	  -0.316	   0.110	  82.382	 -20.030	  11.220	   0.255	 110.082	  12.299	 	Simbad	351.61467	-32.38875
      64	rfp	rcdm	ESO408-012	  5296629760	 56.600	 1.473	  1.178	 -0.368	  45.673	 101.834	  48.172	 -1.128	 0.404	  32.250	   3.000	   0.000	  46.813	  -0.753	   0.232	  26.082	  -3.620	   1.750	  13.765	 134.110	   5.008	 	Simbad	354.39237	-36.99600
      65	rfp	rcdm	ESO409-015	    61235100	 10.222	 1.017	  0.813	 -0.254	  39.080	  29.504	  17.074	 -0.803	 0.304	  21.750	   1.500	   0.000	  14.445	  -0.212	   0.056	  47.689	  -7.910	   4.040	   1.177	  70.942	   4.256	 	Simbad	001.38271	-28.09817
      66	rfp	rcdm	ESO410-018	   647142016	 19.000	 1.999	  1.599	 -0.500	  61.996	  62.139	  31.595	 -0.729	 0.242	  50.250	   0.000	   0.000	  31.055	  -0.565	   0.176	  27.048	  -4.880	   2.570	   4.332	  67.397	   4.030	 	Simbad	008.54654	-30.77414
      67	rfp	rcdm	ESO411-026	   201372000	 22.347	 1.158	  0.926	 -0.290	  40.952	  63.655	  20.442	 -0.507	 0.172	  27.750	   0.000	   0.000	  19.346	  -0.285	   0.089	  31.034	  -4.010	   1.900	   3.236	  58.627	  13.184	 	Simbad	013.18904	-31.71814
      68	rfp	rcdm	ESO418-008	  1636819968	 20.733	 1.165	  0.932	 -0.291	  35.624	  84.022	  57.886	 -1.708	 0.615	  26.250	   1.500	   0.000	  51.917	  -0.743	   0.222	  67.204	  -9.650	   4.690	   3.044	  86.951	   2.173	*	Simbad	052.87767	-30.21333
      69	rfp	rcdm	ESO418-009	  1361440000	 18.000	 1.502	  1.202	 -0.375	  47.251	  69.447	  50.072	 -1.505	 0.521	  30.750	   1.500	   0.000	  44.797	  -0.587	   0.172	  62.611	 -10.280	   5.070	   3.349	  68.236	   1.883	*	Simbad	052.98212	-31.33822
      70	rfp	rcdm	ESO419-013	   594291968	 20.639	 2.443	  7.329	 -0.489	  37.393	  42.111	  40.327	 -6.309	 0.605	  23.250	   4.500	   0.000	  36.296	  -3.554	   0.242	  52.200	 -17.500	   2.900	   2.908	  27.015	   0.464	 	Simbad	060.17337	-30.83102
      71	rfp	rcdm	ESO420-009	  1588550016	 19.014	 1.228	  0.983	 -0.307	  43.751	 110.956	  58.873	 -1.275	 0.480	  30.750	   3.000	  -1.500	  55.470	  -0.725	   0.222	  85.059	 -13.060	   6.330	   3.568	 127.556	   4.027	*	Simbad	062.75249	-31.40782
      72	rfp	rcdm	ESO421-019	  2443429888	 17.000	 3.015	  2.412	 -0.754	  91.919	 101.863	  43.464	 -1.119	 0.372	  68.250	   0.000	   0.000	  42.697	  -0.768	   0.236	  26.241	  -3.170	   1.410	   7.164	 127.000	   6.295	 	Simbad	072.30042	-29.20750
      73	rfp	rcdm	ESO422-005	   254096992	 26.286	 1.352	  1.082	 -0.338	  40.002	  73.190	  33.018	 -0.730	 0.239	  42.750	   0.000	   0.000	  31.975	  -0.606	   0.188	  33.256	  -4.270	   2.040	   3.884	  82.908	   5.688	*	Simbad	073.02458	-28.59250
      74	rfp	rcdm	ESO422-041	   778035968	 10.800	 2.632	  2.105	 -0.658	  79.020	  98.422	  33.569	 -0.991	 0.337	  48.750	   0.000	   0.000	  32.979	  -0.639	   0.214	  87.082	 -14.620	   7.080	   3.172	 116.957	  10.609	 	Simbad	077.69568	-31.59714
      75	rfp	rcdm	ESO438-017	  1166809984	 17.083	 2.189	  1.751	 -0.547	  71.835	  75.084	  42.246	 -1.064	 0.352	  56.250	   1.500	   0.000	  40.156	  -0.717	   0.226	  34.033	  -5.380	   2.640	   5.183	  84.354	   3.349	 	Simbad	169.32384	-27.82266
      76	rfp	rcdm	ESO440-011	 10739900416	 27.600	 2.972	  2.378	 -0.743	  88.643	 107.021	  83.507	 -2.134	 0.710	  63.750	   1.500	   0.000	  79.740	  -1.381	   0.439	  61.629	 -10.150	   4.880	  15.393	 116.063	   1.075	 	Simbad	177.19079	-28.29469
      77	rfp	rcdm	ESO440-044	   441571008	 11.400	 2.059	  1.647	 -0.515	  61.901	  53.037	  30.673	 -0.804	 0.268	  42.750	   0.000	   0.000	  29.294	  -0.470	   0.145	  42.252	  -5.180	   2.370	   2.423	  54.015	   3.056	 	Simbad	180.69262	-29.09311
      78	rfp	rcdm	ESO440-046	  1253139968	 15.433	 2.430	  1.944	 -0.607	  72.826	  79.078	  40.734	 -0.866	 0.300	  62.250	   0.000	  -4.500	  40.050	  -0.725	   0.232	  33.476	  -5.070	   2.490	   4.479	  88.223	   3.889	*	Simbad	181.17157	-28.11629
      79	rfp	rcdm	ESO440-049	  2691539968	 31.444	 1.924	  1.539	 -0.481	  59.379	  91.117	  50.887	 -1.239	 0.943	  41.250	   0.000	 -15.000	  49.386	  -0.900	   0.422	  98.416	 -21.490	  22.190	   9.923	 113.631	   3.226	 	Simbad	181.39178	-31.42348
      80	rfp	rcdm	ESO441-017	  7533550080	 34.900	 1.021	  0.817	 -0.255	  30.538	 101.723	 100.782	 -3.053	 1.055	  21.750	   0.000	   0.000	  91.528	  -1.340	   0.412	 104.384	 -15.850	   7.640	   6.399	  69.567	   0.316	*	Simbad	182.78242	-31.12704
      81	rfp	rcdm	ESO443-069	 12647400448	 34.800	 2.208	  1.766	 -0.552	  66.890	  82.052	  89.891	 -2.301	 0.780	  48.750	   0.000	   0.000	  86.770	  -1.478	   0.461	 102.841	 -18.060	   8.780	        	        	        	*	Simbad	196.72008	-28.55344
      82	rfp	rcdm	ESO443-080	  2437809920	 36.814	 2.606	  2.606	 -1.303	  55.750	  98.240	  46.027	 -2.628	 1.975	  41.250	   1.500	 -24.000	  42.761	  -1.665	   0.836	  25.286	  -5.450	   6.040	  10.252	 125.430	   5.740	 	Simbad	197.78900	-28.00900
      83	rfp	rcdm	ESO443-085	  1412540032	 23.100	 1.747	  1.398	 -0.437	  54.485	  76.338	  43.562	 -1.306	 0.459	  35.250	   1.500	   0.000	  38.935	  -0.557	   0.169	  36.996	  -6.000	   2.980	   5.247	  86.344	   3.816	*	Simbad	198.80910	-32.25391
      84	rfp	rcdm	ESO444-037	  1370880000	 34.800	 4.000	  4.000	 -2.000	  52.500	  77.421	  28.446	 -1.883	 1.231	  50.250	   0.000	   0.000	  28.446	  -1.883	   1.231	  18.908	  -4.380	   4.900	   8.487	 101.657	   8.597	 	Simbad	201.75192	-30.07442
      85	rfp	rcdm	ESO444-078	            	  5.275	 2.780	  2.780	 -1.390	  52.500	  20.577	  12.500	 -0.626	 0.364	  50.250	   0.000	   0.000	  12.500	  -0.626	   0.364	  26.752	  -2.460	   1.460	   0.621	   0.000	   2.294	 	Simbad	204.12962	-29.23489
      86	rfp	rcdm	ESO445-089	 12387999744	 36.300	 2.379	  1.903	 -0.595	  70.832	 128.297	  88.489	 -2.286	 0.765	  53.250	   0.000	   0.000	  81.892	  -1.121	   0.326	  69.238	 -11.740	   5.750	  17.151	 167.033	   1.951	*	Simbad	210.26680	-30.32726
      87	rfp	rcdm	ESO479-004	  3758370048	 19.400	 2.066	  1.653	 -0.517	  63.328	 109.466	  68.200	 -1.501	 0.580	  45.750	   7.500	   0.000	  65.838	  -1.122	   0.353	  71.501	 -10.050	   4.680	   6.836	 132.434	   2.367	 	Simbad	036.58950	-24.28992
      88	rfp	rcdm	ESO480-020	   427561984	 20.069	 2.754	  2.754	 -1.377	  37.500	  31.767	  32.721	 -2.014	 1.247	  35.250	   0.000	   0.000	  32.721	  -2.014	   1.247	  47.976	 -10.720	  11.440	        	        	        	 	Simbad	045.61808	-22.80158
      89	rfp	rcdm	ESO480-025	   413999008	 23.931	 1.832	  1.466	 -0.458	  62.026	  65.731	  26.675	 -1.215	 0.851	  45.750	  16.500	   0.000	  26.617	  -1.157	   0.680	  19.009	  -4.410	   5.130	   5.653	  76.282	   6.841	 	Simbad	045.96050	-25.27236
      90	rfp	rcdm	ESO482-013	   641209984	 25.583	 1.530	  1.530	 -0.765	  22.764	  55.358	  38.571	 -1.911	 1.138	  20.250	   1.500	  -3.000	  37.571	  -1.499	   0.809	  43.859	  -6.230	   5.800	   2.028	  49.589	   1.571	 	Simbad	054.22372	-24.91307
      91	rfp	rcdm	ESO482-035	  6471419904	 27.340	 3.609	  2.406	 -1.031	  61.002	 120.493	  71.140	 -2.507	 1.233	  41.250	   6.000	  -1.500	  67.696	  -1.635	   0.720	  55.459	  -8.800	   5.980	   8.970	 149.033	   2.909	*	Simbad	055.31104	-23.83891
      92	rfp	rcdm	ESO483-008	    98401104	 20.750	 0.884	  0.707	 -0.221	  29.569	  53.472	  18.423	 -0.550	 0.212	  18.750	   1.500	   0.000	  17.572	  -0.265	   0.084	  34.570	  -2.220	   0.920	   2.111	  60.896	  11.082	 	Simbad	061.51092	-22.63114
      93	rfp	rcdm	ESO485-021	  1406050048	 16.000	 3.456	  2.764	 -0.864	 105.000	 181.646	  38.683	 -1.096	 0.391	 102.750	   0.000	   0.000	  38.683	  -1.096	   0.391	  50.173	  -9.070	   4.540	   7.067	 239.801	  28.245	*	Simbad	073.22083	-25.24667
      94	rfp	rcdm	ESO501-079	            	 18.950	 2.506	  2.506	 -1.253	  75.000	 102.334	  38.746	 -1.563	 0.937	  72.750	   0.000	   0.000	  38.746	  -1.563	   0.937	  24.038	  -1.920	   1.100	        	        	   8.018	 	Simbad	160.35817	-23.38339
      95	rfp	rcdm	ESO502-020	  1345859968	 19.153	 1.216	  0.973	 -0.304	  39.371	 106.877	  45.970	 -2.349	 1.389	  33.750	   1.500	  -1.500	  44.798	  -1.886	   0.971	  67.505	 -14.050	  14.860	   3.009	 125.118	   6.295	 	Simbad	167.34362	-22.87636
      96	rfp	rcdm	ESO502-023	   174582000	 20.333	 2.099	  2.099	 -1.050	  40.883	  51.303	  20.648	 -0.773	 0.418	  42.750	   0.000	   0.000	  20.282	  -0.759	   0.411	  27.497	  -2.610	   1.850	   3.065	  48.434	   7.243	 	Simbad	168.05746	-24.23186
      97	rfp	rcdm	ESO503-022	  1297180032	 23.220	 1.511	  1.209	 -0.378	  48.285	  69.781	  43.875	 -1.400	 0.491	  26.250	   1.500	   0.000	  38.299	  -0.499	   0.151	  41.756	  -7.060	   3.660	   4.647	  76.348	   3.113	 	Simbad	173.37186	-26.94574
      98	rfp	rcdm	ESO504-024	   514044000	 26.306	 1.218	  0.974	 -0.304	  38.541	  71.189	  28.848	 -1.330	 0.846	  27.750	   3.000	   0.000	  27.757	  -0.875	   0.425	  34.409	  -3.680	   2.680	   3.938	  84.212	   7.484	 	Simbad	178.40787	-26.99581
      99	rfp	rcdm	ESO504-028	  3258360064	 28.153	 1.623	  1.298	 -0.406	  50.720	 117.320	  61.458	 -2.827	 1.607	  39.750	   0.000	   0.000	  57.405	  -1.732	   0.867	  45.842	 -10.410	  11.840	   7.450	 150.943	   4.263	 	Simbad	178.72668	-27.25142
     100	rfp	rcdm	ESO505-002	  1241650048	 23.708	 1.853	  1.482	 -0.463	  59.097	  38.198	  39.400	 -0.903	 0.301	  47.250	   0.000	   0.000	  36.826	  -0.501	   0.152	  20.183	  -2.860	   1.400	        	        	   0.102	 	Simbad	180.13208	-24.72167
     101	rfp	rcdm	ESO505-013	  4083190016	 25.700	 4.375	  3.500	 -1.094	  90.000	  70.990	  56.133	 -2.278	 0.833	  87.750	   0.000	   0.000	  56.133	  -2.278	   0.833	  35.458	  -6.130	   2.980	  11.384	  79.415	   0.804	 	Simbad	181.53667	-22.85056
     102	rfp	rcdm	ESO506-029	  8912509952	 41.333	 2.825	  2.260	 -0.706	  67.500	  67.850	  50.692	 -1.841	 0.651	  65.250	   0.000	   0.000	  50.692	  -1.841	   0.651	  27.217	  -5.020	   2.530	  15.156	  81.469	   1.062	 	Simbad	189.81792	-26.91111
     103	rfp	rcdm	ESO507-065	 10914400256	 35.597	 1.508	  1.207	 -0.377	  33.750	  53.435	  30.488	 -1.975	 1.217	  32.250	   0.000	   0.000	  30.488	  -1.975	   1.217	   8.157	  -1.100	   1.020	   5.580	  73.836	   2.780	 	Simbad	195.27125	-26.09222
     104	rfp	rcdm	ESO508-007	   862977984	 32.660	 1.783	  1.427	 -0.446	  56.242	  75.816	  36.013	 -1.103	 0.396	  48.750	  -1.500	   0.000	  30.888	  -0.306	   0.072	  29.403	  -4.930	   2.470	   8.274	  94.457	   6.742	*	Simbad	196.77958	-24.11194
     105	rfp	rcdm	ESO508-015	  3459389952	 40.100	 2.036	  1.629	 -0.509	  56.250	  54.719	  43.969	 -1.601	 0.557	  38.250	   0.000	   0.000	  41.805	  -1.009	   0.333	   8.832	  -1.540	   0.880	  10.173	  50.924	   0.957	 	Simbad	197.32792	-24.38528
     106	rfp	rcdm	ESO508-024	 15631500288	 40.000	 4.638	  3.092	 -1.325	  74.209	 145.000	  83.644	 -2.561	 1.173	  68.250	   0.000	   0.000	  82.653	  -2.357	   1.088	  91.766	 -17.040	  12.080	  19.331	 199.182	   2.788	*	Simbad	197.69140	-23.86573
     107	rfp	rcdm	ESO508-034	  2223310080	 30.600	 2.748	  2.748	 -1.374	  43.027	  84.007	  41.796	 -2.328	 1.373	  30.750	   1.500	   0.000	  39.024	  -1.374	   0.667	  32.474	  -6.380	   6.650	   5.921	 101.703	   4.876	 	Simbad	199.23883	-25.33708
     108	rfp	rcdm	ESO508-051	  1409289984	 27.807	 1.809	  1.448	 -0.452	  53.010	  88.910	  38.867	 -0.896	 0.296	  45.750	   0.000	   0.000	  38.390	  -0.724	   0.228	  20.131	  -3.050	   1.580	   6.394	 107.330	   5.855	 	Simbad	200.12417	-26.08528
     109	rfp	rcdm	ESO509-026	   308319008	 27.100	 2.188	  2.188	 -1.094	  30.000	  52.045	  70.341	 -7.971	 6.672	   9.750	   0.000	  -4.500	  55.939	  -2.195	   1.053	 272.748	 -63.780	  71.560	        	        	        	 	Simbad	202.10258	-27.57031
     110	rfp	rcdm	ESO510-026	 10232899584	 32.861	 2.089	  2.089	 -1.045	  43.570	 121.576	  34.985	 -1.238	 0.731	  65.250	   0.000	   0.000	  31.332	  -0.781	   0.362	  27.633	  -5.190	   5.360	   5.918	 155.424	  18.860	 	Simbad	209.39729	-25.79178
     111	rfp	rcdm	ESO510-058	  8953639936	 32.139	 1.095	  0.876	 -0.274	  34.542	        	 101.773	 -2.009	 0.691	  30.750	   1.500	   0.000	 100.495	  -1.747	   0.556	 168.064	 -27.990	  13.760	        	        	        	 	Simbad	211.15575	-24.83315
     112	rfp	rcdm	ESO510-059	  6998419968	 33.600	 3.040	  2.432	 -0.760	  88.825	  98.358	  59.461	 -1.762	 0.620	  60.750	   1.500	   0.000	  53.370	  -0.682	   0.184	  75.156	 -14.230	   7.100	  15.753	 121.686	   3.215	*	Simbad	211.19310	-24.82704
     113	rfp	rcdm	ESO532-014	   297852000	 21.400	 1.319	  1.055	 -0.330	  38.204	  62.894	  27.966	 -0.874	 0.339	  21.750	   9.000	   0.000	  26.980	  -0.466	   0.151	  25.865	  -3.350	   1.620	   3.466	  76.429	   5.950	 	Simbad	330.73771	-22.47233
     114	rfp	rcdm	ESO532-022	  1909849984	 30.380	 1.882	  1.506	 -0.471	  57.573	  88.549	  44.501	 -1.288	 0.454	  41.250	   1.500	   0.000	  39.831	  -0.525	   0.150	  45.833	  -8.410	   4.320	   7.671	 106.423	   5.290	 	Simbad	332.29583	-27.16750
     115	rfp	rcdm	ESO533-028	  7638360064	 35.806	 1.453	  0.969	 -0.415	  24.720	 129.540	 102.566	 -7.757	 4.899	  21.750	   0.000	  -1.500	  99.729	  -6.167	   3.438	 105.340	 -23.260	  25.340	   5.249	 130.028	   0.922	 	Simbad	336.66403	-24.87156
     116	rfp	rcdm	ESO539-007	   751624000	 25.600	 2.512	  2.512	 -1.256	  49.702	  51.975	  26.301	 -1.132	 0.662	  48.750	   0.000	   0.000	  26.080	  -1.032	   0.559	  21.904	  -4.240	   4.470	   4.584	  57.777	   3.987	 	Simbad	004.70133	-19.00772
     117	rfp	rcdm	ESO541-004	 15310900224	 32.527	 4.944	  3.296	 -1.413	  83.884	 153.540	  86.203	 -2.958	 1.386	  63.750	   1.500	  -1.500	  82.447	  -2.036	   0.892	  60.989	 -10.260	   6.950	  17.606	 216.453	   3.312	*	Simbad	014.74168	-18.74266
     118	rfp	rcdm	ESO541-005	   557185984	 27.194	 1.834	  1.467	 -0.458	  45.000	  87.645	  27.478	 -0.926	 0.318	  32.250	   0.000	   0.000	  27.150	  -0.739	   0.246	  29.516	  -4.520	   2.270	   4.397	 122.970	  12.641	 	Simbad	014.82546	-20.57897
     119	rfp	rcdm	ESO544-030	  1819699968	 16.117	 2.492	  1.994	 -0.623	  73.692	  66.737	  50.754	 -1.964	 0.696	  38.250	   1.500	   0.000	  44.744	  -0.643	   0.195	  26.191	  -2.810	   1.330	   5.163	  66.142	   1.643	 	Simbad	033.73721	-20.21161
     120	rfp	rcdm	ESO545-002	  1056819968	 21.383	 2.157	  1.726	 -0.539	  65.419	  76.490	  29.693	 -0.746	 0.258	  54.750	  10.500	   0.000	  29.682	  -0.735	   0.246	  11.874	  -1.630	   0.830	   5.478	  90.671	   7.569	 	Simbad	034.81125	-18.93222
     121	rfp	rcdm	ESO545-016	   779830016	 18.400	 2.084	  1.667	 -0.521	  62.626	  91.156	  29.229	 -0.758	 0.250	  65.250	   0.000	   0.000	  28.925	  -0.746	   0.245	  28.230	  -4.970	   2.550	   4.005	 106.552	  11.984	 	Simbad	036.49937	-21.42161
     122	rfp	rcdm	ESO546-034	   291072000	 21.750	 1.502	  1.202	 -0.375	  45.000	  47.686	  18.801	 -0.760	 0.431	  42.750	   0.000	   0.000	  18.801	  -0.760	   0.431	  15.706	  -2.940	   3.180	   3.505	  58.567	   7.290	 	Simbad	044.65546	-18.69889
     123	rfp	rcdm	ESO547-005	   461316992	 22.111	 1.362	  1.089	 -0.340	  44.874	  61.267	  29.778	 -0.862	 0.310	  29.250	  13.500	   0.000	  29.570	  -0.655	   0.215	  31.515	  -4.310	   2.110	   3.660	  71.654	   4.418	*	Simbad	045.89579	-18.36631
     124	rfp	rcdm	ESO547-020	   993115008	 27.694	 1.712	  1.370	 -0.428	  55.833	  86.161	  30.572	 -0.688	 0.230	  57.750	   0.000	   0.000	  30.172	  -0.679	   0.227	  16.261	  -2.210	   1.100	   5.585	 100.340	   9.600	 	Simbad	048.23975	-17.92944
     125	rfp	rcdm	ESO548-005	  1655769984	 21.900	 1.799	  1.440	 -0.450	  53.200	  93.408	  42.400	 -1.043	 0.346	  45.750	   0.000	   0.000	  41.583	  -0.843	   0.272	  46.761	  -8.630	   4.460	   4.842	 110.054	   5.429	 	Simbad	050.94687	-19.75283
     126	rfp	rcdm	ESO548-016	  1531090048	 29.431	 2.512	  2.512	 -1.256	  30.000	 221.455	  40.372	 -2.477	 1.442	  27.750	   0.000	  -6.000	  40.372	  -2.477	   1.412	  34.240	  -6.990	   7.180	   3.671	 316.010	  39.031	 	Simbad	051.51008	-21.34058
     127	rfp	rcdm	ESO548-025	  1054390016	 23.333	 1.710	  1.368	 -0.427	  57.098	 121.718	  39.379	 -1.086	 0.374	  33.750	   1.500	   0.000	  35.667	  -0.495	   0.145	  40.639	  -6.380	   3.130	   5.024	 146.768	  14.285	*	Simbad	052.25287	-22.14658
     128	rfp	rcdm	ESO548-032	  1506610048	 33.333	 2.294	  1.835	 -0.573	  63.750	  69.034	  31.743	 -0.957	 0.331	  62.250	   0.000	   0.000	  31.743	  -0.957	   0.331	  14.089	  -2.400	   1.240	   9.242	  86.943	   5.005	*	Simbad	053.07987	-17.71794
     129	rfp	rcdm	ESO548-082	   338844000	 23.944	 1.180	  0.944	 -0.295	  38.138	  88.378	  31.103	 -0.747	 0.253	  29.250	   1.500	   0.000	  29.319	  -0.406	   0.121	  31.579	  -3.530	   1.640	   3.406	 105.037	  10.850	 	Simbad	055.68033	-17.50722
     130	rfp	rcdm	ESO549-002	   237136992	 15.444	 1.085	  0.868	 -0.271	  35.620	  86.028	  29.005	 -1.082	 0.689	  57.750	   0.000	 -33.000	  28.185	  -1.118	   0.566	  55.327	 -11.940	  13.000	   2.030	 109.757	  11.158	 	Simbad	055.73892	-19.02011
     131	rfp	rcdm	ESO549-018	 14256100352	 31.044	 2.740	  2.192	 -0.685	  85.744	 141.067	  87.429	 -2.550	 0.855	  65.250	   0.000	   0.000	  76.925	  -1.073	   0.309	  53.567	  -9.280	   4.520	  16.442	 190.615	   3.171	*	Simbad	057.05867	-21.47449
     132	rfp	rcdm	ESO549-035	   470977984	 25.306	 1.047	  0.838	 -0.262	  35.280	  76.163	  28.146	 -0.652	 0.222	  35.250	   0.000	   0.000	  28.146	  -0.652	   0.222	  48.650	  -3.650	   1.480	   3.166	  87.675	   8.483	 	Simbad	058.76646	-20.38350
     133	rfp	rcdm	ESO570-019	   909913024	 18.597	 2.703	  8.110	 -0.541	  32.344	 105.317	  49.371	 -9.907	 1.097	  15.750	   4.500	   0.000	  41.722	  -4.503	   0.292	 129.805	 -54.990	  10.540	   2.388	 125.065	   7.208	 	Simbad	170.05052	-21.47063
     134	rfp	rcdm	ESO572-018	  3630779904	 25.656	 2.536	  1.690	 -0.724	  42.345	  87.411	  67.464	 -2.591	 1.285	  29.250	   1.500	   0.000	  62.261	  -1.381	   0.587	  78.818	 -13.170	   9.110	   5.410	  87.288	   1.303	*	Simbad	178.96080	-18.19653
     135	rfp	rcdm	ESO572-030	  1442119936	 21.633	 3.152	  2.522	 -0.788	  95.068	  91.980	  38.285	 -0.929	 0.307	  86.250	   0.000	   0.000	  38.003	  -0.909	   0.303	  22.949	  -4.150	   2.130	   9.615	 116.191	   6.519	*	Simbad	179.60583	-22.44000
