#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-29T01:02:52 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-29T01:02:52	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=VII%2F26D%2Fcatalog&-out=UGC%2C_RAJ2000%2C_DEJ2000&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7026
#Name: VII/26D
#Title: Uppsala General Catalogue of Galaxies (UGC) (Nilson 1973)
#INFO	ivoid=ivo://cds.vizier/vii/26d	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/26d	    IVOID of underlying data collection
#INFO	creator=Nilson P.	    First author or institution
#INFO	cites=1973UGC...C......0N	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/26D	    Dataset landing page
#INFO	publication_date=2003-07-22	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	B1950:	eq_FK4 B1950
#Table	VII_26D_catalog:
#Name: VII/26D/catalog
#Title: UGC catalogue
#Column	UGC	(I5)	[1/12921]+= UGC number	[ucd=meta.id;meta.main]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
UGC	_RAJ2000	_DEJ2000
10134	240.3199	+16.3110
10135	240.3558	+19.3445
10136	240.2613	+36.5943
10137	240.4559	 +8.1448
10138	240.4210	+21.3615
10139	240.4622	+17.9616
10140	240.4585	+18.7449
10141	240.3662	+35.8114
10142	239.8891	+70.3438
10143	240.5713	+15.9621
10144	240.5696	+16.3454
10145	240.5050	+47.0955
10146	240.7688	 +5.1128
10147	240.8165	 +5.6463
10148	240.7477	+20.9629
10149	240.6556	+37.3460
10150	240.5598	+49.1958
10151	240.7419	+27.0129
10152	240.6534	+41.1961
10153	240.8241	+20.6465
10154	240.8479	+20.8966
10155	240.7396	+39.6297
10156	240.7034	+47.2130
10157	240.2762	+70.6122
10158	240.9901	+11.7304
10159	241.0995	 -2.1359
10160	240.9771	+25.0305
10161	241.0560	+13.7474
10162	240.3938	+71.3961
10163	241.1241	 +3.8643
10164	241.1013	+14.7810
10165	241.0877	+17.7476
10166	240.9617	+39.9807
10167	240.9503	+41.5140
10168	240.8826	+49.3305
10169	241.1262	+14.8144
10170	241.1378	+17.7145
10171	240.9895	+42.8975
10172	241.2035	+14.2814
10173	240.6574	+68.1969
10174	241.1855	+23.3314
10175	241.1459	+30.7147
10176	241.2562	+13.6983
10177	241.2625	+17.7650
10178	241.2324	+23.9316
10179	241.1943	+30.9815
10180	241.2891	+17.4151
10181	239.7218	+81.6952
10182	241.2992	+20.5485
10183	240.0282	+79.8625
10184	241.4025	 +3.0488
10185	241.3501	+15.0320
10186	241.3374	+17.7653
10187	241.3685	+16.4488
10188	241.3632	+17.5988
10189	241.3632	+17.5988
10190	241.3626	+17.7154
10191	241.3606	+18.1488
10192	241.3872	+17.7989
10193	241.4446	+16.1991
10194	241.0217	+63.7149
10195	241.4602	+18.2158
10196	241.4694	+21.4993
10197	241.5228	+20.7828
10198	241.5228	+20.7828
10199	241.5600	+18.2496
10200	241.4256	+41.3493
10201	241.5969	+15.6831
10202	241.5776	+19.7830
10203	241.6993	 +3.7834
10204	241.6689	+16.3167
10205	241.6487	+30.1001
10206	241.1296	+69.6990
10207	241.6633	+31.8835
10208	241.6633	+31.8835
10209	241.6334	+36.6668
10210	241.8062	 +7.9672
10211	241.7663	+22.0672
10212	240.7512	+77.6151
10213	241.8455	+10.4174
10214	241.5355	+55.4168
10215	241.8535	+19.5509
10216	241.9057	+13.7177
10217	241.9147	+22.3512
10218	241.9938	+10.7847
10219	242.0830	 +7.5351
10220	242.0252	+20.2016
10221	241.4554	+69.6171
10222	240.4207	+81.8816
10223	241.0919	+76.8330
10224	242.1910	+22.0523
10225	242.3276	 +8.7528
10226	242.2632	+35.7862
10227	242.2577	+36.6195
10228	241.6602	+72.5016
10229	242.4661	 -0.1300
10230	242.4875	 +0.7034
10231	241.9783	+64.3357
10232	242.4500	+20.1701
10233	242.4629	+22.6202
10234	242.4207	+30.4534
10235	242.5415	+16.7038
10236	242.5126	+22.6537
10237	241.2953	+79.6179
10238	242.6117	+12.3040
10239	242.6094	+12.8207
10240	242.5107	+32.1205
10241	242.4410	+42.3204
10242	242.6468	+10.0375
10243	242.6010	+19.9541
10244	242.4845	+43.1206
10245	242.4552	+49.1539
10246	242.6370	+27.5043
10247	242.3366	+60.0870
10248	242.6507	+29.5211
10249	242.8046	+13.8549
10250	242.7430	+26.3714
10251	242.4909	+56.6042
10252	242.6747	+41.1380
10253	242.7903	+26.8716
10254	242.7899	+26.9383
10255	242.7361	+35.9882
10256	242.8564	+23.8052
10257	242.7706	+38.2551
10258	242.8514	+29.3553
10259	242.9241	+29.7556
10260	242.9959	+20.9225
10261	242.7685	+52.4553
10262	242.9735	+29.8391
10263	239.4127	+86.1982
10264	243.2160	 -0.1101
10265	242.7635	+61.2723
10266	242.9564	+48.9061
10267	242.9181	+52.4560
10268	243.2561	 +2.1734
10269	243.1260	+29.3731
10270	243.1252	+29.5065
10271	242.8564	+58.7892
10272	243.2473	 +9.8734
10273	243.1820	+28.2900
10274	243.1200	+38.2566
10275	243.2087	+27.9901
10276	243.1856	+31.9901
10277	242.9568	+57.1229
10278	243.0762	+49.3899
10279	242.9254	+60.5896
10280	241.7682	+81.3038
10281	243.3137	+17.2071
10282	243.2324	+32.5070
10283	243.2674	+30.8238
10284	242.9646	+61.1731
10285	243.2920	+30.8905
10286	243.3336	+32.2907
10287	243.5023	+14.2746
10288	243.5914	 -0.2085
10289	243.3124	+48.2076
10290	243.6370	 +0.8084
10291	243.5609	+17.7582
10292	243.4173	+56.2916
10293	243.8157	+11.2926
10294	243.3207	+65.4249
10295	243.7403	+31.0758
10296	243.7172	+38.5092
10297	243.8552	+18.8928
10298	243.4359	+63.7086
10299	243.9024	+19.4597
10300	243.9069	+28.1598
10301	243.8887	+31.3098
10302	243.9098	+31.9599
10303	243.9631	+31.3935
10304	243.6350	+62.5428
10305	243.9862	+31.7102
10306	244.1895	 +0.2274
10307	244.2370	 +0.8110
10308	243.9177	+52.2436
10309	244.1357	+35.7109
10310	244.0718	+47.0442
10311	244.3158	+34.8950
10312	244.3638	+31.1952
10313	244.3864	+31.5953
10314	244.2078	+53.0116
10315	243.9072	+68.4109
10316	244.3900	+34.9954
10317	244.3880	+38.9288
10318	244.0743	+64.0948
10319	244.5586	+12.7958
10320	244.5188	+21.0791
10321	244.5164	+21.5624
10322	244.5131	+22.2124
10323	244.0533	+65.9614
10324	244.0292	+66.8447
10325	244.3799	+46.0955
10326	244.0083	+68.3614
10327	244.6133	+22.1628
10328	244.7078	 +7.4131
10329	244.6707	+15.5464
10330	244.5293	+40.0794
10331	244.3173	+59.3289
10332	244.6465	+29.8298
10333	244.3193	+61.9457
10334	244.3040	+63.8457
10335	244.7912	+16.4802
10336	244.7134	+35.1635
10337	244.8834	 +7.2805
10338	244.8252	+37.0973
10339	245.0317	 +2.0145
10340	244.8558	+36.2808
10341	244.6152	+60.7970
10342	244.9070	+36.0810
10343	244.9453	+37.7812
10344	244.9421	+38.2312
10345	244.7876	+57.9810
10346	245.0216	+37.5815
10347	244.8678	+57.6313
10348	244.9385	+56.2149
10349	245.2278	+40.1158
10350	245.4756	 -2.2836
10351	245.3525	+28.6495
10352	245.5472	 -1.5166
10353	245.3543	+36.3830
10354	245.3472	+40.8163
10355	245.5782	+13.8337
10356	245.4861	+38.9336
10357	245.4998	+40.4503
10358	245.4029	+55.0836
10359	245.2380	+65.3833
10360	245.7884	+16.9346
10361	245.5210	+57.2842
10362	245.7293	+39.8013
10363	245.9126	+11.7851
10364	245.7680	+37.9182
10365	246.0197	 +4.7022
10366	245.8476	+37.2518
10367	245.8283	+39.9185
10368	245.1645	+73.8503
10369	245.4589	+67.3010
10370	245.9050	+45.7356
10371	246.1007	+19.4694
10372	246.0429	+30.1693
10373	246.1836	 +7.1696
10374	245.9020	+50.9857
10375	246.1975	 +9.6030
10376	245.6847	+65.4353
10377	246.2572	+23.0701
10378	243.9637	+84.0151
10379	246.2949	+40.9039
10380	246.4647	+16.5710
10381	246.3777	+39.8709
10382	246.3884	+49.8378
10383	246.1808	+64.5041
10384	246.6883	+11.5719
10385	246.5285	+48.3551
10386	246.8320	 +1.9058
10387	246.7817	+12.9723
10388	246.7654	+16.3890
10389	246.6828	+39.1222
10390	246.6440	+43.9888
10391	246.8496	+19.5894
10392	246.6798	+45.5890
10393	246.3589	+66.2883
10394	246.9735	 -1.7770
10395	246.2557	+70.2048
10396	246.7183	+51.5727
10397	246.8548	+42.6731
10398	247.0342	+17.6402
10399	246.8302	+48.1231
10400	246.9187	+40.9233
10401	246.7482	+56.8896
10402	247.1576	+12.7573
10403	247.1001	+32.8573
10404	247.0520	+39.8239
10405	247.2078	+17.8909
10406	247.3266	 +3.1080
10407	247.1160	+41.2242
10408	246.9603	+56.0239
10409	247.1538	+39.5577
10410	247.2671	+25.7080
10411	246.9443	+62.6741
10412	247.3936	+15.6584
10413	247.3653	+21.3417
10414	247.4515	 +8.6419
10415	247.2653	+41.2915
10416	247.5766	 +8.6258
10417	247.4196	+40.7089
10418	246.6895	+74.8906
10419	247.5305	+27.7259
10420	247.4517	+39.7757
10421	247.4438	+40.8090
10422	247.4950	+40.6426
10423	247.4873	+41.6092
10424	247.3914	+55.5091
10425	247.2337	+64.2088
10426	247.7156	+16.2432
10427	247.5912	+41.1097
10428	247.6601	+35.0599
10429	247.6509	+39.8432
10430	247.6380	+41.4932
10431	246.1038	+81.8065
10432	247.6652	+41.2100
10433	247.7055	+39.2268
10434	247.8460	+20.1772
10435	247.8329	+22.6938
10436	247.7655	+41.1604
10437	247.7975	+43.3440
10438	246.4315	+81.4245
10439	248.0726	+19.8282
10440	248.1746	+19.4286
10441	248.2915	 -0.2211
10442	247.8999	+59.6449
10443	248.0200	+58.4454
10444	248.3074	+35.3295
10445	248.4473	+28.9967
10446	247.1965	+79.4939
10447	247.1179	+80.3605
10448	248.5884	+21.5472
10449	248.1901	+62.6630
10450	248.5263	+36.1805
10451	248.5913	+29.9640
10452	248.1076	+67.7629
10453	248.7433	+20.5812
10454	248.4550	+56.1139
10455	248.7411	+25.6646
10456	248.5474	+52.9476
10457	248.6785	+45.3146
10458	248.6684	+46.3980
10459	248.7902	+40.9984
10460	248.6112	+57.3313
10461	248.7700	+46.2151
10462	249.0661	 +5.3825
10463	249.0681	+10.3659
10464	247.0585	+82.8948
10465	249.1831	 +1.6497
10466	248.0884	+76.7472
10467	248.8576	+57.5158
10468	249.0592	+44.6164
10469	249.1299	+39.0332
10470	248.1218	+78.1977
10471	247.6379	+81.5633
10472	246.6682	+84.5444
10473	249.2237	+36.4170
10474	249.4718	 -1.3657
10475	249.4810	 +7.5677
10476	248.8795	+68.5165
10477	249.3925	+37.2677
10478	248.9326	+68.4167
10479	249.4151	+40.8846
10480	249.3879	+44.1345
10481	249.2701	+54.9009
10482	249.4759	+36.0681
10483	248.6173	+76.0495
10484	249.5620	+26.2683
10485	249.4777	+39.2515
10486	249.3764	+50.3346
10487	249.4112	+49.4347
10488	249.5475	+39.9185
10489	249.2589	+62.7845
10490	249.7091	+17.3522
10491	249.5814	+41.9353
10492	249.8516	 -2.4307
10493	249.4873	+55.4186
10494	249.2319	+67.6347
10495	249.8572	 +7.2861
10496	249.1127	+72.0012
10497	249.1430	+72.4014
10498	249.8437	+29.3697
10499	249.8397	+49.0367
10500	249.7268	+57.7364
10501	248.1429	+82.5495
10502	249.3684	+72.3690
10503	249.4336	+71.5193
10504	250.0914	+33.6709
10505	250.3911	 -0.1282
10506	250.0361	+58.6379
10507	249.8771	+66.0208
10508	249.9985	+61.9878
10509	249.2444	+78.1361
10510	250.1195	+58.1216
10511	250.3146	+51.2056
10512	250.4457	+39.9892
10513	250.7126	 +0.6399
10514	250.5929	+25.0730
10515	250.2733	+59.3390
10516	250.3490	+57.8059
10517	250.3110	+61.3226
10518	250.2891	+62.3892
10519	250.2326	+65.7724
10520	250.6498	+47.9237
10521	250.7690	+36.8240
10522	250.5252	+61.8236
10523	250.8026	+42.1743
10524	250.5120	+65.5737
10525	251.0019	+23.3915
10526	251.0922	+25.1253
10527	250.7796	+61.5747
10528	251.1814	+22.5257
10529	251.1248	+32.2089
10530	250.9824	+49.5086
10531	251.1137	+43.7424
10532	250.8711	+61.9752
10533	251.3539	+18.2098
10534	251.0543	+58.8759
10535	251.5107	 +6.4770
10536	251.0434	+62.0760
10537	250.8155	+70.6422
10538	251.2619	+51.2766
10539	251.2174	+58.0766
10540	251.5384	+29.9774
10541	251.7918	 -0.2718
10542	251.2979	+61.8271
10543	251.6814	+26.9447
10544	251.6732	+36.0781
10545	251.7097	+34.4116
10546	251.1327	+70.7936
10547	251.7364	+34.1617
10548	251.4647	+59.6445
10549	251.8635	+21.1288
10550	251.7679	+40.1287
10551	251.4858	+63.4947
10552	250.7292	+78.3930
10553	251.8169	+40.2455
10554	252.0981	 -1.6204
10555	252.0613	 +6.3129
10556	252.0867	 +6.2297
10557	252.0752	+13.8797
10558	252.0104	+26.2129
10559	251.6986	+59.1122
10560	251.7350	+58.4457
10561	251.6508	+62.8121
10562	251.1286	+75.6943
10563	251.7898	+62.1461
10564	251.5981	+70.3791
10565	252.0639	+48.7302
10566	252.2219	+36.1807
10567	252.2716	+36.2142
10568	252.0131	+62.1971
10569	252.4966	 +9.4316
10570	252.1148	+59.5475
10571	252.2896	+48.6312
10572	252.0708	+62.9807
10573	252.5498	+23.5820
10574	252.5303	+27.0320
10575	252.7192	 +4.5992
10576	252.6995	 +8.7992
10577	252.5203	+42.7488
10578	252.8520	 -2.4669
10579	252.4759	+53.9489
10580	252.4786	+55.5490
10581	250.8380	+82.6286
10582	252.7976	+23.9498
10583	252.5558	+53.5659
10584	252.5558	+55.3827
10585	252.8719	+19.4168
10586	252.6962	+45.3997
10587	252.2826	+68.7488
10588	252.8839	+21.8835
10589	252.5992	+55.8329
10590	252.7349	+59.7337
10591	253.1008	+23.3346
10592	253.2544	 +2.4017
10593	253.0722	+55.9018
10594	253.1856	+51.0855
10595	253.0939	+60.5354
10596	253.5916	+10.4200
10597	253.5251	+23.4199
10598	253.5537	+27.1701
10599	253.4688	+39.7532
10600	253.5717	+36.0036
10601	253.3902	+54.6032
10602	253.5809	+41.3371
10603	253.7319	+22.1541
10604	252.0265	+81.8503
10605	251.6182	+83.2994
10606	253.6930	+36.5042
10607	253.7816	+26.6544
10608	253.6094	+53.1375
10609	253.2364	+69.8866
10610	253.7411	+43.0545
10611	253.8151	+36.8881
10612	252.5683	+80.3521
10613	253.8058	+53.3884
10614	253.5843	+65.3046
10615	254.0295	+34.8391
10616	253.7758	+58.7051
10617	254.1235	+27.9894
10618	254.1744	+27.8230
10619	253.9666	+54.4225
10620	254.2783	+31.2235
10621	254.0580	+55.0230
10622	253.6873	+70.4388
10623	254.4790	 +2.4741
10624	254.3742	+27.8406
10625	254.3512	+38.6740
10626	254.1360	+58.0568
10627	254.3048	+46.8572
10628	254.5270	+22.9745
10629	254.4990	+27.8578
10630	254.4733	+31.9744
10631	254.4429	+36.4243
10632	253.2529	+79.0716
10633	254.6178	+20.0416
10634	254.6427	+15.2083
10635	254.5046	+38.2080
10636	254.0608	+70.4405
10637	254.6733	+31.9587
10638	253.0763	+81.5884
10639	254.7668	+29.0091
10640	254.9289	 +2.4928
10641	254.4956	+58.9085
10642	254.9681	 -0.5404
10643	254.8360	+29.9427
10644	254.6343	+54.8590
10645	254.7504	+47.2260
10646	254.6165	+59.1258
10647	254.6444	+58.9592
10648	254.6300	+59.7592
10649	255.0270	+22.9269
10650	255.0510	+23.1103
10651	254.9441	+42.5435
10652	254.8713	+49.9266
10653	255.0752	+27.5938
10654	255.1371	+29.7275
10655	254.8912	+56.0603
10656	255.2014	+23.0110
10657	255.0968	+39.1441
10658	255.2226	+28.0112
10659	255.3579	 +6.9282
10660	255.2852	+25.8615
10661	255.3980	+27.9287
10662	255.3841	+30.1787
10663	255.3832	+30.3287
10664	255.4297	+41.2291
10665	255.2176	+58.9952
10666	255.5554	+30.7461
10667	255.6342	+21.5630
10668	255.5806	+30.7129
10669	255.0634	+70.2952
10670	255.3454	+63.6961
10671	255.7150	+36.6636
10672	255.8153	+24.9306
10673	255.7858	+29.8639
10674	255.9215	 +9.2976
10675	255.8257	+31.4474
10676	255.9560	+26.5146
10677	255.8916	+36.4145
10678	255.9945	+24.1814
10679	255.9753	+31.4981
10680	255.8026	+51.3977
10681	255.8914	+45.4647
10682	255.7412	+60.3644
10683	256.2479	 -1.5510
10684	255.7527	+61.0478
10685	256.2286	+12.9324
10686	256.0731	+41.9321
10687	255.8529	+59.7316
10688	256.1795	+34.5658
10689	255.9899	+56.0154
10690	255.8819	+62.0318
10691	256.2821	+30.3995
10692	256.3500	+23.1664
10693	256.2235	+41.8661
10694	256.2116	+43.2328
10695	256.2633	+43.0330
10696	256.4115	+25.5334
10697	255.6880	+72.8818
10698	256.4185	+32.4836
10699	256.5660	+10.4006
10700	256.5093	+25.9006
10701	256.2852	+52.7334
10702	256.6408	+24.7678
10703	256.5763	+38.3844
10704	255.3945	+79.0316
10705	256.7860	+11.4183
10706	256.6265	+38.3513
10707	256.6049	+41.0513
10708	256.6965	+35.6516
10709	256.7752	+31.4186
10710	256.7121	+43.1185
10711	256.2669	+68.8174
10712	256.8251	+31.4355
10713	256.1344	+72.4505
10714	256.8579	+30.2189
10715	256.8514	+31.2356
10716	256.9322	+30.3193
10717	257.0063	+26.3696
10718	257.1715	 +4.0367
10719	257.1972	 +3.8869
10720	257.1698	 +9.6035
10721	257.0862	+25.5199
10722	257.0881	+42.9536
10723	257.1435	+42.3372
10724	256.9069	+60.7199
10725	256.3480	+75.4186
10726	256.0412	+78.6346
10727	256.9315	+60.7367
10728	257.3298	+22.2210
10729	257.3237	+31.6045
10730	257.0014	+60.9871
10731	257.0176	+63.6540
10732	257.4404	+36.4051
10733	257.5177	+32.4888
10734	256.5031	+77.1197
10735	257.5441	+32.2722
10736	257.0147	+69.4877
10737	257.4498	+49.3054
10738	257.7628	 +5.8562
10739	257.6411	+36.2894
10740	253.3173	+86.5959
10741	257.6489	+41.6562
10742	257.5854	+48.3227
10743	257.8775	 +7.9901
10744	257.4074	+62.9891
10745	257.4919	+61.4061
10746	257.7103	+45.8733
10747	257.9731	+23.3741
10748	258.0434	+28.4245
10749	258.0574	+30.1746
10750	257.8964	+49.5576
10751	257.8359	+54.3741
10752	258.1486	+23.2749
10753	258.1522	+34.6918
10754	258.0533	+46.5416
10755	258.1527	+38.0252
10756	257.9192	+59.9914
10757	257.5319	+72.4071
10758	258.0526	+53.1251
10759	258.1884	+42.8088
10760	258.1762	+44.1588
10761	258.2349	+40.2756
10762	257.6127	+72.2908
10763	258.2582	+40.4757
10764	258.3046	+43.7760
10765	258.3375	+42.8928
10766	257.6131	+74.4245
10767	257.7142	+73.6082
10768	258.6147	+20.3105
10769	257.8816	+72.3921
10770	258.3060	+59.3265
10771	258.5551	+43.6939
10772	258.7384	+29.1612
10773	258.7302	+43.6614
10774	258.5399	+58.8109
10775	259.0079	 +6.8455
10776	258.9369	+29.3955
10777	258.8788	+37.8120
10778	259.0842	 +6.5625
10779	259.1099	 +6.4293
10780	259.1556	 +7.3129
10781	259.0463	+31.7960
10782	259.0145	+36.3793
10783	259.1115	+29.4463
10784	258.8381	+57.4290
10785	259.1073	+37.3297
10786	259.0536	+43.8129
10787	259.2324	+21.6134
10788	258.9388	+57.3795
10789	259.4292	 +7.5975
10790	259.2793	+40.8473
10791	258.6541	+72.3958
10792	258.5038	+75.2288
10793	259.5878	+10.9483
10794	259.4075	+40.4479
10795	259.5269	+30.9150
10796	259.2031	+61.9143
10797	259.7251	 +8.4323
10798	259.7187	+19.5157
10799	259.7085	+29.8658
10800	259.6718	+41.6992
10801	259.7678	+32.2661
10802	259.9114	+11.2165
10803	259.0455	+73.4311
10804	259.4804	+61.7822
10805	259.9704	+14.4002
10806	259.7159	+49.8663
10807	259.9837	+16.6669
10808	259.9181	+28.3168
10809	259.9634	+24.9170
10810	259.7322	+52.6164
10811	259.6498	+58.1495
10812	259.8781	+40.9335
10813	260.0197	+23.8339
10814	259.8252	+49.0334
10815	259.6542	+60.6163
10816	259.8400	+49.9335
10817	259.6667	+61.2331
10818	259.9395	+61.3177
10819	259.9879	+60.1513
10820	260.2423	+42.1686
10821	260.1313	+52.6517
10822	260.0532	+57.9181
10823	260.4002	+22.8357
10824	260.5811	 +2.0029
10825	260.6361	 +0.9532
10826	260.7789	+12.6874
10827	260.6760	+41.1206
10828	260.8455	+23.6378
10829	260.9539	+26.4717
10830	260.7059	+60.4547
10831	261.0878	+24.9557
10832	260.6951	+62.1714
10833	260.6951	+62.1714
10834	261.1385	+20.3892
10835	261.1109	+29.3892
10836	260.8427	+56.9885
10837	261.1628	+24.9560
10838	260.9803	+48.4723
10839	260.9386	+52.0222
10840	261.1948	+23.7395
10841	261.2890	+10.6564
10842	261.1941	+28.0729
10843	261.0144	+51.9559
10844	261.3408	+10.2900
10845	261.1162	+44.9562
10846	261.0887	+49.9395
10847	261.3222	+23.3068
10848	260.3995	+75.8547
10849	261.4113	+20.7738
10850	261.0579	+59.0063
10851	261.2454	+49.3402
10852	261.5607	+11.3078
10853	260.6323	+74.3722
10854	261.1969	+58.2070
10855	261.3358	+58.8243
10856	261.7845	+11.5422
10857	261.5176	+53.5750
10858	261.4241	+59.4581
10859	261.4460	+59.6249
10860	261.9844	 +6.4764
10861	261.8786	+26.4595
10862	262.0548	 +7.4267
10863	261.5945	+62.1424
10864	262.0961	+14.1770
10865	261.2707	+72.8917
10866	262.1280	+26.5440
10867	261.8159	+58.5099
10868	262.2601	 +6.3277
10869	261.8402	+58.5434
10870	261.8129	+60.0267
10871	261.8382	+60.0101
10872	261.8145	+61.1934
10873	262.3108	+16.1614
10874	262.2359	+29.3112
10875	262.3356	+16.1949
10876	261.6109	+71.0932
10877	262.0072	+57.5442
10878	262.4468	+23.3288
10879	262.4628	+24.8789
10880	262.0943	+60.9447
10881	262.1362	+60.0949
10882	262.1898	+58.5451
10883	262.3100	+52.2121
10884	262.6603	 +6.2796
10885	262.5199	+35.3627
10886	262.6601	+16.2798
10887	261.4744	+77.7103
10888	262.5055	+60.3634
10889	262.5943	+59.6471
10890	262.9166	+32.2312
10891	263.1065	 +7.0651
10892	262.2357	+74.2632
10893	263.1844	+16.3990
10894	263.2464	+27.5828
10895	262.9723	+59.4656
10896	262.9692	+59.6322
10897	262.3557	+75.7141
10898	263.1133	+51.8993
10899	263.4109	+20.7668
10900	263.2512	+43.7497
10901	263.5143	 +5.4671
10902	263.2755	+43.8165
10903	263.4434	+23.8670
10904	263.3272	+43.6334
10905	263.5098	+25.3340
10906	262.6520	+74.3819
10907	262.4542	+77.3982
10908	263.4067	+50.3840
10909	263.6334	+25.5679
10910	263.6797	+33.9183
10911	263.1320	+69.3503
10912	263.3946	+70.8351
10913	264.1400	+15.3036
10914	264.0823	+40.1370
10915	264.2121	+24.9207
10916	263.8954	+60.8034
10917	264.1657	+42.0875
10918	264.3862	+11.1380
10919	264.3782	+17.5381
10920	264.1871	+49.8877
10921	264.4791	+17.3719
10922	264.1055	+60.2877
10923	259.7675	+86.7440
10924	263.9755	+68.1376
10925	264.5222	+34.9390
10926	264.5868	+24.9559
10927	264.5473	+34.9225
10928	264.6555	+21.6895
10929	264.5680	+35.5226
10930	264.6960	+18.8730
10931	264.3023	+60.4387
10932	264.0302	+69.9880
10933	264.6396	+39.2230
10934	264.1833	+72.0890
10935	264.6598	+57.2569
10936	264.5899	+61.0401
10937	264.6723	+59.3904
10938	264.8899	+49.6078
10939	265.1675	+19.5086
10940	264.7983	+63.9579
10941	265.3040	+17.3592
10942	265.0478	+51.0419
10943	265.5503	 +3.1769
10944	265.4740	+18.2934
10945	265.4441	+23.6767
10946	265.2870	+45.1429
10947	265.0301	+62.6257
10948	265.6397	 +0.2106
10949	264.6918	+74.8419
10950	265.7101	+16.2112
10951	265.3012	+60.4602
10952	265.5271	+56.1444
10953	265.2971	+66.6772
10954	264.9714	+74.0264
10955	265.5547	+55.9779
10956	265.9687	 +4.5456
10957	265.9084	+25.4956
10958	265.4413	+66.8613
10959	263.1819	+84.6392
10960	266.0092	+25.3627
10961	265.7072	+58.8121
10962	265.9832	+36.7795
10963	265.5416	+68.3452
10964	265.7029	+66.4792
10965	265.9415	+56.7965
10966	266.2998	+18.1307
10967	266.1313	+48.0971
10968	266.0214	+57.9969
10969	266.3167	+38.8978
10970	266.4400	+24.3648
10971	266.2142	+55.3311
10972	266.5770	+26.5488
10973	266.0425	+67.5809
10974	266.0664	+67.6143
10975	266.5671	+35.5656
10976	266.6258	+30.6991
10977	266.6258	+30.6991
10978	266.7104	+20.7661
10979	266.7848	+20.8664
10980	266.4833	+57.2824
10981	266.8940	 +9.5502
10982	266.4719	+59.3491
10983	266.7312	+45.6833
10984	266.6687	+51.3165
10985	267.0177	+14.7342
10986	266.7112	+57.1002
10987	267.0757	+17.9511
10988	266.6987	+59.2502
10989	266.7576	+57.3171
10990	267.0527	+34.0846
10991	266.6003	+67.3336
10992	266.7803	+61.4341
10993	266.9161	+55.1845
10994	267.2852	+20.8022
10995	266.8455	+64.0179
10996	267.0810	+54.1519
10997	267.3854	+20.7527
10998	267.1702	+51.1856
10999	267.4314	+25.7863
11000	267.3628	+36.1362
11001	267.5450	+14.2867
11002	267.1636	+58.4191
11003	267.6672	+14.8206
11004	267.6779	+17.5374
11005	267.3019	+63.7534
11006	267.6467	+51.0545
11007	267.4764	+61.6041
11008	267.5032	+61.5209
11009	267.9473	+23.0721
11010	267.9391	+24.4888
11011	267.5774	+61.5546
11012	267.3453	+70.1541
11013	268.0308	+21.5725
11014	267.9706	+31.4557
11015	267.9285	+37.3556
11016	268.0122	+28.9058
11017	268.0311	+29.8560
11018	268.0984	+22.8728
11019	267.6730	+62.8718
11020	267.8188	+59.4890
11021	268.1611	+29.0732
11022	268.1562	+29.8399
11023	267.4587	+72.0215
11024	268.2214	+23.2234
11025	268.2199	+27.6735
11026	267.8043	+65.5393
11027	268.3136	+24.5739
11028	268.0220	+60.6067
11029	268.4642	+24.4580
11030	268.6518	 +2.8753
11031	268.5006	+30.6916
11032	268.3414	+51.4746
11033	268.6234	+18.3753
11034	268.6986	+18.3257
11035	268.6110	+32.8755
11036	268.3640	+58.3749
11037	268.7489	+18.2759
11038	267.9774	+72.1407
11039	268.7724	+18.5427
11040	268.7396	+28.5094
11041	268.6976	+34.7759
11042	268.8029	+26.3596
11043	268.8335	+25.4264
11044	268.8954	+18.9267
11045	268.8180	+31.8431
11046	268.8626	+28.8266
11047	268.9051	+30.0102
11048	268.9985	+18.3438
11049	269.0233	+18.3773
11050	268.9240	+34.5770
11051	268.6424	+60.8264
11052	269.0710	+18.8108
11053	269.0087	+33.1941
11054	268.3564	+71.5592
11055	269.2554	+12.2450
