#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:15:13 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:15:13	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJ/703/894/table4&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_17030894
#Name: J/ApJ/703/894
#Title: PNe in 5 nearby galaxies (Herrmann+, 2009)
#INFO	ivoid=ivo://cds.vizier/j/apj/703/894	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/703/894	    IVOID of underlying data collection
#INFO	creator=Herrmann K.A.	    First author or institution
#INFO	cites=bibcode:2009ApJ...703..894H	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2009	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/703/894	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.17030894	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-10-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_703_894_table4:
#Name: J/ApJ/703/894/table4
#Title: Planetary nebula identifications
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(a10)	Source identification (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	m5007	(F5.2)	The [O III] (5007) emission line magnitude	[ucd=phot.mag;em.line.OIII]
#Column	l_R	(A1)	Limit flag on R	[ucd=meta.code.error]
#Column	R	(F5.2)	? I({lambda}5007)_0_/I(H{alpha}+[N II])_0_ ratio	[ucd=phot.flux;arith.ratio]
#Column	e_R	(F5.2)	? The 1{sigma} error in R	[ucd=stat.error]
#Column	n_R	(A4)	? Type of R value given (L, Phot, Spect)	[ucd=meta.note]
#Column	Ntrg	(I1)	? Number of Hydra+MRS setups where PN was targeted	[ucd=meta.number]
#Column	Ndet	(I1)	? Number of Hydra+MRS setups where PN was detected	[ucd=meta.number]
#Column	RV	(F6.1)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F4.1)	? The 1{sigma} error in RV	[ucd=stat.error]
#Column	Rem	(A3)	Remarks (2)	[ucd=meta.note]
#Column	File	(a26)	Name of the FITS file of the spectrum	[ucd=meta.id;meta.fits]
#Column	File2	(a26)	Name of the second FITS file of the spectrum	[ucd=meta.id;meta.file]
#Column	Sp	(A3)	VizieR added column, not part of original data	[ucd=meta.ref.url]
recno	ID	RAJ2000	DEJ2000	m5007	l_R	R	e_R	n_R	Ntrg	Ndet	RV	e_RV	Rem	File	File2	Sp
     440	M83-122   	13 37 21.30	-29 52 09.9	25.28	>	 1.41	     	Phot	4	4	 466.0	 5.8	   	M83/PN_M83_122.fits       	                          	1 2
     441	M83-123   	13 36 43.60	-29 44 07.4	25.28	 	 1.09	 0.12	Phot	4	4	 485.6	 4.6	   	M83/PN_M83_123.fits       	                          	1 2
     442	M83-124   	13 36 35.99	-29 53 55.5	25.29	 	 2.67	 0.67	Phot	3	2	 586.7	 6.1	   	M83/PN_M83_124.fits       	                          	1 2
     443	M83-125   	13 36 33.35	-29 54 46.7	25.31	 	 1.83	 0.26	Phot	3	3	 556.3	 6.5	   	M83/PN_M83_125.fits       	                          	1 2
     444	M83-126   	13 37 00.23	-29 43 36.7	25.31	 	 1.02	 0.19	Phot	2	2	 451.0	 9.9	   	M83/PN_M83_126.fits       	                          	1 2
     445	M83-127   	13 37 12.12	-29 48 54.9	25.31	 	 1.66	 0.29	Phot	3	2	 423.6	 7.9	H  	M83/PN_M83_127_H.fits     	                          	1 2
     446	M83-128   	13 37 06.32	-29 47 36.0	25.32	 	 1.49	 0.24	Phot	2	2	 460.1	 4.3	   	M83/PN_M83_128.fits       	                          	1 2
     447	M83-129   	13 37 25.28	-29 52 42.0	25.32	 	 2.35	 0.51	Phot	1	1	 446.0	14.1	   	M83/PN_M83_129.fits       	                          	1 2
     448	M83-130   	13 37 14.42	-29 54 12.3	25.33	>	 3.14	     	Phot	1	1	 527.0	 8.5	   	M83/PN_M83_130.fits       	                          	1 2
     449	M83-131   	13 36 41.50	-29 47 11.2	25.36	 	 2.21	 0.59	Phot	4	4	 478.3	 6.4	   	M83/PN_M83_131.fits       	                          	1 2
     450	M83-132   	13 36 46.69	-29 56 17.6	25.36	 	 1.08	 0.15	Phot	1	1	 628.3	 8.3	   	M83/PN_M83_132.fits       	                          	1 2
     451	M83-133   	13 37 36.43	-29 55 08.1	25.37	 	 1.28	 0.19	Phot	3	3	 495.5	 6.1	   	M83/PN_M83_133.fits       	                          	1 2
     452	M83-134   	13 37 24.44	-29 51 05.6	25.37	>	 1.54	     	Phot	3	3	 469.2	 5.5	   	M83/PN_M83_134.fits       	                          	1 2
     453	M83-135   	13 36 52.25	-29 48 12.5	25.38	 	 1.53	 0.38	Phot	3	2	 487.6	10.9	X  	M83/PN_M83_135_X.fits     	                          	1 2
     454	M83-136   	13 37 12.19	-29 48 34.5	25.39	 	 1.59	 0.28	Phot	2	2	 446.3	 5.4	H  	M83/PN_M83_136_H.fits     	                          	1 2
     455	M83-137   	13 36 45.23	-29 46 14.1	25.41	 	 2.10	 0.49	Phot	4	3	 502.8	 6.2	   	M83/PN_M83_137.fits       	                          	1 2
     456	M83-138   	13 37 20.09	-29 52 29.2	25.41	 	 1.30	 0.22	Phot	1	1	 498.2	12.6	X  	M83/PN_M83_138_X.fits     	                          	1 2
     457	M83-139   	13 36 29.74	-29 55 38.4	25.41	 	 1.78	 0.28	Phot	5	5	 605.2	 5.3	   	M83/PN_M83_139.fits       	                          	1 2
     458	M83-140   	13 36 51.99	-29 47 38.0	25.43	 	 1.64	 0.38	Phot	0	0	      	    	   	                          	                          	1 2
     459	M83-141   	13 37 52.70	-29 49 38.2	25.43	 	 1.59	 0.37	Phot	5	5	 461.3	 6.2	   	M83/PN_M83_141.fits       	                          	1 2
     460	M83-142   	13 36 42.17	-29 47 37.0	25.44	 	 1.10	 0.15	Phot	3	3	 533.5	 6.8	   	M83/PN_M83_142.fits       	                          	1 2
     461	M83-143   	13 37 09.69	-29 56 58.7	25.44	 	 1.93	 0.44	Phot	3	3	 491.1	 6.8	   	M83/PN_M83_143.fits       	                          	1 2
     462	M83-144   	13 36 49.66	-29 49 29.8	25.44	>	 2.83	     	Phot	3	3	 514.4	 9.6	H  	M83/PN_M83_144_H.fits     	                          	1 2
     463	M83-145   	13 37 03.75	-29 56 04.9	25.44	 	 1.63	 0.27	Phot	1	1	 547.2	 6.5	   	M83/PN_M83_145.fits       	                          	1 2
     464	M83-146   	13 36 37.90	-29 50 56.0	25.45	 	 0.75	 0.07	Phot	2	2	 521.9	 7.0	   	M83/PN_M83_146.fits       	                          	1 2
     465	M83-147   	13 37 02.70	-30 02 52.8	25.45	 	 1.63	 0.31	Phot	4	4	 552.4	 8.9	   	M83/PN_M83_147.fits       	                          	1 2
     466	M83-148   	13 37 03.23	-29 58 20.4	25.46	 	 3.68	 1.65	Phot	2	1	 574.8	10.0	   	M83/PN_M83_148.fits       	                          	1 2
     467	M83-149   	13 36 50.13	-29 47 24.4	25.46	 	 1.55	 0.49	Phot	0	0	      	    	   	                          	                          	1 2
     468	M83-150   	13 37 19.76	-29 54 00.5	25.47	 	 2.07	 0.48	Phot	3	3	 469.2	 5.2	   	M83/PN_M83_150.fits       	                          	1 2
     469	M83-151   	13 36 55.57	-29 56 43.5	25.47	 	 1.07	 0.21	Phot	2	2	 563.4	 7.6	   	M83/PN_M83_151.fits       	                          	1 2
     470	M83-152   	13 37 03.43	-29 46 37.5	25.47	 	 1.91	 0.34	Phot	2	1	 430.6	 8.4	   	M83/PN_M83_152.fits       	                          	1 2
     471	M83-153   	13 36 46.17	-29 55 37.9	25.48	 	 2.84	 0.93	Phot	1	1	 576.7	 8.7	   	M83/PN_M83_153.fits       	                          	1 2
     472	M83-154   	13 37 11.78	-29 47 51.0	25.49	 	 1.78	 0.37	Phot	3	2	 425.6	 7.6	   	M83/PN_M83_154.fits       	                          	1 2
     473	M83-155   	13 36 37.25	-29 54 49.4	25.49	 	 1.44	 0.21	Phot	2	2	 543.9	 5.4	   	M83/PN_M83_155.fits       	                          	1 2
     474	M83-156   	13 37 05.73	-29 55 53.8	25.49	 	 2.15	 0.49	Phot	3	3	 543.1	 5.9	   	M83/PN_M83_156.fits       	                          	1 2
     475	M83-157   	13 36 44.15	-29 55 57.1	25.50	 	 1.48	 0.23	Phot	3	3	 611.6	 7.1	   	M83/PN_M83_157.fits       	                          	1 2
     476	M83-158   	13 36 44.98	-29 57 04.3	25.50	 	 2.97	 0.98	Phot	1	1	 574.9	 9.6	   	M83/PN_M83_158.fits       	                          	1 2
     477	M83-159   	13 36 39.58	-29 51 37.0	25.50	 	 2.15	 0.57	Phot	5	4	 571.5	 9.3	C  	M83/PN_M83_159_C.fits     	                          	1 2
     478	M83-160   	13 37 26.93	-29 52 49.2	25.50	 	 2.23	 0.59	Phot	2	2	 452.3	 8.1	   	M83/PN_M83_160.fits       	                          	1 2
     479	M83-161   	13 36 41.15	-29 54 13.4	25.51	 	 1.66	 0.38	Phot	1	1	 610.8	20.9	U  	M83/PN_M83_161_U.fits     	                          	1 2
     480	M83-162   	13 36 59.56	-29 43 58.3	25.52	 	 2.42	 0.69	Phot	2	2	 428.6	12.7	   	M83/PN_M83_162.fits       	                          	1 2
     481	M83-163   	13 36 48.25	-29 56 21.1	25.53	 	 2.88	 0.95	Phot	1	1	 631.7	16.2	U  	M83/PN_M83_163_U.fits     	                          	1 2
     482	M83-164   	13 36 45.77	-29 53 35.5	25.54	 	 2.29	 0.98	Phot	1	1	 566.6	11.1	H,X	M83/PN_M83_164_HX.fits    	                          	1 2
     483	M83-165   	13 36 42.01	-29 49 15.3	25.55	 	 2.35	 0.77	Phot	1	0	      	    	   	                          	                          	1 2
     484	M83-166   	13 37 09.19	-29 57 19.5	25.55	>	 2.56	     	Phot	3	3	 505.8	 4.6	   	M83/PN_M83_166.fits       	                          	1 2
     485	M83-167   	13 37 06.59	-29 55 57.3	25.56	>	 1.19	     	Phot	0	0	      	    	   	                          	                          	1 2
     486	M83-168   	13 36 44.79	-29 47 28.2	25.56	 	 1.36	 0.25	Phot	3	2	 493.2	 9.6	   	M83/PN_M83_168.fits       	                          	1 2
     487	M83-169   	13 37 24.54	-29 52 43.5	25.57	 	 1.66	 0.37	Phot	0	0	      	    	   	                          	                          	1 2
     488	M83-170   	13 37 06.04	-29 57 03.6	25.57	 	 1.40	 0.18	Phot	1	1	 536.5	 6.5	H  	M83/PN_M83_170_H.fits     	                          	1 2
     489	M83-171   	13 36 34.35	-29 51 41.1	25.58	 	 1.57	 0.33	Phot	3	3	 535.4	 9.2	   	M83/PN_M83_171.fits       	                          	1 2
     490	M83-172   	13 37 16.90	-29 46 46.4	25.58	 	 2.42	 0.74	Phot	2	2	 438.7	11.1	   	M83/PN_M83_172.fits       	                          	1 2
     491	M83-173   	13 37 28.93	-29 55 33.8	25.58	 	 2.35	 0.61	Phot	3	2	 520.9	 8.2	   	M83/PN_M83_173.fits       	                          	1 2
     492	M83-174   	13 36 43.99	-29 54 37.8	25.59	 	 1.07	 0.13	Phot	2	2	 575.1	 9.8	   	M83/PN_M83_174.fits       	                          	1 2
     493	M83-175   	13 36 32.94	-29 52 43.6	25.59	 	 3.98	 1.68	Phot	3	2	 483.1	 7.7	   	M83/PN_M83_175.fits       	                          	1 2
     494	M83-176   	13 36 18.61	-29 52 26.1	25.60	 	 1.81	 0.45	Phot	5	2	 592.4	 7.7	   	M83/PN_M83_176.fits       	                          	1 2
     495	M83-177   	13 37 39.31	-29 47 27.9	25.60	 	 2.98	 1.06	Phot	3	3	 452.2	 7.0	   	M83/PN_M83_177.fits       	                          	1 2
     496	M83-178   	13 36 48.58	-29 51 28.6	25.60	>	 0.79	     	Phot	3	3	 555.9	 6.9	H  	M83/PN_M83_178_H.fits     	                          	1 2
     497	M83-179   	13 37 36.61	-29 49 29.8	25.61	 	 2.32	 0.67	Phot	2	2	 425.6	 8.2	   	M83/PN_M83_179.fits       	                          	1 2
     498	M83-180   	13 37 20.69	-29 56 32.7	25.61	 	 2.33	 0.74	Phot	0	0	      	    	   	                          	                          	1 2
     499	M83-181   	13 36 54.53	-29 57 13.9	25.61	 	 1.71	 0.42	Phot	1	1	 577.6	 9.0	   	M83/PN_M83_181.fits       	                          	1 2
     500	M83-182   	13 36 35.28	-29 50 26.8	25.61	 	 0.91	 0.13	Phot	3	2	 539.0	 9.5	   	M83/PN_M83_182.fits       	                          	1 2
     501	M83-183   	13 37 19.03	-29 56 28.2	25.63	 	 1.94	 0.58	Phot	2	2	 432.1	 5.9	   	M83/PN_M83_183.fits       	                          	1 2
     502	M83-184   	13 36 27.75	-29 45 56.4	25.63	 	 1.54	 0.29	Phot	4	3	 535.5	 9.5	   	M83/PN_M83_184.fits       	                          	1 2
     503	M83-185   	13 36 53.48	-29 46 03.4	25.64	 	 2.03	 0.54	Phot	0	0	      	    	   	                          	                          	1 2
     504	M83-186   	13 37 17.15	-29 54 41.0	25.64	 	 1.32	 0.15	Phot	0	0	      	    	   	                          	                          	1 2
     505	M83-187   	13 37 14.74	-29 49 12.5	25.65	 	 1.01	 0.16	Phot	1	1	 465.4	16.4	U  	M83/PN_M83_187_U.fits     	                          	1 2
     506	M83-188   	13 37 21.41	-29 56 11.4	25.66	 	 1.44	 0.27	Phot	0	0	      	    	   	                          	                          	1 2
     507	M83-189   	13 36 50.56	-29 47 20.9	25.66	 	 2.19	 0.66	Phot	3	3	 494.0	 8.1	   	M83/PN_M83_189.fits       	                          	1 2
     508	M83-190   	13 36 55.58	-29 46 56.2	25.69	 	 0.80	 0.13	Phot	2	2	 500.3	12.9	X  	M83/PN_M83_190_X.fits     	                          	1 2
     509	M83-191   	13 37 15.68	-29 55 25.1	25.70	 	 1.72	 0.44	Phot	3	3	 485.3	 6.8	   	M83/PN_M83_191.fits       	                          	1 2
     510	M83-192   	13 37 00.71	-29 57 02.2	25.71	 	 1.66	 0.51	Phot	0	0	      	    	   	                          	                          	1 2
     511	M83-193   	13 37 12.42	-29 53 46.3	25.71	 	 1.67	 0.38	Phot	0	0	      	    	   	                          	                          	1 2
     512	M83-194   	13 37 19.49	-29 55 08.8	25.72	 	 1.39	 0.24	Phot	3	2	 475.0	 6.8	   	M83/PN_M83_194.fits       	                          	1 2
     513	M83-195   	13 37 11.89	-29 52 55.8	25.73	 	 1.03	 0.17	Phot	4	4	 465.7	 6.1	   	M83/PN_M83_195.fits       	                          	1 2
     514	M83-196   	13 37 25.15	-29 52 38.2	25.74	 	 1.11	 0.24	Phot	1	1	 483.0	 7.0	   	M83/PN_M83_196.fits       	                          	1 2
     515	M83-197   	13 36 59.29	-29 47 28.0	25.74	 	 1.17	 0.25	Phot	3	2	 435.3	12.1	   	M83/PN_M83_197.fits       	                          	1 2
     516	M83-198   	13 36 56.23	-29 55 06.8	25.76	 	 1.83	 0.60	Phot	3	0	      	    	   	                          	                          	1 2
     517	M83-199   	13 36 39.20	-29 54 07.2	25.76	 	 1.91	 0.61	Phot	1	1	 606.8	15.4	U  	M83/PN_M83_199_U.fits     	                          	1 2
     518	M83-200   	13 37 03.72	-29 47 34.2	25.77	 	 1.17	 0.56	Phot	1	1	 445.3	 9.3	   	M83/PN_M83_200.fits       	                          	1 2
     519	M83-201   	13 37 17.65	-29 46 14.3	25.79	 	 1.28	 0.27	Phot	0	0	      	    	   	                          	                          	1 2
     520	M83-202   	13 36 45.68	-29 46 52.3	25.80	 	 2.53	 0.85	Phot	2	2	 445.7	13.4	   	M83/PN_M83_202.fits       	                          	1 2
     521	M83-203   	13 36 46.10	-29 47 28.0	25.83	 	 1.76	 0.45	Phot	1	0	      	    	   	                          	                          	1 2
     522	M83-204   	13 36 45.48	-29 49 05.7	25.84	 	 0.83	 0.16	Phot	3	3	 501.7	 8.0	H  	M83/PN_M83_204_H.fits     	                          	1 2
     523	M83-205   	13 36 36.91	-29 49 59.7	25.85	 	 1.29	 0.28	Phot	3	2	 546.9	 7.0	   	M83/PN_M83_205.fits       	                          	1 2
     524	M83-206   	13 37 06.22	-29 56 17.4	25.87	 	 1.72	 0.50	Phot	2	1	 531.7	16.4	U  	M83/PN_M83_206_U.fits     	                          	1 2
     525	M83-207   	13 37 19.79	-29 54 52.1	25.87	 	 1.01	 0.18	Phot	1	1	 483.9	15.1	U  	M83/PN_M83_207_U.fits     	                          	1 2
     526	M83-208   	13 37 19.96	-29 49 45.2	25.91	 	 1.68	 0.43	Phot	1	0	      	    	   	                          	                          	1 2
     527	M83-209   	13 36 26.74	-29 51 42.4	25.92	>	 1.12	     	Phot	5	1	 563.9	13.6	   	M83/PN_M83_209.fits       	                          	1 2
     528	M83-210   	13 37 14.83	-29 57 32.5	25.93	 	 1.61	 0.50	Phot	2	2	 511.9	 8.1	   	M83/PN_M83_210.fits       	                          	1 2
     529	M83-211   	13 37 06.65	-29 56 02.7	25.93	 	 1.75	 0.51	Phot	0	0	      	    	   	                          	                          	1 2
     530	M83-212   	13 36 53.83	-29 45 44.4	25.97	 	 2.14	 0.78	Phot	2	2	 447.8	13.6	   	M83/PN_M83_212.fits       	                          	1 2
     531	M83-213   	13 37 11.17	-30 02 50.5	25.97	 	 2.24	 0.92	Phot	5	2	 567.1	10.0	   	M83/PN_M83_213.fits       	                          	1 2
     532	M83-214   	13 37 19.70	-29 53 04.9	25.97	>	 0.82	     	Phot	2	2	 445.2	16.3	U  	M83/PN_M83_214_U.fits     	                          	1 2
     533	M83-215   	13 37 00.77	-29 54 56.2	25.98	 	 1.36	 0.40	Phot	2	0	      	    	   	                          	                          	1 2
     534	M83-216   	13 37 35.46	-29 47 52.3	25.99	 	 0.63	 0.09	Phot	2	1	 438.3	13.3	X  	M83/PN_M83_216_X.fits     	                          	1 2
     535	M83-217   	13 37 05.71	-29 56 11.8	26.01	>	 1.68	     	Phot	0	0	      	    	   	                          	                          	1 2
     536	M83-218   	13 37 08.48	-29 47 34.1	26.01	>	 1.24	     	Phot	1	1	 463.5	15.1	U  	M83/PN_M83_218_U.fits     	                          	1 2
     537	M83-219   	13 36 41.67	-29 51 16.2	26.04	>	 0.86	     	Phot	1	1	 551.6	10.5	   	M83/PN_M83_219.fits       	                          	1 2
     538	M83-220   	13 36 47.52	-29 55 59.0	26.05	 	 1.68	 0.55	Phot	0	0	      	    	   	                          	                          	1 2
     539	M83-221   	13 37 13.76	-29 55 37.8	26.05	 	 1.19	 0.29	Phot	1	1	 527.2	 9.8	   	M83/PN_M83_221.fits       	                          	1 2
     540	M83-222   	13 36 39.80	-29 48 15.3	26.07	 	 2.05	 0.98	Phot	0	0	      	    	   	                          	                          	1 2
     541	M83-223   	13 37 30.06	-29 49 10.5	26.09	 	 1.92	 0.68	Phot	1	0	      	    	   	                          	                          	1 2
     542	M83-224   	13 37 28.35	-29 49 07.9	26.10	 	 1.71	 0.64	Phot	0	0	      	    	   	                          	                          	1 2
     543	M83-225   	13 37 22.04	-29 50 09.2	26.13	 	 1.70	 0.67	Phot	0	0	      	    	   	                          	                          	1 2
     544	M83-226   	13 36 56.46	-29 46 20.2	26.14	>	 1.48	     	Phot	1	0	      	    	   	                          	                          	1 2
     545	M83-227   	13 37 13.73	-29 53 07.0	26.15	 	 0.76	 0.18	Phot	2	1	 462.3	 9.8	   	M83/PN_M83_227.fits       	                          	1 2
     546	M83-228   	13 36 30.56	-29 48 21.2	26.17	 	 1.37	 0.36	Phot	3	0	      	    	   	                          	                          	1 2
     547	M83-229   	13 37 15.64	-29 55 47.0	26.17	 	 0.53	 0.09	Phot	0	0	      	    	   	                          	                          	1 2
     548	M83-230   	13 37 02.87	-29 46 55.5	26.22	>	 0.93	     	Phot	1	0	      	    	   	                          	                          	1 2
     549	M83-231   	13 36 30.91	-29 54 27.9	26.23	 	 2.65	 1.30	Phot	0	0	      	    	   	                          	                          	1 2
     550	M83-232   	13 36 29.99	-29 47 31.0	26.23	 	 1.12	 0.30	Phot	1	0	      	    	   	                          	                          	1 2
     551	M83-233   	13 36 46.26	-29 45 23.9	26.24	>	 1.36	     	Phot	2	1	 502.2	 9.8	   	M83/PN_M83_233.fits       	                          	1 2
     552	M83-234   	13 36 58.14	-29 45 22.6	26.30	 	 1.39	 0.46	Phot	1	1	 515.4	20.6	U  	M83/PN_M83_234_U.fits     	                          	1 2
     553	M83-235   	13 37 50.29	-30 06 22.4	26.40	>	 1.17	     	Phot	1	0	      	    	   	                          	                          	1 2
     554	M83-236   	13 36 36.88	-29 52 13.1	26.43	 	 0.79	 0.24	Phot	0	0	      	    	   	                          	                          	1 2
     555	M83-237   	13 36 54.44	-29 45 58.1	26.46	 	 0.78	 0.17	Phot	0	0	      	    	   	                          	                          	1 2
     556	M83-238   	13 37 32.37	-29 55 58.4	26.49	>	 1.07	     	Phot	0	0	      	    	   	                          	                          	1 2
     557	M83-239   	13 36 32.15	-30 05 05.7	26.54	>	 1.06	     	Phot	1	0	      	    	   	                          	                          	1 2
     558	M83-240   	13 37 22.36	-29 53 53.9	26.76	>	 0.84	     	Phot	0	0	      	    	   	                          	                          	1 2
     559	M83-241   	13 37 21.58	-29 58 37.3	27.15	>	 0.60	     	Phot	0	0	      	    	   	                          	                          	1 2
     560	M94-1     	12 50 52.17	+41 08 36.2	23.86	 	 2.78	 0.16	Phot	1	1	 317.4	 2.0	D  	M94/PN_M94_001_D.fits     	                          	1 2
     561	M94-2     	12 50 52.71	+41 06 52.8	23.87	>	 3.69	     	Phot	2	1	 286.3	 5.2	   	M94/PN_M94_002.fits       	                          	1 2
     562	M94-3     	12 50 52.19	+41 06 51.9	23.91	>	 3.56	     	Phot	1	1	 336.3	 5.4	P  	M94/PN_M94_003_P.fits     	                          	1 2
     563	M94-4     	12 50 53.15	+41 08 00.0	24.12	 	 2.40	 0.14	Phot	1	1	 392.0	 2.7	S  	M94/PN_M94_004_S1.fits    	                          	1 2
     564	M94-5     	12 51 00.23	+41 05 50.2	24.12	 	 2.39	 0.22	Phot	1	1	 222.2	 1.4	   	M94/PN_M94_005.fits       	                          	1 2
     565	M94-6     	12 51 10.07	+41 07 40.7	24.13	 	 2.46	 0.32	Phot	1	1	 272.9	 2.0	   	M94/PN_M94_006.fits       	                          	1 2
     566	M94-7     	12 50 53.66	+41 10 16.4	24.13	 	 3.85	 0.77	Phot	2	2	 314.6	 1.0	D  	M94/PN_M94_007_D.fits     	                          	1 2
     567	M94-8     	12 50 55.26	+41 09 02.1	24.18	 	 2.56	 0.44	Phot	2	2	 326.8	 1.5	   	M94/PN_M94_008.fits       	                          	1 2
     568	M94-9     	12 51 02.32	+41 07 21.9	24.26	 	 3.24	 0.59	Phot	1	1	 203.4	 1.8	   	M94/PN_M94_009.fits       	                          	1 2
     569	M94-10    	12 50 47.03	+41 06 06.8	24.27	 	 1.96	 0.26	Phot	1	1	 354.1	 3.2	D  	M94/PN_M94_010_D.fits     	                          	1 2
     570	M94-11    	12 50 58.50	+41 08 03.4	24.28	 	 2.17	 0.28	Phot	1	1	 191.5	 2.1	   	M94/PN_M94_011.fits       	                          	1 2
     571	M94-12    	12 51 01.46	+41 09 00.2	24.29	 	 2.01	 0.35	Phot	4	4	 317.2	 3.2	   	M94/PN_M94_012.fits       	                          	1 2
     572	M94-13    	12 51 09.05	+41 10 10.5	24.30	 	 1.85	 0.23	Phot	2	2	 269.6	 1.3	   	M94/PN_M94_013.fits       	                          	1 2
     573	M94-14    	12 50 30.57	+41 11 28.3	24.31	 	 2.26	 0.35	Phot	6	5	 402.7	 1.4	   	M94/PN_M94_014.fits       	                          	1 2
     574	M94-15    	12 50 34.32	+41 11 30.5	24.34	 	 2.24	 0.32	Phot	4	3	 387.7	 1.8	   	M94/PN_M94_015.fits       	                          	1 2
     575	M94-16    	12 51 13.45	+41 08 25.9	24.36	 	 2.77	 0.34	Phot	2	2	 272.4	 1.8	   	M94/PN_M94_016.fits       	                          	1 2
     576	M94-17    	12 50 57.74	+41 08 21.0	24.40	 	 1.83	 0.42	Phot	2	1	 268.2	 3.7	D  	M94/PN_M94_017_D.fits     	                          	1 2
     577	M94-18    	12 50 55.94	+41 06 18.5	24.42	 	 1.70	 0.13	Phot	1	1	 268.5	 2.8	S  	M94/PN_M94_018_S0.fits    	M94/PN_M94_018_S1.fits    	1 2
     578	M94-19    	12 51 02.96	+41 07 42.3	24.43	 	 2.52	 0.45	Phot	3	3	 193.9	 1.6	   	M94/PN_M94_019.fits       	                          	1 2
     579	M94-20    	12 51 00.44	+41 09 18.5	24.44	 	 2.87	 0.69	Phot	1	1	 333.2	 2.6	   	M94/PN_M94_020.fits       	                          	1 2
     580	M94-21    	12 51 00.40	+41 08 26.2	24.46	 	 1.70	 0.20	Phot	1	1	 309.1	 2.9	   	M94/PN_M94_021.fits       	                          	1 2
     581	M94-22    	12 50 28.98	+41 12 08.8	24.47	 	 2.82	 0.56	Phot	3	3	 385.6	 1.7	   	M94/PN_M94_022.fits       	                          	1 2
     582	M94-23    	12 50 47.63	+41 07 01.3	24.49	 	 2.12	 0.41	Phot	1	1	 304.9	 2.6	D  	M94/PN_M94_023_D.fits     	                          	1 2
     583	M94-24    	12 50 56.75	+41 06 04.9	24.51	 	 2.13	 0.33	Phot	1	1	 263.3	 2.4	   	M94/PN_M94_024.fits       	                          	1 2
     584	M94-25    	12 50 59.92	+41 07 01.2	24.51	 	 1.67	 0.19	Phot	1	1	 264.7	 1.9	   	M94/PN_M94_025.fits       	                          	1 2
     585	M94-26    	12 50 41.13	+41 07 47.4	24.52	 	 1.56	 0.19	Phot	2	1	 301.4	 2.2	D  	M94/PN_M94_026_D.fits     	                          	1 2
     586	M94-27    	12 51 03.28	+41 06 33.1	24.53	 	 2.12	 0.61	Phot	2	1	 211.9	 1.4	H  	M94/PN_M94_027_H.fits     	                          	1 2
     587	M94-28    	12 50 55.97	+41 05 05.2	24.53	 	 3.00	 0.54	Phot	3	3	 254.0	 1.8	   	M94/PN_M94_028.fits       	                          	1 2
     588	M94-29    	12 50 50.16	+41 06 30.9	24.54	 	 2.66	 0.64	Phot	3	3	 235.9	 2.5	   	M94/PN_M94_029.fits       	                          	1 2
     589	M94-30    	12 51 03.61	+41 05 50.9	24.54	 	 3.47	 0.79	Phot	2	1	 222.2	 2.1	   	M94/PN_M94_030.fits       	                          	1 2
     590	M94-31    	12 50 55.77	+41 06 30.2	24.56	>	 1.96	     	Phot	4	1	  93.7	 2.1	   	M94/PN_M94_031.fits       	                          	1 2
     591	M94-32    	12 50 34.79	+41 05 49.8	24.58	 	 1.70	 0.25	Phot	4	4	 356.2	 1.4	   	M94/PN_M94_032.fits       	                          	1 2
     592	M94-33    	12 50 43.48	+41 09 02.9	24.59	 	 2.52	 0.67	Phot	4	4	 373.4	 1.4	   	M94/PN_M94_033.fits       	                          	1 2
     593	M94-34    	12 50 46.09	+41 08 14.3	24.60	>	 4.94	     	Phot	2	2	 437.6	 1.4	D  	M94/PN_M94_034_D.fits     	                          	1 2
