#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:16:13 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:16:13	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/527/7438&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75277438
#Name: J/MNRAS/527/7438
#Title: MaNGA kinematic catalogue (Ristea+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/mnras/527/7438	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/527/7438	    IVOID of underlying data collection
#INFO	creator=Ristea A.	    First author or institution
#INFO	cites=bibcode:2024MNRAS.527.7438R	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/527/7438	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.75277438	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-05-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_527_7438_catalog:
#Name: J/MNRAS/527/7438/catalog
#Title: Catalogue of the kinematic properties of MaNGA DR17 galaxies
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Plateifu	(A11)	Plate-ifu of the observation, the same as in drpall_v3_1_1 (plateifu)	[ucd=obs.field]
#Column	MaNGA	(A9)	MaNGA ID of the galaxy, the same as in drpall_v3_1_1 (mangaid)	[ucd=meta.id.parent]
#Column	RAJ2000	(F15.11)	Right ascension (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F15.11)	Declination (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	logMstar	(F6.3)	log of the stellar mass (log_Mstar)	[ucd=phys.mass]
#Column	logSFR	(F6.3)	log of the star formation rate (log_SFR)	[ucd=meta.id;meta.main]
#Column	VelST1Re	(F19.15)	? Stellar rotational velocity at 1Re from the centred and inclination-corrected rotation curve (Vel_ST_1Re)	[ucd=phys.veloc.rotat]
#Column	e_VelST1Re	(F20.16)	? Error in stellar rotational velocity at 1Re, accounting for the uncertainty in the rotation curve centering (err_Vel_ST_1Re)	[ucd=stat.error]
#Column	VelST1.3Re	(F19.15)	? Stellar rotational velocity at 1.3Re from the centred and inclination-corrected rotation curve (Vel_ST_1.3Re)	[ucd=phys.veloc.rotat]
#Column	e_VelST1.3Re	(F19.16)	? Error in stellar rotational velocity at 1.3Re, accounting for the uncertainty in the rotation curve centering(err_Vel_ST_1.3Re)	[ucd=stat.error]
#Column	VelST2Re	(F19.15)	? Stellar rotational velocity at 2Re from the centred and inclination-corrected rotation curve (Vel_ST_2Re)	[ucd=phys.veloc.rotat]
#Column	e_VelST2Re	(F19.16)	? Error in stellar rotational velocity at 2Re, accounting for the uncertainty in the rotation curve centering (err_Vel_ST_2Re)	[ucd=stat.error]
#Column	VsigST1Re	(F19.16)	? Stellar rotational velocity to dispersion ratio integrated within 1Re (Vsig_ST_1Re)	[ucd=phys.veloc;arith.diff]
#Column	VsigST1.3Re	(F19.16)	? Stellar rotational velocity to dispersion ratio integrated within 1Re (Vsig_ST_1.3Re)	[ucd=phys.veloc;arith.diff]
#Column	VsigST2Re	(F19.16)	? Stellar rotational velocity to dispersion ratio integrated within 1Re (Vsig_ST_2Re)	[ucd=phys.veloc;arith.diff]
#Column	VelG1Re	(F19.15)	? Ionised gas rotational velocity at 1Re, from the centred and inclination-corrected rotation curve (Vel_G_1Re)	[ucd=phys.veloc.rotat]
#Column	e_VelG1Re	(F19.16)	? Error in ionised gas rotational velocity at 1Re, accounting for the uncertainty in the rotation curve centering (err_Vel_G_1Re)	[ucd=stat.error]
#Column	VelG1.3Re	(F19.15)	? Ionised gas rotational velocity at 1.3Re, from the centred and inclination-corrected rotation curve (Vel_G_1.3Re)	[ucd=phys.veloc.rotat]
#Column	e_VelG1.3Re	(F19.16)	? Error in ionised gas rotational velocity at 1.3Re, accounting for the uncertainty in the rotation curve centering (err_Vel_G_1.3Re)	[ucd=stat.error]
#Column	VelG2Re	(F19.15)	? Ionised gas rotational velocity at 2Re, from the centred and inclination-corrected rotation curve (Vel_G_2Re)	[ucd=phys.veloc.rotat]
#Column	e_VelG2Re	(F19.16)	? Error in ionised gas rotational velocity at 2Re, accounting for the uncertainty in the rotation curve centering (err_Vel_G_2Re)	[ucd=stat.error]
#Column	VsigG1Re	(D23.16)	? Ionised gas rotational velocity to dispersion ratio integrated within 1Re (Vsig_G_1Re)	[ucd=phys.veloc;arith.diff]
#Column	VsigG1.3Re	(F20.17)	? Ionised gas rotational velocity to dispersion ratio integrated within 1.3Re (Vsig_G_1.3Re)	[ucd=phys.veloc;arith.diff]
#Column	VsigG2Re	(F20.17)	? Ionised gas rotational velocity to dispersion ratio integrated within 2Re (Vsig_G_2Re)	[ucd=phys.veloc;arith.diff]
#Column	Sample	(I1)	[1/4] Sample (Sample) (1)	[ucd=src.sample]
#Column	RmaxST	(F4.1)	? The maximum radius in multiples of Re (out of 1Re, 1.3Re and 2Re) reached by the stellar rotation curve (Rmax_ST)	[ucd=phys.size.radius;stat.max]
#Column	RmaxG	(F4.1)	? The maximum radius in multiples of Re (out of 1Re, 1.3Re and 2Re) reached by the gas rotation curve (Rmax_G)	[ucd=phys.size.radius;stat.max]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	Plateifu	MaNGA	RAJ2000	DEJ2000	logMstar	logSFR	VelST1Re	e_VelST1Re	VelST1.3Re	e_VelST1.3Re	VelST2Re	e_VelST2Re	VsigST1Re	VsigST1.3Re	VsigST2Re	VelG1Re	e_VelG1Re	VelG1.3Re	e_VelG1.3Re	VelG2Re	e_VelG2Re	VsigG1Re	VsigG1.3Re	VsigG2Re	Sample	RmaxST	RmaxG	Simbad
    3489	 8719-12702	  1-44745	120.19928414400	+46.69052697040	 9.567	-0.194	 81.190863324972099	 24.8807279048555365	101.545790427402480	21.7336030277387273	                   	                   	 0.4939222569437350	 0.5413634199891270	                   	 89.875548320161741	 8.3355877405123877	 89.288707675623556	 8.3355877405123877	                   	                   	 2.0760150334492251e+00	 2.13873717214848469	                    	3	 1.3	 1.3	Simbad
    3490	 8312-12702	 1-210923	245.27087048400	+39.91739080470	10.643	 0.263	147.130506392883319	 17.3098353880008702	                   	                   	                   	                   	 0.8482159405684037	                   	                   	165.754149846211789	 7.5860228020204605	154.987039482391367	11.4151595973631554	                   	                   	 3.1242548222946138e+00	 3.26992798222143932	                    	4	 1.0	 1.3	Simbad
    3491	 8325-12701	 1-286558	210.17633671100	+45.83342239680	 9.898	-0.315	                   	                    	                   	                   	                   	                   	                   	                   	                   	128.031329034292924	 9.7242101312719065	132.147023073638707	 9.7242101312719065	                   	                   	 2.1742728953368231e+00	 2.43497988728898429	                    	2	    	 1.3	Simbad
    3492	 9513-12703	  1-42874	 29.17604742300	+14.59542447330	11.604	-1.680	 79.564354024822762	 37.0167710060869410	                   	                   	                   	                   	 0.0716638193167430	                   	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.0	    	Simbad
    3493	 8569-12703	  1-39524	 10.29819652280	+15.05272777510	 9.687	-0.733	                   	                    	                   	                   	                   	                   	                   	                   	                   	100.188823005803187	 7.8508247681065519	110.257502056812683	 7.8508247681065519	                   	                   	 2.3512131367271421e+00	 2.71643638341499871	                    	2	    	 1.3	Simbad
    3494	  9186-6101	 1-178095	257.55303046900	+30.30821045030	11.091	 0.076	262.872423381329554	  8.3170462921695769	                   	                   	                   	                   	 0.7540664121695912	                   	                   	291.706694673605625	 9.3185476435463155	                   	                   	                   	                   	 2.6761203279952164e+00	                    	                    	4	 1.0	 1.0	Simbad
    3495	 8626-12702	 1-634795	263.20536211800	+56.90127005150	10.676	 0.549	108.402682061510944	  6.7415519578058607	                   	                   	                   	                   	 0.5810333517756922	                   	                   	118.262018035682843	 8.6675096740444815	128.048820930940394	 9.5323662059158600	                   	                   	 6.2942033185116553e-01	 0.65356457513340982	                    	4	 1.0	 1.3	Simbad
    3496	 8439-12702	 1-155926	141.53930710300	+49.31020162030	10.862	-0.306	287.863281317082510	  6.1526228689039879	289.377269644616490	 8.4097140257747611	                   	                   	 0.7162121059937016	 0.8226871370246830	                   	304.895653038757132	 8.1637648866348975	310.589077378381774	 8.1637648866348975	                   	                   	 2.6720569965102694e+00	 3.47264354670813891	                    	4	 1.3	 1.3	Simbad
    3497	 8552-12701	 1-321739	226.43166141700	+44.40490237460	11.032	 0.508	168.857397397546322	  6.8341391786368142	163.110414407804058	 8.6877126370788442	                   	                   	 0.9013266994266558	 0.9629502611928020	                   	155.085224341467097	 8.3880432195435439	177.486349025768618	 8.3880432195435439	                   	                   	 1.4605294973408476e+00	 2.04069955702212580	                    	4	 1.3	 1.3	Simbad
    3498	 9187-12705	  1-96747	312.50566953300	 -6.71038249152	 9.905	-0.006	                   	                    	                   	                   	                   	                   	                   	                   	                   	117.204440991686397	10.2425901198056177	127.380983613329647	10.2425901198056177	                   	                   	 2.1822869984657753e+00	 2.23130134300534566	                    	2	    	 1.3	Simbad
    3499	10509-12701	 1-278136	167.84734782500	+47.36580488870	10.007	-0.007	                   	                    	                   	                   	                   	                   	                   	                   	                   	128.066941792251271	10.2461844981378061	124.676116398077085	10.2461844981378061	                   	                   	 2.4965185974440796e+00	 2.58871560581805760	                    	2	    	 1.3	Simbad
    3500	 8465-12705	 1-285004	198.23631509500	+47.45662800960	10.916	 0.159	203.572577105579285	 14.8530327058015814	254.118155391339087	16.6789234889945277	                   	                   	 0.6238555115315961	 0.6926130743754640	                   	225.871628638217629	13.3034421205627424	283.039099333312720	12.0595138316819614	                   	                   	 1.7311662689180443e+00	 1.79542180344025892	                    	3	 1.3	 1.3	Simbad
    3501	11981-12704	 1-594878	255.29121963700	+20.67334668240	10.812	 0.172	181.579542413539514	  8.5674993806641773	                   	                   	                   	                   	 1.0128001997068361	                   	                   	193.056514989231175	 7.8971492129007004	205.461014466720883	 7.8971492129007004	                   	                   	 3.5959126715042276e+00	 3.99576874002346827	                    	4	 1.0	 1.3	Simbad
    3502	 8611-12704	  1-23745	260.70561758100	+60.44485931360	10.615	 0.170	128.008490287690250	 10.4579580298629207	148.240567379552999	12.0675336320321627	                   	                   	 0.6445666195950075	 0.7367201889510171	                   	162.701388046589102	 7.0090930584325761	179.835409265022179	 7.0090930584325761	                   	                   	 2.4468138601009084e+00	 2.70726996749136806	                    	4	 1.3	 1.3	Simbad
    3503	10516-12705	  1-60706	151.35239620700	 +2.54917121522	 9.261	-0.711	                   	                    	                   	                   	                   	                   	                   	                   	                   	 70.278742199358760	 9.7126827716945385	 92.155798306366151	13.4549518494710618	                   	                   	 2.2662870760276506e+00	 2.47370657530185012	                    	2	    	 1.3	Simbad
    3504	 8079-12702	  1-36927	 41.86857516160	 -0.26819511137	10.323	-0.080	123.005454143506284	  9.1532359197977549	138.593909953327397	10.1204259207786187	                   	                   	 0.9135049878639240	 0.9966496898502925	                   	135.540886499970867	 8.4081443872082993	147.294116071297651	 8.4081443872082993	                   	                   	 2.2346457575207097e+00	 2.74152529675658130	                    	3	 1.3	 1.3	Simbad
    3505	  9037-9102	 1-247771	235.91066508400	+43.82482092560	10.109	-0.300	 98.554414995549777	 11.4612996510196758	                   	                   	                   	                   	 0.6704134091074168	                   	                   	112.925411436499843	 7.0000000000000000	123.984109399719912	 7.0000000000000000	                   	                   	 1.3575058714403787e+00	 1.96182388331436175	                    	3	 1.0	 1.3	Simbad
    3506	 8554-12702	 1-419536	182.72153797100	+36.54577768750	 9.963	-0.630	                   	                    	                   	                   	                   	                   	                   	                   	                   	106.800869940055492	10.9271260069590177	112.662674684683012	10.9271260069590177	                   	                   	 1.9534276495707596e+00	 2.16577409780574248	                    	2	    	 1.3	Simbad
    3507	  8133-3704	 1-377702	112.51476834800	+43.37918326890	 8.711	-0.757	                   	                    	                   	                   	                   	                   	                   	                   	                   	 50.149042664229881	 7.0000000000000000	                   	                   	                   	                   	 1.0157585518759438e+00	                    	                    	2	    	 1.0	Simbad
    3508	 8994-12703	 1-186604	161.22678620000	+51.49164904930	10.358	 0.036	118.508958898508808	 10.4361452348531039	                   	                   	                   	                   	 0.8479582132101702	                   	                   	137.985832362181583	 8.1383890608714626	154.999526131064101	 8.1383890608714626	                   	                   	 2.1887212185683462e+00	 2.76653332970110499	                    	4	 1.0	 1.3	Simbad
    3509	 9087-12704	 1-633593	241.26039943400	+23.66903915150	10.415	 0.055	184.029539138887344	 14.1469617672614909	                   	                   	                   	                   	 1.0332691015310442	                   	                   	183.334755678414979	 8.0929639018392336	185.031124656683005	 8.0929639018392336	                   	                   	 2.4093544975742565e+00	 2.68396223886766627	                    	3	 1.0	 1.3	Simbad
    3510	12700-12705	 1-119975	  2.60626977945	+14.28972930700	 9.637	-0.727	                   	                    	                   	                   	                   	                   	                   	                   	                   	 98.694421627030295	 7.6973433376710672	108.796491268480196	 7.6973433376710672	                   	                   	 2.2866517131603756e+00	 2.58596055111443146	                    	2	    	 1.3	Simbad
    3511	11751-12703	 1-301541	145.81405000000	+36.28560000000	 9.278	-1.238	                   	                    	                   	                   	                   	                   	                   	                   	                   	 76.207612619541948	10.0647925029575589	 77.220136603397378	13.4955177011447987	                   	                   	 1.6202059076545154e+00	 1.68147591423957121	                    	2	    	 1.3	Simbad
    3512	 9194-12705	  1-37796	 46.77453906670	 -1.13440267087	 9.858	-0.356	                   	                    	                   	                   	                   	                   	                   	                   	                   	103.718591079484469	 7.0000000000000000	121.700457829684865	 7.0000000000000000	                   	                   	 1.7366302879282980e+00	 2.07015716036467579	                    	2	    	 1.3	Simbad
    3513	12491-12704	  1-62035	165.77745120300	 +3.47516830738	 9.984	 0.145	                   	                    	                   	                   	                   	                   	                   	                   	                   	 85.711068137891687	 7.0000000000000000	 77.764210546619069	 7.0000000000000000	                   	                   	 1.7708922078547871e+00	 1.89256191518143391	                    	2	    	 1.3	Simbad
    3514	 8562-12705	 1-542464	244.72146538700	+50.43286447680	11.317	 0.206	282.291730266554396	 18.1863673359819487	287.299808239368474	21.2931317233946160	                   	                   	 0.6298345251000607	 0.7435639905324225	                   	327.822629564508816	 7.0000000000000000	326.766833272475424	 7.0000000000000000	                   	                   	 2.8596326968828047e+00	 3.27631786583366269	                    	3	 1.3	 1.3	Simbad
    3515	12483-12704	 1-394046	187.41316996800	+32.91263390660	10.395	 0.659	 91.792858277710067	 36.3284698824893866	                   	                   	                   	                   	 0.3343592033553682	                   	                   	104.050243568913785	 9.7712859914756862	160.719732962466622	 9.0898601504534646	                   	                   	 4.8229163388341034e-01	 0.60307940417706229	                    	3	 1.0	 1.3	Simbad
    3516	 8655-12703	  1-29874	357.22313102200	 +0.64219241314	 9.642	-0.504	                   	                    	                   	                   	                   	                   	                   	                   	                   	 84.674712239629883	12.1237841255274503	105.535772172910470	12.1237841255274503	                   	                   	 1.5560458282097880e+00	 1.51034610270181036	                    	2	    	 1.3	Simbad
    3517	 10517-9101	  1-78627	149.52707792800	 +4.36671357259	10.135	-0.302	                   	                    	                   	                   	                   	                   	                   	                   	                   	140.325186892669478	 7.0000000000000000	146.533489564055515	 7.0000000000000000	                   	                   	 2.5741552354210544e+00	 2.95413579275692229	                    	2	    	 1.3	Simbad
    3518	 8941-12701	 1-164062	120.06360413100	+27.58998854070	 9.347	-0.901	                   	                    	                   	                   	                   	                   	                   	                   	                   	 85.048014217867220	 9.2616848145336608	104.861148247184360	 9.8682503975928224	                   	                   	 1.9984282052167062e+00	 2.16646685116069149	                    	2	    	 1.3	Simbad
    3519	 7963-12701	 1-178908	314.14943068500	 -0.32909625453	10.310	 0.151	                   	                    	                   	                   	                   	                   	                   	                   	                   	137.292722437311738	 7.6809894757274408	126.200591226552234	 7.6809894757274408	                   	                   	 2.4940025385431532e+00	 2.65124196169434123	                    	2	    	 1.3	Simbad
    3520	 8445-12704	 1-409200	206.51639243600	+35.52036841300	10.415	-0.520	134.577093903190075	  6.0809896575707256	154.033714524996526	 6.4474790989880866	                   	                   	 1.0202879183872222	 1.0962041563692742	                   	143.605074524672261	10.1027741431275153	157.918011256040131	10.1027741431275153	                   	                   	 1.4496166425596120e+00	 1.66719767243964667	                    	4	 1.3	 1.3	Simbad
    3521	 8087-12704	 1-637857	357.18783000000	+15.92874000000	10.049	-0.383	                   	                    	                   	                   	                   	                   	                   	                   	                   	142.712702884405047	 9.9333500891494531	152.064341660689649	 9.9333500891494531	                   	                   	 3.4137714991465709e+00	 3.94437973013481757	                    	2	    	 1.3	Simbad
    3522	 8996-12705	 1-149686	172.49208443100	+52.18312184230	11.064	 0.358	249.714812492272017	  7.3911880453787866	242.374578027134618	10.0410077305922734	                   	                   	 1.2616115262587295	 1.4344311156301981	                   	272.646201546691827	 9.3941990831672086	271.920270592013082	 9.3941990831672086	                   	                   	 4.1134477085945118e+00	 4.74278472701760645	                    	4	 1.3	 1.3	Simbad
    3523	 8444-12701	 1-421728	201.65694288100	+31.66675011500	 9.114	-1.071	                   	                    	                   	                   	                   	                   	                   	                   	                   	 74.926989386388925	18.1951248156845402	 72.200970402662335	13.7063502873195731	                   	                   	 1.8109100299894836e+00	 2.09540636865454166	                    	2	    	 1.3	Simbad
    3524	11826-12703	 1-399271	188.52276000000	+38.66727000000	 9.307	-0.387	                   	                    	                   	                   	                   	                   	                   	                   	                   	 85.882633845392917	 9.2190749288597722	 90.155001281775156	 9.2190749288597722	                   	                   	 1.8852675109933998e+00	 1.94479659183652731	                    	2	    	 1.3	Simbad
    3525	 9865-12702	 1-246618	223.96474191100	+49.64751188900	 9.812	-0.310	                   	                    	                   	                   	                   	                   	                   	                   	                   	108.070564822501481	 9.8962452318954881	116.043247044022905	 9.8962452318954881	                   	                   	 2.9145909376243782e+00	 3.31416017211871061	                    	2	    	 1.3	Simbad
    3526	 8555-12703	 1-134848	244.33199438200	+43.47967236910	10.931	 0.307	201.886000991053578	 11.1241719492825304	204.431992528376128	12.5567382346299361	                   	                   	 1.3544610727665838	 1.3955429811883395	                   	203.862459054444059	 7.0000000000000000	223.665767283413459	 7.0000000000000000	                   	                   	 2.6596803108227216e+00	 2.94129459025666806	                    	4	 1.3	 1.3	Simbad
    3527	 8458-12702	 1-167089	147.60485430200	+44.25737856520	 9.038	-1.038	                   	                    	                   	                   	                   	                   	                   	                   	                   	 77.639953789136356	 8.9326195018801435	 76.502225183493621	 8.9326195018801435	                   	                   	 1.9740845316034716e+00	 1.71342253523865362	                    	2	    	 1.3	Simbad
    3528	 8938-12704	 1-146440	121.48966230700	+30.37182311260	11.011	-0.117	174.830562999300156	 14.2817647727841042	197.567308149186943	16.5209967249523686	                   	                   	 0.5884935001996576	 0.6785925976491891	                   	227.630588972462931	 7.0000000000000000	236.110991913258999	 7.0000000000000000	                   	                   	 2.4382421809286887e+00	 2.78694388309868746	                    	4	 1.3	 1.3	Simbad
    3529	12769-12705	  1-31376	  6.52858112422	 -0.72171455361	 9.990	-0.093	                   	                    	                   	                   	                   	                   	                   	                   	                   	115.275502359597255	 9.9575555720945985	115.558277735903317	10.9721120194267101	                   	                   	 2.1299736421747784e+00	 2.15715543153016664	                    	2	    	 1.3	Simbad
    3530	10509-12702	 1-278113	167.13363015700	+47.33633372640	11.043	 0.030	260.171338078216309	  8.5540184153494288	272.450400479160976	 9.3560915097161796	                   	                   	 0.8197614676104884	 0.9637215871363268	                   	275.778823862305444	 9.6700502384215490	284.990997279954172	 9.6700502384215490	                   	                   	 2.2589705253944259e+00	 3.16986906854861594	                    	4	 1.3	 1.3	Simbad
    3531	 7961-12703	 1-547535	260.96776584300	+30.55585795970	10.154	 0.208	                   	                    	                   	                   	                   	                   	                   	                   	                   	114.531570856823137	 7.0000000000000000	126.466452881722788	 7.0000000000000000	                   	                   	 1.9989076051474264e+00	 2.21970157389633060	                    	2	    	 1.3	Simbad
    3532	12074-12702	  1-33510	 17.89797495480	 +0.46250352461	 9.586	-0.758	                   	                    	                   	                   	                   	                   	                   	                   	                   	 80.169578825406177	 9.0598254015475099	 85.922524945345970	 9.0598254015475099	                   	                   	 1.7193440982621460e+00	 2.20894640052865254	                    	2	    	 1.3	Simbad
    3533	 9887-12701	 1-559160	237.45088713700	+28.66042315420	10.399	-0.347	144.863849272869572	 20.3632919349672719	140.519339563795512	22.2188287983509198	                   	                   	 0.7712141020474730	 0.8511034173353604	                   	144.613724379285770	 8.0577652196005118	154.152500833436989	 8.0577652196005118	                   	                   	 1.8780647542349802e+00	 1.98790099124845088	                    	3	 1.3	 1.3	Simbad
    3534	11832-12702	 1-233231	188.60174651300	+50.58200520690	10.441	-0.077	                   	                    	                   	                   	                   	                   	                   	                   	                   	178.123701412583898	 8.7542653927641521	176.136778549367648	 8.7542653927641521	                   	                   	 3.3842251407393737e+00	 3.62664989977071661	                    	2	    	 1.3	Simbad
    3535	 7990-12705	  1-24476	264.68031749500	+57.23920646320	10.812	-0.311	                   	                    	                   	                   	                   	                   	                   	                   	                   	190.756184376765077	17.6122014505995779	                   	                   	                   	                   	 9.3122132106299293e-01	                    	                    	2	    	 1.0	Simbad
    3536	11867-12703	  1-53660	135.93187708800	 +1.65935186123	11.484	 0.762	270.465396209125856	 23.4826228838426978	281.802751541318571	24.6143318424993538	                   	                   	 0.9051548446004684	 1.0018347504554983	                   	265.057877632004647	10.3296693361892871	265.120275073358243	10.3296693361892871	                   	                   	 2.0760385336390197e+00	 2.50702853153143934	                    	4	 1.3	 1.3	Simbad
    3537	 9028-12704	 1-633815	243.61579091200	+29.97383330890	10.685	 0.013	                   	                    	                   	                   	                   	                   	                   	                   	                   	251.857499712105721	 8.1293030213309958	263.383650314629904	 8.1293030213309958	                   	                   	 4.2295297899181348e+00	 5.15184472316945108	                    	2	    	 1.3	Simbad
    3538	 8952-12701	 1-626830	204.68383155000	+26.32853816560	10.634	-0.321	211.050557331259881	  7.9949381377468907	217.430657900801179	 7.9258564317066567	                   	                   	 0.8203146458766564	 0.8732163638369770	                   	208.903225403081336	 8.5115120346191517	225.166751551734706	 8.5115120346191517	                   	                   	 1.9717576490590618e+00	 2.47080978069806445	                    	4	 1.3	 1.3	Simbad
    3539	 8144-12702	 1-120955	114.16249412800	+28.52676707760	10.517	 0.312	                   	                    	                   	                   	                   	                   	                   	                   	                   	153.890388575344360	 7.8060757657607756	166.114173761159350	 7.8060757657607756	                   	                   	 3.1978436948311080e+00	 3.73168725009126101	                    	2	    	 1.3	Simbad
    3540	 8723-12703	 1-352833	127.47787757100	+55.69303727630	11.081	 0.590	208.794872554716108	  9.5115294876861256	212.185606513977802	11.9599200406487665	                   	                   	 1.0781426272815229	 1.1820562983206671	                   	225.272645476833389	 9.5491291032345327	231.388106020348005	 9.5491291032345327	                   	                   	 2.8158159723799940e+00	 3.27037004955207111	                    	4	 1.3	 1.3	Simbad
    3541	  8591-3701	 1-245458	212.05734522400	+53.88349038930	11.054	-1.102	146.563229829915429	 45.8510433440977607	                   	                   	                   	                   	 0.1328956046489744	                   	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.0	    	Simbad
    3542	10514-12703	  1-77898	143.96885391700	 +4.01681157190	 9.573	-0.488	                   	                    	                   	                   	                   	                   	                   	                   	                   	105.329304353049082	13.6227877625123881	110.748895890557534	13.6227877625123881	                   	                   	 3.2673533985580914e+00	 3.32540868324437788	                    	2	    	 1.3	Simbad
    3543	 9500-12702	 1-605504	132.59832690500	+25.95408198150	10.835	 0.224	185.481937735420786	 11.1505291914884896	187.951648463748541	15.6959586870523040	                   	                   	 0.8337365554888949	 0.9356768290569328	                   	201.223337201549896	 8.5797530602971612	200.480379895560588	 8.5797530602971612	                   	                   	 1.2824872676537478e+00	 1.94290157116435114	                    	4	 1.3	 1.3	Simbad
    3544	 8546-12705	 1-131877	237.66285308500	+50.46024519570	10.417	 0.484	                   	                    	                   	                   	                   	                   	                   	                   	                   	146.995743894508394	 7.0000000000000000	153.403978306252412	 7.0000000000000000	                   	                   	 2.5961142064640739e+00	 2.99796298871699829	                    	2	    	 1.3	Simbad
    3545	11976-12703	 1-446242	243.92555408200	+19.63757877710	10.773	 0.280	                   	                    	                   	                   	                   	                   	                   	                   	                   	209.823179523302088	 8.6619975124124178	225.374669427689014	 8.6619975124124178	                   	                   	 1.9789542426787416e+00	 3.00500061642547456	                    	2	    	 1.3	Simbad
    3546	 7991-12704	  1-24368	261.32105364300	+56.95187738410	 9.806	-0.393	                   	                    	                   	                   	                   	                   	                   	                   	                   	121.062578225993761	 7.7567117931048948	124.694015466795221	 8.5255021992016147	                   	                   	 3.4627469839609417e+00	 3.60426543625997953	                    	2	    	 1.3	Simbad
    3547	12079-12702	  1-35296	 30.02034210190	 -0.27913451882	10.457	-0.151	153.865968997552272	 12.0365660619735255	                   	                   	                   	                   	 1.1175461308189802	                   	                   	160.386665237013347	10.5039652479680701	166.480133312863302	10.5039652479680701	                   	                   	 3.0967850751647048e+00	 3.28589942693300641	                    	4	 1.0	 1.3	Simbad
    3548	 8564-12702	 1-133979	238.53167509700	+48.14915240340	 9.893	-0.799	                   	                    	                   	                   	                   	                   	                   	                   	                   	107.102400517688153	 8.7080752039321734	115.198150639416241	 8.7080752039321734	                   	                   	 2.8762913365585563e+00	 3.13133792486807261	                    	2	    	 1.3	Simbad
    3549	 8323-12705	 1-624367	196.79391450300	+34.29800746710	10.962	-0.998	181.507420511647467	  8.3438522543288851	231.894153063187446	 8.7626418894898848	                   	                   	 0.6600040750850775	 0.8869011188345496	                   	177.725336655369290	23.2871676406044656	248.044434335868345	20.4216837857558708	                   	                   	 6.6572691089324820e-01	 1.07255840831942950	                    	3	 1.3	 1.3	Simbad
    3550	 12483-6104	 1-404898	185.31955638700	+32.78204249720	 9.901	-0.374	                   	                    	                   	                   	                   	                   	                   	                   	                   	115.970653132375617	 7.0000000000000000	                   	                   	                   	                   	 2.5982654565070207e+00	                    	                    	2	    	 1.0	Simbad
    3551	12491-12701	  1-62169	166.31198135400	 +0.98920620318	 9.168	-0.717	                   	                    	                   	                   	                   	                   	                   	                   	                   	 54.602344096825931	 9.5131822193276605	 48.300589753007486	11.3249146252275423	                   	                   	 1.4842964307809015e+00	 1.60245514414808121	                    	2	    	 1.3	Simbad
    3552	 9026-12701	  1-93793	249.07453094300	+44.13571617640	11.216	-2.054	233.736415042935164	 10.8828431302153223	264.985432058328342	13.3421237037841731	                   	                   	 0.4185613425613651	 0.4640898796089296	                   	                   	                   	                   	                   	                   	                   	                       	                    	                    	1	 1.3	    	Simbad
    3553	 9047-12703	 1-269638	247.68842571100	+26.09524954160	11.286	 0.106	278.888402331358691	 12.4462996089311417	285.148685524031407	14.2306038380073208	                   	                   	 0.8030231222104335	 0.9565992506771284	                   	295.187718063239458	 8.6620331999497733	302.312397943936958	 8.6620331999497733	                   	                   	 2.9775112839140454e+00	 3.99859754849114513	                    	4	 1.3	 1.3	Simbad
    3554	 10845-9101	  1-78213	148.53030097500	 +3.17309905231	10.691	-0.405	124.981594474080794	  9.5227428016258671	143.571483220648247	11.0331000992335877	                   	                   	 0.6980767297932787	 0.8252763770772211	                   	128.910759469605580	 8.4805242125056299	155.026293978230910	 8.4805242125056299	                   	                   	 7.5255114804428469e-01	 1.05091758070270713	                    	4	 1.3	 1.3	Simbad
