#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:16:38 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:16:38	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/374/394&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_33740394
#Name: J/A+A/374/394
#Title: Gas and stars kinematics in disc galaxies (Vega Beltran+ 2001)
#INFO	ivoid=ivo://cds.vizier/j/a+a/374/394	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/374/394	    IVOID of underlying data collection
#INFO	creator=Vega Beltran J.C.	    First author or institution
#INFO	cites=bibcode:2001A&A...374..394V	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2001	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/374/394	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.33740394	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-01-10	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_374_394_galaxies:
#Name: J/A+A/374/394/galaxies
#Title: Summary of galaxies studied
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(a7)	Name of the galaxy	[ucd=meta.id;meta.main]
#Column	Simbad	(A6)	ask the SIMBAD data-base about this object	[ucd=meta.ref]
#Column	NED	(A3)	Simbad column added by the CDS	[ucd=meta.ref]
#Column	RAJ2000	(A10)	Right Ascension J2000 (hours) (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination J2000 (degrees) (1)	[ucd=pos.eq.dec;meta.main]
#Column	ONames	(a31)	Other name(s)	[ucd=meta.id]
recno	Name	Simbad	NED	RAJ2000	DEJ2000	ONames
 	 	 	 	"h:m:s"	"d:m:s"	
--------	-------	------	---	----------	---------	-------------------------------
       1	NGC0224	Simbad	NED	00 42 44.3	+41 16 09	M 31
       2	NGC0470	Simbad	NED	01 19 45.0	+03 24 35	UGC 858
       3	NGC0949	Simbad	NED	02 30 48.9	+37 08 12	UGC 1983 = EQ 0227+369
       4	NGC0980	Simbad	NED	02 35 18.6	+40 55 35	UGC 2063 = MCG+07-06-038
       5	NGC1160	Simbad	NED	03 01 13.5	+44 57 18	UGC 2475 = IRAS 02579+4445
       6	NGC2541	Simbad	NED	08 14 40.4	+49 03 42	UGC 4284 = IRAS F08109+4912
       7	NGC2683	Simbad	NED	08 52 41.7	+33 25 10	UGC 4641 = 87GB 084932.5+333654
       8	NGC2841	Simbad	NED	09 22 02.0	+50 58 40	UGC 4966 = 2E 0918.5+5111
       9	NGC3031	Simbad	NED	09 55 33.2	+69 03 55	M 81
      10	NGC3200	Simbad	NED	10 18 36.5	-17 58 57	UGCA 210 = ESO 567- 45
      11	NGC3368	Simbad	NED	10 46 45.8	+11 49 10	M 96 = NGC 3368
      12	NGC3705	Simbad	NED	11 30 07.6	+09 16 36	UGC 6498 = IRAS F11275+0933
      13	NGC3810	Simbad	NED	11 40 58.9	+11 28 17	UGC 6644 = 87GB 113827.0+114446
      14	NGC4419	Simbad	NED	12 26 56.6	+15 02 49	UGC 7551 = EQ 1224+153
      15	NGC5064	Simbad	NED	13 19 00.3	-47 54 40	ESO 220- 2 = AGC 29455
      16	NGC5854	Simbad	NED	15 07 47.7	+02 34 06	UGC 9726 = MCG+01-39-001
      17	NGC7331	Simbad	NED	22 37 04.3	+34 24 59	UGC 12113 = 2E 4630

#Table	J_A_A_374_394_table5:
#Name: J/A+A/374/394/table5
#Title: Stellar kinematics for the sample galaxies
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(a7)	Name of the galaxy	[ucd=meta.id;meta.main]
#Column	PA	(I3)	Position angle of the slit (G1)	[ucd=pos.posAng]
#Column	Rad	(F5.1)	[-89/59] Radius (G1)	[ucd=pos.angDistance]
#Column	Vel	(I4)	Velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_Vel	(I2)	Velocity error	[ucd=stat.error]
#Column	sigma	(I3)	Velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_sigma	(I3)	Velocity dispersion error	[ucd=stat.error]
#Column	h3	(F5.2)	? h3 Gauss-Hermite coefficient	[ucd=stat.fit.param]
#Column	e_h3	(F5.2)	? h3 Gauss-Hermite coefficient error	[ucd=stat.error]
#Column	h4	(F5.2)	? h4 Gauss-Hermite coefficient	[ucd=stat.fit.param]
#Column	e_h4	(F5.2)	? h4 Gauss-Hermite coefficient error	[ucd=stat.error]
recno	Name	PA	Rad	Vel	e_Vel	sigma	e_sigma	h3	e_h3	h4	e_h4
     347	NGC3200	169	  2.6	3697	15	 61	   	Halpha+NII
     348	NGC3200	169	  4.3	3698	44	 63	   	Halpha+NII
     349	NGC3200	169	 16.8	3748	50	 34	   	Halpha+NII
     350	NGC3200	169	 20.1	3752	69	 38	   	Halpha+NII
     351	NGC3200	169	 22.5	3809	27	 42	   	Halpha+NII
     352	NGC3200	169	 24.9	3782	21	 41	   	Halpha+NII
     353	NGC3200	169	 27.4	3794	18	 41	   	Halpha+NII
     354	NGC3200	169	 29.8	3785	29	 41	   	Halpha+NII
     355	NGC3200	169	 31.8	3770	22	 53	   	Halpha+NII
     356	NGC3200	169	 33.8	3787	22	 56	   	Halpha+NII
     357	NGC3200	169	 36.3	3783	18	 25	   	Halpha+NII
     358	NGC3200	169	 38.7	3771	19	 38	   	Halpha+NII
     359	NGC3200	169	 41.1	3771	22	 59	   	Halpha+NII
     360	NGC3200	169	 48.4	3799	25	 17	   	Halpha+NII
     361	NGC3200	169	 53.3	3821	40	 18	   	Halpha+NII
     362	NGC3200	169	 61.4	3780	32	 28	   	Halpha+NII
     363	NGC3200	169	 64.6	3792	21	 35	   	Halpha+NII
     364	NGC3200	169	 67.0	3784	13	 23	   	Halpha+NII
     365	NGC3200	169	 69.5	3802	26	 29	   	Halpha+NII
     366	NGC3200	169	 71.9	3798	19	 45	   	Halpha+NII
     367	NGC3200	169	 74.3	3793	14	 28	   	Halpha+NII
     368	NGC3200	169	 76.8	3796	12	 36	   	Halpha+NII
     369	NGC3200	169	 79.2	3799	17	 22	   	Halpha+NII
     370	NGC3200	169	 81.6	3800	26	  0	   	Halpha+NII
     371	NGC3368	  5	-18.7	 716	12	 93	   	[OIII]
     372	NGC3368	  5	-14.2	 732	12	130	   	[OIII]
     373	NGC3368	  5	-10.5	 749	12	144	   	[OIII]
     374	NGC3368	  5	 -8.4	 703	12	140	   	[OIII]
     375	NGC3368	  5	 -7.2	 727	12	157	   	[OIII]
     376	NGC3368	  5	 -6.0	 744	12	153	   	[OIII]
     377	NGC3368	  5	 -4.8	 766	12	137	   	[OIII]
     378	NGC3368	  5	 -3.6	 765	12	153	   	[OIII]
     379	NGC3368	  5	 -2.4	 797	12	129	   	[OIII]
     380	NGC3368	  5	 -1.5	 776	12	116	   	[OIII]
     381	NGC3368	  5	 -0.3	 834	12	139	   	[OIII]
     382	NGC3368	  5	  0.3	 808	12	140	   	[OIII]
     383	NGC3368	  5	  0.9	 865	12	179	   	[OIII]
     384	NGC3368	  5	  1.5	 875	12	105	   	[OIII]
     385	NGC3368	  5	  2.1	 915	12	114	   	[OIII]
     386	NGC3368	  5	  3.0	 975	12	121	   	[OIII]
     387	NGC3368	  5	  3.9	1022	12	 83	   	[OIII]
     388	NGC3368	  5	  4.5	1007	12	100	   	[OIII]
     389	NGC3368	  5	  5.1	1011	12	 48	   	[OIII]
     390	NGC3368	  5	  6.2	1006	12	152	   	[OIII]
     391	NGC3368	  5	  8.4	 991	12	132	   	[OIII]
     392	NGC3368	  5	 11.4	1022	12	159	   	[OIII]
     393	NGC3368	  5	 14.4	 991	12	152	   	[OIII]
     394	NGC3368	  5	 17.4	1044	12	153	   	[OIII]
     395	NGC3368	  5	 20.4	1010	12	108	   	[OIII]
     396	NGC3368	  5	 23.4	1053	12	 89	   	[OIII]
     397	NGC3705	122	 10.6	1174	 1	 67	 11	[OIII]
     398	NGC3705	122	  6.9	1115	12	 27	  5	[OIII]
     399	NGC3705	122	  3.9	1095	12	116	  5	[OIII]
     400	NGC3705	122	  2.4	1048	12	 72	  5	[OIII]
     401	NGC3705	122	  1.4	1054	12	100	  5	[OIII]
     402	NGC3705	122	  0.8	 989	12	108	  5	[OIII]
     403	NGC3705	122	  0.3	1011	12	114	  5	[OIII]
     404	NGC3705	122	  0.0	 980	12	122	  5	[OIII]
     405	NGC3705	122	 -0.3	 986	12	 83	  5	[OIII]
     406	NGC3705	122	 -0.6	 972	12	101	  5	[OIII]
     407	NGC3705	122	 -0.9	 977	12	114	  5	[OIII]
     408	NGC3705	122	 -1.2	 977	12	137	  5	[OIII]
     409	NGC3705	122	 -1.6	 950	12	123	  5	[OIII]
     410	NGC3705	122	 -2.2	 961	12	106	  5	[OIII]
     411	NGC3705	122	 -2.8	 952	12	 89	  5	[OIII]
     412	NGC3705	122	 -7.7	 924	32	 90	 48	[OIII]
     413	NGC3810	 15	-20.5	 900	17	 50	 17	[OIII]
     414	NGC3810	 15	-14.6	 923	20	 63	  1	[OIII]
     415	NGC3810	 15	-10.1	 963	24	 48	 48	[OIII]
     416	NGC3810	 15	 -3.1	 991	51	 63	 29	[OIII]
     417	NGC3810	 15	  0.8	1071	41	110	 15	[OIII]
     418	NGC3810	 15	  5.4	1079	18	 67	 13	[OIII]
     419	NGC4419	133	 49.2	 -56	 8	 14	  0	Halpha+NII
     420	NGC4419	133	 45.8	 -38	 0	 14	  7	Halpha+NII
     421	NGC4419	133	 44.2	 -34	 2	 27	 15	Halpha+NII
     422	NGC4419	133	 42.4	 -32	 2	 18	  0	Halpha+NII
     423	NGC4419	133	 41.4	 -31	 0	 27	 13	Halpha+NII
     424	NGC4419	133	 40.4	 -29	 0	 16	  0	Halpha+NII
     425	NGC4419	133	 39.4	 -26	 0	 16	  2	Halpha+NII
     426	NGC4419	133	 38.4	 -25	 1	 10	  1	Halpha+NII
     427	NGC4419	133	 37.4	 -27	 2	 15	  2	Halpha+NII
     428	NGC4419	133	 36.4	 -37	 0	 14	  3	Halpha+NII
     429	NGC4419	133	 35.4	 -41	 0	 12	  1	Halpha+NII
     430	NGC4419	133	 34.4	 -46	 3	 23	  7	Halpha+NII
     431	NGC4419	133	 33.4	 -48	 0	 17	  4	Halpha+NII
     432	NGC4419	133	 32.4	 -50	 1	 16	  1	Halpha+NII
     433	NGC4419	133	 31.4	 -51	 0	 14	  0	Halpha+NII
     434	NGC4419	133	 30.5	 -47	 1	 14	  0	Halpha+NII
     435	NGC4419	133	 29.5	 -45	 1	 13	  0	Halpha+NII
     436	NGC4419	133	 28.1	 -36	 1	 19	  1	Halpha+NII
     437	NGC4419	133	 27.1	 -27	 0	 15	  0	Halpha+NII
     438	NGC4419	133	 26.5	 -28	 0	 20	  2	Halpha+NII
     439	NGC4419	133	 25.5	 -36	 0	 24	  7	Halpha+NII
     440	NGC4419	133	 24.5	 -34	 0	 23	  5	Halpha+NII
     441	NGC4419	133	 23.5	 -33	 2	 26	  7	Halpha+NII
     442	NGC4419	133	 22.5	 -33	 2	 23	  5	Halpha+NII
     443	NGC4419	133	 21.5	 -28	 1	 22	  3	Halpha+NII
     444	NGC4419	133	 20.5	 -28	 0	 28	  5	Halpha+NII
     445	NGC4419	133	 19.5	 -29	 2	 26	  9	Halpha+NII
     446	NGC4419	133	 18.7	 -25	 2	 16	  3	Halpha+NII
     447	NGC4419	133	 18.0	 -30	 1	 25	 10	Halpha+NII
     448	NGC4419	133	 17.4	 -34	 3	 25	  6	Halpha+NII
     449	NGC4419	133	 16.7	 -41	 6	 27	 11	Halpha+NII
     450	NGC4419	133	 16.0	 -39	 1	 14	  0	Halpha+NII
     451	NGC4419	133	 15.4	 -49	 4	 20	  6	Halpha+NII
     452	NGC4419	133	 14.9	 -84	 1	 60	  0	Halpha+NII
     453	NGC4419	133	 14.7	 -49	 2	 18	 11	Halpha+NII
     454	NGC4419	133	 14.2	 -46	 1	 16	  0	Halpha+NII
     455	NGC4419	133	 14.1	 -67	 1	 47	  0	Halpha+NII
     456	NGC4419	133	 13.6	 -69	 1	 10	  0	Halpha+NII
     457	NGC4419	133	 13.4	 -73	 1	 40	  0	Halpha+NII
     458	NGC4419	133	 13.2	 -56	 1	  0	  0	Halpha+NII
     459	NGC4419	133	 12.9	 -64	 1	  4	  0	Halpha+NII
     460	NGC4419	133	 12.7	 -89	 1	 62	  0	Halpha+NII
     461	NGC4419	133	 12.6	 -92	11	 42	  0	Halpha+NII
     462	NGC4419	133	 12.2	 -84	19	 42	 25	Halpha+NII
     463	NGC4419	133	 11.9	 -91	20	 56	 39	Halpha+NII
     464	NGC4419	133	 11.6	 -69	 1	  0	  0	Halpha+NII
     465	NGC4419	133	 11.1	 -75	 2	 20	 16	Halpha+NII
     466	NGC4419	133	 10.4	 -76	 2	 26	 16	Halpha+NII
     467	NGC4419	133	  9.8	 -83	11	 41	 28	Halpha+NII
     468	NGC4419	133	  9.1	-103	11	 45	 26	Halpha+NII
     469	NGC4419	133	  8.4	-105	 3	 43	  7	Halpha+NII
     470	NGC4419	133	  7.8	-102	 0	 30	  7	Halpha+NII
     471	NGC4419	133	  7.1	 -99	 0	 26	  6	Halpha+NII
     472	NGC4419	133	  6.4	 -95	 0	 29	  4	Halpha+NII
     473	NGC4419	133	  5.8	-103	 0	 29	  3	Halpha+NII
     474	NGC4419	133	  5.1	-113	 4	 37	 11	Halpha+NII
     475	NGC4419	133	  4.5	-129	15	 49	 23	Halpha+NII
     476	NGC4419	133	  3.8	-146	15	 45	 30	Halpha+NII
     477	NGC4419	133	  3.1	-163	 8	 57	 15	Halpha+NII
     478	NGC4419	133	  3.0	-171	10	 59	 22	Halpha+NII
     479	NGC4419	133	  2.7	-162	11	 59	 24	Halpha+NII
     480	NGC4419	133	  2.3	-171	13	 55	 22	Halpha+NII
     481	NGC4419	133	  2.0	-179	 9	 66	 15	Halpha+NII
     482	NGC4419	133	  1.6	-175	 6	 65	 20	Halpha+NII
     483	NGC4419	133	  1.3	-173	10	 67	 23	Halpha+NII
     484	NGC4419	133	  1.0	-172	10	 72	 23	Halpha+NII
     485	NGC4419	133	  0.7	-172	11	 80	 12	Halpha+NII
     486	NGC4419	133	  0.3	-184	 3	 95	  8	Halpha+NII
     487	NGC4419	133	  0.0	-185	 5	104	  6	Halpha+NII
     488	NGC4419	133	 -0.3	-190	 4	108	  3	Halpha+NII
     489	NGC4419	133	 -0.7	-189	 4	111	  5	Halpha+NII
     490	NGC4419	133	 -1.0	-191	 6	124	  2	Halpha+NII
     491	NGC4419	133	 -1.3	-189	 8	120	  6	Halpha+NII
     492	NGC4419	133	 -1.6	-191	 6	116	  6	Halpha+NII
     493	NGC4419	133	 -2.0	-193	21	113	  8	Halpha+NII
     494	NGC4419	133	 -2.3	-216	10	111	  5	Halpha+NII
     495	NGC4419	133	 -2.7	-244	12	 95	 15	Halpha+NII
     496	NGC4419	133	 -3.0	-263	 4	 73	 15	Halpha+NII
     497	NGC4419	133	 -3.3	-280	 8	 68	 14	Halpha+NII
     498	NGC4419	133	 -3.6	-275	 2	 54	 19	Halpha+NII
     499	NGC4419	133	 -4.0	-277	 1	 55	 20	Halpha+NII
     500	NGC4419	133	 -4.3	-277	 2	 31	  3	Halpha+NII
     501	NGC4419	133	 -4.6	-272	13	 49	  8	Halpha+NII
     502	NGC4419	133	 -5.0	-283	 9	 40	  0	Halpha+NII
     503	NGC4419	133	 -5.3	-277	 2	 37	  9	Halpha+NII
     504	NGC4419	133	 -5.6	-285	 1	 42	 14	Halpha+NII
     505	NGC4419	133	 -6.0	-267	 1	 42	 12	Halpha+NII
     506	NGC4419	133	 -6.3	-276	 1	 36	 11	Halpha+NII
     507	NGC4419	133	 -6.6	-281	 0	 32	  9	Halpha+NII
     508	NGC4419	133	 -6.9	-283	 1	 26	  8	Halpha+NII
     509	NGC4419	133	 -7.3	-288	 2	 35	  8	Halpha+NII
     510	NGC4419	133	 -7.6	-287	 0	 25	  3	Halpha+NII
     511	NGC4419	133	 -7.9	-290	 0	 27	  7	Halpha+NII
     512	NGC4419	133	 -8.3	-291	 0	 25	  3	Halpha+NII
     513	NGC4419	133	 -8.6	-294	 1	 20	  0	Halpha+NII
     514	NGC4419	133	 -8.9	-294	 1	 25	  4	Halpha+NII
     515	NGC4419	133	 -9.3	-294	 2	 28	  6	Halpha+NII
     516	NGC4419	133	 -9.6	-294	 4	 28	  7	Halpha+NII
     517	NGC4419	133	 -9.9	-297	 2	 33	  9	Halpha+NII
     518	NGC4419	133	-10.3	-291	 7	 29	  9	Halpha+NII
     519	NGC4419	133	-10.6	-298	 1	 35	  6	Halpha+NII
     520	NGC4419	133	-10.9	-295	 6	 34	  7	Halpha+NII
     521	NGC4419	133	-11.2	-296	 3	 37	  7	Halpha+NII
     522	NGC4419	133	-11.6	-304	 2	 38	  4	Halpha+NII
     523	NGC4419	133	-12.2	-308	 4	 44	  7	Halpha+NII
     524	NGC4419	133	-12.9	-317	 2	 25	  1	Halpha+NII
     525	NGC4419	133	-13.2	-312	 2	 42	 15	Halpha+NII
     526	NGC4419	133	-13.6	-318	11	 28	 14	Halpha+NII
     527	NGC4419	133	-13.9	-320	 6	 32	  3	Halpha+NII
     528	NGC4419	133	-14.2	-330	 3	 23	  0	Halpha+NII
     529	NGC4419	133	-14.6	-333	 7	 24	  6	Halpha+NII
     530	NGC4419	133	-14.9	-336	 3	 27	  4	Halpha+NII
     531	NGC4419	133	-15.2	-336	 7	 39	 18	Halpha+NII
     532	NGC4419	133	-15.6	-340	 5	 34	 11	Halpha+NII
     533	NGC4419	133	-15.9	-344	 0	 25	  4	Halpha+NII
     534	NGC4419	133	-16.2	-346	 1	 21	  2	Halpha+NII
     535	NGC4419	133	-16.5	-342	 4	 28	  7	Halpha+NII
     536	NGC4419	133	-16.9	-347	 0	 22	  1	Halpha+NII
     537	NGC4419	133	-17.2	-348	 0	 21	  2	Halpha+NII
     538	NGC4419	133	-17.5	-347	 0	 24	  3	Halpha+NII
     539	NGC4419	133	-17.9	-346	 1	 21	  0	Halpha+NII
     540	NGC4419	133	-18.2	-342	 2	 25	  5	Halpha+NII
     541	NGC4419	133	-18.5	-346	 0	 23	  2	Halpha+NII
     542	NGC4419	133	-18.9	-346	 0	 25	  4	Halpha+NII
     543	NGC4419	133	-19.2	-348	 0	 22	  3	Halpha+NII
     544	NGC4419	133	-19.5	-344	 0	 22	  3	Halpha+NII
     545	NGC4419	133	-19.9	-345	 0	 22	  1	Halpha+NII
     546	NGC4419	133	-20.2	-346	 0	 22	  2	Halpha+NII
     547	NGC4419	133	-20.5	-351	 1	 22	  0	Halpha+NII
     548	NGC4419	133	-20.9	-347	 3	 22	  0	Halpha+NII
     549	NGC4419	133	-21.2	-348	 0	 20	  0	Halpha+NII
     550	NGC4419	133	-21.5	-347	 0	 21	  1	Halpha+NII
     551	NGC4419	133	-21.9	-348	 2	 21	  1	Halpha+NII
     552	NGC4419	133	-22.3	-351	 1	 21	  1	Halpha+NII
     553	NGC4419	133	-23.0	-352	 1	 18	  2	Halpha+NII
     554	NGC4419	133	-23.7	-351	 1	 16	  1	Halpha+NII
     555	NGC4419	133	-24.3	-349	 3	 22	  6	Halpha+NII
     556	NGC4419	133	-25.0	-357	 0	 23	  8	Halpha+NII
     557	NGC4419	133	-25.6	-359	 0	 16	  1	Halpha+NII
     558	NGC4419	133	-26.3	-356	 4	 16	  1	Halpha+NII
     559	NGC4419	133	-27.0	-352	 5	 24	 10	Halpha+NII
     560	NGC4419	133	-27.6	-359	 1	 17	  0	Halpha+NII
     561	NGC4419	133	-28.3	-359	 3	 18	  0	Halpha+NII
     562	NGC4419	133	-29.0	-363	 4	 20	  1	Halpha+NII
     563	NGC4419	133	-29.6	-361	 2	 15	  4	Halpha+NII
     564	NGC4419	133	-30.3	-369	 1	 20	  6	Halpha+NII
     565	NGC4419	133	-31.1	-370	 0	 19	  1	Halpha+NII
     566	NGC4419	133	-32.1	-378	 4	 20	  1	Halpha+NII
     567	NGC4419	133	-33.1	-386	 9	 25	  5	Halpha+NII
     568	NGC4419	133	-34.1	-381	 6	 17	  7	Halpha+NII
     569	NGC4419	133	-35.1	-371	 7	 12	  0	Halpha+NII
     570	NGC4419	133	-36.1	-366	 9	 19	  5	Halpha+NII
     571	NGC4419	133	-37.1	-370	 1	 12	  5	Halpha+NII
     572	NGC4419	133	-38.6	-372	 1	 15	  0	Halpha+NII
     573	NGC4419	133	-46.5	-366	 5	 11	 10	Halpha+NII
     574	NGC5064	 38	-42.4	2729	10	 13	 13	Halpha+NII
     575	NGC5064	 38	-40.0	2733	 2	 24	 24	Halpha+NII
     576	NGC5064	 38	-37.6	2735	 5	 42	 11	Halpha+NII
     577	NGC5064	 38	-35.1	2725	10	 79	  0	Halpha+NII
     578	NGC5064	 38	-32.7	2721	 8	 54	  0	Halpha+NII
     579	NGC5064	 38	-30.3	2726	 1	 56	  5	Halpha+NII
     580	NGC5064	 38	-27.9	2723	 2	 17	 17	Halpha+NII
     581	NGC5064	 38	-25.4	2726	 7	 25	  0	Halpha+NII
     582	NGC5064	 38	-23.0	2724	 7	 38	  0	Halpha+NII
     583	NGC5064	 38	-20.6	2732	 5	 34	  0	Halpha+NII
     584	NGC5064	 38	-18.1	2725	 3	 44	  0	Halpha+NII
     585	NGC5064	 38	-15.7	2734	11	 43	  2	Halpha+NII
     586	NGC5064	 38	-13.3	2739	 0	 52	  1	Halpha+NII
     587	NGC5064	 38	-10.8	2745	10	 63	  7	Halpha+NII
     588	NGC5064	 38	 -8.8	2742	22	 51	 12	Halpha+NII
     589	NGC5064	 38	 -7.2	2774	 7	 62	  2	Halpha+NII
     590	NGC5064	 38	 -5.6	2793	18	 69	 15	Halpha+NII
     591	NGC5064	 38	 -4.0	2818	23	 79	 15	Halpha+NII
     592	NGC5064	 38	 -2.3	2855	25	 86	 16	Halpha+NII
     593	NGC5064	 38	 -0.7	2936	36	111	 15	Halpha+NII
     594	NGC5064	 38	  0.9	3030	 5	117	  0	Halpha+NII
     595	NGC5064	 38	  2.5	3130	15	 98	 27	Halpha+NII
     596	NGC5064	 38	  4.1	3177	 9	 84	 16	Halpha+NII
     597	NGC5064	 38	  5.8	3200	 8	 74	 24	Halpha+NII
     598	NGC5064	 38	  7.4	3215	 8	 49	 14	Halpha+NII
     599	NGC5064	 38	  9.0	3225	 5	 44	  7	Halpha+NII
     600	NGC5064	 38	 10.6	3188	 5	  0	  0	Halpha+NII
     601	NGC5064	 38	 12.6	3226	 5	 33	  0	Halpha+NII
     602	NGC5064	 38	 15.1	3225	 2	 40	  7	Halpha+NII
     603	NGC5064	 38	 17.5	3231	 5	 44	  0	Halpha+NII
     604	NGC5064	 38	 19.9	3233	 5	 37	  0	Halpha+NII
     605	NGC5064	 38	 22.4	3222	 6	 44	  0	Halpha+NII
     606	NGC5064	 38	 24.8	3233	 7	 40	  0	Halpha+NII
     607	NGC5064	 38	 27.6	3219	 3	 17	 17	Halpha+NII
     608	NGC5064	 38	 30.9	3208	 9	  0	  0	Halpha+NII
     609	NGC5064	 38	 34.1	3221	 8	 15	  0	Halpha+NII
     610	NGC5064	 38	 37.3	3217	 8	 39	  0	Halpha+NII
     611	NGC5064	 38	 40.6	3212	10	  0	  0	Halpha+NII
     612	NGC5064	 38	 43.8	3213	11	 24	  0	Halpha+NII
     613	NGC5064	 38	 47.1	3215	 7	 31	  0	Halpha+NII
     614	NGC5064	 38	 50.3	3223	16	 52	 11	Halpha+NII
     615	NGC5064	 38	 52.8	3224	 2	 41	  2	Halpha+NII
     616	NGC5064	 38	 54.4	3232	16	 52	  4	Halpha+NII
     617	NGC5064	 38	 56.0	3226	 7	 45	  4	Halpha+NII
     618	NGC5064	 38	 57.6	3211	 8	 25	  0	Halpha+NII
     619	NGC5064	 38	 63.3	3223	11	 24	  0	Halpha+NII
     620	NGC5064	 38	 66.5	3248	 8	 31	  0	Halpha+NII
     621	NGC5064	 38	 69.8	3231	 9	 10	  0	Halpha+NII
     622	NGC5064	 38	 73.0	3211	 0	  0	  0	Halpha+NII
     623	NGC7331	171	 44.8	 677	12	  0	   	[OIII]
     624	NGC7331	171	 36.2	 671	12	127	   	[OIII]
     625	NGC7331	171	 33.8	 683	12	 85	   	[OIII]
     626	NGC7331	171	 31.4	 672	12	 53	   	[OIII]
     627	NGC7331	171	 29.0	 707	12	 91	   	[OIII]
     628	NGC7331	171	 26.5	 690	12	 94	   	[OIII]
     629	NGC7331	171	 24.1	 683	12	 32	   	[OIII]
     630	NGC7331	171	 21.8	 732	12	 87	   	[OIII]
     631	NGC7331	171	 19.4	 762	12	 76	   	[OIII]
     632	NGC7331	171	 17.0	 757	12	103	   	[OIII]
     633	NGC7331	171	 14.6	 762	12	114	   	[OIII]
     634	NGC7331	171	 12.1	 752	12	 97	   	[OIII]
     635	NGC7331	171	  9.8	 751	12	 93	   	[OIII]
     636	NGC7331	171	  7.7	 773	12	104	   	[OIII]
     637	NGC7331	171	  5.8	 750	12	116	   	[OIII]
     638	NGC7331	171	  4.3	 737	12	139	   	[OIII]
     639	NGC7331	171	  3.5	 741	12	128	   	[OIII]
     640	NGC7331	171	  2.8	 746	12	 81	   	[OIII]
     641	NGC7331	171	  2.4	 753	12	102	   	[OIII]
     642	NGC7331	171	  2.1	 768	12	 71	   	[OIII]
     643	NGC7331	171	  1.8	 768	12	 72	   	[OIII]
     644	NGC7331	171	  1.5	 782	12	 79	   	[OIII]
     645	NGC7331	171	  1.2	 808	12	 94	   	[OIII]
     646	NGC7331	171	  0.9	 822	12	113	   	[OIII]
     647	NGC7331	171	  0.6	 828	12	 98	   	[OIII]
     648	NGC7331	171	  0.3	 836	12	 79	   	[OIII]
     649	NGC7331	171	  0.0	 842	12	 95	   	[OIII]
     650	NGC7331	171	 -0.3	 857	12	 92	   	[OIII]
     651	NGC7331	171	 -0.6	 862	12	 86	   	[OIII]
     652	NGC7331	171	 -0.9	 853	12	 71	   	[OIII]
     653	NGC7331	171	 -1.2	 859	12	 73	   	[OIII]
     654	NGC7331	171	 -1.5	 869	12	 57	   	[OIII]
     655	NGC7331	171	 -1.8	 876	12	 65	   	[OIII]
     656	NGC7331	171	 -2.4	 881	12	 75	   	[OIII]
     657	NGC7331	171	 -3.3	 898	12	 98	   	[OIII]
     658	NGC7331	171	 -4.5	 876	12	 98	   	[OIII]
     659	NGC7331	171	 -6.0	 924	12	128	   	[OIII]
     660	NGC7331	171	 -7.5	 885	12	132	   	[OIII]
     661	NGC7331	171	 -9.0	 891	12	112	   	[OIII]
     662	NGC7331	171	-11.2	 869	12	 54	   	[OIII]
     663	NGC7331	171	-17.2	 933	12	 80	   	[OIII]
     664	NGC7331	171	-23.2	 931	12	 74	   	[OIII]
     665	NGC7331	171	-26.2	 987	12	 91	   	[OIII]
     666	NGC7331	171	-36.0	 991	12	 85	   	[OIII]

