#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:16:33 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:16:34	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/342/671&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_33420671
#Name: J/A+A/342/671
#Title: Early-type spiral galaxies kinematics (Corsini+ 1999)
#INFO	ivoid=ivo://cds.vizier/j/a+a/342/671	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/342/671	    IVOID of underlying data collection
#INFO	creator=Funes J.G.S.J.	    First author or institution
#INFO	cites=bibcode:1999A&A...342..671F	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=1999	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/342/671	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.33420671	    Dataset identifier that can be used for citation
#INFO	publication_date=1999-02-27	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_342_671_halpha:
#Name: J/A+A/342/671/halpha
#Title: H{alpha} kinematics
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Galaxy	(a8)	Galaxy name (1)	[ucd=meta.id;meta.main]
#Column	r	(F6.1)	Galactocentric distance	[ucd=pos.angDistance]
#Column	HRV	(I4)	Heliocentric radial velocity measured along the major axis	[ucd=phys.veloc;pos.heliocentric]
#Column	e_HRV	(I2)	Heliocentric radial velocity error	[ucd=stat.error]
#Column	sigma	(I3)	Velocity dispersion measured along the major axis	[ucd=phys.veloc.dispersion]
#Column	n	(I2)	Number of rebinned rows	[ucd=meta.number]
#Column	S/N	(F5.1)	? Signal-to-noise ratio	[ucd=stat.snr]
recno	Galaxy	r	HRV	e_HRV	sigma	n	S/N
     198	NGC 4698	 -61.9	1214	 18	 47	 0
     199	NGC 4698	 -57.0	1182	 17	 28	 0
     200	NGC 4698	 -52.2	1183	  5	 26	12
     201	NGC 4698	 -47.3	1165	 15	 38	 8
     202	NGC 4698	 -42.4	1135	 32	 49	 2
     203	NGC 4698	 -38.8	1145	 28	 37	 5
     204	NGC 4698	 -36.3	1188	  9	 24	 9
     205	NGC 4698	 -33.9	1150	 14	 24	 0
     206	NGC 4698	 -31.5	1161	 10	 32	16
     207	NGC 4698	 -29.1	1169	 12	 28	16
     208	NGC 4698	 -27.9	1132	 12	  0	 0
     209	NGC 4698	 -26.6	1156	  5	 55	 5
     210	NGC 4698	 -24.2	1148	  8	 44	 8
     211	NGC 4698	 -21.8	1146	  6	 53	 7
     212	NGC 4698	 -19.3	1152	  5	 43	 7
     213	NGC 4698	 -16.9	1116	 13	 42	 3
     214	NGC 4698	 -14.5	1123	  5	 43	 9
     215	NGC 4698	 -12.1	1123	  7	 52	 6
     216	NGC 4698	  -9.6	1111	  7	 48	 8
     217	NGC 4698	  -7.2	1075	  4	 76	 9
     218	NGC 4698	  -4.8	1033	  3	 72	10
     219	NGC 4698	  -2.3	1018	  6	 82	12
     220	NGC 4698	   0.1	1014	  3	 77	 6
     221	NGC 4698	   2.5	 998	  3	 75	11
     222	NGC 4698	   5.0	 981	  6	 71	 8
     223	NGC 4698	   7.4	 955	  9	 58	 5
     224	NGC 4698	   9.8	 953	  6	 48	 9
     225	NGC 4698	  12.3	 912	  7	 49	13
     226	NGC 4698	  14.7	 892	  4	 41	 8
     227	NGC 4698	  17.1	 863	  3	 39	 5
     228	NGC 4698	  19.5	 864	  5	 49	13
     229	NGC 4698	  22.0	 863	  8	 41	 3
     230	NGC 4698	  23.2	 863	  9	 37	 4
     231	NGC 4698	  24.4	 873	 25	 53	12
     232	NGC 4698	  26.8	 912	 11	 41	 0
     233	NGC 4698	  29.3	 867	  3	 28	 6
     234	NGC 4698	  31.7	 849	  9	 26	 8
     235	NGC 4698	  34.1	 846	 10	 23	 7
     236	NGC 4698	  36.5	 804	103	 56	 8
     237	NGC 4698	  39.0	 822	 14	 46	 5
     238	NGC 4698	  41.4	 825	 12	 56	 5
     239	NGC 4698	  43.8	 836	 12	 37	12
     240	NGC 4698	  46.3	 838	  4	 51	22
     241	NGC 4698	  48.7	 813	 16	 20	 9
     242	NGC 4698	  52.3	 838	  9	 22	 7
     243	NGC 4698	  57.2	 807	 12	 23	11
     244	NGC 4698	  58.4	 842	 27	 53	 3
     245	NGC 4698	  62.1	 808	 15	 23	15
     246	NGC 4698	  65.7	 847	 21	 48	 6
     247	NGC 4698	  66.9	 793	 10	 23	10
     248	NGC 4698	  71.8	 795	 12	 37	12
     249	NGC 4698	  73.0	 832	  9	 29	12
     250	NGC 4698	  80.3	 781	 21	 22	 7
     251	NGC 4698	  87.6	 810	 15	 14	 5
     252	NGC 4698	  93.7	 811	 29	  0	 0
     253	NGC 4698	  94.9	 870	 21	 12	 0
     254	NGC 4698	 113.1	 763	 87	  0	 0
     255	NGC 4845	-100.0	1286	 87	 41	 0
     256	NGC 4845	 -81.8	1214	 16	 59	 0
     257	NGC 4845	 -78.1	1250	 21	  0	 0
     258	NGC 4845	 -74.5	1232	 16	 17	 0
     259	NGC 4845	 -72.1	1227	 22	 61	 0
     260	NGC 4845	 -69.6	1254	 10	 30	 0
     261	NGC 4845	 -68.4	1249	  7	  0	 0
     262	NGC 4845	 -67.2	1243	 12	 46	 0
     263	NGC 4845	 -64.8	1242	  8	 17	 0
     264	NGC 4845	 -62.3	1236	 16	 51	 6
     265	NGC 4845	 -61.1	1253	  4	 26	 4
     266	NGC 4845	 -59.9	1255	  6	 33	 3
     267	NGC 4845	 -57.5	1263	  6	 58	12
     268	NGC 4845	 -55.0	1249	  6	 45	 9
     269	NGC 4845	 -52.6	1256	  3	 36	10
     270	NGC 4845	 -51.4	1250	 12	 27	12
     271	NGC 4845	 -50.2	1246	  9	 50	12
     272	NGC 4845	 -47.8	1241	 10	 52	 4
     273	NGC 4845	 -45.3	1256	  3	 51	22
     274	NGC 4845	 -42.9	1256	 21	 49	12
     275	NGC 4845	 -41.7	1267	  4	 14	14
     276	NGC 4845	 -40.5	1258	 44	 51	51
     277	NGC 4845	 -38.0	1230	 12	 41	21
     278	NGC 4845	 -35.6	1249	 14	 74	25
     279	NGC 4845	 -33.2	1211	 10	 56	 0
     280	NGC 4845	 -32.0	1251	  2	 39	18
     281	NGC 4845	 -30.7	1252	 28	 47	17
     282	NGC 4845	 -28.3	1255	  8	 32	28
     283	NGC 4845	 -25.9	1223	 27	 52	21
     284	NGC 4845	 -23.5	1203	 19	 60	 7
     285	NGC 4845	 -22.2	1267	  3	 29	23
     286	NGC 4845	 -21.0	1240	 18	 47	15
     287	NGC 4845	 -18.6	1255	 19	 36	20
     288	NGC 4845	 -16.2	1269	  8	 31	17
     289	NGC 4845	 -13.7	1246	 12	 58	10
     290	NGC 4845	 -11.3	1240	 16	 45	 3
     291	NGC 4845	  -8.9	1249	  5	 42	 4
     292	NGC 4845	  -6.4	1221	  7	 54	 3
     293	NGC 4845	  -4.0	1207	  6	 65	 4
     294	NGC 4845	  -1.6	1133	  4	 75	 4
     295	NGC 4845	   0.9	1062	  4	 77	 3
     296	NGC 4845	   3.3	 986	  2	 58	 2
     297	NGC 4845	   5.7	 961	  1	 48	 3
     298	NGC 4845	   8.1	 945	  4	 47	 5
     299	NGC 4845	  10.6	 930	  4	 32	 5
     300	NGC 4845	  13.0	 923	  6	 32	13
     301	NGC 4845	  15.4	 943	  8	 50	18
     302	NGC 4845	  17.9	 961	 25	 64	14
     303	NGC 4845	  20.3	 978	 17	 35	25
     304	NGC 4845	  22.7	 975	 20	 53	15

#Table	J_A_A_342_671_stelkin:
#Name: J/A+A/342/671/stelkin
#Title: Stellar kinematics
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Galaxy	(a8)	Galaxy name (1)	[ucd=meta.id;meta.main]
#Column	r	(F6.1)	Galactocentric distance	[ucd=pos.angDistance]
#Column	HRV	(I4)	Heliocentric radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_HRV	(I3)	Heliocentric radial velocity error	[ucd=stat.error]
#Column	sigma	(I3)	Velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_sigma	(I2)	Velocity dispersion error	[ucd=stat.error]
recno	Galaxy	r	HRV	e_HRV	sigma	e_sigma
 	 	arcsec	km/s	km/s	km/s	km/s
--------	--------	------	----	---	---	--
       1	NGC 2179	 -41.3	2638	 62	127	36
       2	NGC 2179	 -25.5	2817	 53	152	29
       3	NGC 2179	 -19.4	2845	 32	134	25
       4	NGC 2179	 -13.4	2774	 40	125	32
       5	NGC 2179	 -10.9	2762	 28	117	26
       6	NGC 2179	  -8.5	2785	 19	124	21
       7	NGC 2179	  -6.1	2797	 13	121	17
       8	NGC 2179	  -3.6	2807	 10	152	14
       9	NGC 2179	  -1.2	2846	  7	169	11
      10	NGC 2179	   1.2	2895	  7	163	12
      11	NGC 2179	   3.7	2952	  8	154	12
      12	NGC 2179	   6.1	2975	 11	145	15
      13	NGC 2179	   8.5	2992	 15	124	19
      14	NGC 2179	  10.9	2987	 20	128	21
      15	NGC 2179	  13.4	2993	 28	109	28
      16	NGC 2179	  15.8	2998	 25	 83	30
      17	NGC 2179	  18.2	2977	 16	 57	28
      18	NGC 2179	  20.7	2934	 37	113	29
      19	NGC 2179	  23.1	3002	 36	141	26
      20	NGC 2179	  25.5	2994	 31	 77	32
      21	NGC 2179	  29.2	2950	 71	141	37
      22	NGC 2179	  38.9	3033	 54	 96	38
      23	NGC 2775	 -73.4	1459	 46	 65	47
      24	NGC 2775	 -71.0	1434	 21	 81	26
      25	NGC 2775	 -68.5	1481	 26	 63	36
      26	NGC 2775	 -66.1	1537	  6	 26	28
      27	NGC 2775	 -63.7	1528	  6	 24	30
      28	NGC 2775	 -61.2	1524	 14	 46	31
      29	NGC 2775	 -58.8	1532	 20	 43	40
      30	NGC 2775	 -56.4	1543	  8	 15	56
      31	NGC 2775	 -54.0	1530	  6	 24	30
      32	NGC 2775	 -51.5	1524	  9	 16	58
      33	NGC 2775	 -49.1	1534	 10	 27	39
      34	NGC 2775	 -46.7	1528	 15	 58	29
      35	NGC 2775	 -44.2	1540	  7	 14	59
      36	NGC 2775	 -41.8	1520	  8	 23	40
      37	NGC 2775	 -39.4	1517	 10	 36	30
      38	NGC 2775	 -36.9	1506	 15	 69	25
      39	NGC 2775	 -34.5	1511	 11	 48	28
      40	NGC 2775	 -32.1	1472	 27	144	24
      41	NGC 2775	 -29.7	1455	 21	139	21
      42	NGC 2775	 -27.2	1479	 19	139	20
      43	NGC 2775	 -24.8	1479	 22	154	21
      44	NGC 2775	 -22.4	1460	 20	166	19
      45	NGC 2775	 -19.9	1443	 21	176	19
      46	NGC 2775	 -17.5	1421	 16	193	16
      47	NGC 2775	 -15.1	1407	 11	153	15
      48	NGC 2775	 -12.6	1395	 10	169	14
      49	NGC 2775	 -10.2	1378	 11	202	13
      50	NGC 2775	  -7.8	1372	  9	188	12
      51	NGC 2775	  -5.3	1362	  7	176	11
      52	NGC 2775	  -2.9	1345	  7	193	10
      53	NGC 2775	  -0.5	1327	  7	197	10
      54	NGC 2775	   1.9	1307	  7	187	10
      55	NGC 2775	   4.4	1283	  7	162	11
      56	NGC 2775	   6.8	1274	  8	165	12
      57	NGC 2775	   9.2	1261	 10	176	13
      58	NGC 2775	  11.7	1252	 11	160	14
      59	NGC 2775	  14.1	1242	  8	104	15
      60	NGC 2775	  16.5	1263	 12	145	16
      61	NGC 2775	  18.9	1237	 16	171	17
      62	NGC 2775	  21.4	1197	 12	121	17
      63	NGC 2775	  23.8	1216	 14	115	19
      64	NGC 2775	  26.2	1223	 15	107	19
      65	NGC 2775	  28.7	1215	 18	 99	23
      66	NGC 2775	  31.1	1161	 22	107	25
      67	NGC 2775	  33.5	1154	 14	 63	25
      68	NGC 2775	  36.0	1167	 22	120	23
      69	NGC 2775	  38.4	1212	 14	 70	24
      70	NGC 2775	  40.8	1173	 19	 92	24
      71	NGC 2775	  43.3	1162	 18	 90	24
      72	NGC 2775	  45.7	1170	 20	 98	24
      73	NGC 2775	  48.1	1152	 49	179	29
      74	NGC 2775	  50.5	1145	 21	 72	28
      75	NGC 2775	  53.0	1159	 27	 88	28
      76	NGC 2775	  55.4	1191	 39	133	26
      77	NGC 2775	  57.8	1196	 59	139	38
      78	NGC 2775	  60.3	1163	 39	110	30
      79	NGC 2775	  62.7	1136	 26	 66	33
      80	NGC 2775	  67.5	1263	 49	115	32
      81	NGC 2775	  70.0	1273	 43	 69	46
      82	NGC 2775	  72.4	1269	 75	173	32
      83	NGC 2775	  79.7	1227	 80	 74	63
      84	NGC 2775	  91.9	1186	 37	 53	49
      85	NGC 3281	 -85.5	3264	 35	 76	31
      86	NGC 3281	 -74.8	3268	 35	 74	31
      87	NGC 3281	 -67.3	3183	 34	100	29
      88	NGC 3281	 -64.9	3217	 21	 67	29
      89	NGC 3281	 -62.5	3217	 27	 76	30
      90	NGC 3281	 -60.0	3176	 21	 71	26
      91	NGC 3281	 -57.6	3223	 26	 83	30
      92	NGC 3281	 -55.2	3231	 19	 66	28
      93	NGC 3281	 -52.7	3239	 12	 31	35
      94	NGC 3281	 -50.3	3211	 18	 56	31
      95	NGC 3281	 -47.9	3230	 11	 30	36
      96	NGC 3281	 -45.4	3222	 13	 50	27
      97	NGC 3281	 -43.0	3194	 15	 62	25
      98	NGC 3281	 -40.6	3196	 21	 55	33
      99	NGC 3281	 -38.2	3205	 16	 61	27
     100	NGC 3281	 -35.7	3227	 19	 65	30
     101	NGC 3281	 -33.3	3216	 20	 77	29
     102	NGC 3281	 -30.9	3216	 15	 82	23
     103	NGC 3281	 -28.4	3213	 15	 87	21
     104	NGC 3281	 -26.0	3245	 27	114	25
     105	NGC 3281	 -23.6	3275	 17	 71	26
     106	NGC 3281	 -21.1	3275	 17	 57	30
     107	NGC 3281	 -18.7	3264	 14	 78	23
     108	NGC 3281	 -16.3	3272	 14	 92	20
     109	NGC 3281	 -13.8	3310	  9	 76	18
     110	NGC 3281	 -11.4	3318	 10	100	17
     111	NGC 3281	  -9.0	3339	 12	124	16
     112	NGC 3281	  -6.6	3337	  9	140	14
     113	NGC 3281	  -4.1	3369	  8	152	12
     114	NGC 3281	  -1.7	3420	  8	164	12
     115	NGC 3281	   0.7	3467	  8	178	11
     116	NGC 3281	   3.2	3494	  7	150	12
     117	NGC 3281	   5.6	3511	  7	112	13
     118	NGC 3281	   8.0	3515	  8	116	14
     119	NGC 3281	  10.5	3531	 11	121	16
     120	NGC 3281	  12.9	3530	 10	103	16
     121	NGC 3281	  15.3	3533	  9	 78	18
     122	NGC 3281	  17.7	3564	 13	100	19
     123	NGC 3281	  20.2	3566	  8	 79	17
     124	NGC 3281	  22.6	3575	  9	 77	18
     125	NGC 3281	  25.0	3586	 12	 79	20
     126	NGC 3281	  27.5	3575	 11	 78	19
     127	NGC 3281	  29.9	3594	  7	 37	25
     128	NGC 3281	  32.3	3581	  8	 39	25
     129	NGC 3281	  34.8	3579	  7	 32	28
     130	NGC 3281	  37.2	3592	  7	 34	26
     131	NGC 3281	  39.6	3599	  7	 37	24
     132	NGC 3281	  42.0	3595	  9	 45	25
     133	NGC 3281	  44.5	3598	 14	 66	24
     134	NGC 3281	  46.9	3621	 16	 58	27
     135	NGC 3281	  49.3	3637	 16	 54	29
     136	NGC 3281	  51.8	3674	 14	 51	28
     137	NGC 3281	  54.2	3652	 23	 49	38
     138	NGC 3281	  56.6	3650	 31	 69	34
     139	NGC 3281	  59.1	3629	 27	 78	30
     140	NGC 3281	  61.5	3618	 23	 51	34
     141	IC 724  	 -40.6	5720	 14	 19	57
     142	IC 724  	 -38.2	5718	 21	 29	52
     143	IC 724  	 -30.9	5732	 22	 67	29
     144	IC 724  	 -23.6	5701	 15	 36	36
     145	IC 724  	 -21.1	5739	 27	 51	39
     146	IC 724  	 -16.3	5762	 13	 22	51
     147	IC 724  	 -13.9	5799	 25	103	27
     148	IC 724  	 -11.4	5773	 13	 84	21
     149	IC 724  	  -9.0	5768	 15	116	19
     150	IC 724  	  -6.6	5808	 21	154	21
     151	IC 724  	  -4.1	5899	 16	202	15
     152	IC 724  	  -1.7	5963	 13	209	13
     153	IC 724  	   0.7	6018	 13	205	13
     154	IC 724  	   3.2	6069	 13	185	14
     155	IC 724  	   5.6	6133	 15	162	16
     156	IC 724  	   8.0	6180	 14	110	19
     157	IC 724  	  10.4	6179	 13	 85	21
     158	IC 724  	  12.9	6158	 26	132	23
     159	IC 724  	  15.3	6154	 32	112	29
     160	IC 724  	  17.7	6234	 27	 68	36
     161	IC 724  	  20.2	6220	 28	 80	30
     162	IC 724  	  22.6	6217	 12	 35	33
     163	IC 724  	  25.0	6244	 32	 52	44
     164	IC 724  	  42.0	6200	 13	 27	41
     165	IC 724  	  49.3	6258	 37	 82	36
     166	IC 724  	  51.8	6262	 39	 94	34
     167	IC 724  	  61.5	6189	 27	 65	36
     168	NGC 4698	 -71.9	1139	 49	 86	41
     169	NGC 4698	 -69.5	1149	 47	 76	45
     170	NGC 4698	 -67.1	1139	  5	 46	18
     171	NGC 4698	 -64.6	1199	 33	 76	34
     172	NGC 4698	 -62.2	1152	 19	 41	40
     173	NGC 4698	 -59.8	1204	 47	129	31
     174	NGC 4698	 -57.3	1216	 16	 40	35
     175	NGC 4698	 -54.9	1220	 22	 28	56
     176	NGC 4698	 -52.5	1139	 20	 50	34
     177	NGC 4698	 -50.1	1150	 20	 50	37
     178	NGC 4698	 -47.6	1196	 26	 85	29
     179	NGC 4698	 -45.2	1165	  5	 18	35
     180	NGC 4698	 -42.8	1159	 10	 49	25
     181	NGC 4698	 -40.3	1160	 17	 52	32
     182	NGC 4698	 -37.9	1130	 28	102	30
     183	NGC 4698	 -35.5	1143	 23	 82	29
     184	NGC 4698	 -30.6	1132	 18	 57	31
     185	NGC 4698	 -28.2	1119	 21	 75	29
     186	NGC 4698	 -25.8	1089	 14	 71	23
     187	NGC 4698	 -23.3	1099	 25	116	26
     188	NGC 4698	 -20.9	1092	 27	152	23
     189	NGC 4698	 -18.5	1050	 21	127	22
     190	NGC 4698	 -16.0	1045	 15	118	19
     191	NGC 4698	 -13.6	1021	 14	128	18
     192	NGC 4698	 -11.2	1024	 11	141	15
     193	NGC 4698	  -8.7	1014	 10	152	14
     194	NGC 4698	  -6.3	 997	  7	143	12
     195	NGC 4698	  -3.9	 994	  5	128	10
     196	NGC 4698	  -1.5	 982	  4	130	 9
     197	NGC 4698	   1.0	 981	  4	137	 9
     198	NGC 4698	   3.4	 985	  4	132	10
     199	NGC 4698	   5.8	 991	  5	121	11
     200	NGC 4698	   8.3	 978	  6	113	12
     201	NGC 4698	  10.7	 981	  9	120	15
     202	NGC 4698	  13.1	 970	 10	118	16
     203	NGC 4698	  15.6	 943	 12	110	18
     204	NGC 4698	  18.0	 932	 14	109	20
     205	NGC 4698	  20.4	 927	 15	101	22
     206	NGC 4698	  22.8	 959	 14	104	19
     207	NGC 4698	  25.3	 944	 18	114	21
     208	NGC 4698	  27.7	 890	 17	 96	23
     209	NGC 4698	  30.1	 874	 13	 82	21
     210	NGC 4698	  32.6	 873	 10	 56	23
     211	NGC 4698	  35.0	 882	 23	 70	38
     212	NGC 4698	  37.4	 901	 22	121	20
     213	NGC 4698	  39.9	 835	 16	 65	28
     214	NGC 4698	  42.3	 852	 17	 78	25
     215	NGC 4698	  44.7	 849	 11	 45	28
     216	NGC 4698	  47.1	 856	  9	 40	26
     217	NGC 4698	  49.6	 847	 20	 80	28
     218	NGC 4698	  52.0	 777	  8	 20	45
     219	NGC 4698	  54.4	 786	 13	 47	30
     220	NGC 4698	  56.9	 796	 13	 41	32
     221	NGC 4698	  59.3	 800	  8	 21	42
     222	NGC 4698	  61.7	 819	  7	 28	27
     223	NGC 4698	  64.2	 810	  6	 27	25
     224	NGC 4698	  66.6	 808	  9	 18	54
     225	NGC 4698	  69.0	 800	 16	 41	37
     226	NGC 4698	  73.9	 801	 10	 27	38
     227	NGC 4698	  76.3	 826	 55	 86	46
     228	NGC 4845	 -86.5	1224	 26	 73	31
     229	NGC 4845	 -84.1	1223	 15	 27	45
     230	NGC 4845	 -81.7	1249	 21	 79	26
     231	NGC 4845	 -79.2	1229	 12	 47	26
     232	NGC 4845	 -76.8	1209	  7	 13	63
     233	NGC 4845	 -74.4	1230	 10	 41	29
     234	NGC 4845	 -71.9	1232	  9	 53	22
     235	NGC 4845	 -69.5	1223	  9	 64	20
     236	NGC 4845	 -67.1	1224	  9	 59	21
     237	NGC 4845	 -64.6	1220	 11	 66	21
     238	NGC 4845	 -62.2	1202	  7	 21	38
     239	NGC 4845	 -59.8	1210	  6	 17	41
     240	NGC 4845	 -57.3	1257	 12	 43	29
     241	NGC 4845	 -54.9	1217	 13	 68	23
     242	NGC 4845	 -52.5	1211	 12	 63	23
     243	NGC 4845	 -50.1	1209	  9	 59	21
     244	NGC 4845	 -47.6	1207	 12	 75	21
     245	NGC 4845	 -45.2	1197	 13	 75	22
     246	NGC 4845	 -42.8	1198	  9	 63	21
     247	NGC 4845	 -40.3	1189	  9	 67	20
     248	NGC 4845	 -37.9	1186	 11	 70	20
     249	NGC 4845	 -35.5	1199	 13	 66	24
     250	NGC 4845	 -33.1	1174	 11	 64	24
     251	NGC 4845	 -30.6	1148	  9	 66	20
     252	NGC 4845	 -28.2	1144	 10	 77	19
     253	NGC 4845	 -25.8	1183	 10	 75	20
     254	NGC 4845	 -23.3	1161	 11	 84	19
     255	NGC 4845	 -20.9	1128	  9	 68	20
     256	NGC 4845	 -18.5	1130	  8	 70	18
     257	NGC 4845	 -16.0	1124	  8	 70	18
     258	NGC 4845	 -13.6	1112	  5	 48	18
     259	NGC 4845	 -11.2	1114	  5	 50	18
     260	NGC 4845	  -8.8	1137	  7	 74	16
     261	NGC 4845	  -6.3	1138	  6	 78	15
     262	NGC 4845	  -3.9	1124	  4	 61	13
     263	NGC 4845	  -1.5	1096	  4	 79	13
     264	NGC 4845	   1.0	1077	  4	 82	12
     265	NGC 4845	   3.4	1064	  5	 72	13
     266	NGC 4845	   5.8	1059	  5	 61	15
     267	NGC 4845	   8.3	1031	  8	 90	16
     268	NGC 4845	  10.7	1033	  8	 69	18
     269	NGC 4845	  13.1	1033	  6	 53	18
     270	NGC 4845	  15.5	1042	  6	 46	19
     271	NGC 4845	  18.0	1036	  8	 53	21
     272	NGC 4845	  20.4	1027	  8	 64	19
     273	NGC 4845	  22.8	1020	  8	 54	22
     274	NGC 4845	  25.3	1019	  8	 58	20
     275	NGC 4845	  27.7	 997	 10	 59	22
     276	NGC 4845	  30.1	 988	 13	 76	22
     277	NGC 4845	  32.6	 996	 11	 67	21
     278	NGC 4845	  35.0	 982	 13	 69	23
     279	NGC 4845	  37.4	 943	  7	 34	26
     280	NGC 4845	  39.8	 955	  7	 40	24
     281	NGC 4845	  42.3	 959	  8	 40	25
     282	NGC 4845	  44.7	 953	  6	 29	28
     283	NGC 4845	  47.1	 964	  7	 41	25
     284	NGC 4845	  49.6	 944	  6	 38	23
     285	NGC 4845	  52.0	 945	  6	 30	28
     286	NGC 4845	  54.4	 958	  8	 33	28
     287	NGC 4845	  56.9	 952	  9	 32	31
     288	NGC 4845	  59.3	 937	  8	 28	33
     289	NGC 4845	  61.7	 913	  5	 20	36
     290	NGC 4845	  64.1	 913	  5	 28	27
     291	NGC 4845	  66.6	 925	  5	 27	26
     292	NGC 4845	  69.0	 932	  6	 27	30

