#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:16:10 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:16:10	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/other/NatAs/7.463&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1061000701
#Name: J/other/NatAs/7.463
#Title: Galaxies stellar and gas kinematic angles (Raimundo+, 2023)
#INFO	ivoid=ivo://cds.vizier/j/other/natas/7.463	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/other/natas/7.463	    IVOID of underlying data collection
#INFO	creator=Raimundo S.I.	    First author or institution
#INFO	cites=bibcode:2023NatAs...7..463R	    Article or Data origin sources
#INFO	journal=NatA	    Journal name
#INFO	original_date=2023	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/other/NatAs/7.463	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/dt/hkegd	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-03-04	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_other_NatAs_7_463_tabled1:
#Name: J/other/NatAs/7.463/tabled1
#Title: Summary of the main results for the of 1310 galaxies with measured stellar and gas kinematic angles
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Seq	(I4)	[0/1309] Sequential number	[ucd=meta.record]
#Column	CatId	(I10)	Catalogue ID from the SAMI survey DR3	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F8.4)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	zsp	(F7.4)	Spectroscopic redshift	[ucd=src.redshift]
#Column	PAs	(F5.1)	Principal stellar kinematic axis (PAstellar)	[ucd=pos.posAng]
#Column	e_PAs	(F4.1)	3{sigma} uncertainty in PAstellar	[ucd=stat.error]
#Column	PAg	(F5.1)	Principal gas kinematic axis (PAgas)	[ucd=pos.posAng]
#Column	e_PAg	(F4.1)	3{sigma} uncertainty in PAgas	[ucd=stat.error]
#Column	DPA	(F5.1)	Difference in stellar-gas kinematic angles ({DELTA}PA=|PAstellar-PAgas|)	[ucd=pos.posAng]
#Column	e_DPA	(F4.1)	3{sigma} uncertainty in PA	[ucd=stat.error]
#Column	Flag	(A1)	[als] Flag for excitation mechanism (1)	[ucd=meta.code.error]
#Column	FAGN	(A2)	Flag for AGN detection (2)	[ucd=meta.code]
#Column	Type	(F4.1)	Morphological type as in the SAMI survey classification	[ucd=src.morph.type]
#Column	logMstar	(F10.7)	? Stellar mass	[ucd=phys.mass]
#Column	SimbadName	(a29)	Simbad column added by the CDS	[ucd=meta.id]
recno	Seq	CatId	RAJ2000	DEJ2000	zsp	PAs	e_PAs	PAg	e_PAg	DPA	e_DPA	Flag	FAGN	Type	logMstar	SimbadName
     447	 446	    375751	130.5652	+01.2683	 0.0784	198.1	 0.5	194.1	 0.5	  4.0	 1.0	l	  	 2.0	10.9500000	GAMA 375751
     448	 447	    376001	131.6304	+01.4834	 0.0512	265.5	 3.5	263.5	 0.5	  2.0	 4.0	s	  	-9.0	10.2500000	GAMA 376001
     449	 448	    376033	131.8087	+01.3624	 0.0399	244.4	 1.5	241.3	 1.0	  3.0	 2.5	s	  	 0.0	10.8100000	GAMA 376033
     450	 449	    376121	132.1178	+01.3973	 0.0515	162.9	 1.0	162.9	 0.5	  0.0	 1.5	l	  	 2.0	11.0200000	GAMA 376121
     451	 450	    376293	132.7976	+01.5017	 0.0595	 29.2	 3.5	 27.1	 0.5	  2.0	 4.0	l	  	 2.0	10.6500000	GAMA 376293
     452	 451	    376340	133.0126	+01.4238	 0.0510	 18.1	 2.0	 21.1	 0.5	  3.0	 2.5	s	  	 3.0	10.2000000	GAMA 376340
     453	 452	    376379	133.0553	+01.4996	 0.0357	 44.2	17.1	 18.1	 0.5	 26.1	17.6	s	  	 3.0	 9.1600000	GAMA 376379
     454	 453	    376478	133.6500	+01.4350	 0.0515	 74.4	 2.0	 73.4	 0.5	  1.0	 2.5	a	  	 3.0	11.1600000	GAMA 376478
     455	 454	    376587	134.2987	+01.4097	 0.0530	355.0	 5.0	 20.1	 1.5	 25.1	 6.5	s	  	 2.5	10.0300000	GAMA 376587
     456	 455	    376679	134.6499	+01.5304	 0.1068	348.9	 2.5	353.0	 0.5	  4.0	 3.0	a	bl	 2.0	11.0900000	GAMA 376679
     457	 456	    376802	135.1583	+01.4700	 0.0522	159.9	 2.0	161.9	 0.5	  2.0	 2.5	 	  	 2.0	10.9500000	GAMA 376802
     458	 457	    377562	138.0111	+01.6491	 0.0709	109.6	 4.0	107.6	 0.5	  2.0	 4.5	a	  	 1.5	10.6800000	GAMA 377562
     459	 458	    377666	138.4900	+01.6601	 0.0555	346.9	 1.5	  6.0	 3.0	 19.1	 4.5	 	  	 1.5	10.9800000	GAMA 377666
     460	 459	    377962	139.7423	+01.5647	 0.0373	193.1	20.6	221.2	 1.0	 28.2	21.6	s	  	 3.0	 9.0500000	GAMA 377962
     461	 460	    380697	129.5858	+01.7325	 0.0733	355.0	 2.5	303.7	 6.5	 51.3	 9.1	 	  	 1.0	10.9900000	GAMA 380697
     462	 461	    381215	131.6818	+01.8433	 0.0500	318.8	 2.5	319.8	 0.5	  1.0	 3.0	s	  	 3.0	10.4900000	GAMA 381215
     463	 462	    381225	131.7876	+01.8534	 0.0504	 13.1	 4.0	 17.1	 0.5	  4.0	 4.5	s	  	 3.0	10.1300000	GAMA 381225
     464	 463	    381979	134.6978	+01.8425	 0.0582	 85.5	 4.5	 81.5	 0.5	  4.0	 5.0	s	  	 1.0	10.9200000	GAMA 381979
     465	 464	    382152	135.4242	+01.8522	 0.0568	247.4	 3.0	241.3	 0.5	  6.0	 3.5	s	  	 2.5	10.1200000	GAMA 382152
     466	 465	    382154	135.4670	+01.9933	 0.0568	 71.4	10.6	341.9	 1.5	 89.5	12.1	l	  	 0.0	10.8000000	GAMA 382154
     467	 466	    382563	137.3794	+02.0663	 0.0240	271.5	 9.6	287.6	 0.5	 16.1	10.1	l	  	 0.5	 9.8500000	GAMA 382563
     468	 467	    382631	137.7136	+02.0219	 0.0546	316.8	 1.5	324.8	 0.5	  8.0	 2.0	s	  	 2.5	10.0900000	GAMA 382631
     469	 468	    382659	137.8288	+02.0190	 0.0554	308.7	 1.5	305.7	 1.0	  3.0	 2.5	 	  	 1.0	10.7600000	GAMA 382659
     470	 469	    382731	138.2043	+01.9790	 0.0556	152.8	 1.5	158.9	 0.5	  6.0	 2.0	s	  	 2.5	10.6100000	GAMA 382731
     471	 470	    383259	140.6704	+02.1115	 0.0571	300.7	 7.0	293.6	 0.5	  7.0	 7.5	s	  	 2.0	10.7300000	GAMA 383259
     472	 471	    383283	140.8051	+02.0601	 0.0174	 44.2	 4.0	 27.1	 0.5	 17.1	 4.5	s	  	 2.5	 9.1600000	GAMA 383283
     473	 472	    383318	140.9501	+02.1127	 0.0240	358.0	 4.0	345.9	 0.5	 12.1	 4.5	s	  	 3.0	 9.9200000	GAMA 383318
     474	 473	    386285	131.3060	+02.2178	 0.0758	 30.2	 1.5	 25.1	 0.5	  5.0	 2.0	 	  	 2.0	10.4200000	GAMA 386285
     475	 474	    386316	131.4440	+02.1993	 0.0758	 26.1	 1.0	  9.1	 3.0	 17.1	 4.0	 	  	 1.5	10.6100000	GAMA 386316
     476	 475	    386366	131.7362	+02.2449	 0.0600	182.0	 2.5	186.0	 0.5	  4.0	 3.0	s	  	 2.0	10.4000000	GAMA 386366
     477	 476	    386402	131.9852	+02.1912	 0.0614	182.0	 3.0	186.0	 0.5	  4.0	 3.5	s	  	 2.0	10.4800000	GAMA 386402
     478	 477	    386720	133.7092	+02.2023	 0.0583	236.3	 3.5	240.3	 0.5	  4.0	 4.0	s	  	 2.0	10.8900000	GAMA 386720
     479	 478	    386722	133.6602	+02.3210	 0.0514	 38.2	 3.0	212.2	 0.5	174.0	 3.5	s	  	 0.5	10.2900000	GAMA 386722
     480	 479	    386892	134.4289	+02.3616	 0.0538	 96.5	 2.5	 95.5	 1.0	  1.0	 3.5	a	  	 1.5	10.7000000	GAMA 386892
     481	 480	    386898	134.4044	+02.2395	 0.0537	144.8	 0.5	147.8	 0.5	  3.0	 1.0	s	  	 2.5	10.4400000	GAMA 386898
     482	 481	    387080	135.1723	+02.2458	 0.0524	219.2	 2.0	211.2	 4.0	  8.1	 6.0	a	  	 1.5	10.4800000	GAMA 387080
     483	 482	    387675	137.4349	+02.3504	 0.0546	343.9	 2.0	342.9	 0.5	  1.0	 2.5	l	  	 1.5	10.6900000	GAMA 387675
     484	 483	    387719	137.5611	+02.4076	 0.0919	293.6	 2.5	293.6	 0.5	  0.0	 3.0	s	  	 3.0	10.4700000	GAMA 387719
     485	 484	    388200	139.1442	+02.5682	 0.0545	160.9	 3.5	166.9	 0.5	  6.0	 4.0	a	  	 2.5	10.0300000	GAMA 388200
     486	 485	    388390	139.8524	+02.5746	 0.0563	 81.5	11.6	 64.4	 0.5	 17.1	12.1	s	  	 3.0	 9.5200000	GAMA 388390
     487	 486	    388424	139.9492	+02.5287	 0.0884	255.4	 4.0	256.4	 0.5	  1.0	 4.5	a	  	 2.0	10.7800000	GAMA 388424
     488	 487	    388476	140.2406	+02.5344	 0.0565	278.6	 3.0	278.6	 0.5	  0.0	 3.5	s	  	 2.0	10.4600000	GAMA 388476
     489	 488	    388513	140.3903	+02.5845	 0.0841	311.7	 5.5	282.6	 9.6	 29.2	15.1	l	  	 0.5	10.9300000	GAMA 388513
     490	 489	    388552	140.5036	+02.5879	 0.0858	177.0	 2.0	191.1	 1.0	 14.1	 3.0	l	  	 1.0	11.0100000	GAMA 388552
     491	 490	    388558	140.5926	+02.5859	 0.0876	335.9	 1.5	238.3	 3.0	 97.5	 4.5	l	  	 1.0	11.1100000	GAMA 388558
     492	 491	    388603	140.7838	+02.4861	 0.0174	338.9	 2.5	324.8	 0.5	 14.1	 3.0	s	  	 3.0	 9.8000000	GAMA 388603
     493	 492	   3894635	129.0761	-00.8427	 0.0433	176.0	 0.5	151.8	 0.5	 24.1	 1.0	s	  	 2.0	10.1500000	GAMA 3894635
     494	 493	   3895257	129.4380	-00.8616	 0.0306	334.9	 2.0	339.9	 0.5	  5.0	 2.5	s	  	 2.5	10.3400000	GAMA 3895257
     495	 494	   3895823	129.6619	-00.8533	 0.0510	217.2	 2.5	223.2	 0.5	  6.0	 3.0	s	  	 2.5	10.1200000	GAMA 3895823
     496	 495	   3897281	130.3884	-00.8283	 0.0569	278.6	 1.5	268.5	 4.0	 10.1	 5.5	 	  	 1.5	10.2200000	GAMA 3897281
     497	 496	     39057	175.0267	-00.8377	 0.0196	281.6	 2.0	104.6	 1.0	177.0	 3.0	a	  	 0.0	10.4400000	GAMA 39057
     498	 497	   3913888	138.1609	-00.8696	 0.0813	223.2	 4.0	326.8	 8.6	103.6	12.6	 	  	 1.0	10.3200000	GAMA 3913888
     499	 498	     39145	175.4361	-00.6880	 0.0502	195.1	 3.0	198.1	 0.5	  3.0	 3.5	s	  	 2.5	10.2000000	GAMA 39145
     500	 499	     39365	176.6795	-00.6783	 0.0186	 13.1	18.1	345.9	 3.5	 27.1	21.6	s	  	 2.0	 9.1800000	GAMA 39365
     501	 500	     39539	177.3649	-00.8012	 0.0807	 26.1	 2.0	 32.2	 0.5	  6.0	 2.5	s	  	 3.0	10.4400000	GAMA 39539
     502	 501	     39594	177.6226	-00.7712	 0.0268	305.7	21.1	295.6	 0.5	 10.1	21.6	s	  	 3.0	 9.3000000	GAMA 39594
     503	 502	    396584	174.2178	+01.4277	 0.0736	111.6	 3.5	115.6	 0.5	  4.0	 4.0	 	  	 2.0	10.5900000	GAMA 396584
     504	 503	    396607	174.3476	+01.5616	 0.0461	272.5	 1.5	271.5	 1.0	  1.0	 2.5	s	  	 2.0	10.4100000	GAMA 396607
     505	 504	    396621	174.3793	+01.4901	 0.0462	103.6	 2.0	111.6	 5.5	  8.0	 7.5	l	  	 1.5	10.4800000	GAMA 396621
     506	 505	    396709	174.6877	+01.5296	 0.0780	133.7	10.6	139.8	 0.5	  6.0	11.1	s	  	 2.5	10.3500000	GAMA 396709
     507	 506	    396781	174.9827	+01.5121	 0.0758	166.9	 1.0	165.9	 0.5	  1.0	 1.5	s	  	 1.5	11.3200000	GAMA 396781
     508	 507	    396833	175.2567	+01.4934	 0.0181	339.9	 0.5	354.0	 0.5	 14.1	 1.0	a	  	 2.0	10.1200000	GAMA 396833
     509	 508	     39709	177.9626	-00.7064	 0.1068	111.6	 1.0	102.6	 0.5	  9.1	 1.5	 	  	 1.5	11.1000000	GAMA 39709
     510	 509	     40164	180.0179	-00.7596	 0.0471	284.6	 1.5	292.6	 0.5	  8.1	 2.0	s	  	 2.0	10.4500000	GAMA 40164
     511	 510	     40197	180.0341	-00.6634	 0.0205	176.0	 3.0	190.1	 3.5	 14.1	 6.5	s	  	 1.5	 9.6300000	GAMA 40197
     512	 511	     40278	180.3663	-00.7184	 0.0207	 36.2	 1.5	 35.2	 0.5	  1.0	 2.0	l	  	 2.0	10.4400000	GAMA 40278
     513	 512	    402988	178.3552	+01.9054	 0.0395	174.0	28.2	183.0	 0.5	  9.1	28.7	s	  	-9.0	 9.4000000	GAMA 402988
     514	 513	     40419	181.0916	-00.7193	 0.0775	 44.2	 0.5	 45.2	 0.5	  1.0	 1.0	s	  	 1.5	10.9600000	GAMA 40419
     515	 514	     40453	181.2900	-00.7476	 0.0331	 46.3	 3.5	 48.3	 0.5	  2.0	 4.0	s	  	 3.0	 9.5900000	GAMA 40453
     516	 515	     40916	183.5472	-00.8316	 0.0249	348.9	 4.0	342.9	 0.5	  6.0	 4.5	s	  	 3.0	 9.8200000	GAMA 40916
     517	 516	     41143	184.4279	-00.8190	 0.1195	298.7	 2.5	304.7	 0.5	  6.0	 3.0	s	  	 1.0	          	GAMA 41143
     518	 517	     41144	184.4704	-00.6572	 0.0296	329.8	 1.5	330.8	 0.5	  1.0	 2.0	s	  	 2.0	10.3400000	GAMA 41144
     519	 518	     41274	185.1205	-00.6882	 0.0728	305.7	 3.5	301.7	 8.0	  4.0	11.6	 	  	 0.5	10.5800000	GAMA 41274
     520	 519	     41302	185.3986	-00.7029	 0.0399	209.2	 9.1	208.2	 0.5	  1.0	 9.6	s	  	 1.5	 9.7600000	GAMA 41302
     521	 520	    417392	130.3931	+02.1888	 0.0287	143.8	18.1	159.9	 0.5	 16.1	18.6	s	  	 3.0	 8.8800000	GAMA 417392
     522	 521	    417424	130.8882	+02.2110	 0.0299	208.2	 3.0	212.2	 0.5	  4.0	 3.5	s	  	 3.0	 9.3000000	GAMA 417424
     523	 522	    417433	131.0318	+02.2826	 0.0509	127.7	 1.0	153.8	 0.5	 26.1	 1.5	 	  	 2.0	10.5700000	GAMA 417433
     524	 523	    417440	131.1279	+02.2949	 0.0506	 79.4	 4.0	173.0	 0.5	 93.5	 4.5	l	  	 0.0	11.2100000	GAMA 417440
     525	 524	    417441	131.1333	+02.2965	 0.0511	 20.1	 2.5	  8.0	 0.5	 12.1	 3.0	l	  	 2.0	10.7800000	GAMA 417441
     526	 525	    417453	131.1868	+02.2935	 0.0494	196.1	 3.0	196.1	 0.5	  0.0	 3.5	s	  	 2.0	10.3700000	GAMA 417453
     527	 526	    417678	132.7382	+02.3462	 0.0394	192.1	 4.5	195.1	 0.5	  3.0	 5.0	s	  	 2.5	10.1100000	GAMA 417678
     528	 527	    418624	137.0972	+02.5441	 0.0547	274.5	 2.0	277.5	 0.5	  3.0	 2.5	s	  	 2.5	10.0100000	GAMA 418624
     529	 528	    418693	137.4268	+02.6754	 0.0513	162.9	 3.5	156.9	11.6	  6.0	15.1	 	  	 1.5	10.6200000	GAMA 418693
     530	 529	    418725	137.4966	+02.7335	 0.0378	239.3	 2.0	244.4	 0.5	  5.0	 2.5	s	  	 2.0	10.2800000	GAMA 418725
     531	 530	    418831	137.8745	+02.6949	 0.0549	313.7	 7.0	321.8	 0.5	  8.1	 7.5	s	  	 3.0	10.3300000	GAMA 418831
     532	 531	    419294	139.6780	+02.6915	 0.0858	352.0	 2.5	345.9	 0.5	  6.0	 3.0	l	  	 1.0	10.7000000	GAMA 419294
     533	 532	    419299	139.7227	+02.7943	 0.0255	359.0	 5.5	357.0	 0.5	  2.0	 6.0	s	  	 3.0	 9.6700000	GAMA 419299
     534	 533	    419334	139.7562	+02.7025	 0.0546	230.3	 4.0	246.4	 0.5	 16.1	 4.5	l	  	 3.0	10.1400000	GAMA 419334
     535	 534	    419345	139.8518	+02.7069	 0.0367	348.9	 1.5	 33.2	 3.0	 44.2	 4.5	a	  	 1.0	10.4300000	GAMA 419345
     536	 535	    419549	140.4825	+02.7697	 0.0842	326.8	 1.0	320.8	 0.5	  6.0	 1.5	s	  	 2.5	10.4000000	GAMA 419549
     537	 536	    422286	130.1487	+02.4770	 0.0497	339.9	 2.5	354.0	 2.0	 14.1	 4.5	s	  	 2.0	10.4700000	GAMA 422286
     538	 537	    422289	130.2773	+02.5767	 0.0318	118.7	 8.6	 94.5	 0.5	 24.1	 9.1	s	  	 2.5	 9.5600000	GAMA 422289
     539	 538	    422320	130.3108	+02.5843	 0.0314	353.0	 5.0	  3.0	 0.5	 10.1	 5.5	s	  	 3.0	 9.5600000	GAMA 422320
     540	 539	    422355	130.5050	+02.5284	 0.0285	 89.5	10.6	 14.1	 0.5	 75.4	11.1	s	  	 3.0	 9.2600000	GAMA 422355
     541	 540	    422359	130.5549	+02.6246	 0.0500	104.6	 2.0	 84.5	 0.5	 20.1	 2.5	s	  	 1.5	10.0700000	GAMA 422359
     542	 541	    422366	130.5956	+02.4973	 0.0287	352.0	 5.0	350.9	 0.5	  1.0	 5.5	s	  	 3.0	 9.6200000	GAMA 422366
     543	 542	    422389	130.6872	+02.5831	 0.0508	 94.5	 5.0	 48.3	 2.0	 46.3	 7.0	l	  	 0.0	10.4300000	GAMA 422389
     544	 543	    422436	130.9628	+02.7139	 0.0259	137.8	 0.5	140.8	 0.5	  3.0	 1.0	a	  	 1.5	10.8100000	GAMA 422436
     545	 544	    422443	131.0176	+02.7115	 0.0261	131.7	 6.5	154.9	 6.0	 23.1	12.6	 	  	 1.5	10.0600000	GAMA 422443
     546	 545	    422446	130.8975	+02.6697	 0.0503	181.0	 2.5	185.0	 3.0	  4.0	 5.5	l	  	 1.5	10.3600000	GAMA 422446
     547	 546	    422649	131.8277	+02.7623	 0.0285	136.8	 2.5	307.7	 0.5	170.9	 3.0	 	  	 2.0	10.6000000	GAMA 422649
     548	 547	    422761	132.3307	+02.6949	 0.0770	 77.4	 2.0	 75.4	 0.5	  2.0	 2.5	s	  	 2.0	10.5400000	GAMA 422761
     549	 548	    422933	133.0422	+02.8402	 0.0290	 35.2	 3.5	 17.1	 0.5	 18.1	 4.0	s	  	 2.0	10.1600000	GAMA 422933
     550	 549	    423267	134.6270	+02.9255	 0.0130	111.6	 1.0	114.6	 3.0	  3.0	 4.0	a	  	 1.0	10.0200000	GAMA 423267
     551	 550	    423270	134.7135	+02.9130	 0.0546	177.0	 1.5	196.1	 0.5	 19.1	 2.0	s	  	 2.0	10.6300000	GAMA 423270
     552	 551	    423784	137.7139	+02.9771	 0.0263	 42.2	 1.0	 38.2	 0.5	  4.0	 1.5	l	  	 1.5	10.8900000	GAMA 423784
     553	 552	    460374	212.0354	-01.7023	 0.0249	212.2	 1.5	200.1	 0.5	 12.1	 2.0	s	  	 2.0	10.7700000	GAMA 460374
     554	 553	    460378	211.9383	-01.6399	 0.0292	124.7	 2.0	152.8	 4.5	 28.2	 6.5	s	  	 2.0	10.3000000	GAMA 460378
     555	 554	    460380	211.9585	-01.6532	 0.0547	165.9	 1.5	145.8	 2.5	 20.1	 4.0	s	  	 2.0	10.4100000	GAMA 460380
     556	 555	    460756	213.7093	-01.5971	 0.0372	 56.3	 2.0	 53.3	 0.5	  3.0	 2.5	s	  	 2.0	10.0800000	GAMA 460756
     557	 556	    460767	213.7961	-01.6352	 0.0477	213.2	 2.5	275.5	18.1	 62.4	20.6	 	  	 1.5	10.1500000	GAMA 460767
     558	 557	    463119	211.5491	-01.2279	 0.0534	 23.1	 2.5	 18.1	 0.5	  5.0	 3.0	s	  	 2.5	10.2800000	GAMA 463119
     559	 558	    463264	212.3346	-01.2671	 0.0413	 80.5	 5.5	 88.5	 0.5	  8.0	 6.0	s	  	 2.0	 9.8100000	GAMA 463264
     560	 559	    463288	212.4848	-01.2400	 0.0247	 82.5	 9.6	 88.5	 0.5	  6.0	10.1	s	  	 3.0	 9.7400000	GAMA 463288
     561	 560	    463367	212.6976	-01.3142	 0.0545	346.9	 3.0	344.9	 0.5	  2.0	 3.5	s	  	 3.0	10.4000000	GAMA 463367
     562	 561	    463434	213.0345	-01.3268	 0.0537	100.6	 2.5	110.6	 0.5	 10.1	 3.0	s	  	 2.5	10.3400000	GAMA 463434
     563	 562	    463641	213.9553	-01.3161	 0.0498	344.9	 4.5	354.0	 0.5	  9.1	 5.0	s	  	 3.0	10.1000000	GAMA 463641
     564	 563	    463643	213.9640	-01.3077	 0.0405	239.3	 3.0	206.2	 0.5	 33.2	 3.5	s	  	 3.0	 9.3700000	GAMA 463643
     565	 564	    463668	214.0219	-01.2604	 0.0499	181.0	 1.0	181.0	 0.5	  0.0	 1.5	s	  	 2.0	10.9800000	GAMA 463668
     566	 565	     47245	211.9212	-00.7171	 0.0251	 20.1	 5.0	  1.0	 0.5	 19.1	 5.5	s	  	 3.0	 9.1700000	GAMA 47245
     567	 566	     47258	212.0267	-00.8212	 0.0520	 93.5	 1.5	 91.5	 2.5	  2.0	 4.0	s	  	 1.5	10.2800000	GAMA 47258
     568	 567	     47293	212.0803	-00.6483	 0.0526	  7.0	 5.0	353.0	 2.0	 14.1	 7.0	 	  	 1.0	10.1700000	GAMA 47293
     569	 568	     47342	212.4181	-00.6558	 0.0238	197.1	 0.5	156.9	 0.5	 40.2	 1.0	s	  	 2.5	10.0900000	GAMA 47342
     570	 569	     47460	213.0650	-00.6330	 0.0256	 88.5	 2.0	 86.5	 0.5	  2.0	 2.5	s	  	 2.0	10.4600000	GAMA 47460
     571	 570	     47493	213.1035	-00.8320	 0.0259	 41.2	 9.6	 66.4	 0.5	 25.1	10.1	s	  	 3.0	 9.6100000	GAMA 47493
     572	 571	     47500	213.2528	-00.8310	 0.0261	153.8	 7.0	144.8	 0.5	  9.1	 7.5	s	  	 3.0	 9.4900000	GAMA 47500
     573	 572	     47652	213.6034	-00.8293	 0.0396	 37.2	15.6	355.0	 0.5	 42.2	16.1	s	w 	 3.0	 9.4300000	GAMA 47652
     574	 573	     48016	215.4858	-00.7009	 0.0507	 33.2	 4.0	 20.1	 0.5	 13.1	 4.5	l	  	 2.5	10.2800000	GAMA 48016
     575	 574	     48432	217.0439	-00.6846	 0.0552	107.6	 2.5	 93.5	 0.5	 14.1	 3.0	 	  	 2.0	10.9100000	GAMA 48432
     576	 575	     48470	217.1603	-00.8307	 0.0796	 71.4	 6.0	 62.4	 0.5	  9.1	 6.5	l	  	 0.0	11.0100000	GAMA 48470
     577	 576	    485046	213.7863	-01.8111	 0.0479	310.7	 3.0	310.7	 0.5	  0.0	 3.5	s	  	 3.0	10.0800000	GAMA 485046
     578	 577	     48506	217.3448	-00.8280	 0.0485	339.9	 0.5	355.0	 0.5	 15.1	 1.0	s	  	 2.5	10.3500000	GAMA 48506
     579	 578	    485127	214.2089	-01.8715	 0.0803	218.2	 2.5	210.2	 2.0	  8.0	 4.5	l	  	 2.0	11.0400000	GAMA 485127
     580	 579	     48548	217.4877	-00.7474	 0.0828	 52.3	 4.0	 41.2	 6.0	 11.1	10.1	 	  	 0.5	11.0500000	GAMA 48548
     581	 580	    485504	216.1010	-01.7649	 0.0561	207.2	 1.5	206.2	 0.5	  1.0	 2.0	s	  	 1.5	10.2000000	GAMA 485504
     582	 581	    485688	216.9634	-01.7452	 0.0530	  1.0	 2.5	350.9	 1.0	 10.1	 3.5	s	  	 2.5	10.1500000	GAMA 485688
     583	 582	    485833	217.5687	-01.7570	 0.0559	203.1	 2.5	230.3	 0.5	 27.1	 3.0	s	  	 2.0	10.3300000	GAMA 485833
     584	 583	    485834	217.5788	-01.7877	 0.0562	 49.3	 1.0	 41.2	 0.5	  8.0	 1.5	s	  	 2.5	10.6900000	GAMA 485834
     585	 584	    485885	217.7579	-01.7172	 0.0550	 84.5	 3.0	 75.4	 0.5	  9.1	 3.5	s	  	 3.0	10.2500000	GAMA 485885
     586	 585	    485919	217.8258	-01.8154	 0.0520	328.8	 1.0	329.8	 0.5	  1.0	 1.5	s	  	 2.0	10.5000000	GAMA 485919
     587	 586	    485922	217.8503	-01.8272	 0.0532	 19.1	 2.0	 14.1	 2.5	  5.0	 4.5	 	  	 2.5	10.3100000	GAMA 485922
     588	 587	    485924	217.9308	-01.8266	 0.0518	 29.2	 7.0	 14.1	 0.5	 15.1	 7.5	s	  	 2.0	10.4100000	GAMA 485924
     589	 588	    486275	219.2921	-01.6818	 0.0566	  1.0	 1.5	  1.0	 0.5	  0.0	 2.0	s	  	 2.0	10.3400000	GAMA 486275
     590	 589	    486276	219.3035	-01.8453	 0.0574	325.8	 2.0	316.8	 0.5	  9.1	 2.5	s	  	 2.0	10.3700000	GAMA 486276
     591	 590	    486782	221.4163	-01.7186	 0.0297	260.4	 6.5	252.4	 0.5	  8.1	 7.0	s	  	 3.0	 9.3000000	GAMA 486782
     592	 591	    486834	221.7448	-01.7889	 0.0435	136.8	 1.5	163.9	 0.5	 27.1	 2.0	s	  	 2.5	 9.7500000	GAMA 486834
     593	 592	    486872	221.8882	-01.6457	 0.0429	306.7	 1.0	304.7	 0.5	  2.0	 1.5	a	  	 2.0	10.4300000	GAMA 486872
     594	 593	    486957	222.3725	-01.7758	 0.0836	 79.4	 1.5	 74.4	 0.5	  5.0	 2.0	s	  	 2.0	10.9100000	GAMA 486957
     595	 594	    487019	222.6780	-01.7264	 0.0263	326.8	 2.0	330.8	 0.5	  4.0	 2.5	s	  	 2.5	10.0200000	GAMA 487019
     596	 595	    487027	222.6791	-01.7149	 0.0265	257.4	 4.5	257.4	 0.5	  0.0	 5.0	s	  	 3.0	10.0900000	GAMA 487027
     597	 596	    487060	222.7815	-01.6121	 0.0839	 82.5	 7.0	 76.4	 3.0	  6.0	10.1	 	  	 1.5	10.9200000	GAMA 487060
     598	 597	    487175	223.3398	-01.5949	 0.0423	 58.3	 5.0	 61.3	 0.5	  3.0	 5.5	s	  	 3.0	 9.7300000	GAMA 487175
     599	 598	     48740	218.4274	-00.8005	 0.0562	173.0	 1.0	203.1	 0.5	 30.2	 1.5	s	  	 3.0	10.0100000	GAMA 48740
     600	 599	     48969	219.1975	-00.7595	 0.0377	 96.5	 7.5	 85.5	 0.5	 11.1	 8.0	s	  	 3.0	 9.5200000	GAMA 48969
     601	 600	    491457	211.7349	-01.5947	 0.0292	108.6	 2.0	106.6	 0.5	  2.0	 2.5	s	  	 1.0	10.6400000	GAMA 491457
     602	 601	    491508	212.1611	-01.4688	 0.0549	356.0	 1.5	  1.0	 0.5	  5.0	 2.0	s	  	 1.0	10.6100000	GAMA 491508
