galaxy	point_index	observed_speed_km_s	observed_speed_error_km_s
UGC1256	71	7.300000000000e+01	2.000000000000e+00
UGC1256	72	7.600000000000e+01	2.000000000000e+00
UGC1256	73	7.000000000000e+01	2.000000000000e+00
UGC1256	74	7.500000000000e+01	1.000000000000e+00
UGC1256	75	6.800000000000e+01	5.000000000000e+00
UGC1256	76	7.000000000000e+01	3.000000000000e+00
UGC1256	77	7.100000000000e+01	3.000000000000e+00
UGC1256	78	7.700000000000e+01	1.000000000000e+00
UGC1256	79	7.500000000000e+01	3.000000000000e+00
UGC1256	80	7.400000000000e+01	3.000000000000e+00
UGC1256	81	7.800000000000e+01	4.000000000000e+00
UGC1256	82	7.700000000000e+01	4.000000000000e+00
UGC1256	83	7.200000000000e+01	4.000000000000e+00
UGC1256	84	8.800000000000e+01	2.000000000000e+00
UGC1256	85	8.300000000000e+01	3.000000000000e+00
UGC1256	86	6.400000000000e+01	2.000000000000e+00
UGC1256	87	8.400000000000e+01	4.000000000000e+00
UGC1256	88	7.700000000000e+01	3.000000000000e+00
UGC1256	89	8.100000000000e+01	4.000000000000e+00
UGC1256	90	7.000000000000e+01	3.000000000000e+00
UGC1256	91	8.600000000000e+01	3.000000000000e+00
UGC1256	92	7.300000000000e+01	2.000000000000e+00
UGC1256	93	8.000000000000e+01	2.000000000000e+00
UGC1256	94	8.800000000000e+01	4.000000000000e+00
UGC1256	95	7.900000000000e+01	4.000000000000e+00
UGC1256	96	8.500000000000e+01	4.000000000000e+00
UGC1256	97	9.700000000000e+01	3.000000000000e+00
UGC1256	98	8.300000000000e+01	3.000000000000e+00
UGC1256	99	8.600000000000e+01	4.000000000000e+00
UGC1256	100	8.200000000000e+01	4.000000000000e+00
UGC1256	101	8.600000000000e+01	5.000000000000e+00
UGC1256	102	7.600000000000e+01	5.000000000000e+00
UGC1256	103	9.000000000000e+01	3.000000000000e+00
UGC1256	104	8.800000000000e+01	4.000000000000e+00
UGC1256	105	8.400000000000e+01	3.000000000000e+00
UGC1256	106	8.200000000000e+01	4.000000000000e+00
UGC1256	107	8.600000000000e+01	4.000000000000e+00
UGC1256	108	8.200000000000e+01	4.000000000000e+00
UGC1256	109	8.300000000000e+01	3.000000000000e+00
UGC1256	110	9.400000000000e+01	6.000000000000e+00
UGC1256	111	8.500000000000e+01	3.000000000000e+00
UGC1256	112	9.200000000000e+01	4.000000000000e+00
UGC1256	113	9.000000000000e+01	3.000000000000e+00
UGC1256	114	8.600000000000e+01	3.000000000000e+00
UGC1256	115	8.000000000000e+01	5.000000000000e+00
UGC1256	116	9.800000000000e+01	6.000000000000e+00
UGC1256	117	7.800000000000e+01	5.000000000000e+00
UGC1256	118	9.700000000000e+01	4.000000000000e+00
UGC1256	119	1.080000000000e+02	4.000000000000e+00
UGC1256	120	9.900000000000e+01	5.000000000000e+00
UGC1256	121	9.400000000000e+01	6.000000000000e+00
UGC1256	122	1.090000000000e+02	5.000000000000e+00
UGC1256	123	1.110000000000e+02	5.000000000000e+00
UGC1256	124	1.100000000000e+02	6.000000000000e+00
UGC1256	125	1.080000000000e+02	8.000000000000e+00
UGC1281	3	1.100000000000e+01	4.000000000000e+00
UGC1281	4	1.417000000000e+01	4.000000000000e+00
UGC1281	5	1.721000000000e+01	5.780000000000e+00
UGC1281	6	2.021000000000e+01	4.740000000000e+00
UGC1281	7	2.324000000000e+01	4.000000000000e+00
UGC1281	8	2.635000000000e+01	7.130000000000e+00
UGC1281	9	2.927000000000e+01	4.380000000000e+00
UGC1281	10	3.165000000000e+01	4.940000000000e+00
UGC1281	11	3.459000000000e+01	4.000000000000e+00
UGC1281	12	3.735000000000e+01	7.090000000000e+00
UGC1281	13	3.985000000000e+01	4.000000000000e+00
UGC1281	14	4.217000000000e+01	4.370000000000e+00
UGC1281	15	4.443000000000e+01	4.580000000000e+00
UGC1281	16	4.672000000000e+01	5.910000000000e+00
UGC1281	17	4.851000000000e+01	7.720000000000e+00
UGC1281	18	4.928000000000e+01	9.730000000000e+00
UGC1281	19	5.302000000000e+01	4.000000000000e+00
UGC1281	20	5.415000000000e+01	4.000000000000e+00
UGC1281	21	5.499000000000e+01	4.000000000000e+00
UGC1281	22	5.570000000000e+01	4.000000000000e+00
UGC1736	0	1.400000000000e+01	1.000000000000e+01
UGC1736	1	4.100000000000e+01	1.100000000000e+01
UGC1736	3	5.000000000000e+01	9.000000000000e+00
UGC1736	4	1.900000000000e+01	7.000000000000e+00
UGC1736	6	9.000000000000e+01	5.500000000000e+01
UGC1736	9	5.200000000000e+01	3.800000000000e+01
UGC1736	11	1.060000000000e+02	1.900000000000e+01
UGC1736	13	1.040000000000e+02	2.900000000000e+01
UGC1736	14	4.800000000000e+01	2.600000000000e+01
UGC1736	15	5.200000000000e+01	2.200000000000e+01
UGC1736	16	1.700000000000e+02	5.500000000000e+01
UGC1736	17	1.240000000000e+02	3.700000000000e+01
UGC1736	18	1.340000000000e+02	1.100000000000e+01
UGC1736	19	1.040000000000e+02	1.100000000000e+01
UGC1736	20	1.420000000000e+02	9.000000000000e+00
UGC1736	21	1.320000000000e+02	7.000000000000e+00
UGC1736	22	1.420000000000e+02	6.000000000000e+00
UGC1736	23	1.400000000000e+02	6.000000000000e+00
UGC1736	24	1.700000000000e+02	9.000000000000e+00
UGC1736	25	1.690000000000e+02	5.000000000000e+00
UGC1736	26	1.550000000000e+02	6.000000000000e+00
UGC1736	27	1.520000000000e+02	6.000000000000e+00
UGC1736	28	1.670000000000e+02	1.100000000000e+01
UGC1736	29	1.520000000000e+02	7.000000000000e+00
UGC1736	30	1.520000000000e+02	5.000000000000e+00
UGC1736	31	1.400000000000e+02	1.500000000000e+01
UGC1736	32	1.430000000000e+02	7.000000000000e+00
UGC1736	33	1.560000000000e+02	5.000000000000e+00
UGC1736	34	1.540000000000e+02	5.000000000000e+00
UGC1736	35	1.630000000000e+02	4.000000000000e+00
UGC1736	36	1.660000000000e+02	6.000000000000e+00
UGC1736	37	1.710000000000e+02	6.000000000000e+00
UGC1736	38	1.980000000000e+02	6.000000000000e+00
UGC1736	39	2.020000000000e+02	5.000000000000e+00
UGC1736	40	2.150000000000e+02	8.000000000000e+00
UGC191	0	1.230000000000e+01	1.400000000000e+00
UGC191	1	3.360000000000e+01	1.600000000000e+00
UGC191	2	3.870000000000e+01	2.600000000000e+00
UGC191	3	5.200000000000e+01	2.300000000000e+00
UGC191	4	5.590000000000e+01	2.700000000000e+00
UGC191	5	6.470000000000e+01	2.100000000000e+00
UGC191	6	8.460000000000e+01	3.100000000000e+00
UGC191	7	6.770000000000e+01	4.000000000000e+00
UGC191	8	9.720000000000e+01	5.100000000000e+00
UGC3809	0	1.520000000000e+02	7.000000000000e+00
UGC3809	1	1.930000000000e+02	7.000000000000e+00
UGC3809	2	2.300000000000e+02	1.000000000000e+00
UGC3809	3	2.540000000000e+02	7.000000000000e+00
UGC3809	4	1.870000000000e+02	7.000000000000e+00
UGC3809	5	2.170000000000e+02	2.000000000000e+00
UGC3809	6	2.250000000000e+02	5.000000000000e+00
UGC3809	7	2.230000000000e+02	6.000000000000e+00
UGC3809	8	2.300000000000e+02	4.000000000000e+00
UGC3809	9	2.450000000000e+02	4.000000000000e+00
UGC3809	10	2.290000000000e+02	6.000000000000e+00
UGC3809	11	2.490000000000e+02	4.000000000000e+00
UGC3809	12	2.290000000000e+02	5.000000000000e+00
UGC3809	13	2.480000000000e+02	4.000000000000e+00
UGC3809	14	2.290000000000e+02	5.000000000000e+00
UGC3809	15	2.500000000000e+02	7.000000000000e+00
UGC3809	16	2.380000000000e+02	6.000000000000e+00
UGC3809	17	2.430000000000e+02	6.000000000000e+00
UGC3809	18	2.440000000000e+02	4.000000000000e+00
UGC3809	19	2.460000000000e+02	5.000000000000e+00
UGC3809	20	2.380000000000e+02	3.000000000000e+00
UGC3809	21	2.530000000000e+02	6.000000000000e+00
UGC3809	22	2.400000000000e+02	4.000000000000e+00
UGC3809	23	2.620000000000e+02	3.000000000000e+00
UGC3809	24	2.460000000000e+02	3.000000000000e+00
UGC3809	25	2.580000000000e+02	5.000000000000e+00
UGC3809	26	2.530000000000e+02	4.000000000000e+00
UGC3809	27	2.440000000000e+02	6.000000000000e+00
UGC3809	28	2.460000000000e+02	3.000000000000e+00
UGC3809	29	2.440000000000e+02	5.000000000000e+00
UGC3809	30	2.390000000000e+02	5.000000000000e+00
UGC3809	31	2.440000000000e+02	4.000000000000e+00
UGC3809	32	2.490000000000e+02	4.000000000000e+00
UGC3809	33	2.450000000000e+02	5.000000000000e+00
UGC3809	34	2.550000000000e+02	5.000000000000e+00
UGC3809	35	2.500000000000e+02	7.000000000000e+00
UGC3809	36	2.480000000000e+02	4.000000000000e+00
UGC3809	37	2.510000000000e+02	2.000000000000e+00
UGC3809	38	2.470000000000e+02	4.000000000000e+00
UGC3809	39	2.510000000000e+02	3.000000000000e+00
UGC3809	40	2.580000000000e+02	4.000000000000e+00
UGC3809	41	2.460000000000e+02	4.000000000000e+00
UGC3809	42	2.450000000000e+02	5.000000000000e+00
UGC3809	43	2.480000000000e+02	4.000000000000e+00
UGC3809	44	2.490000000000e+02	3.000000000000e+00
UGC3809	45	2.690000000000e+02	5.000000000000e+00
UGC3809	46	2.580000000000e+02	4.000000000000e+00
UGC3809	47	2.620000000000e+02	4.000000000000e+00
UGC3809	48	2.650000000000e+02	5.000000000000e+00
UGC3809	49	2.670000000000e+02	4.000000000000e+00
UGC3809	50	2.690000000000e+02	5.000000000000e+00
UGC3809	51	2.510000000000e+02	6.000000000000e+00
UGC3809	52	2.600000000000e+02	6.000000000000e+00
UGC3809	53	2.480000000000e+02	6.000000000000e+00
UGC3809	54	2.600000000000e+02	5.000000000000e+00
UGC3809	55	2.490000000000e+02	5.000000000000e+00
UGC3809	56	2.620000000000e+02	6.000000000000e+00
UGC3809	57	2.260000000000e+02	7.000000000000e+00
UGC4273	0	5.400000000000e+01	1.100000000000e+01
UGC4273	1	4.200000000000e+01	6.000000000000e+00
UGC4273	2	1.100000000000e+02	8.000000000000e+00
UGC4273	3	6.900000000000e+01	6.000000000000e+00
UGC4273	4	1.000000000000e+02	1.100000000000e+01
UGC4273	5	1.100000000000e+02	1.300000000000e+01
UGC4273	6	1.910000000000e+02	1.900000000000e+01
UGC4273	7	1.130000000000e+02	1.100000000000e+01
UGC4273	8	1.400000000000e+02	1.900000000000e+01
UGC4273	9	1.240000000000e+02	1.900000000000e+01
UGC4273	10	1.490000000000e+02	4.000000000000e+00
UGC4273	11	1.700000000000e+02	4.000000000000e+00
UGC4273	12	1.610000000000e+02	4.000000000000e+00
UGC4273	13	1.690000000000e+02	3.000000000000e+00
UGC4273	14	1.710000000000e+02	4.000000000000e+00
UGC4273	15	1.770000000000e+02	3.000000000000e+00
UGC4273	16	1.770000000000e+02	4.000000000000e+00
UGC4273	17	1.740000000000e+02	4.000000000000e+00
UGC4273	18	1.760000000000e+02	4.000000000000e+00
UGC4273	19	1.800000000000e+02	4.000000000000e+00
UGC4273	20	1.840000000000e+02	3.000000000000e+00
UGC4273	21	1.830000000000e+02	3.000000000000e+00
UGC4273	22	1.900000000000e+02	3.000000000000e+00
UGC4273	23	1.910000000000e+02	3.000000000000e+00
UGC4273	24	1.890000000000e+02	5.000000000000e+00
UGC4273	25	1.950000000000e+02	4.000000000000e+00
UGC4273	26	1.860000000000e+02	5.000000000000e+00
UGC4273	27	2.050000000000e+02	3.000000000000e+00
UGC4273	28	2.000000000000e+02	5.000000000000e+00
UGC4273	29	1.980000000000e+02	5.000000000000e+00
UGC4273	30	1.950000000000e+02	5.000000000000e+00
UGC4273	31	2.230000000000e+02	4.000000000000e+00
UGC4273	32	2.090000000000e+02	6.000000000000e+00
UGC4284	1	1.200000000000e+01	6.000000000000e+00
UGC4284	2	1.700000000000e+01	4.000000000000e+00
UGC4284	3	2.400000000000e+01	4.000000000000e+00
UGC4284	4	9.000000000000e+00	4.000000000000e+00
UGC4284	5	2.600000000000e+01	6.000000000000e+00
UGC4284	6	3.400000000000e+01	4.000000000000e+00
UGC4284	7	1.000000000000e+01	5.000000000000e+00
UGC4284	8	4.000000000000e+01	4.000000000000e+00
UGC4284	9	2.000000000000e+01	1.000000000000e+01
UGC4284	10	4.400000000000e+01	8.000000000000e+00
UGC4284	11	4.200000000000e+01	1.000000000000e+00
UGC4284	12	2.600000000000e+01	2.000000000000e+00
UGC4284	13	4.400000000000e+01	2.000000000000e+00
UGC4284	14	3.500000000000e+01	7.000000000000e+00
UGC4284	15	4.900000000000e+01	2.000000000000e+00
UGC4284	16	5.500000000000e+01	2.000000000000e+00
UGC4284	17	4.400000000000e+01	5.000000000000e+00
UGC4284	18	6.000000000000e+01	2.000000000000e+00
UGC4284	19	4.400000000000e+01	2.000000000000e+00
UGC4284	20	6.300000000000e+01	3.000000000000e+00
UGC4284	21	4.700000000000e+01	1.000000000000e+00
UGC4284	22	5.200000000000e+01	2.000000000000e+00
UGC4284	23	6.100000000000e+01	2.000000000000e+00
UGC4284	24	6.400000000000e+01	3.000000000000e+00
UGC4284	25	6.100000000000e+01	3.000000000000e+00
UGC4284	26	6.200000000000e+01	2.000000000000e+00
UGC4284	27	6.100000000000e+01	2.000000000000e+00
UGC4284	28	6.500000000000e+01	2.000000000000e+00
UGC4284	29	6.100000000000e+01	2.000000000000e+00
UGC4284	30	6.600000000000e+01	2.000000000000e+00
UGC4284	31	6.500000000000e+01	2.000000000000e+00
UGC4284	32	6.800000000000e+01	4.000000000000e+00
UGC4284	33	6.900000000000e+01	2.000000000000e+00
UGC4284	34	7.000000000000e+01	2.000000000000e+00
UGC4284	35	7.500000000000e+01	3.000000000000e+00
UGC4284	36	7.800000000000e+01	3.000000000000e+00
UGC4284	37	7.800000000000e+01	2.000000000000e+00
UGC4284	38	7.900000000000e+01	2.000000000000e+00
UGC4284	39	8.000000000000e+01	2.000000000000e+00
UGC4284	40	8.200000000000e+01	1.000000000000e+00
UGC4284	41	7.100000000000e+01	3.000000000000e+00
UGC4284	42	8.100000000000e+01	2.000000000000e+00
UGC4284	43	8.400000000000e+01	1.000000000000e+00
UGC4284	44	8.500000000000e+01	2.000000000000e+00
UGC4284	45	7.400000000000e+01	2.000000000000e+00
UGC4284	46	8.300000000000e+01	2.000000000000e+00
UGC4284	47	8.700000000000e+01	2.000000000000e+00
UGC4284	48	7.800000000000e+01	2.000000000000e+00
UGC4284	49	8.700000000000e+01	2.000000000000e+00
UGC4284	50	7.700000000000e+01	2.000000000000e+00
UGC4284	51	8.700000000000e+01	2.000000000000e+00
UGC4284	52	8.500000000000e+01	2.000000000000e+00
UGC4284	53	8.800000000000e+01	2.000000000000e+00
UGC4284	54	9.500000000000e+01	2.000000000000e+00
UGC4284	55	8.400000000000e+01	2.000000000000e+00
UGC4284	56	8.600000000000e+01	3.000000000000e+00
UGC4284	57	8.700000000000e+01	2.000000000000e+00
UGC4284	58	9.100000000000e+01	3.000000000000e+00
UGC4284	59	8.300000000000e+01	3.000000000000e+00
UGC4284	60	9.000000000000e+01	3.000000000000e+00
UGC4284	61	9.500000000000e+01	3.000000000000e+00
UGC4284	62	9.300000000000e+01	3.000000000000e+00
UGC4284	63	9.600000000000e+01	3.000000000000e+00
UGC4284	64	9.100000000000e+01	4.000000000000e+00
UGC4284	65	1.000000000000e+02	3.000000000000e+00
UGC4284	66	9.100000000000e+01	3.000000000000e+00
UGC4284	67	9.900000000000e+01	3.000000000000e+00
UGC4284	68	8.600000000000e+01	2.000000000000e+00
UGC4284	69	9.600000000000e+01	3.000000000000e+00
UGC4284	70	9.300000000000e+01	3.000000000000e+00
UGC4284	71	1.070000000000e+02	2.000000000000e+00
UGC4284	72	1.160000000000e+02	1.000000000000e+00
UGC4284	73	9.500000000000e+01	2.000000000000e+00
UGC4284	74	1.140000000000e+02	1.000000000000e+00
UGC4284	75	1.220000000000e+02	1.000000000000e+00
UGC4284	76	1.000000000000e+02	2.000000000000e+00
UGC4284	77	1.280000000000e+02	1.000000000000e+00
UGC4284	78	1.210000000000e+02	2.000000000000e+00
UGC4284	79	1.180000000000e+02	3.000000000000e+00
UGC4325	1	2.026000000000e+01	6.100000000000e+00
UGC4325	2	3.291000000000e+01	9.080000000000e+00
UGC4325	3	4.266000000000e+01	6.100000000000e+00
UGC4325	4	5.220000000000e+01	7.040000000000e+00
UGC4325	5	6.181000000000e+01	6.100000000000e+00
UGC4325	6	7.052000000000e+01	6.100000000000e+00
UGC4325	7	7.927000000000e+01	1.490000000000e+01
UGC4325	8	8.729000000000e+01	6.100000000000e+00
UGC4325	9	9.488000000000e+01	6.100000000000e+00
UGC4325	10	1.012000000000e+02	6.060000000000e+00
UGC4325	11	1.061000000000e+02	7.770000000000e+00
UGC4325	12	1.114000000000e+02	1.232000000000e+01
UGC4325	13	1.152000000000e+02	1.499000000000e+01
UGC4325	14	1.185000000000e+02	1.949000000000e+01
UGC4325	15	1.226000000000e+02	3.500000000000e+01
UGC4543	0	1.700000000000e+01	1.100000000000e+01
UGC4543	1	1.200000000000e+01	1.100000000000e+01
UGC4543	2	2.800000000000e+01	4.000000000000e+00
UGC4543	3	3.800000000000e+01	1.100000000000e+01
UGC4543	4	2.200000000000e+01	4.000000000000e+00
UGC4543	5	3.400000000000e+01	3.000000000000e+00
UGC4543	6	4.900000000000e+01	4.000000000000e+00
UGC4543	7	2.300000000000e+01	3.000000000000e+00
UGC4543	8	4.100000000000e+01	6.000000000000e+00
UGC4543	9	5.900000000000e+01	5.000000000000e+00
UGC4543	10	5.000000000000e+01	7.000000000000e+00
UGC4543	11	6.200000000000e+01	3.000000000000e+00
UGC4543	12	6.500000000000e+01	4.000000000000e+00
UGC477	0	3.060000000000e+01	1.060000000000e+01
UGC477	1	3.270000000000e+01	7.700000000000e+00
UGC477	2	4.260000000000e+01	5.300000000000e+00
UGC477	3	3.920000000000e+01	3.800000000000e+00
UGC477	4	6.900000000000e+01	1.000000000000e+00
UGC477	5	7.270000000000e+01	1.700000000000e+00
UGC477	6	7.660000000000e+01	5.400000000000e+00
UGC477	7	7.790000000000e+01	2.400000000000e+00
UGC477	8	7.890000000000e+01	2.800000000000e+00
UGC477	9	7.840000000000e+01	5.400000000000e+00
UGC477	10	7.520000000000e+01	2.900000000000e+00
UGC477	11	8.080000000000e+01	3.800000000000e+00
UGC477	12	8.540000000000e+01	2.800000000000e+00
UGC477	13	7.910000000000e+01	2.900000000000e+00
UGC477	14	8.880000000000e+01	4.700000000000e+00
UGC477	15	1.024000000000e+02	4.500000000000e+00
UGC477	16	1.060000000000e+02	3.300000000000e+00
UGC477	17	9.500000000000e+01	4.200000000000e+00
UGC477	18	1.021000000000e+02	3.900000000000e+00
UGC477	19	1.017000000000e+02	3.700000000000e+00
UGC477	20	1.117000000000e+02	3.700000000000e+00
UGC508	0	3.070000000000e+02	1.240000000000e+02
UGC508	1	3.640000000000e+02	1.240000000000e+02
UGC508	2	2.690000000000e+02	2.900000000000e+01
UGC508	3	3.900000000000e+02	1.240000000000e+02
UGC508	4	4.390000000000e+02	1.240000000000e+02
UGC508	5	3.290000000000e+02	4.200000000000e+01
UGC508	6	4.630000000000e+02	4.900000000000e+01
UGC508	7	3.120000000000e+02	1.240000000000e+02
UGC508	8	3.070000000000e+02	1.240000000000e+02
UGC508	9	3.950000000000e+02	2.200000000000e+01
UGC508	10	4.100000000000e+02	1.240000000000e+02
UGC508	11	4.790000000000e+02	4.200000000000e+01
UGC508	12	3.230000000000e+02	1.240000000000e+02
UGC508	13	4.930000000000e+02	7.200000000000e+01
UGC508	14	4.660000000000e+02	1.240000000000e+02
UGC508	15	4.540000000000e+02	1.800000000000e+01
UGC508	16	4.900000000000e+02	1.900000000000e+01
UGC508	17	4.650000000000e+02	1.500000000000e+01
UGC508	18	4.710000000000e+02	1.300000000000e+01
UGC508	19	4.910000000000e+02	1.200000000000e+01
UGC508	20	4.680000000000e+02	1.800000000000e+01
UGC508	21	4.880000000000e+02	1.000000000000e+01
UGC508	22	4.960000000000e+02	1.300000000000e+01
UGC508	23	5.140000000000e+02	1.400000000000e+01
UGC508	24	4.990000000000e+02	1.300000000000e+01
UGC508	25	4.990000000000e+02	1.600000000000e+01
UGC508	26	4.970000000000e+02	1.300000000000e+01
UGC508	27	5.300000000000e+02	1.400000000000e+01
UGC508	28	5.010000000000e+02	1.400000000000e+01
UGC508	29	5.260000000000e+02	1.400000000000e+01
UGC508	30	5.400000000000e+02	1.300000000000e+01
UGC508	31	5.650000000000e+02	1.200000000000e+01
UGC508	32	5.260000000000e+02	1.700000000000e+01
UGC508	33	5.670000000000e+02	1.200000000000e+01
UGC508	34	5.530000000000e+02	1.900000000000e+01
UGC508	35	5.410000000000e+02	1.400000000000e+01
UGC508	36	5.530000000000e+02	1.500000000000e+01
UGC508	37	5.140000000000e+02	1.700000000000e+01
UGC5316	0	1.300000000000e+01	6.000000000000e+00
UGC5316	2	1.800000000000e+01	7.000000000000e+00
UGC5316	3	1.900000000000e+01	4.000000000000e+00
UGC5316	6	2.300000000000e+01	6.000000000000e+00
UGC5316	7	8.000000000000e+00	1.000000000000e+00
UGC5316	8	4.200000000000e+01	6.000000000000e+00
UGC5316	9	2.600000000000e+01	6.000000000000e+00
UGC5316	10	1.200000000000e+01	9.000000000000e+00
UGC5316	11	3.400000000000e+01	0.000000000000e+00
UGC5316	12	5.400000000000e+01	5.000000000000e+00
UGC5316	13	5.700000000000e+01	5.000000000000e+00
UGC5316	14	7.600000000000e+01	4.000000000000e+00
UGC5316	15	7.600000000000e+01	4.000000000000e+00
UGC5316	16	9.300000000000e+01	4.000000000000e+00
UGC5316	17	8.800000000000e+01	5.000000000000e+00
UGC5316	18	8.800000000000e+01	4.000000000000e+00
UGC5316	19	9.900000000000e+01	3.000000000000e+00
UGC5316	20	1.070000000000e+02	5.000000000000e+00
UGC5316	21	1.110000000000e+02	3.000000000000e+00
UGC5316	22	1.160000000000e+02	2.000000000000e+00
UGC5316	23	1.160000000000e+02	3.000000000000e+00
UGC5316	24	1.070000000000e+02	2.000000000000e+00
UGC5316	25	1.260000000000e+02	3.000000000000e+00
UGC5316	26	1.240000000000e+02	4.000000000000e+00
UGC5316	27	1.270000000000e+02	3.000000000000e+00
UGC5316	28	1.260000000000e+02	4.000000000000e+00
UGC5316	29	1.370000000000e+02	3.000000000000e+00
UGC5316	30	1.330000000000e+02	6.000000000000e+00
UGC5414	0	3.200000000000e+01	1.000000000000e+01
UGC5414	3	1.200000000000e+01	1.000000000000e+01
UGC5414	4	3.900000000000e+01	1.000000000000e+01
UGC5414	5	1.500000000000e+01	8.000000000000e+00
UGC5414	6	2.500000000000e+01	1.000000000000e+01
UGC5414	7	1.600000000000e+01	3.000000000000e+00
UGC5414	8	1.700000000000e+01	1.000000000000e+01
UGC5414	11	3.700000000000e+01	1.000000000000e+01
UGC5414	12	1.500000000000e+01	4.000000000000e+00
UGC5414	13	3.100000000000e+01	1.000000000000e+01
UGC5414	15	4.200000000000e+01	1.000000000000e+01
UGC5414	16	3.200000000000e+01	3.000000000000e+00
UGC5414	17	3.600000000000e+01	4.000000000000e+00
UGC5414	18	4.200000000000e+01	3.000000000000e+00
UGC5414	19	4.700000000000e+01	3.000000000000e+00
UGC5414	20	6.100000000000e+01	3.000000000000e+00
UGC5414	21	4.400000000000e+01	5.000000000000e+00
UGC5414	22	6.300000000000e+01	3.000000000000e+00
UGC5414	23	6.800000000000e+01	4.000000000000e+00
UGC5414	24	4.800000000000e+01	4.000000000000e+00
UGC5414	25	4.400000000000e+01	3.000000000000e+00
UGC5414	26	6.000000000000e+01	4.000000000000e+00
UGC5414	27	5.200000000000e+01	4.000000000000e+00
UGC5414	28	6.100000000000e+01	3.000000000000e+00
UGC5414	29	7.100000000000e+01	3.000000000000e+00
UGC5414	30	5.800000000000e+01	4.000000000000e+00
UGC5414	31	8.000000000000e+01	3.000000000000e+00
UGC5414	32	6.300000000000e+01	5.000000000000e+00
UGC5414	33	8.200000000000e+01	6.000000000000e+00
UGC5414	34	7.000000000000e+01	3.000000000000e+00
UGC5721	0	1.095000000000e+01	5.000000000000e+00
UGC5721	1	2.457000000000e+01	5.000000000000e+00
UGC5721	2	3.039000000000e+01	5.000000000000e+00
UGC5721	3	3.524000000000e+01	5.000000000000e+00
UGC5721	4	3.280000000000e+01	5.000000000000e+00
UGC5721	5	3.402000000000e+01	5.000000000000e+00
UGC5721	6	3.911000000000e+01	5.000000000000e+00
UGC5721	7	4.279000000000e+01	5.731000000000e+00
UGC5721	8	4.662000000000e+01	5.000000000000e+00
UGC5721	9	4.798000000000e+01	5.000000000000e+00
UGC5721	10	4.839000000000e+01	5.000000000000e+00
UGC5721	11	4.882000000000e+01	5.000000000000e+00
UGC5721	12	5.490000000000e+01	5.000000000000e+00
UGC5721	13	5.689000000000e+01	5.000000000000e+00
UGC5721	14	5.088000000000e+01	5.000000000000e+00
UGC5721	15	6.045000000000e+01	5.000000000000e+00
UGC5721	16	6.518000000000e+01	5.000000000000e+00
UGC5721	17	6.518000000000e+01	5.000000000000e+00
UGC5721	18	6.207000000000e+01	5.000000000000e+00
UGC5721	19	6.698000000000e+01	5.000000000000e+00
UGC5721	20	6.442000000000e+01	5.000000000000e+00
UGC5721	21	6.328000000000e+01	5.000000000000e+00
UGC5721	22	6.319000000000e+01	5.000000000000e+00
UGC5721	23	6.362000000000e+01	5.000000000000e+00
UGC5721	24	6.596000000000e+01	5.000000000000e+00
UGC5721	25	7.186000000000e+01	5.000000000000e+00
UGC5721	26	7.536000000000e+01	5.000000000000e+00
UGC5721	27	7.648000000000e+01	5.000000000000e+00
UGC5721	28	7.670000000000e+01	5.000000000000e+00
UGC5721	29	7.687000000000e+01	5.000000000000e+00
UGC5721	30	8.037000000000e+01	5.000000000000e+00
UGC5721	31	7.755000000000e+01	5.000000000000e+00
UGC5721	32	7.791000000000e+01	5.000000000000e+00
UGC5721	33	7.686000000000e+01	5.000000000000e+00
UGC5721	34	7.830000000000e+01	3.234000000000e+00
UGC5721	35	7.880000000000e+01	3.234000000000e+00
UGC5721	36	7.879000000000e+01	3.234000000000e+00
UGC5721	37	7.829000000000e+01	3.234000000000e+00
UGC5721	38	7.778000000000e+01	3.234000000000e+00
UGC5721	39	7.829000000000e+01	3.234000000000e+00
UGC5721	40	7.929000000000e+01	3.234000000000e+00
UGC5721	41	7.923000000000e+01	3.234000000000e+00
UGC5721	42	7.870000000000e+01	3.234000000000e+00
UGC5721	43	7.870000000000e+01	3.234000000000e+00
UGC5750	1	1.570000000000e+01	8.500000000000e+00
UGC5750	2	2.800000000000e+01	1.000000000000e+01
UGC5750	3	3.600000000000e+01	1.100000000000e+01
UGC5750	4	4.360000000000e+01	4.500000000000e+00
UGC5750	5	4.980000000000e+01	4.500000000000e+00
UGC5750	6	6.150000000000e+01	4.500000000000e+00
UGC5750	7	6.810000000000e+01	1.220000000000e+01
UGC5750	8	7.340000000000e+01	1.220000000000e+01
UGC5750	9	7.760000000000e+01	1.100000000000e+01
UGC5789	1	1.600000000000e+01	8.000000000000e+00
UGC5789	7	1.900000000000e+01	8.000000000000e+00
UGC5789	8	1.400000000000e+01	3.000000000000e+00
UGC5789	9	1.500000000000e+01	6.000000000000e+00
UGC5789	11	2.200000000000e+01	5.000000000000e+00
UGC5789	13	2.300000000000e+01	4.000000000000e+00
UGC5789	14	1.700000000000e+01	6.000000000000e+00
UGC5789	15	3.700000000000e+01	2.000000000000e+00
UGC5789	16	4.400000000000e+01	4.000000000000e+00
UGC5789	17	7.100000000000e+01	2.000000000000e+00
UGC5789	18	7.400000000000e+01	2.000000000000e+00
UGC5789	19	8.300000000000e+01	2.000000000000e+00
UGC5789	20	8.000000000000e+01	2.000000000000e+00
UGC5789	21	8.600000000000e+01	3.000000000000e+00
