#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:14:24 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:14:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FA%2BA%2F566%2FA1%2Fgroups&-out.max=unlimited&-out.all=	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35660001
#Name: J/A+A/566/A1
#Title: Flux- and volume-limited groups for SDSS galaxies (Tempel+, 2014)
#INFO	ivoid=ivo://cds.vizier/j/a+a/566/a1	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/566/a1	    IVOID of underlying data collection
#INFO	creator=Tempel E.	    First author or institution
#INFO	cites=bibcode:2014A&A...566A...1T	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2014	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/566/A1	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35660001	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-08-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_566_A1_groups:
#Name: J/A+A/566/A1/groups
#Title: Flux limited groups
#Column	GroupID	(I6)	[1/82458] Group/cluster ID	[ucd=meta.id;meta.main]
#Column	Ngal	(I3)	[2/849] Richness	[ucd=meta.number]
#Column	RAJ2000	(F9.5)	Right ascension of group centre (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination of group centre (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	zcmb	(F8.5)	CMB-corrected redshift of group	[ucd=src.redshift]
#Column	Dist.c	(F7.3)	Comoving distance to group center (G1)	[ucd=pos.distance]
#Column	sig.v	(F7.1)	rms radial velocity deviation {sigma}_V_	[ucd=phys.veloc.dispersion]
#Column	sig.sky	(F7.4)	rms deviation of the projected distance in the sky from group center {sigma}_sky_ (G1)	[ucd=phys.angSize]
#Column	Rvir	(F7.4)	Virial radius (projected harmonic mean) (G1)	[ucd=phys.size.radius]
#Column	Rmax	(F8.4)	Maximum radius of the group (G1)	[ucd=phys.size.radius]
#Column	MNFW	(E9.2)	Mass (NFW profile) (G1)	[ucd=phys.mass]
#Column	MHer	(E9.2)	Mass (Hernquist profile) (G1)	[ucd=phys.mass]
#Column	Lrgroup	(E9.2)	Observed luminosity (G1)	[ucd=phys.luminosity]
GroupID	Ngal	RAJ2000	DEJ2000	zcmb	Dist.c	sig.v	sig.sky	Rvir	Rmax	MNFW	MHer	Lrgroup
 80130	  2	217.17907	+30.87843	 0.10393	304.848	  196.6	 0.0345	 0.0975	  0.0488	 4.26e+00	 4.26e+00	 1.53e+00
 80131	  2	223.15322	+06.07817	 0.11730	343.080	  231.8	 0.1801	 0.5095	  0.2549	 3.09e+01	 3.09e+01	 1.94e+00
 80132	  2	248.64676	+24.27374	 0.19520	561.089	  102.6	 0.1883	 0.5327	  0.2665	 6.33e+00	 6.33e+00	 5.72e+00
 80133	  2	185.49745	+05.14963	 0.19812	569.118	  116.7	 0.0831	 0.2350	  0.1176	 3.62e+00	 3.62e+00	 5.42e+00
 80134	  2	227.78199	+43.91210	 0.15500	449.589	   84.5	 0.1190	 0.3364	  0.1683	 2.71e+00	 2.71e+00	 4.14e+00
 80135	  2	221.43205	+21.36755	 0.11377	333.019	  164.3	 0.1255	 0.3550	  0.1777	 1.08e+01	 1.08e+01	 1.82e+00
 80136	  2	147.16179	+25.92661	 0.13404	390.585	   89.4	 0.0544	 0.1539	  0.0770	 1.39e+00	 1.39e+00	 2.50e+00
 80137	  2	130.48610	+28.58723	 0.14762	428.881	   85.2	 0.0920	 0.2601	  0.1301	 2.13e+00	 2.13e+00	 3.06e+00
 80138	  2	246.48023	+15.12902	 0.05119	151.862	   72.3	 0.0500	 0.1413	  0.0708	 8.35e-01	 8.35e-01	 3.39e-01
 80139	  2	241.71328	+13.99271	 0.13280	387.090	  122.3	 0.0559	 0.1582	  0.0791	 2.67e+00	 2.67e+00	 2.49e+00
 80140	  2	129.46262	+11.07138	 0.17934	517.367	  231.9	 0.0583	 0.1649	  0.0825	 1.00e+01	 1.00e+01	 4.82e+00
 80141	  2	218.52469	+45.87040	 0.08631	254.138	  177.2	 0.0674	 0.1907	  0.0955	 6.77e+00	 6.76e+00	 9.69e-01
 80142	  2	190.13569	+21.03122	 0.16571	479.491	  166.9	 0.0466	 0.1318	  0.0660	 4.15e+00	 4.15e+00	 4.06e+00
 80143	  2	125.11895	+36.37978	 0.06359	188.137	   85.1	 0.1120	 0.3167	  0.1585	 2.59e+00	 2.59e+00	 5.10e-01
 80144	  2	177.07987	+07.93002	 0.16666	482.160	  165.6	 0.1225	 0.3464	  0.1733	 1.07e+01	 1.07e+01	 4.23e+00
 80145	  3	177.76067	+37.54210	 0.17373	501.814	  120.5	 0.0852	 0.1726	  0.1555	 2.43e+00	 3.95e+00	 6.97e+00
 80146	  2	218.73263	+39.05074	 0.18936	545.017	    0.1	 0.1523	 0.4307	  0.2154	 5.65e-06	 5.64e-06	 5.47e+00
 80147	  2	160.50729	-00.46927	 0.13920	405.164	  173.7	 0.1536	 0.4343	  0.2173	 1.48e+01	 1.48e+01	 2.74e+00
 80148	  2	226.65803	+12.73540	 0.17323	500.410	   98.8	 0.1331	 0.3765	  0.1884	 4.15e+00	 4.15e+00	 4.21e+00
 80149	  2	217.48165	+15.27329	 0.09613	282.452	   80.5	 0.0770	 0.2178	  0.1090	 1.60e+00	 1.60e+00	 1.30e+00
 80150	  2	155.83889	+01.64785	 0.09946	292.018	   53.2	 0.0320	 0.0906	  0.0453	 2.90e-01	 2.90e-01	 1.36e+00
 80151	  2	221.89488	+35.28999	 0.14522	422.142	   21.3	 0.0929	 0.2627	  0.1314	 1.35e-01	 1.35e-01	 3.07e+00
 80152	  2	246.91381	+44.16431	 0.19161	551.224	  191.9	 0.0885	 0.2504	  0.1253	 1.04e+01	 1.04e+01	 6.00e+00
 80153	  2	166.59043	+30.81185	 0.16743	484.287	   69.0	 0.1234	 0.3491	  0.1746	 1.88e+00	 1.88e+00	 3.93e+00
 80154	  2	203.82368	+15.16072	 0.11428	334.468	   80.6	 0.1225	 0.3465	  0.1734	 2.54e+00	 2.54e+00	 1.98e+00
 80155	  2	251.33160	+26.66566	 0.13995	407.276	  188.4	 0.0364	 0.1029	  0.0515	 4.13e+00	 4.13e+00	 2.76e+00
 80156	  2	135.09342	+34.93430	 0.13324	388.338	   14.5	 0.1230	 0.3479	  0.1740	 8.22e-02	 8.22e-02	 2.51e+00
 80157	  2	218.96352	+37.07065	 0.09007	265.005	   13.4	 0.1039	 0.2939	  0.1470	 5.96e-02	 5.96e-02	 1.05e+00
 80158	  2	241.76965	+40.26506	 0.18721	539.099	  171.0	 0.0193	 0.0545	  0.0273	 1.80e+00	 1.80e+00	 5.28e+00
 80159	  2	203.15871	+20.22210	 0.11583	338.886	   57.2	 0.1342	 0.3796	  0.1900	 1.40e+00	 1.40e+00	 1.89e+00
 80160	  2	144.40569	+12.19986	 0.15057	437.165	    3.1	 0.1142	 0.3230	  0.1615	 3.58e-03	 3.58e-03	 3.20e+00
 80161	  2	206.92889	-00.27297	 0.10259	301.026	   10.8	 0.0785	 0.2220	  0.1110	 2.94e-02	 2.94e-02	 1.41e+00
 80162	  2	243.56728	+45.60590	 0.05960	176.491	    4.7	 0.0841	 0.2379	  0.1190	 5.95e-03	 5.95e-03	 4.69e-01
 80163	  2	250.16530	+39.12181	 0.14543	422.723	  112.1	 0.1629	 0.4609	  0.2306	 6.54e+00	 6.54e+00	 3.06e+00
 80164	  2	241.78261	+16.29878	 0.13514	393.706	   57.3	 0.1270	 0.3593	  0.1798	 1.33e+00	 1.33e+00	 2.64e+00
 80165	  2	237.26540	+43.58623	 0.11931	348.797	  184.4	 0.0167	 0.0472	  0.0236	 1.81e+00	 1.81e+00	 1.92e+00
 80166	  2	162.84187	+45.09521	 0.16650	481.711	   43.6	 0.1291	 0.3652	  0.1827	 7.85e-01	 7.85e-01	 4.22e+00
 80167	  2	243.79738	+24.89971	 0.14183	412.597	   94.9	 0.1704	 0.4818	  0.2411	 4.90e+00	 4.90e+00	 2.81e+00
 80168	  2	180.67447	+01.76254	 0.16460	476.399	  143.8	 0.0387	 0.1094	  0.0547	 2.56e+00	 2.56e+00	 4.10e+00
 80169	  2	193.09049	-01.83180	 0.08743	257.384	   27.4	 0.1410	 0.3987	  0.1995	 3.38e-01	 3.38e-01	 9.66e-01
 80170	  2	181.22640	+05.58141	 0.16829	486.691	   82.2	 0.1692	 0.4786	  0.2395	 3.66e+00	 3.66e+00	 4.08e+00
 80171	  2	208.20431	+00.12318	 0.14056	409.008	  128.9	 0.0530	 0.1499	  0.0750	 2.81e+00	 2.81e+00	 2.87e+00
 80172	  2	200.35969	+25.74110	 0.13680	398.394	   89.0	 0.1928	 0.5454	  0.2729	 4.88e+00	 4.88e+00	 2.73e+00
 80173	  2	157.32910	+63.14108	 0.14156	411.822	  298.7	 0.1233	 0.3487	  0.1745	 3.51e+01	 3.51e+01	 2.97e+00
 80174	  2	224.80744	+17.30906	 0.15796	457.857	  171.1	 0.0814	 0.2302	  0.1152	 7.61e+00	 7.61e+00	 3.88e+00
 80175	  2	199.30292	+36.61464	 0.16339	473.025	  229.3	 0.2003	 0.5664	  0.2834	 3.36e+01	 3.36e+01	 3.95e+00
 80176	  2	127.05417	+40.47294	 0.15593	452.191	  197.9	 0.1229	 0.3477	  0.1740	 1.54e+01	 1.54e+01	 3.65e+00
 80177	  2	172.74800	+01.13364	 0.19633	564.204	  204.0	 0.2102	 0.5944	  0.2974	 2.79e+01	 2.79e+01	 6.37e+00
 80178	  2	152.22989	-00.19292	 0.11145	326.379	   92.7	 0.0835	 0.2363	  0.1183	 2.29e+00	 2.29e+00	 1.75e+00
 80179	  2	222.73172	+34.25679	 0.16040	464.678	    0.6	 0.0624	 0.1766	  0.0883	 7.13e-05	 7.13e-05	 3.79e+00
 80180	  2	249.98620	+37.89392	 0.16558	479.138	   86.4	 0.0833	 0.2355	  0.1178	 1.99e+00	 1.99e+00	 4.10e+00
 80181	  3	183.71458	+07.32332	 0.14353	417.382	  211.1	 0.2226	 0.4595	  0.4065	 1.91e+01	 3.17e+01	 4.40e+00
 80182	  3	213.48198	+22.82834	 0.10377	304.398	   81.7	 0.0920	 0.1418	  0.1791	 1.21e+00	 1.96e+00	 2.13e+00
 80183	  2	191.84514	+08.33458	 0.08077	238.096	    2.3	 0.0800	 0.2262	  0.1131	 1.38e-03	 1.38e-03	 8.48e-01
 80184	  2	200.49968	+64.93326	 0.13625	396.850	  258.8	 0.0500	 0.1415	  0.0708	 1.07e+01	 1.07e+01	 2.51e+00
 80185	  2	204.38158	+01.18872	 0.07463	220.287	   56.7	 0.0125	 0.0353	  0.0177	 1.28e-01	 1.28e-01	 6.97e-01
 80186	  2	206.23780	+62.34437	 0.07077	209.081	   51.2	 0.1272	 0.3598	  0.1801	 1.06e+00	 1.06e+00	 6.79e-01
 80187	  2	195.10741	-00.91772	 0.12325	360.015	   49.4	 0.0563	 0.1591	  0.0796	 4.38e-01	 4.38e-01	 2.04e+00
 80188	  2	126.52662	+27.38885	 0.18428	531.002	  101.7	 0.1793	 0.5071	  0.2537	 5.92e+00	 5.92e+00	 4.96e+00
 80189	  4	215.14326	+18.91125	 0.17674	510.143	  118.1	 0.1540	 0.2902	  0.2812	 4.20e+00	 6.86e+00	 9.46e+00
 80190	  2	115.86018	+20.34452	 0.08722	256.759	    4.2	 0.0321	 0.0909	  0.0455	 1.85e-03	 1.85e-03	 9.72e-01
 80191	  2	145.55537	+00.23093	 0.15388	446.436	  190.3	 0.0366	 0.1034	  0.0517	 4.23e+00	 4.23e+00	 3.67e+00
 80192	  2	145.90417	+33.79498	 0.13069	381.114	  290.6	 0.0866	 0.2450	  0.1226	 2.34e+01	 2.34e+01	 2.49e+00
 80193	  3	154.17870	+14.54274	 0.15810	458.266	   89.4	 0.2332	 0.4562	  0.4333	 3.65e+00	 5.95e+00	 5.60e+00
 80194	  4	164.86876	+06.88950	 0.15346	445.274	  225.3	 0.0933	 0.1924	  0.1595	 9.21e+00	 1.51e+01	 6.70e+00
 80195	  2	196.61035	+01.06564	 0.12421	362.735	   37.0	 0.1174	 0.3319	  0.1661	 5.13e-01	 5.13e-01	 2.11e+00
 80196	  2	185.20535	+23.29196	 0.13315	388.075	   68.6	 0.0489	 0.1382	  0.0692	 7.34e-01	 7.34e-01	 2.52e+00
 80197	  2	204.30844	+18.23351	 0.06594	194.999	   38.7	 0.0033	 0.0093	  0.0046	 1.57e-02	 1.57e-02	 5.70e-01
 80198	  2	221.79785	+17.30451	 0.18570	534.941	  180.3	 0.1998	 0.5652	  0.2828	 2.07e+01	 2.07e+01	 5.25e+00
 80199	  2	200.68780	+18.07702	 0.11117	325.591	   88.2	 0.0081	 0.0228	  0.0114	 2.00e-01	 2.00e-01	 1.71e+00
 80200	  2	134.51636	+41.62244	 0.08415	247.877	  109.8	 0.0336	 0.0950	  0.0475	 1.29e+00	 1.29e+00	 9.72e-01
 80201	  2	141.72974	+03.50414	 0.16405	474.867	   67.2	 0.1981	 0.5604	  0.2804	 2.86e+00	 2.86e+00	 3.16e+00
 80202	  2	217.27546	+10.43236	 0.15943	461.971	   44.3	 0.0685	 0.1937	  0.0969	 4.30e-01	 4.30e-01	 3.83e+00
 80203	  2	226.64796	+23.06746	 0.18217	525.197	  200.9	 0.1864	 0.5274	  0.2638	 2.40e+01	 2.40e+01	 5.10e+00
 80204	  2	237.86551	+10.94783	 0.18771	540.477	   71.1	 0.1888	 0.5339	  0.2671	 3.05e+00	 3.05e+00	 5.63e+00
 80205	  2	175.52594	+06.44893	 0.09792	287.606	   39.4	 0.0866	 0.2449	  0.1226	 4.30e-01	 4.30e-01	 1.36e+00
 80206	  2	205.89525	+35.00923	 0.14094	410.086	   28.3	 0.1794	 0.5074	  0.2538	 4.59e-01	 4.59e-01	 2.96e+00
 80207	  2	190.95835	+42.05312	 0.15467	448.650	  221.3	 0.0137	 0.0388	  0.0194	 2.15e+00	 2.15e+00	 3.73e+00
 80208	  2	234.53513	+46.44382	 0.15806	458.160	   52.0	 0.1602	 0.4532	  0.2267	 1.39e+00	 1.39e+00	 3.67e+00
 80209	  2	180.79291	+24.38227	 0.10623	311.454	   36.4	 0.0275	 0.0777	  0.0389	 1.16e-01	 1.16e-01	 1.58e+00
 80210	  2	144.01991	+45.56253	 0.13448	391.842	  367.3	 0.1689	 0.4776	  0.2390	 7.28e+01	 7.28e+01	 2.58e+00
 80211	  2	221.18314	+31.32966	 0.10396	304.934	    1.5	 0.0410	 0.1158	  0.0579	 3.04e-04	 3.04e-04	 1.50e+00
 80212	  3	177.56755	+28.81234	 0.17704	510.978	  254.4	 0.0949	 0.1689	  0.1814	 1.19e+01	 1.96e+01	 7.06e+00
 80213	  2	145.62263	+02.91523	 0.05928	175.558	   25.0	 0.1210	 0.3423	  0.1713	 2.42e-01	 2.42e-01	 4.74e-01
 80214	  2	123.04598	+21.63069	 0.07001	206.863	   23.5	 0.1276	 0.3609	  0.1806	 2.24e-01	 2.24e-01	 6.45e-01
 80215	  2	133.97138	+32.66572	 0.08049	237.281	   60.2	 0.0656	 0.1856	  0.0929	 7.59e-01	 7.59e-01	 8.87e-01
 80216	  2	187.89045	+16.10026	 0.19149	550.884	   37.7	 0.0453	 0.1280	  0.0640	 2.05e-01	 2.05e-01	 5.78e+00
 80217	  3	231.31154	+27.71096	 0.12678	370.019	   28.5	 0.1565	 0.3209	  0.2886	 2.54e-01	 4.08e-01	 3.40e+00
 80218	  2	215.97624	+28.78871	 0.11522	337.138	   20.5	 0.1794	 0.5075	  0.2539	 2.41e-01	 2.41e-01	 1.90e+00
 80219	  2	140.50894	+14.20078	 0.18975	546.108	   27.0	 0.0148	 0.0420	  0.0210	 3.46e-02	 3.46e-02	 5.52e+00
 80220	  2	227.04956	+52.64372	 0.07589	223.953	    5.5	 0.0284	 0.0804	  0.0402	 2.77e-03	 2.77e-03	 7.43e-01
 80221	  2	136.32065	+24.86596	 0.18041	520.322	  123.3	 0.1022	 0.2890	  0.1446	 4.96e+00	 4.96e+00	 5.37e+00
 80222	  2	123.68805	+24.11129	 0.18288	527.147	  370.0	 0.0532	 0.1506	  0.0753	 2.33e+01	 2.33e+01	 5.40e+00
 80223	  2	140.83340	+66.58986	 0.13718	399.483	   86.2	 0.1488	 0.4208	  0.2105	 3.53e+00	 3.53e+00	 2.78e+00
 80224	  2	224.42136	+38.21787	 0.19731	566.888	  180.2	 0.1487	 0.4206	  0.2104	 1.54e+01	 1.54e+01	 6.17e+00
 80225	  2	212.54067	+03.17217	 0.12124	354.291	   53.4	 0.0378	 0.1069	  0.0535	 3.44e-01	 3.44e-01	 2.00e+00
 80226	  2	187.61182	-02.68275	 0.14470	420.678	  203.4	 0.1710	 0.4836	  0.2420	 2.26e+01	 2.26e+01	 2.88e+00
 80227	  2	219.62513	+17.46046	 0.11564	338.338	  191.3	 0.1258	 0.3558	  0.1780	 1.47e+01	 1.47e+01	 1.87e+00
 80228	  4	204.49736	+21.00303	 0.11135	326.085	  171.1	 0.1713	 0.2000	  0.2741	 9.74e+00	 1.60e+01	 3.37e+00
 80229	  2	129.13563	+20.24580	 0.12515	365.409	  133.5	 0.0077	 0.0217	  0.0108	 4.37e-01	 4.37e-01	 2.21e+00
 80230	  2	179.55193	+09.47868	 0.01894	 56.557	   21.6	 0.1047	 0.2961	  0.1484	 1.56e-01	 1.56e-01	 4.45e-02
 80231	  2	176.02003	+32.97171	 0.11067	324.150	   95.4	 0.1076	 0.3043	  0.1523	 3.13e+00	 3.13e+00	 1.70e+00
 80232	  2	224.22089	+03.21457	 0.08356	246.179	   19.8	 0.1474	 0.4170	  0.2086	 1.85e-01	 1.85e-01	 9.23e-01
 80233	  2	209.90186	+00.17464	 0.16778	485.279	   41.1	 0.1126	 0.3185	  0.1593	 6.07e-01	 6.07e-01	 4.15e+00
 80234	  3	146.31604	+00.58579	 0.14712	427.474	  244.9	 0.0453	 0.0856	  0.0854	 5.31e+00	 8.69e+00	 4.54e+00
 80235	  2	201.62438	+64.44804	 0.09197	270.470	   36.7	 0.0591	 0.1672	  0.0837	 2.54e-01	 2.54e-01	 1.16e+00
 80236	  2	133.13650	+08.96941	 0.16716	483.542	   50.9	 0.1579	 0.4467	  0.2235	 1.31e+00	 1.31e+00	 4.07e+00
 80237	  2	123.87920	+49.04640	 0.12937	377.371	  103.4	 0.0657	 0.1857	  0.0929	 2.24e+00	 2.24e+00	 2.39e+00
 80238	  2	238.47261	+14.08457	 0.12769	372.619	  170.0	 0.0609	 0.1724	  0.0863	 5.63e+00	 5.63e+00	 2.24e+00
 80239	  2	150.88187	+32.01947	 0.14830	430.793	   35.4	 0.1840	 0.5204	  0.2604	 7.36e-01	 7.36e-01	 3.10e+00
 80240	  2	174.61567	+07.29882	 0.16180	468.601	  303.1	 0.0710	 0.2009	  0.1005	 2.08e+01	 2.08e+01	 3.94e+00
 80241	  2	155.66372	+20.47479	 0.18390	529.959	  143.5	 0.0501	 0.1416	  0.0708	 3.29e+00	 3.29e+00	 4.88e+00
 80242	  2	209.54281	+09.76508	 0.14986	435.179	  244.1	 0.0860	 0.2433	  0.1217	 1.64e+01	 1.64e+01	 3.40e+00
 80243	  2	216.49131	+38.92366	 0.16050	464.976	  130.4	 0.1591	 0.4501	  0.2252	 8.64e+00	 8.64e+00	 3.80e+00
 80244	  2	115.99630	+29.22290	 0.01668	 49.824	   46.6	 0.0265	 0.0749	  0.0376	 1.84e-01	 1.84e-01	 2.14e+00
 80245	  2	214.79022	+04.39347	 0.09787	287.452	   49.8	 0.0135	 0.0382	  0.0191	 1.07e-01	 1.07e-01	 1.38e+00
 80246	  2	212.09571	+01.02195	 0.12519	365.510	   59.3	 0.0937	 0.2650	  0.1326	 1.05e+00	 1.05e+00	 2.32e+00
 80247	  2	124.16602	+12.42871	 0.10040	294.726	   61.5	 0.0790	 0.2234	  0.1118	 9.54e-01	 9.54e-01	 1.30e+00
 80248	  3	125.05012	+17.45179	 0.15517	450.051	  117.2	 0.1923	 0.3923	  0.3565	 5.16e+00	 8.44e+00	 4.87e+00
 80249	  3	176.18604	-02.17614	 0.07703	227.271	   63.4	 0.1325	 0.3212	  0.2066	 1.05e+00	 1.70e+00	 1.16e+00
 80250	  2	138.94924	+40.61750	 0.13748	400.309	   11.8	 0.1919	 0.5428	  0.2715	 8.51e-02	 8.51e-02	 2.69e+00
 80251	  2	152.84327	+46.64946	 0.19335	555.994	  293.9	 0.0823	 0.2328	  0.1165	 2.27e+01	 2.27e+01	 6.15e+00
 80252	  2	158.56436	+45.34672	 0.14042	408.628	  192.8	 0.1935	 0.5474	  0.2739	 2.30e+01	 2.30e+01	 2.88e+00
 80253	  2	181.72713	+12.75558	 0.12584	367.359	   55.4	 0.0566	 0.1600	  0.0801	 5.55e-01	 5.55e-01	 2.21e+00
 80254	  2	116.94232	+26.98969	 0.02759	 82.245	   75.9	 0.0585	 0.1654	  0.0829	 1.08e+00	 1.08e+00	 9.07e-02
 80255	  2	159.07715	+25.99741	 0.08140	239.943	   66.8	 0.0300	 0.0849	  0.0425	 4.28e-01	 4.28e-01	 9.17e-01
 80256	  2	170.96973	+46.13998	 0.15007	435.770	   56.4	 0.0446	 0.1260	  0.0631	 4.52e-01	 4.52e-01	 3.36e+00
 80257	  2	224.77044	+11.31918	 0.17068	493.347	  105.3	 0.1890	 0.5344	  0.2674	 6.70e+00	 6.70e+00	 4.30e+00
 80258	  2	204.38722	-02.49701	 0.10636	311.808	   85.5	 0.1119	 0.3166	  0.1584	 2.61e+00	 2.61e+00	 1.51e+00
 80259	  2	206.78020	+07.21424	 0.16519	478.041	   33.3	 0.0527	 0.1490	  0.0745	 1.87e-01	 1.87e-01	 4.16e+00
 80260	  2	201.48929	+02.04497	 0.13673	398.213	   26.4	 0.1852	 0.5239	  0.2621	 4.12e-01	 4.12e-01	 2.61e+00
 80261	  3	132.53048	+61.52806	 0.12047	352.097	   37.0	 0.1725	 0.2325	  0.3389	 4.69e-01	 7.55e-01	 3.09e+00
 80262	  2	196.46200	+11.83929	 0.08564	252.186	   55.6	 0.1259	 0.3562	  0.1783	 1.24e+00	 1.24e+00	 9.40e-01
 80263	  2	216.94227	+02.95035	 0.09048	266.171	   40.3	 0.0264	 0.0745	  0.0373	 1.37e-01	 1.37e-01	 1.10e+00
 80264	  2	160.34269	+46.60751	 0.12899	376.289	  182.0	 0.1506	 0.4260	  0.2132	 1.59e+01	 1.59e+01	 2.25e+00
 80265	  2	218.05415	+00.64930	 0.14943	433.961	  127.1	 0.1418	 0.4011	  0.2007	 7.31e+00	 7.31e+00	 3.16e+00
 80266	  2	240.00093	-00.21792	 0.18395	530.094	   89.1	 0.1941	 0.5489	  0.2746	 4.92e+00	 4.92e+00	 5.50e+00
 80267	  2	237.63463	+18.20438	 0.13557	394.912	  108.8	 0.0540	 0.1529	  0.0765	 2.04e+00	 2.04e+00	 2.51e+00
 80268	  3	170.01879	+45.30104	 0.12257	358.072	   82.8	 0.1304	 0.2014	  0.2537	 1.76e+00	 2.86e+00	 3.16e+00
 80269	  2	222.35605	+23.68715	 0.17897	516.333	   93.5	 0.0822	 0.2326	  0.1164	 2.30e+00	 2.30e+00	 5.15e+00
 80270	  2	190.04842	+15.78163	 0.15240	442.293	   81.5	 0.0688	 0.1945	  0.0973	 1.46e+00	 1.46e+00	 3.52e+00
 80271	  2	208.43968	+13.38831	 0.14717	427.619	   22.2	 0.0943	 0.2666	  0.1334	 1.48e-01	 1.48e-01	 3.34e+00
 80272	  2	255.75504	+37.76959	 0.12724	371.344	   95.3	 0.0902	 0.2551	  0.1277	 2.62e+00	 2.62e+00	 2.19e+00
 80273	  2	182.33895	+43.07129	 0.15800	457.972	   48.0	 0.1783	 0.5042	  0.2523	 1.31e+00	 1.31e+00	 3.65e+00
 80274	  2	211.64005	+42.52958	 0.08918	262.420	   74.8	 0.1042	 0.2948	  0.1475	 1.86e+00	 1.86e+00	 1.08e+00
 80275	  2	233.39571	+33.38265	 0.19277	554.424	   65.3	 0.0580	 0.1641	  0.0821	 7.90e-01	 7.90e-01	 5.52e+00
 80276	  3	128.53488	+12.48622	 0.14600	424.319	  196.2	 0.1020	 0.0990	  0.2026	 7.64e+00	 1.25e+01	 4.56e+00
 80277	  2	158.58966	+08.41912	 0.17504	505.441	  107.0	 0.0513	 0.1450	  0.0725	 1.87e+00	 1.87e+00	 4.67e+00
 80278	  2	206.48318	+45.85718	 0.10935	320.365	  102.4	 0.1814	 0.5130	  0.2567	 6.07e+00	 6.07e+00	 1.55e+00
 80279	  2	145.14643	+44.41451	 0.15019	436.087	  203.9	 0.1762	 0.4985	  0.2494	 2.34e+01	 2.34e+01	 3.47e+00
 80280	  3	232.61543	+21.87072	 0.15207	441.373	  177.3	 0.1782	 0.4170	  0.3017	 1.09e+01	 1.79e+01	 4.99e+00
 80281	  3	225.81951	+23.06103	 0.18485	532.579	  256.3	 0.0973	 0.1435	  0.1901	 1.24e+01	 2.04e+01	 8.10e+00
 80282	  2	160.72827	+49.12959	 0.14982	435.073	   27.2	 0.1217	 0.3443	  0.1722	 2.88e-01	 2.88e-01	 3.28e+00
 80283	  2	114.24281	+39.61950	 0.11933	348.851	  326.9	 0.1160	 0.3282	  0.1642	 3.96e+01	 3.96e+01	 1.92e+00
 80284	  4	246.69630	+45.80780	 0.13074	381.262	  153.9	 0.2945	 0.5183	  0.5731	 1.35e+01	 2.23e+01	 4.91e+00
 80285	  2	151.42012	-00.59905	 0.09686	284.557	   35.0	 0.1536	 0.4344	  0.2174	 6.00e-01	 6.00e-01	 1.27e+00
 80286	  2	191.98241	+06.43459	 0.15831	458.849	  295.3	 0.1325	 0.3749	  0.1876	 3.69e+01	 3.69e+01	 3.80e+00
 80287	  2	130.67434	+49.93904	 0.16761	484.785	  242.2	 0.0958	 0.2710	  0.1356	 1.80e+01	 1.80e+01	 4.23e+00
 80288	  2	127.57863	+44.23783	 0.14365	417.701	  199.1	 0.1379	 0.3899	  0.1951	 1.75e+01	 1.75e+01	 2.93e+00
 80289	  2	238.50742	+40.65042	 0.11701	342.248	    2.0	 0.1323	 0.3742	  0.1871	 1.67e-03	 1.67e-03	 1.89e+00
 80290	  2	225.48205	+32.63980	 0.14560	423.198	  115.1	 0.0379	 0.1072	  0.0537	 1.60e+00	 1.60e+00	 3.09e+00
 80291	  2	147.63009	+10.10744	 0.10608	311.026	    4.2	 0.0639	 0.1807	  0.0904	 3.58e-03	 3.58e-03	 1.54e+00
 80292	  2	209.41392	+38.08991	 0.16075	465.672	  285.9	 0.0799	 0.2259	  0.1130	 2.09e+01	 2.09e+01	 3.67e+00
 80293	  2	233.72478	+19.47043	 0.18298	527.425	   85.8	 0.1041	 0.2944	  0.1473	 2.45e+00	 2.45e+00	 5.27e+00
 80294	  2	222.21290	+10.39115	 0.15347	445.288	   72.1	 0.1688	 0.4775	  0.2389	 2.80e+00	 2.80e+00	 3.32e+00
 80295	  2	215.76294	+35.38892	 0.18921	544.616	   26.9	 0.0541	 0.1530	  0.0765	 1.25e-01	 1.25e-01	 5.75e+00
